NOTA;PROJETO;TÍTULO;MUNICÍPIO;PLANO;CRITÉRIO;POSTES PREV;POSTES REAL;CLIET. PREV;CLIET. REAL;V. PROJETO;ENERGIZAÇÃO;SUPERVISOR;ENCARREGADO;INICIO;FIM;PERFIL;ORIGEM_ETL;FAIXA;TITULO;MUNICIPIO;STATUS;LV;PES S/I;PES DESLIG;RESUMO;OBS;CLIET.;CAVR;CAVD;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;V. PRJ 25%;CART.;PV. INÍCIO;PV. FIM;AR;DT. SEPARAÇÃO;RESERVA;SACADO;PRÉ FECHAMENTO;SIMPLIFICADA;VISITA PRÉVIA;REFERÊNCIA;LATITUDE;LONGITUDE;V. REAL;RESUMO LV;Nº PES;DATA DESL;CRITERIO;COORDENADAS;PG'S;LINK PROJETO;CONCRETO;% POSTES;% CAVAS;OBS CAVA;CAT;DT DESL;AS BUILT;DEVOLUÇAO;CLIENT.;CART;DESLIG;DIAS;DIAS.1;BOOK;DIAS.2;LAT;LONG
;B-1195841;;;PLANO 14;;;;;;R$ 12.344,10;26/11/2025;GABRIEL;OSMAR;;;;Novembro 25;;ER-CIND-POV-LAGE 3652-LAGE;MONTE SANTO;Energizada;;;144181;LV + BT;;1;;;2;0;;;;;100%;;;;20/10/2025;22/11/2025;;17/11/2025;Solicitado;;TRUE;;;D143859;;;;2 N1;BT 127161 LV-148683;26/11/2025;QLP;-10,4605865, -39,2612516;E875150 – E875151;https://drive.google.com/file/d/10hAjidpSjethJXun3uV91gg5_28hEfjx/view?usp=drive_link;2;100%;0,0%;Detonar ou KLC;out./1;;;;;;;;;;;;
;B-1193863;;;PLANO 7;;;;;;R$ 11.736,71;;JOAO;GESONI;;;;Novembro 25;;ER-CIND-POV-VARZEA SUJA-RURAL;ITIÚBA;Energizada;;;145698;LV+BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;14/11/2025;Sim;TRUE;TRUE;;;D157854;;;;2.N/1;138294 BT 140451 LV;27/11/2025;PRIORIDADE PLANO ANEEL;-10.821269, -40.00361;E903306 – E903307;https://drive.google.com/file/d/16EEP9ehss3pFHi0Ty-oBRRaVwe9FcyWw/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1220742;;;PLANO 8;;;;;;R$ 16.435,37;;GABRIEL;MARCELO;;;;Novembro 25;;RC-CIND-PR -ELIAS MARQUES-CENTRO;QUEIMADAS;Energizada;;;146902;DESL + EN;;0;;;2;0;;;;;100%;;;;10/11/2025;15/11/2025;;10/11/2025;Sim;TRUE;TRUE;;;Q105518;;;;;152117 EN;28/11/2025;JUDICIAL;-10.9760463, -39.6284591;E903359 – E903360;https://drive.google.com/file/d/1MmcKrAlDhSRDyMEek1QmoyNSdEvclIpy/view?usp=drive_link;2;100%;0,0%;Provavelmente precisa de KLC;nov./1;;;;;;;;;;;;
;B-1213354;;;PLANO 8;;;;;;R$ 16.456,13;;JOAO;REGINALDO;;;;Novembro 25;;RC-CIND-RUA-BAHIA-NOVO HORIZONTE;SENHOR DO BONFIM;Energizada;;;145706 (PEDIR ACORDO);DESLIG;;0;;;2;0;;;;;100%;;;;24/11/2025;29/11/2025;;18/11/2025;Solicitado;;TRUE;;;Q048921;;;;;133637 BT ;27/11/2025;JUDICIAL;-10.4512727, -40.1764398;E902872 – E902873;https://drive.google.com/file/d/1tMVGWmOmEoCZcK4jgxgmi4wLAoKVUycf/view?usp=drive_link;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1216483;;;PLANO 7;;;;;;R$ 13.296,02;14/11/2025;JOAO;JOILSON;;;;Novembro 25;;ER-CIND-FAZ-PEDRA DO UMBU-CARIACA;SENHOR DO BONFIM;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;07/11/2025;15/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;E291658;;;;;LV 140042     151361 EN;;PRIORIDADE PLANO ANEEL;-10.5081567, -40.0958669;E902874 – E902875;https://drive.google.com/file/d/1eyTM-Rku4E-PXaEFyF4HGZhUiTijrAC1/view?usp=drive_link;0;0%;100,0%;;nov./1;;;;;;;;;;;;
;B-1210455;;;PLANO 14;;;;;;R$ 14.489,91;22/11/2025;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-FAZ-PILOES-RURAL;CAMPO FORMOSO;Energizada;Pendente;;;LV+BT;Previsão de conclusão 18/11;1;1;;2;2;;;;;100%;;;;05/11/2025;15/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;E328845;;;;2/B1;138097 BT 142614 LV;;PRIORIDADE PLANO ANEEL;-10.4597444, -40.3676863;E903265 – E903266;https://drive.google.com/file/d/1uye6EnYgFN6hA32dY2LKD2oljbgtLH27/view?usp=drive_link;2;100%;50,0%;FURAR 1;nov./1;;;;;;;;;;;;
;B-1214292;;;PLANO 14;;;;;;R$ 17.520,56;26/11/2025;GABRIEL;JEFFERSON;;;;Novembro 25;;ER-CIND-POV-LAGOA DO TANQUE-LAGOA DO TAN;ITIÚBA;Energizada;;;;LV+BT;;1;;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;08/11/2025;Sim;TRUE;TRUE;;;D143324;;;;N1/1;139261 BT 140523 LV;;PRIORIDADE PLANO ANEEL;-10.46616, -39.7971761;E903308 – E903309;https://drive.google.com/file/d/1DDntLplEKQl63zaykwEm-GvLAxsXBAeB/view?usp=drive_link;4;200%;0,0%;precisa da KLC;nov./1;;;;;;;;;;;;
;B-1170955;;;PLANO 14;;;;;;R$ 15.318,47;;JOAO;JOILSON;;;;Novembro 25;;ER-CIND-FAZ-CAJAZEIRA 922-RURAL-QUICE;SENHOR DO BONFIM;Energizada;;;;BT;PENDENTE SACAR MATERIAL;1;;;2;0;;;;;100%;;;;07/11/2025;15/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;D135547;;;;;133617 BT;;PRIORIDADE PLANO ANEEL;-10.5356738, -40.0470073;E875684 – E902867;https://drive.google.com/file/d/1gbhPsOC7m1R9h1_AfByeoxMr8-lDqcXi/view?usp=drive_link;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1210364;;;PLANO 14;;;;;;R$ 13.619,09;13/11/2025;JOAO;REGINALDO;;;;Novembro 25;;ER-CIND-RUA-V SIMOES-PASSAGEM VELHA;SENHOR DO BONFIM;Energizada;;;;BT;;1;;;2;0;;;;;100%;;;;;;;13/11/2025;Sim;TRUE;TRUE;;;P748244;;;;;133624 BT;;PRIORIDADE PLANO ANEEL;-10.496017, -40.163902;E902868 – E902869;https://drive.google.com/file/d/1F6u0yYjrsoggA9VXYUSwmNlSC_vu9xui/view?usp=drive_link;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1211047;;;PLANO 14;;;;;;R$ 9.787,05;19/11/2025;JOAO;WAGNER;;;;Novembro 25;;ER-CIND-LOT PANOTAMA 19-RURAL-BARAUNA;SENHOR DO BONFIM;Energizada;;;;LV+BT;;1;1;;2;2;;;;;100%;;;;05/11/2025;15/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;B765644;;;;N1;148875 BT LV 142524;;PRIORIDADE PLANO ANEEL;-10.430555, -40.137597;E902870 – E902871;https://drive.google.com/file/d/14NNEWjffAxTxpotfA0bjaTPUwKJVjdMl/view?usp=drive_link;2;100%;50,0%;;nov./1;;;;;;;;;;;;
;B-1210625;;;PLANO 14;;;;;;R$ 15.591,94;24/11/2025;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-POV-LAGEDO RASO-TIQUARA;CAMPO FORMOSO;Energizada;;;;LV+BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;19/11/2025;;;TRUE;;;D023899;;;;2/N1;137279 BT 142691 LV;;PRIORIDADE PLANO ANEEL;-10.4504431, -40.5481115;E903395 - E903396;https://drive.google.com/file/d/1a7Bc8KitHh_nD1yhyuJ-EeI7ycLTanLO/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1216188;;;PLANO 7;;;;;;R$ 14.734,75;;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-POV-CURRAL DA PONTE-RURAL;CAMPO FORMOSO;Energizada;Pendente;;;LV;;3;2;;2;0;;;;;100%;;;;05/11/2025;15/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;B425255;;;;N1;138016 BT 142626 LV;;QLP;-10.4532885, -40.3156405;E903267 – E903268;https://drive.google.com/file/d/1LSvtgReDBsUwQ8BIU3ojvlpv0HN8XRLy/view?usp=drive_link;3;150%;100,0%;;nov./1;;;;;;;;;;;;
;B-1221730;;;PLANO 7;;;;;;R$ 436.108,77;10/11/2025;JOAO;REGINALDO;;;;Novembro 25;;RR-EMBA-RUA-DA LARANJEIRA-CENTRO;JAGUARARI;Energizada;Pendente;;;LV;;;2;;2;0;;;;;100%;;;;07/10/2025;15/11/2025;;06/11/2025;Sim;TRUE;TRUE;FALSE;FALSE;Q044255;;;;;141553(LV);;PRIORIDADE PLANO ANEEL;-10,3661371, -40,1690107;E903332 – E903333;https://drive.google.com/file/d/1eSP8ezsTJAbYkxkjeG4knccannEvM_Ng/view?usp=drive_link;2;100%;100,0%;;out./1;;;;;;;;;;;;
;B-1177738;;;PLANO 7;;;;;;R$ 18.229,86;;JOAO;WAGNER;;;;Novembro 25;;ER-CIND-FAZ-CARPINTARIA-RURAL;JAGUARARI;Energizada;;;;LV + BT;;2;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;D544114;;;;N1/N1;139468 BT;;QLP;-9.9000362, -39.9709761;E903330 – E903331;https://drive.google.com/file/d/1927pOH6Q0EFnWAZ14KlYZ6db2TIaGjnS/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1170529;;;PLANO 14;;;;;;R$ 17.766,30;19/11/2025;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-FAZ-PILOES-RURAL;CAMPO FORMOSO;Energizada;;;;LV+BT;;1;2;;2;0;;;;;100%;;;;;;;;;;TRUE;;;D520532;;;;N1;BT 137151 LV-148014 ;;QLP;-10.4812951, -40.3647843;E903263 – E903264;https://drive.google.com/file/d/140yB0gdID-5z9ikRTD7U_MJxEinIatQP/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1216105;;;PLANO 7;;;;;;R$ 29.365,84;27/11/2025;GABRIEL;OSMAR;;;;Novembro 25;;ER-CIND-POV-LAGOA GRANDE-RURAL;MONTE SANTO;Energizada;;;;LV+BT;;3;;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;17/11/2025;Solicitado;;TRUE;;;P118752;;;;2 N1/TRAFO;BT 138185 LV-148672;;QLP;-10.250051, -39.5126099;E903353 – E903354;https://drive.google.com/file/d/1W1i1gKhjFv0cgMuyp0T6jYzsmq43QXPD/view?usp=drive_link;2;100%;0,0%;Precisa da KLC;nov./1;;;;;;;;;;;;
;B-1186497;;;PLANO 7;;;;;;R$ 11.282,59;20/11/2025;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-POV-LAGOA DO PORCO-RURAL;CAMPO FORMOSO;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;19/11/2025;;;TRUE;;;D137045;;;;;137084 BT;;QLP;-10.3350236, -40.6213253;E903336 – E903337;https://drive.google.com/file/d/119T0p4sfIOatpa7hGyDary_Cpk_o5s7h/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1199167;;;PLANO 7;;;;;;R$ 11.280,94;;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-FAZ-CANAVIEIRAS 2-RURAL;CAMPO FORMOSO;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;05/11/2025;15/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;Q060232;;;;;137135 BT;;PRIORIDADE PLANO ANEEL;-10.4728827, -40.2769164;E903342 – E903343;https://drive.google.com/file/d/1R-EKIzkeaJoQGUrUOXOglNlH6m_dQ55s/view?usp=drive_link;2;100%;100,0%;PODA;nov./1;;;;;;;;;;;;
;B-1050851;;;PLANO 14;;;;;;R$ 4.793,81;;JOAO;WAGNER;;;;Novembro 25;;ER-CIND-POV-GAMELEIRA 182-RURAL;JAGUARARI;Energizada;;;;BT;;3;;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;B658316;;;;;139576 BT;;PRIORIDADE PLANO ANEEL;-10.2120357, -40.1143323;E903408 - E903409;https://drive.google.com/file/d/1li_jowAelqEDpYOfMQLxFPDL1iNpuw-j/view?usp=drive_link;2;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1192185;;;PLANO 14;;;;;;R$ 10.438,48;12/11/2025;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-RUA-BELA VISTA-RURAL;CAMPO FORMOSO;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;B339226;;;;;137236 BT;;REPUTACIONAL;-10.5033005, -40.3975959;E903397 - E903398;https://drive.google.com/file/d/1FstJbyOByRQmt6g6eAB9Pl33fN8isEmA/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1211890;;;PLANO 7;;;;;;R$ 11.681,17;;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-POV-LAGOA DA PEDRA-RURAL;CAMPO FORMOSO;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;D065096;;;;;145558 BT;;PRIORIDADE PLANO ANEEL;-10.5045089, -40.4218939;E903399 - E903400;https://drive.google.com/file/d/1r6KwI9zhbgesoNSrYOCELjrUYLZqIOn7/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1214847;;;PLANO 7;;;;;;R$ 12.965,31;20/11/2025;JOAO;ISRAEL;;;;Novembro 25;;UB-CIND-CJN-VI JOEL 130-CENTRO;CAMPO FORMOSO;Energizada;;;;BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;Q062125;;;;;137297 BT;;PRIORIDADE PLANO ANEEL;-10.4688438, -40.4377683;E903401 - E903402;https://drive.google.com/file/d/138Okir1ABDwe_8CRCnwZf9QrcVVWg_Oa/view?usp=drive_link;4;200%;100,0%;;nov./1;;;;;;;;;;;;
;B-1216176;;;PLANO 14;;;;;;R$ 6.908,51;18/11/2025;GABRIEL;JEFFERSON;;;;Novembro 25;;UB-CIND-RUA-ALTO DO CAMPO-RURAL;ITIÚBA;Energizada;;;;BT;Depende do cabo 3x35;1;2;;2;2;;;;;100%;;;;24/11/2025;29/11/2025;;12/11/2025;Sim;TRUE;TRUE;;;Q066944;;;;;139277 BT;;PRIORIDADE PLANO ANEEL;-10.6899575, -39.859984;E903355 – E903356;https://drive.google.com/file/d/1_VNa00o6E-cEuEdjun_Q2zJaKPASP8GX/view?usp=drive_link;0;0%;100,0%;;nov./1;;;;;;;;;;;;
;B-1205388;;;PLANO 7;;;;;;R$ 70.752,48;;;REGINALDO;;;;Novembro 25;;ER-CIND-POV-CACO DE TELHA 78-RURAL;SENHOR DO BONFIM;Paralisada;;;146253 ANEXA PEX;DESL + LV;;1;;;4;0;;;;;100%;;;;24/11/2025;29/11/2025;;18/11/2025;Solicitado;;TRUE;;;Q043744;;;;2 N3-3;134636 EN 142573 LV;28/11/2025;PRIORIDADE PLANO ANEEL;-10,3918417, -40,1592126;E902884 – E902887;https://drive.google.com/file/d/194hw5DEM44jD5q57OkXkTNNPBH6NcMjW/view?usp=drive_link;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1190860;;;PLANO 7;;;;;;R$ 14.147,55;18/11/2025;GABRIEL;JEFFERSON;;;;Novembro 25;;ER-CIND-FAZ-BARRA-CACIMBAS;ITIÚBA;Energizada;;;;BT;Previsão de conclusão 18/11;1;2;;2;2;;;;;100%;;;;24/11/2025;29/11/2025;;17/11/2025;Solicitado;;TRUE;;;D395165;;;;;BT 138261  ;;QLP;-10.7410177, -39.7087084;E903351 – E903352;https://drive.google.com/file/d/1FqvcbOI43a7H2dVnKn3Qc9gT1TGB3hJF/view?usp=drive_link;2;100%;100,0%;precisa da KLC;nov./1;;;;;;;;;;;;
;B-1210106;;;PLANO 14;;;;;;R$ 11.399,83;20/11/2025;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-POV-CAMPO ALEGRE-CAMPO ALEGRE;CAMPO FORMOSO;Energizada;;;;BT;;1;;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;19/11/2025;;;TRUE;;;E141329;;;;;137251 BT;;PRIORIDADE PLANO ANEEL;-10.389477, -40.41142;E903338 – E903339;https://drive.google.com/file/d/1iqUQJ6ZRaj5x7y8Orc81Frcfp1F3xWez/view?usp=drive_link;2;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1190192;;;PLANO 7;;;;;;R$ 9.324,71;05/11/2025;JOAO;JOILSON;;;;Novembro 25;;ER-CIND-RUA-APOLONIO-CJATOBA;PINDOBAÇU;Energizada;;;;BT;;2;2;;2;0;;;;;100%;;;;;;;;;TRUE;TRUE;TRUE;;;;;;;135326 BT;;QLP;;E903363 – E903364;https://drive.google.com/file/d/1fGGp9MUbj_lrxybf54aXyDJhajQo6-G9/view?usp=drive_link;2;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1209962;;;PLANO 14;;;;;;R$ 39.039,00;11/11/2025;GABRIEL;ANAILTON;;;;Novembro 25;;ER-CIND-RUA-ANTONIO JOSE FERNANDES-CENTR;CANSANÇÃO;Energizada;Realizado;;;BT;;1;2;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;10/11/2025;Sim;TRUE;TRUE;;;Q098328;;;;;135195 BT;;QLP;-10,6736886, -39,4991437;E903287 – E903290;https://drive.google.com/file/d/1QneDf6FexXq8VWBZ-fYTUNZcGm2r_7WL/view?usp=drive_link;4;200%;100,0%;;nov./1;;;;;;;;;;;;
;B-1228308;;;PLANO 7;;;;;;R$ 29.161,67;19/11/2025;GABRIEL;MARCELO;;;;Novembro 25;;ER-CERB-FAZ-NOVA-RURAL;ITIÚBA;Energizada;;;146092 (VIP);DESL;Saque de material dia 18/11;1;1;;1;0;;;;;100%;;;;24/11/2025;29/11/2025;;17/11/2025;Solicitado;;TRUE;FALSE;FALSE;D293170;;;;;;19/11/2025;GOVERNO;-10,9339093, -39,7997546;E903372 – E903372;https://drive.google.com/file/d/1lVLzKnBjAETsJBNOkmEnzMPk1O96-NN0/view?usp=drive_link;2;200%;100,0%;;nov./1;;;;;;;;;;;;
;B-1169767;;;PLANO 7;;;;;;R$ 42.270,11;20/11/2025;GABRIEL;JEFFERSON;;;;Novembro 25;;AC-CIND-POV-PICOS-RURAL;ITIÚBA;Energizada;;;142297;DESL + LV;Saque de material dia 19/11;0;1;;1;0;;;;;100%;;;;24/11/2025;29/11/2025;;17/11/2025;Solicitado;;TRUE;;;Q068227;;;;;LV 140092;20/11/2025;QLP;-10.6676535, -39.8742346;E903311 – E903311;https://drive.google.com/file/d/1s6Y_NG2c1ZskXRziY0mgC8_d0ZGxAqGv/view?usp=drive_link;2;200%;100,0%;precisa da KLC;nov./1;;;;;;;;;;;;
;B-1210094;;;PLANO 14;;;;;;R$ 12.629,56;;GABRIEL;MARCELO;;;;Novembro 25;;ER-CIND-POV-SALINA-NORDESTINA;NORDESTINA;Cancelada;;;;BT;;1;;;2;0;;;;;100%;;;;17/11/2025;22/11/2025;;;;FALSE;FALSE;FALSE;FALSE;D020507;;;;;135375 BT;;PRIORIDADE PLANO ANEEL;-10.843433, -39.450595;E903357 – E903358;https://drive.google.com/file/d/1XxVqoylXnx8kxRe3bW1ICv6r12MEQ35c/view?usp=drive_link;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1180143;;;PLANO 7;;;;;;R$ 6.538,80;24/11/2025;JOAO;WAGNER;;;;Novembro 25;;ER-CIND-POV-ANTAS I-RURAL;JAGUARARI;Energizada;;;143324;LV+BT;;1;;;1;1;;;;;100%;;;;17/11/2025;22/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;D408442;;;;N1; BT 139665 LV 145196 ;;QLP;-10.3027111, -40.1076727;E903315 – E903320;https://drive.google.com/file/d/1nqv6xxpqNtcZa38Vfug2LPqRfEo9SjEx/view?usp=drive_link;1;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1060677;;;PLANO 14;;;;;;R$ 2.393,07;;;;;;;Novembro 25;;ER-CIND-POV-CACHOEIRA-ANDORINHA;ANDORINHAS;Paralisada;;;;BT;;1;;;1;0;;;;;100%;;;;;;;;;;;;;B015669;;;;;135147 BT;;PRIORIDADE PLANO ANEEL;-10.357579, -39.810062;E903440;https://drive.google.com/file/d/14K_CsaAf8cIUPhvhZXSIKHk-kAftU7ky/view?usp=drive_link;1;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1169729;;;PLANO 7;;;;;;R$ 18.492,73;;;;;;;Novembro 25;;ER-CIND-FAZ-S O GONCALO-RURAL;ANDORINHAS;Paralisada;;;;LV+BT;;1;;;2;0;;;;;100%;;;;;;;;;;;;;D388057;;;;N1;BT 135168 LV-149168;;QLP;-10.2704878, -39.9203461;E903436 - E903437;https://drive.google.com/file/d/1oIgx3k1Wtpgz0d2G1-w8L-bdnb_Zs5wh/view?usp=drive_link;2;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1190993;;;PLANO 7;;;;;;R$ 9.333,97;;;;;;;Novembro 25;;ER-CIND-POV-LAGEDOS-RURAL;ANDORINHAS;Paralisada;;;;BT;;1;;;2;0;;;;;100%;;;;;;;;;;;;;D014317;;;;;135152 BT;;RECLAMAÇÃO;-10.169574, -39.912487;E903438 - E903439;https://drive.google.com/file/d/1hlnMcIHlErXyM-Krn5a6I8wMRGM4tV3s/view?usp=drive_link;2;100%;0,0%;;nov./1;;;;;;;;;;;;
;B-1067126;;;PLANO 8;;;;;;R$ 335.050,76;;;;;;;Novembro 25;;IS-COEL-PR -COMERCIO-ANDORINHA;ANDORINHAS;Paralisada;;;;DESL;;1;;;27;0;;;;;50%;;;;;;;;;;;;;Q099019;;;;;;;JUDICIAL;-10.3445425, -39.8323744;E903081 – E903107;;18;66,66666667%;0,0%;;nov./1;;;;;;;;;;;;
;B-1144330;;;PLANO 14;;;;;;R$ 152.883,89;;;;;;;Novembro 25;;MP CIND FAZ LAGOA DA ONÇA RURAL;MONTE SANTO;Cancelada;;;;;;1;;;15;0;;;;;0%;;;;;;;;;;;;;;;;;;;;QLP;;E903051 – E903065;;0;0%;0,0%;;nov./1;;;;;;;;;;;;
;B-1156651;;;PLANO 7;;;;;;R$ 27.197,79;27/11/2025;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-POV-BREJO CAATINGA-RURAL;CAMPO FORMOSO;Energizada;Pendente;;145700;DESLIG;"MATERIAL PENDENTE 
TRAFO E CABO POTE";0;1;;1;0;;;;;100%;;;;27/10/2025;15/11/2025;;;;TRUE;TRUE;;;D931025;;;;N1 C/ TRF;124773 (LV) 124652 (EN);27/11/2025;;-10,4265503, -40,8651062;E875185 – E875185;https://drive.google.com/file/d/1MGM9EwydAcMCbDyjyaG2pf9mkqQncAn8/view?usp=drive_link;1;100%;100,0%;;out./1;;;;;;;;;;;;
;B-1199686;;;PLANO 7;;;;;;R$ 6.848,69;21/11/2025;GABRIEL;MARCELO;;;;Novembro 25;;ER-CIND-FAZ-UMBURANA-RURAL;QUEIMADAS;Energizada;Pendente;;;LV+BT;Programar LV;1;1;;1;0;;;;;100%;;;;10/11/2025;15/11/2025;;10/11/2025;Sim;TRUE;TRUE;;;D030008;;;;N1;134669 BT / 134670 LV 148784 LV;;PRIORIDADE PLANO ANEEL;-10.838989, -39.6406917;E903366 – E903366;https://drive.google.com/file/d/1iaxNatJpHria08Y7-M5MHfep47iukdT2/view?usp=drive_link;1;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1155593;;;PLANO 7;;;;;;R$ 20.229,80;15/11/2025;GABRIEL;JEFFERSON;;;;Novembro 25;;ER-CIND-FAZ-JUAZEIRINHO-RURAL;CANSANÇÃO;Energizada;Realizado;;;LV + ENERGZ;;1;1;;1;0;;;;;100%;;;;03/10/2025;15/11/2025;;;;TRUE;TRUE;;;D265962;;;;N1 C/ TRF;125048 (LV)   125848 (EN);;PRIORIDADE PLANO ANEEL;-10,6850113, -39,5549432;E875202 – E875202;https://drive.google.com/file/d/1-m2QkNBzfsq5ArEr7_pW5dDvuxxmXmMd/view?usp=drive_link;1;100%;100,0%;;out./1;;;;;;;;;;;;
;B-1180616;;;PLANO 7;;;;;;R$ 4.772,12;;JOAO;EDVALDO;;;;Novembro 25;;ER-CIND-FAZ- PILOES-RURAL;CAMPO FORMOSO;Energizada;Pendente;;;LV+BT;;0;1;;1;0;;;;;100%;;;;05/11/2025;15/11/2025;;11/11/2025;Sim;TRUE;TRUE;;;B929837;;;;N1;137208 BT 140987 LV;;QLP;-10.4535513, -40.3308433;E903369 – E903369;https://drive.google.com/file/d/1jyEKZgJ4-ooj7Rmhcnzz4arxPdaS9oD2/view?usp=drive_link;1;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1158161;;;PLANO 7;;;;;;R$ 15.000,26;13/11/2025;GABRIEL;ANAILTON;;;;Novembro 25;;ER-CIND-POV-LAGOA DOS ALTOS-LAGOA DOS AL;CANSANÇÃO;Energizada;Realizado;;;LV + ENERGZ;;1;1;;1;0;;;;;100%;;;;27/10/2025;15/11/2025;;;;TRUE;TRUE;;;D158998;;;;N1 C/ TRF;125011 (LV) 145474 (EN);;PRIORIDADE PLANO ANEEL;-10,6306033, -39,457738;E875201 – E875201;https://drive.google.com/file/d/1nBqmO9QjEOqxkoPP2WFLlIv3r67uImZP/view?usp=drive_link;1;100%;100,0%;;out./1;;;;;;;;;;;;
;B-1171389;;;PLANO 14;;;;;;R$ 21.151,54;14/11/2025;GABRIEL;MARCELO;;;;Novembro 25;;ER-CIND-FAZ-SANTA MARIA 2-RURAL;QUEIMADAS;Energizada;Pendente;;;LV + ENERGZ;;2;1;;1;0;;;;;100%;;;;10/11/2025;15/11/2025;;10/11/2025;Sim;TRUE;TRUE;;;E088017;;;;N1;LV 134716                 146639 EN;;QLP;-10.972847, -39.6469582;E903367 – E903367;https://drive.google.com/file/d/1pOnvJrLKS_RAtkUhAbLzq0UKjn612N0c/view?usp=drive_link;1;100%;100,0%;;nov./1;;;;;;;;;;;;
;B-1168806;;;PLANO 7;;;;;;R$ 24.982,67;14/11/2025;JOAO;ISRAEL;;;;Novembro 25;;ER-CIND-POV-PATOS 3-URBANO;CAMPO FORMOSO;Energizada;Pendente;;;LV + ENERGZ;;1;1;;1;0;;;;;100%;;;;27/10/2025;15/11/2025;;;;TRUE;TRUE;;;Q024911;;;;N1 C/ TRF;124783 (LV) 145861 (EN);;PRIORIDADE PLANO ANEEL;-10,1845895, -40,8966678;E875184 – E875184;https://drive.google.com/file/d/1FUMDq-bUdK8-BLdnwQeSZEVh0g0Cgm-w/view?usp=drive_link;1;100%;100,0%;;out./1;;;;;;;;;;;;
