CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
EQUIPAMENTO;9102136937;1170528;;CASA NOVA;;MIGRADA;;;;0;1;RETIRAR;;;;PLANO 8;100%;R$ 124.894,00;;;;;PAULO JUNIOR;DIEGO;-9,15514;-40,916031;;mar.-25;;;;;DA PLANILHA;E619924;E619924;Abril 25;R$ 31.223,50;;;;IE-RELIGADOR-SBC-09S1-G45489;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102136954;1170871;;CASA NOVA;;MIGRADA;;;;0;1;RETIRAR;;;;PLANO 8;100%;R$ 102.337,61;;;;;PAULO JUNIOR;DIEGO;-9,206043;-41,008986;;mar.-25;;;;;DA PLANILHA;E619925;E619925;Abril 25;R$ 25.584,40;;;;IE-RELIGADOR-CSN-01C3-J06102;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102140367;1171264;;REMANSO;;MIGRADA;;;;0;1;RETIRAR;;;;PLANO 8;100%;R$ 97.309,03;;;;;;DEBORA;-9,22023;-40,870501;;mar.-25;;;;;DA PLANILHA;E619926;E619926;Abril 25;R$ 24.327,26;;;;IE-RELIGADOR-CSN-01C5-J05899;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102157501;1176079;;JUAZEIRO;01/04;abril-25;;;;1;0;;0;;;;100%;R$ 1.374,26;;04/04/2025;04/04/2025;CARLOS;SANTIAGO;VICTOR;-9,47910747;-40,4916073;;;;;;;0 POSTE;;;Abril 25;R$ 343,57;;OK;;UB-CIND-ET-SERRA DA BATATEIRA-J PAULO II;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102150731;1177510;;CASA NOVA;;;;;;1;1;;;;;;100%;R$ 8.374,77;;25/04/2025;25/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,0561578;-40,9252703;;;;;;;DA PLANILHA;E750258;E750258;Abril 25;R$ 2.093,69;;;;ER-CIND-POV-SANTA RITA-RURAL;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101205768;884168;;CASA NOVA;;;;;MIGRAR;1;9;;;;;PLANO 14;100%;R$ 48.586,56;;10/05/2025;12/05/2025;AILTON;PAULO JUNIOR;DIEGO;-9,2064123;-40,8080123;;mar.-25;;;;;DA PLANILHA ;E619700;E619708;Abril 25;R$ 12.146,64;;OK;;MP-CCOL-POV SALGADINHA-RURAL;NÃO INICIADA;;R$ 18.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102153977;1177596;;CASA NOVA;;;;;;1;0;;;;;;100%;R$ 46.530,49;;25/04/2025;25/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,1794719;-40,9848238;;;;;;;0 POSTE;;;Abril 25;;;;;UB-CIND RO BR 235 105 - CASA NOVA;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102089653;1148050;;CASA NOVA;;MIGRADA;;;;0;2;RETIRAR;;;;PLANO 8;100%;R$ 336.662,56;;;;;PAULO JUNIOR;DIEGO;;;;fev.-27;FALSE;;FALSE;FALSE;1019875/APROVADA ;E725809;E755810;Abril 25;R$ 84.165,64;;;;IE-REGULADOR SE:CNN ALIM:01C3-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102153549;1175531;;JUAZEIRO;;;;;;1;5;;;;;;100%;R$ 23.995,33;;25/04/2025;25/04/2025;PEPEU;ANDERSON;;-9,874565;-40,283335;;;;;;;DA PLANILHA;E750194;E750198;Abril 25;R$ 5.998,83;;OK;;ER-CIND-PR -CASTRO ALVES 7-MASSAROCA;NÃO INICIADA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909685;1085103;;JUAZEIRO;;;;;MIGRAR;0;2;;;;;PLANO 1;100%;R$ 75.636,00;;09/04/2025;25/04/2025;IVONALDO;RODRIGUES;SANDRO;;;;;;;;;DA PLANILHA;E619907;E619908;Abril 25;;;;;AL - 01V2 - SE NOVA TOURÃO - EQUIP. Q008;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102170254;1191690;;JUAZEIRO;;;;;MIGRAR;0;2;;;;;;70%;R$ 444.810,94;;01/05/2025;03/05/2025;JUAREZ;EDIE JONNES;;-9,4327488;-39,8540952;;;;;;;1016645/APROVADA ;E710264 ;E710333;Abril 25;R$ 111.202,74;;OK;;ME-COEL-ET-AGUAS BELAS-MALHADA DA AREIA;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102081086;1144577;;PILÃO ARCADO;;;;;;1;2;;;;;;100%;R$ 43.544,14;;28/04/2025;28/04/2025;AILTON;PAULO JUNIOR;;-10,007021;-42,490931;;;;;;;DA PLANILHA ;E750523;E750524;Abril 25;R$ 10.886,04;;;;UB-CIND-AV-DEP R QUEIROZ-CENTRO;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102121948;1166759;;CASA NOVA;;;;;;0;2;;;;;;100%;R$ 43.453,82;;28/04/2025;28/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,629535;-41,839633;;;;;;;DA PLANILHA;E750236;E750237;Abril 25;R$ 10.863,46;;;;AC-CIND-POV-PARA RURAL-BEM BOM;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102157989;1185126;;CASA NOVA;03/04;MIGRADA;;;;1;0;;0;;;PLANO 7;100%;R$ 23.282,58;;04/04/2025;04/04/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,184291284;-40,95207612;;mar.-25;;;;;0 POSTE;;;Abril 25;R$ 5.820,65;;OK;;AC-CIND-SI-BARREIRINHO-RURAL-CASA NOVA;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL OURO;9102066379;1158033;;CAMPO ALEGRE DE LOURDES;;;;;MIGRAR;3;34;;;;;;100%;R$ 745.323,36;;28/04/2025;16/05/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,5673699;-42,9716946;;;;;;;DA PLANILHA ;E750259;E750292;Abril 25;R$ 186.330,84;;OK;;MP-CIND-POV.GERGELIM 999-RURAL;NÃO INICIADA;;R$ 71.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102181500;1192300;;UAUÁ;01/04;abril-25;;;;1;0;;0;;;;100%;R$ 25.729,88;;;;MAURICIO;EDIE JONNES;;-10,013852;-39,500342;;;;;;;0 POSTE;;;Abril 25;R$ 6.432,47;;OK;;AC-CIND-AV-MARAVILHA 1002-CENTRO-L PIRES;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102154209;1183249;;SENTO SÉ;;MIGRADA;;18/03;;1;35;RETIRAR;;;;PLANO 7;100%;R$ 209.623,78;;;;CARLOS/FERNANDO;SANTIAGO;SANDRO;-10,2825125;-41,3736722;;mar.-25;;;;;DA PLANILHA;E619804;E619838;Abril 25;R$ 52.405,95;;;;RR-CIND-POV-ALMAS-ALMAS;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102134612;1163359;;CURAÇÁ;;;;;;0;0;;0;;;PLANO 7;100%;R$ 34.425,82;;18/04/2025;22/04/2025;PEPEU;;CARLOS EDUARDO;-9,1621406;-39,5808077;;;;;;;;;;Abril 25;R$ 8.606,46;;;;AC-CIND-POV- JAQUINICO-RURAL;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102171191;1189586;;CASA NOVA;;;;;;1;0;;;;;;100%;R$ 17.436,33;;30/04/2025;30/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,306858;-40,929346;;;;;;;0 POSTE;;;Abril 25;;;;;ER-CIND-POV-FAZ SERRA DA ESPERANCA-RURAL;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102153146;1177311;;CASA NOVA;;;;;;1;2;;;;;;100%;R$ 10.749,70;;29/04/2025;29/04/2025;AILTON;PAULO JUNIOR;DIEGO;-8,7938755;-41,090002;;;;;;;DA PLANILHA;E750192;E750193;Abril 25;R$ 2.687,43;;;;ER-CIND-POV-TANQUINHO-RURAL;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102162790;1190119;;JUAZEIRO;;abril-25;;;;1;0;;0;;;;100%;R$ 32.419,62;;24/04/2025;24/04/2025;PAULO;SANTIAGO;;-9,476314;-40,49265;;;;;;;0 POSTE;;;Abril 25;;;;;UB-CIND-CA-J 357-PARQUE RESIDENCIAL;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO OURO;9102132731;1164542;;SENTO SÉ;;;;;EMERSON;1;50;;;;;;100%;R$ 411.392,31;;01/04/2025;30/04/2025;EMERSON;EMERSON;;;;;;;;;;DA PLANILHA ;E749923;E749972;Abril 25;R$ 102.848,08;;EMERSON;;ER-SEIN-RUA-DR TANCREDO NEVES-RURAL;NÃO INICIADA;;R$ 105.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9102122743;1162299;;REMANSO;;;;;;1;1;;;;;;100%;R$ 107.513,65;;15/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,534525;-42,281247;;;;;;;DA PLANILHA ;E750508;E750508;Abril 25;R$ 26.878,41;;;;ER-CIND-POV-LAGOA DO GIL-LAGOA DO GIL;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101611073;1053585;;SOBRADINHO;;;;;MIGRAR;1;14;;;;;;100%;R$ 123.165,81;;17/05/2025;21/05/2025;CARLOS ;SANTIAGO;;-9,631588;-40,918664;;;;;;;DA PLANILHA ;E750509;E750522;Abril 25;R$ 30.791,45;;;;MP-CIND-POV-TRAIRAS-RURAL;NÃO INICIADA;;R$ 29.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102125740;1161662;;CAMPO ALEGRE DE LOURDES;;;;;MIGRAR;0;3;;;;;PLANO 8;100%;R$ 803.302,22;;17/05/2025;17/05/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,354759;-43,401637;;mar.-25;;;;;DA PLANILHA;E619864;E619866;Abril 25;R$ 200.825,56;;OK;;ME-COEL-RUA-TIRADENTES 1-CENTRO-C ALEGRE;NÃO INICIADA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102047690;1132936;;CURAÇÁ;;;;;MIGRAR;2;16;;;;;;100%;R$ 171.281,73;;28/05/2025;31/05/2025;IVONALDO;SANTIAGO;;-8,832962;-39,6105526;;;;;;;DA PLANILHA;E750242;E750257;Abril 25;R$ 42.820,43;;OK;;MP CIND POV RIACHO SECO RURAL;NÃO INICIADA;;R$ 33.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102068123;1141818;;CASA NOVA;;;;ADC - FASE;;0;0;;;;;;100%;R$ 26.704,72;;30/04/2025;30/04/2025;DANIEL / AILTON;PAULO JUNIOR;DIEGO;-9,3063835;-41,1366298;;;;;;;0 POSTE ;;;Abril 25;;;;;ER-CIND-SI-PASCACIO-RURAL;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102089651;1146682;;PILÃO ARCADO;;;;;;0;4;;;;;PLANO 8;100%;R$ 473.229,74;;16/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,9609048;-42,4062434;;fev.-25;FALSE;;FALSE;FALSE;1019014/APROVADA ;E725862;E725865;Abril 25;;;;;NT-RECOND-RMN-09X1-Q076416-Q076429;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102157612;1172946;;PILÃO ARCADO;;;;;;0;2;;;;;PLANO 8;100%;R$ 189.769,75;;17/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,9975706;-42,4459334;;fev.-26;FALSE;;FALSE;FALSE;1020107/APROVADA;E725932;E725933;Abril 25;;;;;IE-REGULADOR-RMN-09X1-Q076477;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL OURO;9102103285;1157069;;CURAÇÁ;;;;;MIGRAR;1;42;;;;;PLANO 7;100%;R$ 235.113,59;;01/05/2025;10/05/2025;FABIO;SANTIAGO;CARLOS EDUARDO;-9,4421052;-39,7821061;;mar.-25;;;;;DA PLANILHA ;E619712;E619753;Abril 25;R$ 58.778,40;;OK;;ER-CIND-POV-BARRO VERMELHO-RURAL;NÃO INICIADA;;R$ 88.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
NOVOS QUESTIONAMENTOS ANEEL OURO;9102153527;1175314;;JUAZEIRO;;;;;MIGRAR;0;7;;;;;;100%;R$ 61.369,62;;15/05/2025;15/05/2025;PAULO;SANTIAGO;;-9,436534358;-40,475387;;;;;;;DA PLANILHA ;E619973;E619979;Abril 25;R$ 15.342,41;;OK;;IS-CIND-RUA-AGUAS BELAS-MALHADA DA AREIA;NÃO INICIADA;;R$ 14.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
SOLICITAÇÃO ATENDIMENTO;9101977212;1115260;;PILÃO ARCADO;;;;;MIGRAR;1;4;;;;;PLANO 7;100%;R$ 69.502,35;;19/05/2025;20/05/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-10,000539;-42,480473;;;;;;;1016690/APROVADA;E710834;E710841;Abril 25;R$ 17.375,59;;OK;;AC-CIND-RUA-PADRE JOAO FRE-CENTRO;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102074965;1145056;;UAUÁ;;;;;RUBEM;11;149;;;;;;25%;R$ 932.642,15;;21/04/2025;31/05/2025;RUBENS;RUBENS;;-10,13720546;-39,45350936;;;;;;;DA PLANILHA ;E749675;E749823;Abril 25;;;OK;;RR-SEIN-POV-CALDEIRAOZINHO-RURAL;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO OURO;9102125670;1159894;;JUAZEIRO;;;;;MIGRAR;0;66;;;;;;30%;R$ 1.402.835,24;;22/04/2025;28/06/2025;GISMARIO;EDIE JONNES;;-9,4549199;-40,5358319;;;;;;;DA PLANILHA ;E750526;E750585;Abril 25;R$ 350.708,81;;;;UB-CIND-RUA-JUAZEIRO-2;NÃO INICIADA;;R$ 138.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL OURO;9100096585;515938;;REMANSO;;;;;JORGE;21;459;;;;;;40%;R$ 3.562.538,12;;01/04/2025;;JORGE;JORGE;DEBORA;;;;;;;;;DA PLANILHA ;E618988;E619487;Abril 25;;;JORGE;;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;;1157088;;PAULO AFONSO;;;;;;0;0;;0;;;;100%;;;;;;;;;;;;;;;;;;;Abril 25;;;;;FVU-REGULADOR-MAC-09Z1-D693866;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9101900625;1078423;;CASA NOVA;;;;;;2;28;;;;;PLANO 14;100%;R$ 235.817,85;;;;;;;;;;;;;;;DA PLANILHA;E774100;E774127;Maio 25;;;;;LD CIND PO SAO MIGUEL RURAL;RETIRADA ;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO REITERADA;9101226053;886046;;CASA NOVA;;;;;;30;49;;;;;PLANO 7;100%;R$ 218.338,64;;;;;;;;;;;;;;;DA PLANILHA;E774202;E774250;Maio 25;;;;;AC-REG-FV- SITIO MELANCIA;RETIRADA ;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102080873;1145201;;CASA NOVA;;ENTREGA;;;;1;7;7;7;;;PLANO 7;100%;R$ 28.459,74;;12/05/2025;17/05/2025;DANIEL;PAULO JUNIOR;;;;;;;;;;DA PLANILHA;E774314;E774320;Maio 25;;;OK;;ER-CIND-POV-RURAL-CASA NOVA;CONCLUIDA;;R$ 11.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL OURO;9102084906;1145786;;CASA NOVA;;;;;;16;29;;0;;;PLANO 7;100%;R$ 184.243,28;;19/05/2025;29/05/2025;AILTON;PAULO JUNIOR;;;;;;;;;;DA PLANILHA;E774717;E774745;Maio 25;;;;;AC CIND POV XIQUE XIQUE RURAL;PARALIZADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
SOLICITAÇÃO ATENDIMENTO OURO;9102222856;1198422;;CASA NOVA;;;;;;0;0;0;0;;;PLANO 7;100%;R$ 4.802,63;;08/05/2025;10/05/2025;LINHA VIVA;PAULO JUNIOR;;;;;;;;;;0 POSTE;;;Maio 25;;;OK;;IT-CIND-FAZ-PROJ NILO COELHO-CASA NOVA;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
TRANSGRESSÃO OURO;9102025249;1127131;;JUAZEIRO;;;;;;0;0;0;0;;;PLANO 7;100%;R$ 2.943,99;;07/05/2025;15/05/2025;LINHA VIVA;EDIE JONNES;;;;;;;;;;0 POSTE ;;;Maio 25;;;OK;;AC-GRUA-CJN-PARATY ATACADO-MMGD;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102136917;1170253;;CASA NOVA;;ENTREGA;;;;0;1;;0;;;PLANO 8;100%;R$ 93.430,26;;16/05/2025;31/05/2025;DANIEL;PAULO JUNIOR;;;;;;;;;;DA PLANILHA;E777196;E777196;Maio 25;;;OK;;IE-RELIGADOR-CSN-01C6-J54312;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102136919;1170266;;CASA NOVA;;;;;;0;1;;0;;;PLANO 8;100%;R$ 98.146,95;;;;;PAULO JUNIOR;;;;;;;;;;DA PLANILHA;E777197;E777197;Maio 25;;;;;IE-RELIGADOR-CSN-01C3-G58377;RETIRADA ;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102164727;1188323;;JUAZEIRO;;;;;;0;0;0;0;;;PLANO 7;100%;R$ 6.354,88;;08/05/2025;08/05/2025;GISMARIO;EDIE JONNES;;;;;;;;;;0 POSTE;;;Maio 25;;;OK;;UCIND-AV-GUISEPP MUCCINI-ARGEMIRO;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102225129;1195911;;CASA NOVA;;;;;;2;0;0;0;;;PLANO 7;100%;R$ 4.638,24;;15/05/2025;17/05/2025;DANIEL;PAULO JUNIOR;;;;;;;;;;0 POSTE;;;Maio 25;;;OK;;UCIND-RUA-DAS MARGARIDAS 20-V MALVAO;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101949445;1101591;;CASA NOVA;;AVANÇO;;;;0;176;;88;;;PLANO 7;50%;R$ 3.149.119,15;;16/05/2025;30/06/2025;FERNANDO;PAULO JUNIOR;;;;;;;;;;DA PLANILHA;E777332;E777507;Maio 25;;;;;IT-GRUA-FAZ-PROJETO NILO COELH-RURAL-MOD;NÃO INICIADA;;R$ 149.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL OURO;9102211535;1195385;;JUAZEIRO;;PES 52486 OC 48953 - 15/05;;;;1;0;0;0;;;PLANO 7;100%;R$ 37.912,16;;13/05/2025;15/05/2025;GISMARIO;EDIE JONNES;;;;;;;;;;0 POSTE;;;Maio 25;;;OK;;UCIND-RUA-COMISSAO DO VALE-PIRANGA;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102093355;1156209;;CURAÇÁ;;MIGRAR;;;;2;37;;37;;;PLANO 7;100%;R$ 374.111,28;;19/05/2025;31/05/2025;IVONALDO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E773943;E773979;Maio 25;;;;;AC REG FV CIND FAZ CAPUCHU 16 RURAL;NÃO INICIADA;;R$ 62.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102038108;1131343;;CURAÇÁ;;;;;;3;21;;21;;;PLANO 7;100%;R$ 255.583,37;;;;;EDIE JONNES;;;;;;;;;;da PLANILHA;E774251;E774271;Maio 25;;;;;LD CIND POV SACO DA CANOA RURAL;PARALIZADA;;R$ 35.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102124885;1165884;;CURAÇÁ;;;;;;2;18;;18;;;PLANO 7;100%;R$ 184.818,91;;;;;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774272;E774289;Maio 25;;;;;ER-CIND-FAZ-IPUEIRA-BARRO VERMELHO;RETIRADA ;;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102039849;1139392;;CURAÇÁ;;MIGRAR;;;;2;25;;25;;;PLANO 7;100%;R$ 397.670,97;;09/05/2025;17/05/2025;IVONALDO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774321;E774345;Maio 25;;;OK;;MP CIND FAZ SURUBIM RURAL;NÃO INICIADA;;R$ 42.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9101650436;1059076;;CURAÇÁ;;;;;;2;6;6;6;;;PLANO 14;100%;R$ 56.017,09;;05/05/2025;09/05/2025;IVONALDO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774707;E774712;Maio 25;;;OK;;MP-CCOL-POV-SERROTIM-RURAL;CONCLUIDA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102124690;1163090;;CURAÇÁ;;;;;;1;11;;11;;;PLANO 14;100%;R$ 92.642,17;;;;;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774757;E774767;Maio 25;;;;;RR CIND SI RECANTO DA PAZ RUARL;RETIRADA ;;R$ 18.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102112129;1159828;;CURAÇÁ;;;;;;1;3;;3;;;PLANO 7;100%;R$ 28.600,08;;;;;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774798;E774800;Maio 25;;;;;ER-CIND-FAZ-ANGICO-ARVORE;RETIRADA ;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102006139;1157379;;JUAZEIRO;;;;;MIGRAR;0;0;0;0;;;PLANO 1;100%;R$ 1.374.462,12;;01/05/2025;15/05/2025;IVONALDO;SANTIAGO;;;;;;;;;;0 POSTE;;;Maio 25;;;OK;;RS-COEL-SAIDA AL NOVA TOURAO;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102088735;1144724;;CURAÇÁ;;;;;;3;27;;27;;;;100%;R$ 283.097,12;;;;;EDIE JONNES;;;;;;;;;;DA PLANILHA;E777267;E777293;Maio 25;;;;;AC CIND POV SÃO MATEUS (REGUL-FV) RURAL;RETIRADA ;;R$ 45.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO OURO;9102125670;1159894;;JUAZEIRO;;AVANÇO;;;;0;66;;33;;;PLANO 7;50%;R$ 1.460.659,08;;12/05/2025;31/07/2025;PAULO;EDIE JONNES;;;;;;;;;;DA PLANILHA ;E750526;E750585;Maio 25;;;;;UCIND-RUA-JUAZEIRO-2;NÃO INICIADA; ;R$ 56.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL OURO;9101915314;1096776;;CURAÇÁ;;;;;;1;1;1;1;;;PLANO 7;100%;R$ 25.611,80;;13/05/2025;14/05/2025;FABIO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E773701;E773701;Maio 25;;;OK;;LD-CIND-FAZ.CURRALINHO-RURAL;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9101770901;1057733;;JUAZEIRO;;MIGRAR;;;;1;10;;10;;;PLANO 14;100%;R$ 202.269,44;;26/05/2025;31/05/2025;PEDRO BATISTA;ANDERSON;;;;;;;;;;DA PLANILHA;E774304;E774313;Maio 25;;;OK;;MP-CIND-POV-CRUZ II-RIO RURAL;NÃO INICIADA;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102159864;1180504;;JUAZEIRO;;;;;;4;1;1;1;;;PLANO 7;100%;R$ 6.287,31;;06/05/2025;09/05/2025;GISMARIO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E777232;E777232;Maio 25;;;OK;;ER-CIND-RUA-SANTA INES-MATA BURRO;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102045961;1135898;;JUAZEIRO;;MIGRAR;;;;1;3;;3;;;PLANO 7;100%;R$ 13.874,74;;23/05/2025;28/05/2025;GISMARIO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774746;E774748;Maio 25;;;OK;;ER-CIND-POV-CARNAIBA DO SERTAO-RURAL;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9101907964;1087721;;JUAZEIRO;;ENTREGA;;;;1;5;5;5;;;PLANO 7;100%;R$ 48.487,68;;31/05/2025;31/05/2025;GISMARIO;EDIE JONNES;;;;;;;;;;DA PLANILHA;E774749;E774753;Maio 25;;;OK;;RU-CIND-LOT-ANTONIO GUILHERMINO;CONCLUIDA;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
