IdSolic;StatusSolic;QuantSolic;Quant_Confirmada;Pendencias;DescricaoPendencias;obra;BaseOperacional;TipoSolic;titulo;DataSolic;DataCriacaoReserva;Processo;DataEstorno;Modified;DataSolicMod;DataPendencia;DataRegularizacao;Created;DataSolicPrev
ENC-20250731-1040663-221.0-15434300;Deletado;283,44;0,0;;;1040663;Bonfim;221;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-221.0-15434301;Deletado;210,0;210,0;;;1040663;Bonfim;221;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-01;Encerramento;2025-08-07;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-221.0-15437760;Movimentado;499,44;499,44;;;1040663;Bonfim;221;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-222.0-15438036;Movimentado;250,01632;250,01632;;;1040663;Bonfim;222;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-921.0-15434302;Deletado;38,0;19,0;;;1040663;Bonfim;921;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-01;Encerramento;2025-08-07;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-921.0-15438037;Movimentado;38,0;38,0;;;1040663;Bonfim;921;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040663-922.0-15438038;Movimentado;5,0;5,0;;;1040663;Bonfim;922;Mp-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040667-221.0-15438040;Movimentado;114,0;114,0;;;1040667;Bonfim;221;Kt-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040683-221.0-15438041;Movimentado;3,0;3,0;;;1040683;Bonfim;221;Md-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1040683-222.0-15438042;Movimentado;49,0;49,0;;;1040683;Bonfim;222;Md-Ccol-Rua Piabas-Piabas;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1041575-222.0-15433630;Movimentado;2,0;2,0;;;1041575;Juazeiro;222;Mp-Ccol-Pov-Serrotim-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1041575-922.0-15433629;Deletado;2,0;0,0;;;1041575;Juazeiro;922;Mp-Ccol-Pov-Serrotim-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1072528-221.0-15437757;Movimentado;4,0;4,0;;;1072528;Bonfim;221;Er-Cind-Faz-Barreiros-Barreiros;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1072528-222.0-15437759;Movimentado;1,0;1,0;;;1072528;Bonfim;222;Er-Cind-Faz-Barreiros-Barreiros;2025-07-31;2025-08-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1112429-221.0-15430936;Movimentado;116,6;116,6;;;1112429;Juazeiro;221;Mp-Cind-Pov-Jazida Rural;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1112429-221.0-15430945;Movimentado;2,0;2,0;;;1112429;Juazeiro;221;Mp-Cind-Pov-Jazida Rural;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1112429-222.0-15430938;Movimentado;684,623;684,623;;;1112429;Juazeiro;222;Mp-Cind-Pov-Jazida Rural;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1112429-921.0-15430940;Movimentado;41,0;41,0;;;1112429;Juazeiro;921;Mp-Cind-Pov-Jazida Rural;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1112429-922.0-15430942;Movimentado;5,0;5,0;;;1112429;Juazeiro;922;Mp-Cind-Pov-Jazida Rural;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1145201-221.0-15430852;Movimentado;43,3;43,3;;;1145201;Juazeiro;221;Er-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1145201-222.0-15430855;Movimentado;8,0;8,0;;;1145201;Juazeiro;222;Er-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1145201-222.0-15959768;Deletado;1,0;0,0;Outro;Sem Reserva Pra Movimentar;1145201;Juazeiro;222;Er-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1151835-221.0-15422414;Movimentado;2,0;2,0;;;1151835;Juazeiro;221;Ac-Cind-Pov-Itapicuru-Rural;2025-07-30;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1151835-222.0-15422415;Movimentado;15,0;0,0;;;1151835;Juazeiro;222;Ac-Cind-Pov-Itapicuru-Rural;2025-07-30;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-221.0-15430945;Movimentado;30,439999999999998;30,439999999999998;;;1175314;Juazeiro;221;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-222.0-15430277;Movimentado;23,78;23,78;;;1175314;Juazeiro;222;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-222.0-15430949;Movimentado;248,85;248,85;;;1175314;Juazeiro;222;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-222.0-15431015;Movimentado;133,499;133,499;;;1175314;Juazeiro;222;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-223.0-15430277;Movimentado;22,19;22,19;;;1175314;Juazeiro;223;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-921.0-15430950;Movimentado;1,0;1,0;;;1175314;Juazeiro;921;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1175314-922.0-15431019;Movimentado;16,0;16,0;;;1175314;Juazeiro;922;Is-Cind-Rua-Aguas Belas-Malhada Da Areia;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1185092-221.0-15433628;Deletado;8,0;0,0;;;1185092;Juazeiro;221;Ac-Cind-Rua-Napoleao Laureano-Santo Anto;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1185092-221.0-15959768;Deletado;4,0;0,0;Outro;Sem Reserva Pra Movimentar;1185092;Juazeiro;221;Ac-Cind-Rua-Napoleao Laureano-Santo Anto;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1190937-221.0-15433631;Movimentado;3,0;3,0;;;1190937;Juazeiro;221;Er-Ccol-Pov-Patamute-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1190937-221.0-15574448;Movimentado;3,0;3,0;;;1190937;Juazeiro;221;Er-Ccol-Pov-Patamute-Rural;2025-07-31;2025-09-04;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1196129-222.0-15959768;Mov. Parcial;123,65;3,0;Outro;Sem Reserva Pra Movimentar;1196129;Juazeiro;222;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-07-31;2025-11-14;Encerramento;;2025-11-14;2025-11-17;;;2025-07-31;2025-08-04
ENC-20250731-1196129-922.0-15959768;Mov. Parcial;3,0;2,0;Outro;Sem Reserva Pra Movimentar;1196129;Juazeiro;922;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1199825-221.0-15434212;Movimentado;16,0;16,0;;;1199825;Juazeiro;221;Kt-Ccol-Pov-Patamute-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1199825-222.0-15434213;Movimentado;5,0;5,0;;;1199825;Juazeiro;222;Kt-Ccol-Pov-Patamute-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1199868-222.0-15434214;Movimentado;23,0;23,0;;;1199868;Juazeiro;222;Md-Ccol-Pov-Patamute-Rural;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1209509-222.0-15430858;Movimentado;130,0;130,0;;;1209509;Juazeiro;222;Kt-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1209509-222.0-15959768;Deletado;189,0;0,0;Outro;Sem Reserva Pra Movimentar;1209509;Juazeiro;222;Kt-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1209522-221.0-15959768;Deletado;1,0;0,0;Outro;Sem Reserva Pra Movimentar;1209522;Juazeiro;221;Md-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1209522-222.0-15430867;Movimentado;80,0;80,0;;;1209522;Juazeiro;222;Md-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-07-31;Encerramento;;2025-10-17;;;;2025-07-31;2025-08-04
ENC-20250731-1209522-222.0-15959768;Deletado;1,0;0,0;Outro;Sem Reserva Pra Movimentar;1209522;Juazeiro;222;Md-Cind-Pov-Rural-Casa Nova;2025-07-31;2025-11-14;Encerramento;;2025-11-14;;;;2025-07-31;2025-08-04
ENC-20250731-1215802-221.0-15433364;Movimentado;20,0;19,0;;;1215802;Jacobina;221;Kt-Cind-Faz-Capoeirao-Ibiapora;2025-07-31;2025-08-01;Encerramento;;2025-10-07;;;;2025-07-31;2025-08-04
ENC-20250731-1217307-221.0-15431020;Movimentado;56,0;56,0;;;1217307;Juazeiro;221;Ram-Cind-Rua-Aguas Belas-Malhada Da Arei;2025-07-31;2025-07-31;Encerramento;;2026-03-12;;;;2025-07-31;2025-08-04
ENC-20250731-1217307-222.0-15431022;Movimentado;4,95;4,95;;;1217307;Juazeiro;222;Ram-Cind-Rua-Aguas Belas-Malhada Da Arei;2025-07-31;2025-07-31;Encerramento;;2026-03-12;;;;2025-07-31;2025-08-04
ENC-20250801-1142488-221.0-15438051;Movimentado;174,36;3380,0;;;1142488;Jacobina;221;Mp-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1142488-222.0- 15438046;Movimentado;29,29;29,29;;;1142488;Jacobina;222;Mp-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1142488-222.0-15438335;Movimentado;679,3307200000002;309007200001187,0;;;1142488;Jacobina;222;Mp-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1142488-921.0-15438338;Movimentado;6,0;6,0;;;1142488;Jacobina;921;Mp-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1142488-922.0-15438343;Movimentado;34,0;34,0;;;1142488;Jacobina;922;Mp-Cind-Faz-Diamantina-Rural;2025-08-01;;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1205683-221.0-15438348;Movimentado;15,0;15,0;;;1205683;Jacobina;221;Kt-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1205683-222.0-15438349;Movimentado;29,0;27,0;;;1205683;Jacobina;222;Kt-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250801-1205702-221.0-15438350;Movimentado;10,0;10,0;;;1205702;Jacobina;221;Md-Cind-Faz-Diamantina-Rural;2025-08-01;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-01;2025-08-05
ENC-20250804-1112429-221.0-15959768;Deletado;2,0;0,0;Outro;Sem Reserva Pra Movimentar;1112429;Juazeiro;221;Mp-Cind-Pov-Jazida Rural;2025-08-04;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-04;2025-08-06
ENC-20250804-1138495-221.0-15440906;Movimentado;1,0;1,0;;;1138495;Juazeiro;221;Er-Cind-Rua-Da Barragem-Pedra Grande;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1138495-222.0-15440900;Movimentado;5,0;5,0;;;1138495;Juazeiro;222;Er-Cind-Rua-Da Barragem-Pedra Grande;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1180015-221.0-15440543;Movimentado;29,0;29,0;;;1180015;Juazeiro;221;Er-Cind-Av-Dr Jorge Khoury-Mata Burro;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1180015-222.0-15440547;Movimentado;11,748;11,748;;;1180015;Juazeiro;222;Er-Cind-Av-Dr Jorge Khoury-Mata Burro;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1180015-222.0-15440548;Movimentado;30,71;30,71;;;1180015;Juazeiro;222;Er-Cind-Av-Dr Jorge Khoury-Mata Burro;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1180015-921.0-15440549;Movimentado;2,0;2,0;;;1180015;Juazeiro;921;Er-Cind-Av-Dr Jorge Khoury-Mata Burro;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1194333-221.0-15439006;Movimentado;1,0;1,0;;;1194333;Jacobina;221;Md-Cind-Pov-Queimada Do Capim-Queimada;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1196129-222.0- 15441113;Movimentado;11,51;11,51;;;1196129;Juazeiro;222;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1196129-222.0-15440909;Movimentado;121,75;121,75;;;1196129;Juazeiro;222;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1196129-222.0-15440910;Movimentado;1,9;1,9;;;1196129;Juazeiro;222;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1196129-922.0-15440911;Movimentado;2,0;2,0;;;1196129;Juazeiro;922;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1196129-922.0-15441112;Movimentado;1,0;1,0;;;1196129;Juazeiro;922;Er-Cind-Pov-Poco Dantas-Pedra Branca;2025-08-04;2025-08-04;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1202702-221.0-15446882;Movimentado;7,75;277,0;;;1202702;Jacobina;221;Er-Cind-Faz-Capoeirao-Ibiapora;2025-08-04;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1202702-222.0-15446883;Movimentado;23,0;23,0;;;1202702;Jacobina;222;Er-Cind-Faz-Capoeirao-Ibiapora;2025-08-04;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1202702-921.0-15446884;Movimentado;1,0;1,0;;;1202702;Jacobina;921;Er-Cind-Faz-Capoeirao-Ibiapora;2025-08-04;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250804-1215802-221.0-15446882;Deletado;1,0;0,0;;;1215802;Jacobina;221;Kt-Cind-Faz-Capoeirao-Ibiapora;2025-08-04;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-04;2025-08-06
ENC-20250805-1170253-221.0-15447339;Movimentado;9,0;9,0;;;1170253;Juazeiro;221;Ie-Religador-Csn-01C6-J54312;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1170253-222.0-15447340;Movimentado;6,9;6,9;;;1170253;Juazeiro;222;Ie-Religador-Csn-01C6-J54312;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1170266-222.0-15447342;Movimentado;2,0;2,0;;;1170266;Juazeiro;222;Ie-Religador-Csn-01C3-G58377;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1182172-221.0-15446395;Movimentado;5,75;4,75;;;1182172;Jacobina;221;Ub-Cind-Rua-Do Cruzeiro-Centro;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1182172-221.0-15446396;Deletado;1,0;0,0;;;1182172;Jacobina;221;Ub-Cind-Rua-Do Cruzeiro-Centro;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1182172-921.0-15446398;Movimentado;1,0;1,0;;;1182172;Jacobina;921;Ub-Cind-Rua-Do Cruzeiro-Centro;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1183167-221.0-15446650;Movimentado;266,43;266,43;;;1183167;Juazeiro;221;Ub-Cind-Ca-7 9995-Jo O Paulo Ii;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1183167-222.0-15446651;Movimentado;689,38;689,38;;;1183167;Juazeiro;222;Ub-Cind-Ca-7 9995-Jo O Paulo Ii;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1183167-222.0-15447333;Movimentado;87,66399999999999;87,66399999999999;;;1183167;Juazeiro;222;Ub-Cind-Ca-7 9995-Jo O Paulo Ii;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1183167-921.0-15446912;Movimentado;3,0;3,0;;;1183167;Juazeiro;921;Ub-Cind-Ca-7 9995-Jo O Paulo Ii;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1183167-922.0-15447334;Movimentado;5,0;5,0;;;1183167;Juazeiro;922;Ub-Cind-Ca-7 9995-Jo O Paulo Ii;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1205972-222.0-15447336;Movimentado;12,0;12,0;;;1205972;Juazeiro;222;Er-Cind-Rod-Dist Ind Juazeiro 3-Urbano;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1205972-222.0-15447337;Movimentado;1,0;1,0;;;1205972;Juazeiro;222;Er-Cind-Rod-Dist Ind Juazeiro 3-Urbano;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1205972-222.0-15447338;Movimentado;13,2;13,2;;;1205972;Juazeiro;222;Er-Cind-Rod-Dist Ind Juazeiro 3-Urbano;2025-08-05;2025-08-05;Encerramento;;2025-10-07;;;;2025-08-05;2025-08-07
ENC-20250805-1209509-222.0-15959768;Deletado;313,0;0,0;Outro;Sem Reserva Pra Movimentar;1209509;Juazeiro;222;Kt-Cind-Pov-Rural-Casa Nova;2025-08-05;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-05;2025-08-07
ENC-20250805-1209522-221.0-15959768;Deletado;1,0;0,0;Outro;Sem Reserva Pra Movimentar;1209522;Juazeiro;221;Md-Cind-Pov-Rural-Casa Nova;2025-08-05;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-05;2025-08-07
ENC-20250805-1209522-222.0-15959768;Mov. Parcial;63,0;10,0;Outro;Sem Reserva Pra Movimentar;1209522;Juazeiro;222;Md-Cind-Pov-Rural-Casa Nova;2025-08-05;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-05;2025-08-07
ENC-20250806-0556240-221.0-15452991;Movimentado;3,0;3,0;;;556240;Juazeiro;221;Rr-Ccol-Pov.São Francisco-Rural;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1155338-221.0-15456367;Movimentado;37,51;328,0;;;1155338;Bonfim;221;Er-Coel-Faz-Rio Do Peixe-Rural-Queimadas;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1155338-222.0-15456371;Movimentado;346,1632;346,1632;;;1155338;Bonfim;222;Er-Coel-Faz-Rio Do Peixe-Rural-Queimadas;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1155338-921.0-15456452;Movimentado;62,0;62,0;;;1155338;Bonfim;921;Er-Coel-Faz-Rio Do Peixe-Rural-Queimadas;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1155338-922.0-15456454;Movimentado;1,0;1,0;;;1155338;Bonfim;922;Er-Coel-Faz-Rio Do Peixe-Rural-Queimadas;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1157515-922.0-15454415;Movimentado;11,0;11,0;;;1157515;Juazeiro;922;Mp-Cind-Pov.Rural;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1158163-221.0-15455768;Movimentado;54,5;54,5;;;1158163;Bonfim;221;Ub-Ccol-Rua-Topazio -220;2025-08-06;2025-08-06;Encerramento;2025-08-07;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1158163-221.0-15456354;Movimentado;28,0;28,0;;;1158163;Bonfim;221;Ub-Ccol-Rua-Topazio -220;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1158163-221.0-15456358;Movimentado;1,0;1,0;;;1158163;Bonfim;221;Ub-Ccol-Rua-Topazio -220;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1158163-222.0-15456360;Movimentado;4,871;4,871;;;1158163;Bonfim;222;Ub-Ccol-Rua-Topazio -220;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161096-221.0-15462037;Movimentado;523,14308;482,88308;;;1161096;Bonfim;221;Mp Cind Pov Alto Bonito Rural;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161096-221.0-15462039;Movimentado;37,28;36,28;;;1161096;Bonfim;221;Mp Cind Pov Alto Bonito Rural;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161096-222.0-15462040;Movimentado;513,0;511,0;;;1161096;Bonfim;222;Mp Cind Pov Alto Bonito Rural;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161096-921.0-15462042;Movimentado;52,0;52,0;;;1161096;Bonfim;921;Mp Cind Pov Alto Bonito Rural;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161096-922.0-15462043;Deletado;10,0;0,0;;;1161096;Bonfim;922;Mp Cind Pov Alto Bonito Rural;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-221.0-15460760;Movimentado;102,376;102,376;;;1161662;Juazeiro;221;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-221.0-15959768;Deletado;16,0;0,0;Outro;Sem Reserva Pra Movimentar;1161662;Juazeiro;221;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-222.0-15460764;Movimentado;106,0;106,0;;;1161662;Juazeiro;222;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-222.0-15959768;Deletado;147,0;0,0;Outro;Sem Reserva Pra Movimentar;1161662;Juazeiro;222;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-921.0-15460766;Movimentado;2,0;2,0;;;1161662;Juazeiro;921;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-921.0-15959768;Deletado;9,0;0,0;Outro;Sem Reserva Pra Movimentar;1161662;Juazeiro;921;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-06;2025-08-08
ENC-20250806-1161662-922.0-15959768;Deletado;1,0;0,0;Outro;Sem Reserva Pra Movimentar;1161662;Juazeiro;922;Me-Coel-Rua-Tiradentes 1-Centro-C Alegre;2025-08-06;2025-11-14;Encerramento;;2025-11-14;;;;2025-08-06;2025-08-08
ENC-20250806-1166496-222.0-15454417;Movimentado;55,0;55,0;;;1166496;Juazeiro;222;Me-Coel-Pov-Santana Sobrado-Rural;2025-08-06;2025-08-06;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
ENC-20250806-1173188-221.0-15462127;Movimentado;30,0;30,0;;;1173188;Juazeiro;221;Ub-Cind-Rod-Br 407-Tancredo Neves;2025-08-06;2025-08-07;Encerramento;;2025-10-07;;;;2025-08-06;2025-08-08
