IdSolic;StatusSolic;QuantSolic;Quant_Confirmada;Pendencias;DescricaoPendencias;obra;BaseOperacional;TipoSolic;titulo;DataSolic;DataCriacaoReserva;Processo;DataEstorno;Modified;DataSolicMod;DataPendencia;DataRegularizacao;Created;DataSolicPrev
ENC-20251008-0921232-221.0-15959768;Deletado;35,836;0,0;;;921232;Juazeiro;221;Er-Cind-Pov Barro Vermelho-Barro-Crc;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-0921232-222.0-15727807;Movimentado;72,8;72,8;;;921232;Juazeiro;222;Er-Cind-Pov Barro Vermelho-Barro-Crc;2025-10-08;2025-10-08;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-0921232-222.0-15959768;Deletado;72,8;0,0;;;921232;Juazeiro;222;Er-Cind-Pov Barro Vermelho-Barro-Crc;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-0960856-221.0-15731499;Movimentado;14,0;14,0;;;960856;Juazeiro;221;Ac-Reg-Fv-Cind-Pov Barro Vermelho-Barro-;2025-10-08;2025-10-08;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1088643-922.0-15730731;Movimentado;1,0;1,0;;;1088643;Juazeiro;922;Mp Cind Faz Cariri Rural;2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1108596-221.0-15733403;Movimentado;7,0;6,0;;;1108596;Bonfim;221;Er-Cind-Pov-Rodeador-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1108596-222.0-15733404;Movimentado;48,99;48,99;;;1108596;Bonfim;222;Er-Cind-Pov-Rodeador-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-17;;;;2025-10-08;2025-10-10
ENC-20251008-1108596-222.0-15733405;Movimentado;5,8;5,8;;;1108596;Bonfim;222;Er-Cind-Pov-Rodeador-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-17;;;;2025-10-08;2025-10-10
ENC-20251008-1108596-922.0-15733406;Movimentado;2,0;2,0;;;1108596;Bonfim;922;Er-Cind-Pov-Rodeador-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-17;;;;2025-10-08;2025-10-10
ENC-20251008-1129174-221.0-15732374;Movimentado;60,212;60,212;;;1129174;Juazeiro;221;Mp Cind Pov Lagoinha Rural;2025-10-08;2025-10-08;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1129174-222.0-15732377;Movimentado;233,5;233,5;;;1129174;Juazeiro;222;Mp Cind Pov Lagoinha Rural;2025-10-08;2025-10-08;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1129174-921.0-15732378;Movimentado;36,0;36,0;;;1129174;Juazeiro;921;Mp Cind Pov Lagoinha Rural;2025-10-08;2025-10-08;Encerramento;;2025-10-13;;;;2025-10-08;2025-10-10
ENC-20251008-1129174-922.0-15732380;Movimentado;6,0;6,0;;;1129174;Juazeiro;922;Mp Cind Pov Lagoinha Rural;2025-10-08;2025-10-08;Encerramento;;2025-10-13;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-221.0-15734219;Movimentado;11,0;10,0;;;1131635;Bonfim;221;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-222.0-15734220;Movimentado;27,77;27,77;;;1131635;Bonfim;222;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-222.0-15734221;Movimentado;7,7;7,7;;;1131635;Bonfim;222;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-15;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-921.0-15734223;Movimentado;5,0;5,0;;;1131635;Bonfim;921;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-922.0-15734222;Movimentado;2,0;2,0;;;1131635;Bonfim;922;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1131635-922.0-15734224;Deletado;5,0;0,0;;;1131635;Bonfim;922;Er-Sein-Pov-Pe De Serra-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-16;;;;2025-10-08;2025-10-10
ENC-20251008-1139386-221.0-15732389;Movimentado;33,0;33,0;;;1139386;Juazeiro;221;Mp-Cind-Pov Pinhoes-Rural;2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1139386-222.0-15732390;Movimentado;2,0;2,0;;;1139386;Juazeiro;222;Mp-Cind-Pov Pinhoes-Rural;2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1165543-221.0-15735269;Deletado;98,7;0,0;;;1165543;Bonfim;221;Ub-Cind-Rua-Simoes-N S Da Concei  O;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1165543-222.0-15735306;Movimentado;133,7;133,7;;;1165543;Bonfim;222;Ub-Cind-Rua-Simoes-N S Da Concei  O;2025-10-08;2025-10-09;Encerramento;;2025-10-15;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-221.0-15734172;Movimentado;25,13;25,13;;;1166864;Jacobina;221;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-221.0-15959768;Deletado;25,130000000000003;0,0;;;1166864;Bonfim;221;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-222.0-15734173;Deletado;16,55;0,0;;;1166864;Jacobina;222;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-222.0-15959768;Deletado;16,55;0,0;;;1166864;Bonfim;222;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-921.0-15734174;Movimentado;1,0;1,0;;;1166864;Jacobina;921;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-921.0-15959768;Deletado;1,0;0,0;;;1166864;Bonfim;921;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-922.0-15734177;Deletado;2,0;0,0;;;1166864;Jacobina;922;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1166864-922.0-15959768;Deletado;2,0;0,0;;;1166864;Bonfim;922;Ld-Ccol-Pov-Folha Larga-Rural;2025-10-08;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1168671-221.0-15749439;Deletado;1,0;0,0;;;1168671;Bonfim;221;Ub-Cind-Rua-Antonio J Fernandes-Centro;2025-10-08;2025-10-13;Encerramento;;2025-10-13;;;;2025-10-08;2025-10-10
ENC-20251008-1168671-222.0-15749441;Deletado;9,0;0,0;;;1168671;Bonfim;222;Ub-Cind-Rua-Antonio J Fernandes-Centro;2025-10-08;2025-10-13;Encerramento;;2025-10-13;;;;2025-10-08;2025-10-10
ENC-20251008-1170528-222.0-15732391;Movimentado;3,0;3,0;;;1170528;Juazeiro;222;Ie-Religador-Sbc-09S1-N61190;2025-10-08;2025-10-08;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1173776-221.0-15732592;Movimentado;24,0;24,0;;;1173776;Juazeiro;221;Rr-Grua-Faz-Vermelho-Rural;2025-10-08;2025-10-08;Encerramento;;2026-01-19;;;;2025-10-08;2025-10-10
ENC-20251008-1173776-222.0-15732593;Movimentado;318,35344;318,35344;;;1173776;Juazeiro;222;Rr-Grua-Faz-Vermelho-Rural;2025-10-08;2025-10-08;Encerramento;;2026-01-19;;;;2025-10-08;2025-10-10
ENC-20251008-1173776-921.0-15732594;Movimentado;1,0;1,0;;;1173776;Juazeiro;921;Rr-Grua-Faz-Vermelho-Rural;2025-10-08;2025-10-08;Encerramento;2025-10-09;2026-01-19;;;;2025-10-08;2025-10-10
ENC-20251008-1173776-922.0-15732595;Movimentado;7,0;7,0;;;1173776;Juazeiro;922;Rr-Grua-Faz-Vermelho-Rural;2025-10-08;2025-10-08;Encerramento;;2026-01-19;;;;2025-10-08;2025-10-10
ENC-20251008-1178565-222.0-15735728;Movimentado;8,5;8,5;;;1178565;Bonfim;222;Al-02-Nor-Constr;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1182181-221.0-15732596;Movimentado;2,0;2,0;;;1182181;Juazeiro;221;Er-Cind-Faz-Do Canto 1-A-Rural-Curaca;2025-10-08;2025-10-08;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1182181-222.0-15732597;Movimentado;7,0;7,0;;;1182181;Juazeiro;222;Er-Cind-Faz-Do Canto 1-A-Rural-Curaca;2025-10-08;2025-10-08;Encerramento;;2025-10-09;;;;2025-10-08;2025-10-10
ENC-20251008-1191081-221.0-15732598;Deletado;39,43;0,0;;;1191081;Juazeiro;221;Ie-Religador-Rmn-09X1-D611928;2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1191081-222.0-15732599;Deletado;4,0;0,0;;;1191081;Juazeiro;222;Ie-Religador-Rmn-09X1-D611928;2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1191920-221.0-15735730;Movimentado;74,1;74,1;;;1191920;Bonfim;221;Ub-Cind-Rua-Mata Funda 138-Mata Funda;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1191920-222.0-15735731;Movimentado;46,0;46,0;;;1191920;Bonfim;222;Ub-Cind-Rua-Mata Funda 138-Mata Funda;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1191920-922.0-15736032;Deletado;6,0;0,0;;;1191920;Bonfim;922;Ub-Cind-Rua-Mata Funda 138-Mata Funda;2025-10-08;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-221.0-15736043;Movimentado;182,8463;181,8463;;;1196953;Bonfim;221;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-10-09;Encerramento;;2025-10-14;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-221.0-15959768;Deletado;182,3463;0,0;;;1196953;Bonfim;221;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-222.0-15736118;Movimentado;121,0;121,0;;;1196953;Bonfim;222;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-10-09;Encerramento;;2025-11-12;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-222.0-15736130;Movimentado;81,77941;4,0;;;1196953;Bonfim;222;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-10-09;Encerramento;;2025-10-13;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-222.0-15959768;Deletado;197,77940999999998;0,0;;;1196953;Bonfim;222;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-921.0-15736293;Movimentado;1,0;1,0;;;1196953;Bonfim;921;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-10-09;Encerramento;;2025-11-12;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-921.0-15959768;Deletado;1,0;0,0;;;1196953;Bonfim;921;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-922.0-15736294;Movimentado;2,0;2,0;;;1196953;Bonfim;922;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-10-09;Encerramento;;2025-11-12;;;;2025-10-08;2025-10-10
ENC-20251008-1196953-922.0-15959768;Deletado;2,0;0,0;;;1196953;Bonfim;922;Ac-Cind-Rua-Do Campo-Centro;2025-10-08;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-08;2025-10-10
ENC-20251008-1204810-221.0-15736641;Movimentado;0,16;0,16;;;1204810;Bonfim;221;Er-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-24;;;;2025-10-08;2025-10-10
ENC-20251008-1204810-921.0-15736642;Movimentado;3,0;3,0;;;1204810;Bonfim;921;Er-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-24;;;;2025-10-08;2025-10-10
ENC-20251008-1204810-922.0-15736643;Movimentado;4,0;4,0;;;1204810;Bonfim;922;Er-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-24;;;;2025-10-08;2025-10-10
ENC-20251008-1206954-221.0-15736780;Movimentado;8,56;3,56;;;1206954;Bonfim;221;Er-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-09;Encerramento;;2025-10-15;;;;2025-10-08;2025-10-10
ENC-20251008-1206954-221.0-15750896;Deletado;8,0;0,0;;;1206954;Bonfim;221;Er-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-13;Encerramento;;2025-10-15;;;;2025-10-08;2025-10-10
ENC-20251008-1221030-222.0-15718694;Deletado;16,0;0,0;;;1221030;Juazeiro;222;Iem Set/25 Utd Juazeiro (40);2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1221030-922.0-15718693;Deletado;1,0;0,0;;;1221030;Juazeiro;922;Iem Set/25 Utd Juazeiro (40);2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1221107-222.0-15718694;Movimentado;16,0;16,0;;;1221107;Juazeiro;222;Iem Set/25 Utd Remanso (40);2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1221107-922.0-15718693;Movimentado;1,0;1,0;;;1221107;Juazeiro;922;Iem Set/25 Utd Remanso (40);2025-10-08;2025-10-08;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1224226-221.0-15737254;Movimentado;2,0;2,0;;;1224226;Bonfim;221;Md-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1224226-221.0-15737256;Movimentado;62,0;62,0;;;1224226;Bonfim;221;Md-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1224798-221.0-15737264;Movimentado;203,0;203,0;;;1224798;Bonfim;221;Kt-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1224798-221.0-15737266;Movimentado;1,0;1,0;;;1224798;Bonfim;221;Kt-Cind-Pov-Pau De Colher 1-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1226326-221.0-15737462;Movimentado;212,0;212,0;;;1226326;Bonfim;221;Kt-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1226326-221.0-15737463;Movimentado;1,0;1,0;;;1226326;Bonfim;221;Kt-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1226329-221.0-15737466;Movimentado;6,0;6,0;;;1226329;Bonfim;221;Md-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251008-1226329-221.0-15737467;Movimentado;2,0;2,0;;;1226329;Bonfim;221;Md-Cind-Rod-Lomanto Junior 1708-Rural;2025-10-08;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-08;2025-10-10
ENC-20251009-1108317-222.0-15748882;Movimentado;0,4;0,4;;;1108317;Bonfim;222;Rc-Cind-Pr -Dr Jose Goncalves-Centro;2025-10-09;2025-10-13;Encerramento;;2025-10-14;;;;2025-10-09;2025-10-13
ENC-20251009-1115260-221.0-15740037;Deletado;29,5;0,0;;;1115260;Juazeiro;221;Ac-Cind-Rua-Padre Joao Fre-Centro;2025-10-09;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1115260-222.0-15740038;Deletado;445,44;0,0;;;1115260;Juazeiro;222;Ac-Cind-Rua-Padre Joao Fre-Centro;2025-10-09;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1125553-222.0-15748886;Movimentado;37,5;37,5;;;1125553;Bonfim;222;Rc-Pref-Rod-Ba 220 -Faz Lagoa Da Volta;2025-10-09;;Encerramento;;2025-12-05;;;;2025-10-09;2025-10-13
ENC-20251009-1129557-221.0-15734308;Movimentado;2,0;2,0;;;1129557;Juazeiro;221;It-Grua-Faz-Sao Goncalo-Rural;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1144796-221.0-15613069;Movimentado;2,0;2,0;;;1144796;Juazeiro;221;Mp-Ccol-Pov.Lagoa Dos Cavalos-Rural;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1171504-222.0-15749444;Movimentado;64,2;64,2;;;1171504;Bonfim;222;Mp - Cind Faz Angico Barrinha - Rural;2025-10-09;2025-10-13;Encerramento;;2025-10-15;;;;2025-10-09;2025-10-13
ENC-20251009-1189286-222.0-15734756;Movimentado;1,0;1,0;;;1189286;Juazeiro;222;Ac-Cind-Pov-Algodao Velho-Algodao Velho;2025-10-09;2025-10-09;Encerramento;;2025-10-09;;;;2025-10-09;2025-10-13
ENC-20251009-1190765-221.0-15737043;Movimentado;2,3520000000000003;2,3520000000000003;;;1190765;Juazeiro;221;Er-Cind-Si-Martins Do Cordeiro-V De Cima;2025-10-09;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-09;2025-10-13
ENC-20251009-1190765-222.0-15737044;Deletado;8,0;0,0;;;1190765;Juazeiro;222;Er-Cind-Si-Martins Do Cordeiro-V De Cima;2025-10-09;2025-10-09;Encerramento;;2025-10-13;;;;2025-10-09;2025-10-13
ENC-20251009-1190765-921.0-15737045;Movimentado;4,0;4,0;;;1190765;Juazeiro;921;Er-Cind-Si-Martins Do Cordeiro-V De Cima;2025-10-09;2025-10-09;Encerramento;;2025-10-10;;;;2025-10-09;2025-10-13
ENC-20251009-1191081-221.0-15733762;Movimentado;39,43;39,43;;;1191081;Juazeiro;221;Ie-Religador-Rmn-09X1-D611928;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1191081-222.0-15733763;Movimentado;4,0;4,0;;;1191081;Juazeiro;222;Ie-Religador-Rmn-09X1-D611928;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1191216-221.0-15737046;Movimentado;8,0;8,0;;;1191216;Juazeiro;221;Ie-Religador-Ncu-01Z5-G08787;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1191216-222.0-15737047;Movimentado;3,0;3,0;;;1191216;Juazeiro;222;Ie-Religador-Ncu-01Z5-G08787;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1209896-222.0-15737049;Movimentado;139,0;139,0;;;1209896;Juazeiro;222;Kt-Cind-Si-Martins Do Cordeiro-V De Cima;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1209919-221.0-15737050;Movimentado;1,0;1,0;;;1209919;Juazeiro;221;Md-Cind-Si-Martins Do Cordeiro-V De Cima;2025-10-09;2025-10-09;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1211884-221.0-15740039;Movimentado;3,0;3,0;;;1211884;Juazeiro;221;Ac-Grua-Av-Raul Alves-Santo Antonio;2025-10-09;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251009-1211884-222.0-15740040;Movimentado;7,0;7,0;;;1211884;Juazeiro;222;Ac-Grua-Av-Raul Alves-Santo Antonio;2025-10-09;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-09;2025-10-13
ENC-20251010-000000-221.0-1231231223;Movimentado;123,0;123,0;;;0;Juazeiro;221;;2025-10-10;;Encerramento;;2026-03-31;;;;2025-10-10;2025-10-14
ENC-20251010-0224007-922.0-15741144;Movimentado;2,0;2,0;;;224007;Juazeiro;922;Mp-Ccol-Pov Santana Do Sobrado -Rural;2025-10-10;2025-10-10;Encerramento;;2025-10-10;;;;2025-10-10;2025-10-14
ENC-20251010-0571997-221.0-15741429;Movimentado;36,0;36,0;;;571997;Jacobina;221;Mp-Ccol-Faz. Agua Fria-Rural;2025-10-10;2025-10-10;Encerramento;;2025-10-17;;;;2025-10-10;2025-10-14
ENC-20251010-1108596-221.0-15748882;Deletado;1,0;0,0;;;1108596;Bonfim;221;Er-Cind-Pov-Rodeador-Rural;2025-10-10;2025-10-13;Encerramento;;2025-10-15;;;;2025-10-10;2025-10-14
ENC-20251010-1115260-221.0-15744760;Movimentado;24,5;24,5;;;1115260;Juazeiro;221;Ac-Cind-Rua-Padre Joao Fre-Centro;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1115260-222.0-15744761;Movimentado;409,4;409,4;;;1115260;Juazeiro;222;Ac-Cind-Rua-Padre Joao Fre-Centro;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1115261-222.0-TIPO DE MOVIMENTAÇÃO E PROJETO NÃO EXISTE;Deletado;3,0;0,0;;;1115261;Juazeiro;222;;2025-10-10;2025-10-10;Encerramento;;2026-03-31;;;;2025-10-10;2025-10-14
ENC-20251010-1131635-922.0-15748887;Movimentado;4,0;4,0;;;1131635;Bonfim;922;Er-Sein-Pov-Pe De Serra-Rural;2025-10-10;2025-10-13;Encerramento;;2025-10-16;;;;2025-10-10;2025-10-14
ENC-20251010-1134925-222.0-15748890;Movimentado;16,0;16,0;;;1134925;Bonfim;222;Ub-Cind-Rua-Do Curral-Centro-Andorinha;2025-10-10;2025-10-13;Encerramento;;2025-10-14;;;;2025-10-10;2025-10-14
ENC-20251010-1138094-221.0-15748891;Movimentado;2,0;2,0;;;1138094;Bonfim;221;Rc-Cind-Rua-Coronel Benevid-Urbana;2025-10-10;2025-10-13;Encerramento;;2025-10-14;;;;2025-10-10;2025-10-14
ENC-20251010-1138094-222.0-15749075;Movimentado;208,29;208,29;;;1138094;Bonfim;222;Rc-Cind-Rua-Coronel Benevid-Urbana;2025-10-10;2025-10-13;Encerramento;;2025-11-08;2025-11-08;;;2025-10-10;2025-10-14
ENC-20251010-1138094-222.0-15783145;Movimentado;12,095;12,095;;;1138094;Bonfim;222;Rc-Cind-Rua-Coronel Benevid-Urbana;2025-10-10;2025-10-15;Encerramento;;2025-10-24;;;;2025-10-10;2025-10-14
ENC-20251010-1138094-921.0-15749082;Movimentado;3,0;3,0;;;1138094;Bonfim;921;Rc-Cind-Rua-Coronel Benevid-Urbana;2025-10-10;2025-10-13;Encerramento;;2025-10-14;;;;2025-10-10;2025-10-14
ENC-20251010-1139386-221.0-15741982;Movimentado;5,0;5,0;;;1139386;Juazeiro;221;Mp-Cind-Pov Pinhoes-Rural;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1144796-221.0-15741230;Movimentado;22,88;22,88;;;1144796;Juazeiro;221;Mp-Ccol-Pov.Lagoa Dos Cavalos-Rural;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1144796-222.0-15742875;Movimentado;163,724;163,724;;;1144796;Juazeiro;222;Mp-Ccol-Pov.Lagoa Dos Cavalos-Rural;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1144796-921.0-15742878;Deletado;21,0;0,0;;;1144796;Juazeiro;921;Mp-Ccol-Pov.Lagoa Dos Cavalos-Rural;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1144796-922.0-15742884;Movimentado;5,0;5,0;;;1144796;Juazeiro;922;Mp-Ccol-Pov.Lagoa Dos Cavalos-Rural;2025-10-10;2025-10-10;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1149434-221.0-15959768;Deletado;433,1495600000001;0,0;;;1149434;Bonfim;221;Mp Cind-Pov-Riachao-Rural;2025-10-10;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1149434-222.0-15763191;Deletado;571,0;0,0;;;1149434;Bonfim;222;Mp Cind-Pov-Riachao-Rural;2025-10-10;2025-10-14;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1149434-921.0-15959768;Deletado;38,0;0,0;;;1149434;Bonfim;921;Mp Cind-Pov-Riachao-Rural;2025-10-10;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1149434-922.0-15765112;Deletado;1,0;0,0;;;1149434;Bonfim;922;Mp Cind-Pov-Riachao-Rural;2025-10-10;2025-10-14;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1149434-922.0-15959768;Deletado;6,0;0,0;;;1149434;Bonfim;922;Mp Cind-Pov-Riachao-Rural;2025-10-10;2025-11-14;Encerramento;;2026-03-12;;;;2025-10-10;2025-10-14
ENC-20251010-1152831-221.0-15742719;Movimentado;2,0;2,0;;;1152831;Juazeiro;221;Ld-Cind Pov.Carnaiba Do Sertão;2025-10-10;2025-10-10;Encerramento;;2025-11-12;;;;2025-10-10;2025-10-14
ENC-20251010-1155426-222.0-15959768;Deletado;11,8;0,0;;;1155426;Bonfim;222;Er-Ccol-Pov-Vazea Curral-Rural;2025-10-10;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-10;2025-10-14
ENC-20251010-1155426-922.0-15959768;Deletado;2,0;0,0;;;1155426;Bonfim;922;Er-Ccol-Pov-Vazea Curral-Rural;2025-10-10;2025-11-14;Encerramento;;2025-11-14;;;;2025-10-10;2025-10-14
ENC-20251010-1161840-221.0-15749356;Movimentado;46,0;46,0;;;1161840;Bonfim;221;Er-Ccol-Pov-Mundo Novo 819-Mundo Novo;2025-10-10;2025-10-13;Encerramento;;2026-02-20;;;;2025-10-10;2025-10-14
