PROJETO_FATO;Carteira;COORD;% CAVAS;% POSTES;AR;AS BUILT;AVANÇO;AVNR;BOOK;CAVD;CAVR;CLIENT.;CLIET.;CLIET. PREV;CLIET. REAL;CONCRETO;COORDENADAS;CRITERIO;DATA DESL;DESLIG;DEVOLUÇAO;DIAS;DIAS.1;DIAS.2;DT DESL;DT. SEPARAÇÃO;ENCARREGADO;ENERGIZAÇÃO;EQPP;EQPR;FAIXA;FIM;INICIO;LAT;LATITUDE;LINK PROJETO;LONG;LONGITUDE;LV;MUNICIPIO;NOTA;Nº PES;OBRAS SIMPLIFICADAS;OBS;OBS CAVA;PERFIL;PES DESLIG;PES S/I;PG'S;PLANO;PROJETO;PRÉ FECHAMENTO;PST EXEC;PSTP;PV. FIM;PV. INICIO;PV. INÍCIO;RDEP;RDER;REFERÊNCIA;RESERVA;RESUMO;RESUMO LV;SACADO;STATUS;SUPERVISOR;TÍTULO;V. PRJ 25%;V. PROJETO;V. REAL;VISITA PRÉVIA
1200552;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;2;;1;;;2;-10,5364847, -40,1030945;PRIORIDADE PLANO ANEEL;;;FALSE;;;;17/dez;08/12/2025;JEFFERSON;17/12/2025;;;;;;;;https://drive.google.com/file/d/1JAzH64PqxpbcQMLK6Hw-Ze64fWElPDCI/view?usp=drive_link;;;;MONTE SANTO;;161714  BT LV-161775;;ENERGIZADA;;;149488;;E903507 – E903508;PLANO 14;;TRUE;;2;20/12/2025;;15/12/2025;;;D250385;;LV + BT;2 N1;;Energizada;GABRIEL;ER-CIND-FAZ-LAGOA DA VOLTA-LAGE;;R$ 16.052,32;;
1217358;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;;;;;;0;;;;;TRUE;;;;;11/12/2025;REGINALDO;17/12/2025;;;;;;;;;;;;SENHOR DO BONFIM;;161068  BT;FALSE;ENERGIZADA;;;;;;PLANO 7;;TRUE;;4;19/12/2025;;15/12/2025;;;;;BT;;FALSE;Energizada;;ER-CIND-POV-TRES MORROS-RURAL;;;;FALSE
1178079;01/12/2025;SENHOR DO BONFIM;;200%;;FALSE;100%;;;;3;;1;;;6;-10,669143, -39,7532772;QLP;;;FALSE;;;;;15/12/2025;ANAILTON;17/12/2025;;;;;;;;https://drive.google.com/file/d/1AMkLQthWsNvjHVjCWMvgdEPdIatmXYO8/view?usp=drive_link;;;Pendente;ITIÚBA;;LV-151408;;ENERGIZADA;;;;;E875453 - E875457;PLANO 7;;TRUE;;3;30/12/2025;;22/12/2025;;;Q093796;;;;;Energizada;GABRIEL;ER-CIND-FAZ-PEDRINHAS-ROMULO CAMPOS;;R$ 21.466,74;;
1209622;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;1;;1;;;0;-10,3541021, -39,6656438;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;05/12/2025;JAIRO BATISTA;17/12/2025;;;;;;;;https://drive.google.com/file/d/1f3dVggwS9RmlcpUGx3svXvsYv6ZOm3TS/view?usp=drive_link;;;Realizado;SENHOR DO BONFIM;;LV-149958             157335 BT;;ENERGIZADA;;;;;E903467 – E903467;PLANO 14;;TRUE;;1;27/12/2025;;22/12/2025;;;D231522;;LV + BT;1 N1;;Energizada;JOAO;ER-CIND-POV-C RI CA DE CIMA-RURAL;;R$ 7.958,85;;
1162922;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;;;2;;;0;-10,9748606, -39,6354291;QLP;;;FALSE;;;;;09/12/2025;WAGNER;18/12/2025;;;;;;;;https://drive.google.com/file/d/1g6DJVfSikbp722JYJeo-dvTuJN2nVvTx/view?usp=drive_link;;;;JAGUARARI;;159156 BT;;ENERGIZADA;;;;;E875443 - E875447;PLANO 7;;TRUE;;5;31/12/2025;;22/12/2025;;;Q097078;;BT;;;Energizada;JOAO;ER-CIND-PO.DE PILAR-RURAL;;R$ 31.857,10;;
1206177;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;6;;1;;;6;-11,0522768, -39,8569063;PRIORIDADE PLANO ANEEL;;;TRUE;;;;;12/12/2025;ALDAIR;18/12/2025;;;;;;;;https://drive.google.com/file/d/1Jgx5vFr4sL0LqwBthYSh97siA0RDb_8c/view?usp=drive_link;;;;ANDORINHAS;;157757 BT;;ENERGIZADA;;;;;E903561 – E903566;PLANO 14;;TRUE;;6;20/12/2025;;15/12/2025;;;Q106934;;BT;;;Energizada;GABRIEL;ER-CIND-POV-ROCADO-ROCADO;;R$ 27.643,34;;
1159772;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;2;;1;;;2;-10,4701659, -40,3638329;QLP;;;TRUE;;;;11/dez;08/12/2025;ALDAIR;19/12/2025;;;;;;;;https://drive.google.com/file/d/1khvfXlWzmtEErSNJSt__t3t7xORI2f8e/view?usp=drive_link;;;Realizado;ANDORINHAS;;LV-150942;;ENERGIZADA;;;149372;;E903479 – E903480;PLANO 7;;TRUE;;2;13/12/2025;;08/12/2025;;;B014305;;DESL + LV;2 N1;;Energizada;GABRIEL;ER-CIND-POV-SALGADO-SALGADO;;R$ 26.575,06;;
1013700;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;4;;0;;;4;-9,8864788, -39,9645892;INSTITUCIONAL;;;FALSE;;;;18/dez;08/12/2025;MARCELO;19/12/2025;;;;;;;;https://drive.google.com/file/d/19536Sx6r7apeD2Xpm3PhQ45UF4U5F9VM/view?usp=drive_link;;;Pendente;NORDESTINA;;LV-161882;;ENERGIZADA;;;149527;;E903531 – E903534;PLANO 7;;TRUE;;4;20/12/2025;;15/12/2025;;;Q069217;;DESL + LV;4 N1;;Energizada;GABRIEL;AC-CIND-POV-S O PEDRO-RURAL;;R$ 62.841,24;;
1187064;01/12/2025;SENHOR DO BONFIM;;30%;;TRUE;100%;;;;10;;1;;;3;-10,3454483, -39,8250643;SOLICITAÇÃO ATENDIMENTO;;;FALSE;;;;19/dez;08/12/2025;OSMAR;19/12/2025;;;;;;;;https://drive.google.com/file/d/1tEsJi2Lz4wzzDYQFj9zmpDGXatEOn8bx/view?usp=drive_link;;;;MONTE SANTO;;;;ENERGIZADA;;;149622;;E875164 – E875173;PLANO 7;;TRUE;;10;20/12/2025;;15/12/2025;;;Q095115;;DESL;;;Energizada;GABRIEL;ER-CIND-POV-PEDRA BRNACA-RURAL;;R$ 88.945,42;;
1148641;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;;;1;;;1;-10,0688071, -40,3982275;QLP;;;FALSE;;;;;09/12/2025;EDVALDO;19/12/2025;;;;;;;;https://drive.google.com/file/d/1BWTZAWfRj3zK5gD0PI8FeS-fTFsDYq9e/view?usp=drive_link;;;Pendente;CAMPO FORMOSO;;LV-150994    157788 BT;;ENERGIZADA;;;;;E903446 – E903446;PLANO 7;;TRUE;;1;20/12/2025;;15/12/2025;;;Q060891;;LV + BT;N1;;Energizada;JOAO;ER-CIND-POV-LAGOA DA PEDRA-RURAL;;R$ 10.952,32;;
1178264;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;2;;1;;;0;-10,4483916, -39,884968;QLP;;;FALSE;;;;;09/12/2025;WAGNER;19/12/2025;;;;;;;;https://drive.google.com/file/d/1HuzYyYIVZGgFVHt5q0eXfZSG9kgOItOT/view?usp=drive_link;;;;JAGUARARI;;159159 BT;;ENERGIZADA;;;;;E903503 – E903504;PLANO 7;;TRUE;;2;31/12/2025;;22/12/2025;;;D727967;;BT;;;Energizada;JOAO;UB-CIND-RUA-SALVADOR-NOVO PILAR;;R$ 12.937,33;;
1151521;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;2;;1;;;0;-10,0435803, -39,7714044;QLP;;;FALSE;;;;19/dez;15/12/2025;ANAILTON;19/12/2025;;;;;;;;https://drive.google.com/file/d/16sInpK87JsUgHCo161pCm7NgClYSVMb0/view?usp=drive_link;;;;NORDESTINA;;161630 BT LV-161897;;ENERGIZADA;;;149630;;E903513 – E903514;PLANO 7;;TRUE;;2;20/12/2025;;15/12/2025;;;D210357;;LV + BT;2 N1;;Energizada;GABRIEL;ER-CIND-FAZ-SAO JOSE-RURAL;;R$ 15.406,24;;
1217380;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;5;;2;;;5;-10,0444321, -40,2280751;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;08/12/2025;MARCELO;20/12/2025;;;;;;;;https://drive.google.com/file/d/1t8lAjk86aa2hiR-gzKOhHzaM5mg7aexW/view?usp=drive_link;;;;NORDESTINA;;157704 BT;;ENERGIZADA;;;;;E903551 – E903555;PLANO 7;;TRUE;;5;13/12/2025;;08/12/2025;;;Q048297;;BT;;FALSE;Energizada;GABRIEL;UB-CIND-AV-DEP LUIZ EDU MAGALHAES-CENTRO;;R$ 31.721,20;;
1215380;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;1;;1;;;0;-10,7230327, -39,5434367;PRIORIDADE PLANO ANEEL;;;/;;;;20/dez;09/12/2025;WAGNER;20/12/2025;;;;;;;;https://drive.google.com/file/d/11qv5WoipXTHygTdU-hJBuVT8ZNazcMxH/view?usp=drive_link;;;Realizado;JAGUARARI;;LV-151262;;ENERGIZADA;;;149657;;E903458 – E903458;PLANO 7;;TRUE;;1;20/12/2025;;15/12/2025;;;B274565;;DESL + LV;N1 C/ TRF;;Energizada;JOAO;AC-CIND-RUA-BEM TE VI 1022-URBANA;;R$ 38.362,36;;
1145468;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;4;;1;;;4;-10,726067, -40,0904141;QLP;;;FALSE;;;;;10/12/2025;MARCELO;20/12/2025;;;;;;;;https://drive.google.com/file/d/1xU7RA6e0cZN30oh1W6L9qaP_wxSLDMdO/view?usp=drive_link;;;Pendente;NORDESTINA;;LV-161728;;ENERGIZADA;;;;;E903535 – E903538;PLANO 7;;TRUE;;4;31/12/2025;;23/12/2025;;;D195220;;LV + BT;2 N1;;Energizada;GABRIEL;UB-CIND-RUA-URBANA-CENTRO;;R$ 25.858,13;;
1151578;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;;;1;;;1;-10,5091009, -40,3315617;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;09/12/2025;EDVALDO;22/12/2025;;;;;;;;https://drive.google.com/file/d/13P6Qkr80YLMoLdzQFheGUfd5B-eksMEK/view?usp=drive_link;;;;CAMPO FORMOSO;;157751 BT;;ENERGIZADA;;;;;E903445 – E903445;PLANO 14;;TRUE;;1;20/12/2025;;15/12/2025;;;Q059645;;BT;;;Energizada;JOAO;ER-CIND-POV-TIQUARA 1542-RURAL;;R$ 11.814,51;;
1159901;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;2;;1;;;0;-10,6312602, -39,8973046;QLP;;;FALSE;;;;23/dez;08/12/2025;JEFFERSON;23/12/2025;;;;;;;;https://drive.google.com/file/d/1ZcooTrDrgFZhscXMFWFMxxR7VjUEB8DO/view?usp=drive_link;;;;MONTE SANTO;;154596 BT;;ENERGIZADA;;;157228;;E903505 – E903506;PLANO 7;;TRUE;;2;13/12/2025;;08/12/2025;;;Q069829;;BT;;;Energizada;GABRIEL;ER-CIND-POV-RIACHO DA ONCA-RURAL;;R$ 10.751,03;;
1196742;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;2;;1;;;0;-9,8874906, -39,9744807;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;09/12/2025;GESONI;;;;;;;;;https://drive.google.com/file/d/1CoycerDSojIX0s5h9cXlekZ6SVFW8_VK/view?usp=drive_link;;;;FILADÉLFIA;;157766 BT;;POSTES IMPLANTADOS;;;;;E903499 – E903500;PLANO 14;;TRUE;0;2;31/12/2025;;29/12/2025;;;D085324;;BT;;;Paralisada;JOAO;ER-CIND-POV CABECA DA VACA-RURAL;;R$ 9.651,89;;
1148855;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;6;;1;;;5;-9,8375371, -39,9954882;AIC AUDITORIA;;;FALSE;;;;;08/12/2025;MARCELO;23/12/2025;;;;;;;;https://drive.google.com/file/d/1SwG8XMDnj2ctrc86idWL3421-kQhTSpv/view?usp=drive_link;;;;QUEIMADAS;;159137 BT;;ENERGIZADA;;;;;E903556 – E903560;PLANO 7;;TRUE;;5;20/12/2025;;15/12/2025;;;Q068749;;BT;;;Energizada;GABRIEL;ER-CCOL-POV-ALECRIM-RURAL;;R$ 33.049,57;;
1176761;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;2;;1;;;0;-10,6897479, -39,7963707;QLP;;;FALSE;;;;23/dez;09/12/2025;GESONI;23/12/2025;;;;;;;;https://drive.google.com/file/d/1whFAEuuA_PmZOQIFmDYWaGc8Yxb806rO/view?usp=drive_link;;;;FILADÉLFIA;;;;ENERGIZADA;;;157231;;E903501 – E903502;PLANO 7;;TRUE;;2;27/12/2025;;22/12/2025;;;D337279;;DESL;;;Energizada;JOAO;UB-CIND-TRV-CLERISTON ANDRADE-URBANA;;R$ 22.776,25;;
1134543;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;8;;0;;;8;-10,7326218, -39,4089917;GOVERNO;;;FALSE;;;;;09/12/2025;GESONI;23/12/2025;;;;;;;;https://drive.google.com/file/d/1BXLb35MM3lIakhYEcx3rs6R91bLquUdh/view?usp=drive_link;;;Pendente;ITIÚBA;;LV-151499                   155655 EN;;ENERGIZADA;;;;;E875139 – E875146;PLANO 7;;TRUE;;8;13/12/2025;;08/12/2025;;;Q102496;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;RI-SEIN-FAZ-BOM SUCESSO-RURAL;;R$ 81.541,50;;
1059739;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;;;0;;;0;-10,3564084, -40,1686341;GOVERNO;;;TRUE;;;;12/dez;10/12/2025;REGINALDO;23/12/2025;;;;;;;;https://drive.google.com/file/d/1oXc1GBIY36rzBOQBuyUJlzgeLtc4emP2/view?usp=drive_link;;;Realizado;SENHOR DO BONFIM;;157654 BT;;ENERGIZADA;;;149377;;E875371 – E875397;PLANO 7;;TRUE;;27;13/12/2025;;01/12/2025;;;Q044287;;DESL;;;Energizada;JOAO;RI-SEIN-RUA-CACHOEIRINHA-CACHOEIRINHA;;R$ 164.983,91;;
1211939;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;8;;0;;;8;-10,7860475, -39,3933152;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;08/12/2025;JEFFERSON;24/12/2025;;;;;;;;https://drive.google.com/file/d/14z-jhQAhat49BhNPm7-DhytHbzxlMz2h/view?usp=drive_link;;;Realizado;MONTE SANTO;;154536 EN;;ENERGIZADA;;;;;E875147 – E875154;PLANO 14;;TRUE;;8;31/12/2025;;23/12/2025;;;Q095855;;LV + ENERGZ;TRF;;Energizada;GABRIEL;ER-CIND-POV-SITIO DE NANINHA-RURAL;;R$ 51.452,92;;
1140804;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;10;;1;;;10;-10,5002159, -40,1069813;PRIORIDADE PLANO ANEEL;;;FALSE;;;;16/dez;09/12/2025;EDVALDO;24/12/2025;;;;;;;;https://drive.google.com/file/d/1cw22AsYmL5DU9pATkp-wZU6kbYeuGG-g/view?usp=drive_link;;;;CAMPO FORMOSO;;LV-151142;;ENERGIZADA;;;149443;;E875398 - E875407;PLANO 7;;TRUE;8;10;16/12/2025;;08/12/2025;;;Q050258;;DESL + LV;N1 C/ TRF;;Energizada;JOAO;ER-CIND-FAZ-PILOES-RURAL;;R$ 93.362,81;;
1145984;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;7;;1;;;0;-10,738909, -40,1341418;QLP;;;FALSE;;;;;09/12/2025;GESONI;24/12/2025;;;;;;;;https://drive.google.com/file/d/13jV_hlsFUvgUWJCpyoVzFPP9X6uuGNO7/view?usp=drive_link;;;Realizado;ITIÚBA;;LV-151450                   164906 EN;;ENERGIZADA;;;;;E875125 – E875131;PLANO 7;;TRUE;;7;27/12/2025;;22/12/2025;;;Q053065;;LV + ENERGZ;N1 + TRF;;Energizada;JOAO;ER-CIND-POV-ALAGADICO DO PUAN-RURAL;;R$ 55.708,13;;
1149647;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;2;;1;;;0;-11,2273477, -39,7252931;QLP;;;FALSE;;;;18/dez;08/12/2025;OSMAR;25/12/2025;;;;;;;;https://drive.google.com/file/d/1ClHPE8NQWRNNUepLB50xMXICUY9nHQ8B/view?usp=drive_link;;;;MONTE SANTO;;LV-151801                154489 EN;;ENERGIZADA;;;149564;;E903511 – E903512;PLANO 14;;TRUE;#REF!;2;20/12/2025;;15/12/2025;;;D762166;;LV + ENERGZ;N1 C/ TRF;;Energizada;GABRIEL;ER-CIND-POV-PENEDO 5123-RURAL;;R$ 25.689,81;;
1161151;01/12/2025;SENHOR DO BONFIM;;33,33333333%;;FALSE;100%;;;;3;;1;;;1;-10,4581897, -40,0541979;QLP;;;FALSE;;;;;15/12/2025;OSMAR;25/12/2025;;;;;;;;https://drive.google.com/file/d/1W7cpJINy4yMq_6yys0gpRxMeVW_QgHQ1/view?usp=drive_link;;;Pendente;MONTE SANTO;;LV-151810                154559 EN;;ENERGIZADA;;;;;E903528 – E903530;PLANO 7;;TRUE;;3;31/12/2025;;23/12/2025;;;D049756;;LV + ENERGZ;N1 C/ TRF;;Energizada;GABRIEL;ER-CIND-FAZ-LAGEDO-RURAL;;R$ 37.005,89;;
1200575;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;;;1;;;0;-10,3195859, -39,1927885;PRIORIDADE PLANO ANEEL;;;FALSE;;;;31/12;09/12/2025;WAGNER;;;;;;;;;https://drive.google.com/file/d/10HJ5boLCn412A8pZ4lcGQ_dCB0NAwAvA/view?usp=drive_link;;;;CAMPO FORMOSO;;;;PERDEU, DEVIDO A DESLIGAMENTO;;;161784;;E903481 – E903482;PLANO 14;;TRUE;;2;20/12/2025;;15/12/2025;;;D130228;;DESL;;;NÃO DEFINIDO;JOAO;ER-CIND-TRV-SAO FRANCISCO -RURAL;;R$ 9.937,27;;
1169715;01/12/2025;SENHOR DO BONFIM;;#DIV/0!;;FALSE;100%;;;;;;1;;;0;-10,5382911, -40,3957896;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;04/12/2025;ALDAIR;26/12/2025;;;;;;;;https://drive.google.com/file/d/1qDrEiXhRvmuLD64AkqjQmXrnN9gqrDIL/view?usp=drive_link;;;Realizado;ANDORINHAS;;LV-150772         165452 EN;;ENERGIZADA;;;;;0;PLANO 7;;TRUE;;0;06/12/2025;;01/12/2025;;;D175053;;LV;TRF;;Energizada;GABRIEL;ER-CIND-FAZ-MORRO REDONDO-MORRO REDONDO;;R$ 12.752,30;;
1149873;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;1;;1;;;0;-10,3573813, -39,8081801;QLP;;;FALSE;;;;;05/12/2025;JAIRO BATISTA;26/12/2025;;;;;;;;https://drive.google.com/file/d/1bb3NfSAYOo86ocG3GfcjCzvZytvTLQKz/view?usp=drive_link;;;Realizado;SENHOR DO BONFIM;;LV-150715              165464 EN;;ENERGIZADA;;;;;E903463 – E903463;PLANO 7;;TRUE;;1;31/12/2025;;29/12/2025;;;Q099040;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-POV-QUEIMADA-RURAL;;R$ 20.487,75;;
1160876;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;1;;1;;;0;-10,6659027, -39,7515825;QLP;;;FALSE;;;;;05/12/2025;JAIRO BATISTA;26/12/2025;;;;;;;;https://drive.google.com/file/d/1FWYohrkonYEVn8UlTLf9bLsaSSnNU-ku/view?usp=drive_link;;;Realizado;SENHOR DO BONFIM;;LV-149971               165469 EN;;ENERGIZADA;;;;;E903464 – E903464;PLANO 7;;TRUE;;1;27/12/2025;;22/12/2025;;;Q066876;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-FAZ-LIMOES-RURAL;;R$ 22.053,27;;
1211463;01/12/2025;SENHOR DO BONFIM;;0%;;TRUE;100%;;;;1;;1;;;0;-10,4570642, -40,5549454;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;05/12/2025;REGINALDO;26/12/2025;;;;;;;;https://drive.google.com/file/d/1N9WCRdamWgib_2Aolxqyr6l9e4wGRmKh/view?usp=drive_link;;;Realizado;SENHOR DO BONFIM;;LV-150737               152776 EN;;ENERGIZADA;;;;;E903468 – E903468;PLANO 7;;TRUE;;1;31/12/2025;;29/12/2025;;;D129104;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-POV-CANAVIEIRA-RURAL;;R$ 24.561,29;;
1166269;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;1;;1;;;1;-9,8759195, -39,9652087;QLP;;;FALSE;;;;;08/12/2025;ALDAIR;26/12/2025;;;;;;;;https://drive.google.com/file/d/1KVgpb-VIEaE3TnnUnIfu0EkJieXDFzVa/view?usp=drive_link;;;Realizado;ANDORINHAS;;LV-150798                    165450 EN;;ENERGIZADA;;;;;E903443 – E903443;PLANO 7;;;;1;13/12/2025;;08/12/2025;;;D605280;;LV;N1 C/ TRF;;Energizada;GABRIEL;ER-CIND-FAZ-SAO GONCALO-RURAL;;R$ 18.838,65;;
1180267;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;11;;1;;;11;-10,7520101, -39,4984245;INSTITUCIONAL;;;FALSE;;;;;10/12/2025;ISRAEL;;;;;;;;;https://drive.google.com/file/d/11VNesRoWB3HZaad5JUyrA0_Vx88k-OD2/view?usp=drive_link;;;Pendente;CAMPO FORMOSO;;LV-151213            155594 EN;;FALTA TRAFO 211253 3-30 E 2223464 CABO POT 35, ALÇA DE CABO 4;;;;;E875184 – E875194;PLANO 7;;TRUE;;11;13/12/2025;;01/12/2025;;;D068248;;LV + ENERGZ;N3/N4;;NÃO DEFINIDO;JOAO;ER-CIND-POV-SUMIDOURO-RURAL;;R$ 130.483,38;;
1184427;01/12/2025;SENHOR DO BONFIM;;100%;;TRUE;100%;;;;;;1;;;1;-10,4329331, -39,3229729;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;08/12/2025;MARCELO;26/12/2025;;;;;;;;https://drive.google.com/file/d/1peZVhvZP89VUH7GKmaQgdBpsQOdJRvGm/view?usp=drive_link;;;Pendente;QUEIMADAS;;LV-161677                 161723 EN;;ENERGIZADA;;;;;E903462 – E903462;PLANO 7;;TRUE;;1;31/12/2025;;23/12/2025;;;D660014;;LV + ENERGZ;N1 C/ TRF;;Energizada;GABRIEL;ER-CIND-POV-VARZEA D ONCA-RURAL;;R$ 20.276,06;;
1198374;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;3;;1;;;0;-10,4251666, -40,2657237;PRIORIDADE PLANO ANEEL;;;FALSE;;;;;09/12/2025;GESONI;26/12/2025;;;;;;;;https://drive.google.com/file/d/1BvlL0IHzR3Z11GEnyIVgR_2DDpJfFFbP/view?usp=drive_link;;;;FILADÉLFIA;;LV-151341                   161682 EN;;ENERGIZADA;;;149560;;E903519 – E903521;PLANO 14;;TRUE;;3;20/12/2025;;15/12/2025;;;Q060116;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-POV-BOA VISTA 106-RURAL;;R$ 27.094,29;;
1218789;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;3;;;;;0;;;;;FALSE;;;;;11/12/2025;EDVALDO;;;;;;;;;;;;;ANTÔNIO GONÇALVES;;161649 BT;FALSE;PARA CONCLUIR ATE 31-12;;;;;;;;TRUE;;3;19/12/2025;;15/12/2025;;;;;BT;;FALSE;NÃO DEFINIDO;JOAO;UB-CIND-RUA-JOAO GONCALVES-CENTRO ANTONI;;;;FALSE
1198729;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;5;;1;;;5;-10,6870094, -39,3047097;PRIORIDADE PLANO ANEEL;;;FALSE;;;;10/dez;09/12/2025;GESONI;26/12/2025;;;;;;;;https://drive.google.com/file/d/1hzkr8rNqFoi2puezFKkyq5J17HyN7Pm6/view?usp=drive_link;;;Realizado;ITIÚBA;;LV-151427                   155658 EN;;ENERGIZADA;;;149365;;E875418 - E875422;PLANO 14;;TRUE;;5;13/12/2025;;08/12/2025;;;D206223;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-FAZ-CABACEIRA-RURAL;;R$ 41.638,76;;
1051348;01/12/2025;SENHOR DO BONFIM;;0%;;FALSE;100%;;;;;;1;;;0;-9,95274, -40,04116;QLP;;;FALSE;;;;09/dez;09/12/2025;WAGNER;26/12/2025;;;;;;;;https://drive.google.com/file/d/1rpqWRrDlIQLmxJyDfM_ZkWI_8AqgbeLM/view?usp=drive_link;;;Realizado;JAGUARARI;;LV-151233       161746 EN;;ENERGIZADA;;;149363 (ANEXAR PEX);;E903454 – E903454;PLANO 7;;TRUE;;1;13/12/2025;;08/12/2025;;;;;LV + ENERGZ;N1 C/ TRF;;Energizada;JOAO;ER-CIND-FAZ-POCO DAS QUEIMADAS-N PILAR;;R$ 9.254,81;;
1067126;01/12/2025;SENHOR DO BONFIM;;66,66666667%;;FALSE;100%;;;;;;1;;;18;-10,5021538, -39,4067176;JUDICIAL;;;FALSE;;;;;12/12/2025;ALDAIR;;;;;;;;;;;;Pendente;ANDORINHAS;;LV-162146;;FALTA 3X70XLPE 2212008 3X70 XLPE 2212016;;;;;E875206 – E875232;PLANO 8;;;;27;30/12/2025;;15/12/2025;;;Q109712;;DESL + LV;;;Em execução;GABRIEL;IS-COEL-PR -COMERCIO-ANDORINHA;;R$ 335.050,76;;
1151586;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;1;;0;;;1;-10,3191272, -39,1863356;RECLAMAÇÃO;;;FALSE;;;;23/dez;12/12/2025;ALDAIR;;;;;;;;;https://drive.google.com/file/d/1aF3wfEiV0Ka5ZLxYr_1gcyANVlnV3Y_9/view?usp=drive_link;;;Pendente;ANDORINHAS;;LV-150784;;FALTA CABO 2230078 3X120. PRECISA DESLIGAMENTO;;;157225;;E903442 – E903442;PLANO 7;;TRUE;;1;20/12/2025;;15/12/2025;;;D130180;;DESL + LV;B1-N3;;NÃO DEFINIDO;GABRIEL;AC-CIND-LOT-VILA PEIXE-VILA PEIXE;;R$ 26.251,94;;
1222322;01/12/2025;SENHOR DO BONFIM;;100%;;FALSE;100%;;;;2;;1;;;2;-10,2959073, -40,7210239;GOVERNO;;;FALSE;;;;20/dez;12/12/2025;ALDAIR;;;;;;;;;https://drive.google.com/file/d/1d4XLET9qUCGH5O3CHAL69rbSlbrpuMfx/view?usp=drive_link;;;;ANDORINHAS;;;;FALTA CABO 2230084 3X70. PRECISA DESLIGAMENTO;;;149663;;E903477 – E903478;PLANO 7;;TRUE;;2;20/12/2025;;15/12/2025;;;D574414;;DESL;;;NÃO DEFINIDO;GABRIEL;AC-PREF-POV-RIACHO SECO-RURAL;;R$ 44.108,41;;
