PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;STATUS_AUDITORIA;MOTIVO_DESCARTE
1198350;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;nan;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;SANTIAGO;nan;CARLOS EDUARDO;14.4.12.1;100%;1;18;nan;nan;nan;nan;nan;nan;NÃO;nan;-8.6656868;-39.4263194;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1172120;RR-CCOL-FAZ-SANTO ANTONIO-RURAL;nan;CURAÇÁ;OUTUBRO;AVANÇO;NÃO INICIADA;nan;nan;SANTIAGO;PAULO;CARLOS EDUARDO;7.1.2.3;100%;3;23;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.4842407;-39.705201;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1156700;MP-CCOL-FAZ-SANTO ANTONIO-RURAL;REVISÃO DE ORÇAMEN;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;SANTIAGO;PAULO;CARLOS EDUARDO;7.1.2.3;100%;2;37;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.4842407;-39.705201;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1161341;MP CIND POV RIACHO DO SOBRADO RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;AVANÇO;ESCAVAÇÃO;COMPLETO;nan;SANTIAGO;FABIO;DIEGO ALMEIDA;7.1.2.3;50%;nan;35;nan;nan;21/11/2025;12/12/2025;nan;nan;NÃO;nan;-9.2813404;-40.7610571;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1171596;ER-CIND-POV-BARRA GRANDE-RURAL;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;nan;100%;1;12;12;nan;18/09/2025;23/09/2025;nan;SIM;SIM;nan;-9.0727654;-39.9699296;Ver no Mapa;28/08/2025;11/09/2025;11/09/2025;11/09/2025;nan;Consolidado;N/A
1119796;RR-CIND-FAZ-FRADE-CANOA;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PAULO;nan;PLANO 14;100%;1;12;nan;nan;16/07/2025;22/07/2025;nan;NÃO;nan;nan;-9.8581106;-40.2162038;Ver no Mapa;nan;nan;30/08/2025;30/08/2025;nan;Descartado;Filtro CARTEIRA
1212597;ER-CIND-POV-GUANHAES 8-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;PAULO / CARLOS EDUARDO;RODRIGUES;CARLOS EDUARDO;MARLOS LOPES;7;100%;1;11;12;nan;22/10/2025;22/10/2025;nan;nan;NÃO;nan;-9.1131829;-40.1285536;Ver no Mapa;23/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;GOVERNO;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;100%;141;394;248;nan;nan;30/12/2025;nan;SIM;NÃO;nan;-9.335318;-41.8057884;Ver no Mapa;05/08/2025;20/12/2025;20/12/2025;SIM;nan;Consolidado;N/A
1221999;IT-GRUA-POV-ITAPERA 1888-RURAL;GRUPO A;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;IMPLANTAR 3 POSTE;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;3;3;nan;20/11/2025;20/11/2025;nan;SIM;NÃO;nan;-9.7632378;-41.9321487;Ver no Mapa;26/11/2025;29/11/2025;29/11/2025;SIM;nan;Consolidado;N/A
1211209;RR-CIND-POV-BX UMBUZEIRO-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;VICTOR BARROS;7.1.2.3;100%;1;11;11;22/10/2025;22/10/2025;22/10/2025;nan;SIM;NÃO;nan;-9.5594681;-40.530802;Ver no Mapa;21/10/2025;24/10/2025;24/10/2025;25/10/2025;nan;Consolidado;N/A
1174777;ER-CIND-SI-RENASCER I-LAJES;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;10;10;24/10/2025;29/10/2025;29/10/2025;29/10/2025;nan;NÃO;nan;-9.5376924;-40.3745686;Ver no Mapa;27/10/2025;29/10/2025;29/10/2025;30/10/2025;nan;Consolidado;N/A
1198741;UB-CIND-RCL-RUA-RUA DILSON VIEIRA-VILA;nan;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;MANUTENÇÃO;MARLOS LOPES;7.1.1.3;100%;11;10;10;nan;nan;nan;nan;NÃO;NÃO;nan;-9.6063923;-42.0927632;Ver no Mapa;14/09/2025;16/09/2025;16/09/2025;17/09/2025;nan;Consolidado;N/A
1177187;RR-CIND-POV-SANTANA SOBRADO-RURAL;QLP;CASA NOVA;DEZEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;nan;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;4;40;nan;nan;15/12/2025;30/12/2025;nan;nan;NÃO;nan;-9.278338;-40.716318;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1221851;ER-CIND-SI-S O JOSE-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;nan;nan;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;nan;11;9;11/09/2025;25/08/2025;11/09/2025;nan;SIM;nan;nan;-9.4558323;-40.4694898;Ver no Mapa;11/09/2025;13/09/2025;13/09/2025;15/09/2025;EVIDÊNCIAS DE CAVAS ESTA NO PROJETO 1190607;Consolidado;N/A
1170033;ER-CIND-RUA-S O PAULO-CENTRO-LA DO PIRES;nan;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.7.3;100%;1;10;9;nan;15/09/2025;18/09/2025;nan;SIM;NÃO;nan;-10.0160719;-39.488488;Ver no Mapa;24/09/2025;26/09/2025;26/09/2025;30/09/2025;nan;Consolidado;N/A
X-1173180;UB-CIND-SI-DA TININHA-DOM JOSE RODRIGUES;nan;JUAZEIRO;AGOSTO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PEDRO LINO;nan;8.6.2005;100%;nan;9;9;nan;05/08/2025;07/08/2025;nan;nan;nan;nan;nan;nan;nan;nan;nan;07/08/2025;08/08/2025;nan;Descartado;Filtro CARTEIRA
1171363;ER-CIND-SI-S O GERALDO-RURAL;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;30/11/2025;SANTIAGO;FABIO;SANDRO SANTOS;0;100%;1;3;3;nan;14/11/2025;17/11/2025;nan;SIM;NÃO;nan;-9.7891719;-41.9595363;Ver no Mapa;21/11/2025;26/11/2025;27/11/2025;SIM;nan;Consolidado;N/A
1197173;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;nan;ANDERSON;MANUTENÇÃO;VICTOR BARROS;8.6.2003;100%;0;8;8;nan;nan;nan;05/09/2025 / 11/09/2025;SIM;SIM;nan;-9.425685;-40.5172658;Ver no Mapa;15/07/2025;10/09/2025;10/09/2025;10/09/2025;nan;Consolidado;N/A
1146090;ME REFO ADF MP CIND POV XIQUE XIQUE RR;REPUTACIONAL;CASA NOVA;NOVEMBRO;AVANÇO;VISITA PRÉVIA;A SOLICITAR;nan;PAULO JUNIOR;nan;nan;7.1.2.3;30%;0;8;nan;nan;nan;nan;nan;nan;NÃO;nan;-8.9257103;-41.4200356;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1175881;ER-CIND-POV PROJETO MANDACARU-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;JUAREZ/ GISMARIO;EDIE JONNES;JUAREZ;MARLOS LOPES;14.4.12.1;100%;1;7;7;23/10/2025;23/10/2025;23/10/2025;nan;nan;NÃO;nan;-9.3979818;-40.4010788;Ver no Mapa;23/10/2025;23/10/2025;23/10/2025;24/10/2025;nan;Consolidado;N/A
1142581;RC-CIND-AV-08 150-QUIDE;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;ANDERSON;PEDRO LINO;VICTOR BARROS;8.3.2.3;100%;1;5;7;nan;04/09/2025;05/09/2025;10/09/2025;nan;NÃO;nan;-9.4324305;-40.5217568;Ver no Mapa;04/09/2025;10/09/2025;10/09/2025;11/09/2025;nan;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;REPUTACIONAL;CASA NOVA;DEZEMBRO;EM EXECUÇÃO;NÃO INICIADA;PARCIAL;nan;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.3;50%;25;541;nan;nan;nan;nan;nan;SIM;NÃO;nan;-9.1112573;-41.3759639;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;GOVERNO;CASA NOVA;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;nan;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;75%;141;394;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.335318;-41.8057884;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1188190;ER-CIND-ET-SERRA DA BATATEIRA-JOAO PAUL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;DUAS EQUIPE JUAREZ / GISMARIO;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;6;6;20/10/2025;20/10/2025;20/10/2025;nan;NÃO;NÃO;nan;-9.5034191;-40.5139496;Ver no Mapa;20/10/2025;nan;nan;nan;nan;Consolidado;N/A
1042855;AC CIND-POV-BAIXAO DOS CABLOCOS RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;AVANÇO;ESCAVAÇÃO;COMPLETO;DIVERGÊNCIA DE POSTE;PAULO JUNIOR;nan;DIEGO ALMEIDA;7.1.2.3;80%;3;44;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.070033;-41.454250;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1116690;EQ-GRUA-FAZ-NILO COELHO-RURAL -COMPL;MELHORIA;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;LV DA ORCA;ANDERSON;PAULO ORCA LV;SANDRO SANTOS;7.1.2.3;nan;nan;1;0;nan;26/11/2025;27/11/2025;nan;nan;nan;nan;-9.3723572;-40.7748641;Ver no Mapa;18/11/2025;18/11/2025;18/11/2025;SIM;nan;Consolidado;N/A
1198350;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;nan;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;CARLOS EDUARDO;CARLOS EDUARDO;7.1.2.3;100%;nan;18;19;nan;15/08/2025;31/10/2025;nan;nan;nan;nan;-8.6656868;-39.4263194;Ver no Mapa;05/11/2025;14/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
1172120;RR-CCOL-FAZ-SANTO ANTONIO-RURAL;nan;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;PAULO;CARLOS EDUARDO;7.1.2.3;100%;3;23;25;nan;03/11/2025;03/11/2025;nan;SIM;SIM;nan;-9.4842407;-39.705201;Ver no Mapa;11/11/2025;29/11/2025;29/11/2025;SIM;nan;Consolidado;N/A
1032275;ER-CIND-POV-PONTAL-RURAL;JUDICIAL;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;EDIE JONNES;GISMARIO;VICTOR BARROS;14.4.12.1;100%;1;6;6;nan;16/10/2025;31/10/2025;nan;SIM;SIM;nan;-9.0742368;-40.2047431;Ver no Mapa;31/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;EQUIPAMENTO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;6;nan;nan;08/12/2025;nan;SIM;SIM;nan;-9.0731065;-39.9175208;Ver no Mapa;18/10/2025;05/12/2025;05/12/2025;SIM;nan;Consolidado;N/A
1156700;MP-CCOL-FAZ-SANTO ANTONIO-RURAL;nan;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;PAULO;CARLOS EDUARDO;7.1.2.3;100%;2;37;38;nan;03/11/2025;29/11/2025;nan;SIM;SIM;nan;-9.4842407;-39.705201;Ver no Mapa;07/11/2025;29/11/2025;29/11/2025;SIM;nan;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;MIGRAR;EQUIPAMENTO;COMPLETO;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;6;nan;08/10/2025;nan;nan;SIM;SIM;nan;-9.0731065;-39.9175208;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;MIGRAR;EQUIPAMENTO;COMPLETO;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;1;nan;23/10/2025;nan;nan;SIM;SIM;nan;-9.055737;-39.9652039;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1195955;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;nan;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;3 EQUIPES;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.4;100%;2;6;6;nan;11/10/2025;17/10/2025;17/10/2025;SIM;SIM;nan;-9.8345324;-39.4149138;Ver no Mapa;12/09/2025;17/10/2025;17/10/2025;20/10/2025;nan;Consolidado;N/A
1225553;ER-CIND-FAZ MATIAIS DA ROCHA-SAO MATEUS;PRIORIDADE PLANO ANEEL;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;4;3;nan;12/11/2025;13/11/2025;nan;SIM;NÃO;nan;-9.517583;-39.4681431;Ver no Mapa;13/11/2025;13/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
1190871;IE-RELIGADOR-PDB-01P3-T18756;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;ANDERSON;PEDRO LINO;CARLOS EDUARDO;8.2.2.2;100%;1;1;1;nan;18/11/2025;19/11/2025;nan;SIM;NÃO;nan;-8.6731137;-39.4382469;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1144762;PT UAU 34 5 13 8KV;EQUIPAMENTO;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;ANDERSON;MANUTENÇÃO;CARLOS EDUARDO;1.2.2.2.3;100%;1;6;6;nan;13/10/2025;15/10/2025;nan;SIM;NÃO;nan;-9.8468026;-39.4664253;Ver no Mapa;23/10/2025;30/10/2025;30/10/2025;31/10/2025;nan;Consolidado;N/A
1128925;LD-CIND-POV BAIXAO-RURAL-CSN;nan;CASA NOVA;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;2 EQUIPES ADC;SANTIAGO;IVONALDO;SANDRO SANTOS;14.7.3;100%;nan;6;6;15/09/2025;nan;nan;nan;NÃO;SIM;nan;-9.3139292;-41.0714687;Ver no Mapa;15/09/2025;27/09/2025;30/09/2025;30/09/2025;nan;Consolidado;N/A
1199956;ER-CIND-FAZ-MACAMBIRA-RURAL;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;6;6;nan;15/09/2025;16/09/2025;nan;nan;nan;nan;-8.9702533;-39.823905;Ver no Mapa;13/09/2025;12/09/2025;12/09/2025;15/09/2025;nan;Consolidado;N/A
1160650;LD-CIND-FAZ FORTALEZA-RURAL;nan;JUAZEIRO;OUTUBRO;AVANÇO;NÃO INICIADA;nan;nan;SANTIAGO;nan;VICTOR BARROS;7.1.2.3;50%;2;37;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.862428;-40.4118214;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1162074;AC-CIND-FAZ-MASSAYO-RURAL;nan;JUAZEIRO;OUTUBRO;AVANÇO;NÃO INICIADA;nan;nan;SANTIAGO;nan;VICTOR BARROS;7.1.2.3;10%;1;45;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.4570754;-40.3571651;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;nan;JUAZEIRO;OUTUBRO;EM EXECUÇÃO;LANÇAMENTO;nan;OURO;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.1.3;70%;1;66;nan;nan;nan;28/11/2025;nan;SIM;SIM;nan;-9.4665442;-40.4999899;Ver no Mapa;19/08/2025;nan;nan;nan;nan;Consolidado;N/A
1202786;ER-CIND-POV-MULUNGU-RURAL;nan;JUAZEIRO;OUTUBRO;MIGRAR;IMPLANTAÇÃO;nan;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;MARLOS LOPES;7.1.2.3;100%;1;13;nan;nan;23/10/2025;24/10/2025;nan;nan;NÃO;nan;-9.370671;-40.277251;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1153460;MP-CIND-RUA-DOS VERMELHOS-RURAL;nan;JUAZEIRO;OUTUBRO;MIGRAR;IMPLANTAÇÃO;nan;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;3;26;nan;nan;29/10/2025;13/11/2025;nan;NÃO;nan;nan;-9.5992005;-40.3925912;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;nan;PILÃO ARCADO;OUTUBRO;MIGRAR;LANÇAMENTO;nan;nan;PAULO JUNIOR;AILTON;MARLOS LOPES;7.1.2.3;100%;65;416;nan;17/09/2025;nan;30/10/2025;nan;SIM;NÃO;nan;-9.9331343;-42.9012232;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1132085;ER-SEIN-RUA-DAS FLORES-XIQUE-XIQUE;nan;PILÃO ARCADO;OUTUBRO;AVANÇO;VISITA PRÉVIA;nan;OURO;SANTIAGO;nan;MARLOS LOPES;14.4.12.1;100%;11;26;nan;nan;nan;nan;nan;nan;SIM;nan;-10.5568842;-42.6234047;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1217996;IT-CIND-RUA-CINCO-CENTRO;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;nan;OURO;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;0;6;6;12/09/2025;11/09/2025;12/09/2025;nan;SIM;nan;nan;-9.441304;-40.5175529;Ver no Mapa;11/09/2025;13/09/2025;13/09/2025;15/09/2025;nan;Consolidado;N/A
1173776;RR-GRUA-FAZ-VERMELHO-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;PRIORIDADE;EDIE JONNES;GISMARIO;CARLOS EDUARDO;8.6.3;100%;nan;6;5;nan;12/08/2025;27/09/2025;27/09/2025;SIM;SIM;nan;-9.4328027;-39.7841685;Ver no Mapa;nan;nan;10/09/2025;11/09/2025;nan;Consolidado;N/A
1146087;MP-CCOL-FAZ.NOVA TAPUA-RURAL;nan;REMANSO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;JORGE;JORGE;MARLOS LOPES;14.4.12.1;60%;12;172;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.4735036;-42.2501527;Ver no Mapa;07/08/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1212241;ER-CIND-POV-CACIMBA DO SILVA-CACIMBA;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;DUAS EQUIPE JUAREZ / GISMARIO;EDIE JONNES;JUAREZ;MARLOS LOPES;7.1.2.3;100%;2;5;5;nan;07/10/2025;07/10/2025;nan;SIM;NÃO;nan;-9.2339443;-40.1204066;Ver no Mapa;07/10/2025;07/10/2025;07/10/2025;08/10/2025;nan;Consolidado;N/A
1196006;ER-CIND-POV-FERRETE-RURAL;QLP;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;nan;14/11/2025;14/11/2025;nan;SIM;SIM;nan;-8.799146;-39.752865;Ver no Mapa;12/11/2025;12/11/2025;12/11/2025;SIM;nan;Consolidado;N/A
1207626;ER-CIND-POV-BRJEO SECO 440-PATAMUTE;QLP;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;nan;12/11/2025;12/11/2025;nan;SIM;SIM;nan;-9.50239;-39.449466;Ver no Mapa;13/11/2025;13/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;EQUIPAMENTO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;1;nan;nan;08/12/2025;nan;SIM;SIM;nan;-9.055737;-39.9652039;Ver no Mapa;20/10/2025;09/12/2025;09/12/2025;SIM;nan;Consolidado;N/A
1182674;ER-CIND-POV-SERRA DOS ESPINHOS-RURAL;nan;JUAZEIRO;AGOSTO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PAULO;nan;PLANO 7;100%;1;5;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;30/07/2025;nan;nan;Descartado;Filtro CARTEIRA
1175575;AC-CIND-POV-LAGOA GRANDE-RURAL;nan;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;SANDRO SANTOS;7.1.2.3;100%;1;5;5;16/10/2025;13/10/2025;16/10/2025;nan;NÃO;SIM;nan;-9.5095062;-40.7745147;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1153460;MP-CIND-RUA-DOS VERMELHOS-RURAL;nan;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;VICTOR BARROS;7.1.2.3;100%;3;26;26;nan;29/10/2025;07/11/2025;nan;SIM;SIM;nan;-9.5992005;-40.3925912;Ver no Mapa;27/10/2025;03/11/2025;03/11/2025;SIM;nan;Consolidado;N/A
1202786;ER-CIND-POV-MULUNGU-RURAL;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;MARLOS LOPES;7.1.2.3;100%;1;13;13;nan;23/10/2025;24/10/2025;nan;SIM;SIM;nan;-9.370671;-40.277251;Ver no Mapa;23/10/2025;03/11/2025;03/11/2025;SIM;nan;Consolidado;N/A
1195081;EQ COEL ROD BR 324 RURAL;EQUIPAMENTO;REMANSO;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;nan;ANDERSON;PEDRO LINO;MARLOS LOPES;7.1.2.3;100%;1;2;nan;nan;06/10/2025;07/10/2025;31/10 Á 01/10;SIM;NÃO;nan;-9.6019523;-42.0840707;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1228694;REDE PEDAGOGICA REMANSO (COELBA);nan;REMANSO;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;ANDERSON;MANUTENÇÃO;nan;nan;100%;nan;nan;nan;nan;15/10/2025;22/10/2025;nan;NÃO;NÃO;nan;nan;nan;nan;nan;nan;nan;nan;nan;Consolidado;N/A
1173964;RR-CIND-POV-SALINA GRANDE-RURAL;JUDICIAL;REMANSO;OUTUBRO;AVANÇO;LANÇAMENTO;nan;OURO;JORGE;JORGE;MARLOS LOPES;14.4.12.1;60%;36;227;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.419018;-41.92037;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1058100;AC-CIND-POV-PONTA DA SERRA-RURAL;nan;REMANSO;OUTUBRO;EM EXECUÇÃO;LANÇAMENTO;nan;nan;RUBEM;RUBEM;MARLOS LOPES;7.1.2.3;90%;59;380;nan;nan;nan;nan;nan;nan;nan;nan;-9.392305;-42.1929795;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1221327;ER-CIND-SI QUIXABEIRA-JUREMAL🚩;JUDICIAL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;5;5;nan;14/11/2025;17/11/2025;nan;NÃO;NÃO;nan;-9.7466774;-40.4149067;Ver no Mapa;07/10/2025;08/11/2025;08/11/2025;SIM;nan;Consolidado;N/A
1211795;ER-CIND-POV-DE MARI 17-MARI;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;nan;SANTIAGO;IVONALDO;VICTOR BARROS;LPT;100%;1;5;5;nan;08/09/2025;09/09/2025;nan;NÃO;NÃO;nan;-9.2859987;-39.9964594;Ver no Mapa;16/09/2025;16/09/2025;16/09/2025;17/09/2025;nan;Consolidado;N/A
1201831;AC-CIND-AV-SEBASTIAO ALMEIDA B-PEDRA D L;PRIORIDADE PLANO ANEEL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;3;3;nan;17/11/2025;18/11/2025;26/11/2025;SIM;NÃO;nan;-9.422268;-40.5278411;Ver no Mapa;17/11/2025;27/11/2025;27/11/2025;SIM;nan;Consolidado;N/A
