PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;STATUS_AUDITORIA;MOTIVO_DESCARTE
515938;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;nan;REMANSO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;JORGE;JORGE;MARLOS LOPES;14.4.12.1;100%;93;1.392;1619;nan;nan;24/10/2025;nan;nan;SIM;nan;nan;nan;Ver no Mapa;05/04/2025;04/10/2025;04/10/2025;06/10/2025;nan;Consolidado;N/A
1233696;RC-GOVE-ROD-BR 020-CENTRO;GOVERNO;CAMPO ALEGRE DE LOURDES;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;SANTIAGO;JACSON;MARLOS LOPES;8.3.2.3;100%;0;2;nan;nan;nan;17/12/2025;nan;NÃO;NÃO;nan;-9.5010346;-43.010159;Ver no Mapa;17/12/2025;17/12/2025;17/12/2025;SIM;nan;Consolidado;N/A
1189551;UB-CIND-RUA-DO ASFALTO 10-CENTRO;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;FABIO;MARLOS LOPES;7.1.1.3;100%;nan;2;2;nan;26/11/2025;26/11/2025;nan;nan;NÃO;nan;-9.2935056;-40.8191625;Ver no Mapa;25/11/2025;25/11/2025;25/11/2025;SIM;nan;Consolidado;N/A
806660;MP-CCOL-POV. CHAMUSCADO-RURAL;nan;PILÃO ARCADO;JULHO;CONCLUÍDA;nan;nan;nan;nan;EMERSON;nan;14.4.12.1;100%;19;140;205;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1201544;ER-CIND-SI-STA LUZIA-RR-SAO LUIZ;PRIORIDADE PLANO ANEEL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;EDIE JONNES;JACSON;DIEGO ALMEIDA;7.1.2.3;100%;1;2;nan;nan;02/12/2025;06/12/2025;nan;SIM;SIM;nan;-9.303507;-40.8318994;Ver no Mapa;10/12/2025;16/12/2025;16/12/2025;SIM;nan;Consolidado;N/A
1128536;MP-CCOL-POV-XIQUE XIQUE-RURAL;nan;CASA NOVA;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.4.12.1;100%;8;166;178;nan;07/08/2025;31/10/2025;nan;nan;SIM;nan;-9.6263923;-41.838502;Ver no Mapa;07/08/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1120926;MP CIND POV MANTEIGA RURAL MOD;nan;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;RUBEM;RUBEM;MARLOS LOPES;14.4.12.1;100%;17;111;nan;nan;22/08/2025;nan;nan;nan;nan;nan;-9.5834495;-42.1018369;Ver no Mapa;02/09/2025;30/09/2025;30/09/2025;01/10/2025;nan;Consolidado;N/A
1229077;ER-CIND-POV-BAIXAO-RURAL;OBRAS ÁGEIS;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;nan;MICHEL;nan;DIEGO ALMEIDA;7.1.2.3;100%;1;2;nan;nan;11/12/2025;11/12/2025;nan;nan;NÃO;nan;-9.394975;-41.230686;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1058096;MP-CCOL-POV-PONTA DA SERRA-RURAL;nan;REMANSO;JULHO;CONCLUÍDA;nan;nan;nan;RUBEM;RUBEM;nan;14.4.12.1;100%;6;74;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;31/07/2025;31/07/2025;31/07/2025;nan;Descartado;Filtro CARTEIRA
B-1119147;MP - CIND - POV. JATOBÁ - RURAL;nan;REMANSO;AGOSTO;CONCLUÍDA;nan;nan;nan;PAULO JUNIOR;SILVONEY;nan;14.4.12.1;100%;10;73;nan;nan;30/07/2025;20/07/2025;nan;nan;nan;nan;nan;nan;Ver no Mapa;30/07/2025;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
921232;ER-CIND-POV BARRO VERMELHO-BARRO-CRC;nan;CURAÇÁ;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;GISMARIO;nan;14.4.12.1;100%;6;70;nan;nan;01/08/2025;27/08/2025;nan;nan;nan;nan;nan;nan;nan;03/07/2025;30/08/2025;nan;nan;nan;Descartado;Filtro CARTEIRA
1189586;ER-CIND-POV-FAZ SERRA DA ESPERANCA-RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;EDIE JONNES;JUAREZ;DIEGO ALMEIDA;7.1.2.3;100%;1;0;nan;nan;12/12/2025;12/12/2025;nan;nan;NÃO;nan;-9.3070009;-40.9293817;Ver no Mapa;12/12/2025;15/12/2025;15/12/2025;SIM;nan;Consolidado;N/A
1183301;UB-CIND CJ-HABITACIONAL-BORGES;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;JACSON;MARLOS LOPES;7.1.1.10;100%;nan;1;1;nan;27/11/2025;27/11/2025;nan;nan;NÃO;nan;-9.299753;-40.81499;Ver no Mapa;26/11/2025;26/11/2025;26/11/2025;SIM;nan;Consolidado;N/A
1129183;MP-CCOL-POV.MANTEIGA-RURAL;nan;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;RUBEM;RUBEM;MARLOS LOPES;14.4.12.1;100%;3;46;nan;nan;nan;nan;nan;nan;nan;nan;-9.5839657;-42.1016911;Ver no Mapa;02/09/2025;30/09/2025;30/09/2025;01/10/2025;nan;Consolidado;N/A
1161341;MP CIND POV RIACHO DO SOBRADO RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;PARCIAL;FALTA TRAFO DE 10;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;1;35;nan;nan;01/12/2025;13/12/2025;nan;SIM;NÃO;nan;-9.2813404;-40.7610571;Ver no Mapa;04/12/2025;24/12/2025;24/12/2025;SIM;nan;Consolidado;N/A
1166759;AC-CIND-POV-PARA RURAL-BEM BOM 📸;QLP;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;nan;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;0;2;nan;nan;22/12/2025;22/12/2025;nan;nan;NÃO;nan;-9.6295349;-41.8396333;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
B-1175810;ER-CIND-RUA-DO ASFALTO-PIRI;nan;SENTO SÉ;AGOSTO;CONCLUÍDA;nan;nan;nan;RODRIGUES;JACSON;nan;7.1.2.3;100%;3;30;30;nan;15/08/2025;23/08/2025;nan;nan;nan;nan;nan;nan;nan;nan;nan;26/08/2025;27/08/2025;nan;Descartado;Filtro CARTEIRA
1176138;IT-CIND-POV-PAU A PIQUE-RURAL;RECLAMAÇÃO;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;nan;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;0;1;nan;nan;18/12/2025;24/12/2025;nan;SIM;NÃO;nan;-9.618595;-41.6521913;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1087208;LD CIND ROD BA 210 RURAL;nan;SENTO SÉ;AGOSTO;CONCLUÍDA;nan;nan;nan;RODRIGUES;FABIO;nan;14.4.12.1;100%;4;32;29;20/08/2025;05/08/2025;20/08/2025;nan;nan;nan;nan;-9.8627895;-41.7991658;Ver no Mapa;07/08/2025;20/08/2025;20/08/2025;nan;nan;Descartado;Filtro CARTEIRA
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;DEZEMBRO;EM EXECUÇÃO;EQUIPAMENTO;COMPLETO;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;nan;nan;19/12/2025;24/12/2025;nan;SIM;SIM;nan;-9.266944;-41.011611;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1226976;ER-CIND-POV-BARRA-RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;1;7;nan;nan;15/12/2025;24/12/2025;nan;nan;NÃO;nan;-9.0246061;-41.062166;Ver no Mapa;20/12/2025;22/12/2025;22/12/2025;SIM;nan;Consolidado;N/A
B-1129174;MP CIND POV LAGOINHA RURAL;nan;PILÃO ARCADO;AGOSTO;CONCLUÍDA;nan;nan;nan;PAULO JUNIOR;MAURICIO;nan;14.4.12.1;100%;nan;33;36;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;25/08/2025;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1146090;ME REFO ADF MP CIND POV XIQUE XIQUE RR;INSTITUCIONAL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;PAULO JUNIOR;nan;DIEGO ALMEIDA;7.1.2.3;100%;0;8;nan;nan;15/12/2025;24/12/2025;nan;nan;NÃO;nan;-8.9256379;-41.4202716;Ver no Mapa;17/12/2025;22/12/2025;22/12/2025;SIM;nan;Consolidado;N/A
1172245;RR - CIND - POV LAGOA DO MARY - RURAL;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;JACSON / FABIO;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;2;17;17;nan;04/11/2025;11/11/2025;nan;SIM;NÃO;nan;-10.1193568;-41.6873124;Ver no Mapa;04/11/2025;14/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
X-1194918;ER-SEIN-FAZ-ALGODAO-ALGODAO;nan;UAUÁ;AGOSTO;CONCLUÍDA;nan;nan;OURO;EDIE JONNES;JUAREZ;nan;7.1.2.3;100%;nan;31;32;11;04/08/2025;14/08/2025;nan;nan;nan;nan;nan;nan;nan;11/08/2025;27/08/2025;27/08/2025;28/08/2025;nan;Descartado;Filtro CARTEIRA
1204722;ER-CIND-POV-CAPIM GROSSO-RURAL;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PLANO 7;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;7;8;nan;18/11/2025;19/11/2025;nan;SIM;NÃO;nan;-10.3146872;-41.8565518;Ver no Mapa;17/11/2025;17/11/2025;17/11/2025;SIM;nan;Consolidado;N/A
1204112;ER-CIND-POV-DE CAPEADO-CAPEADO;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;6;6;nan;12/11/2025;12/11/2025;nan;SIM;NÃO;nan;-9.8443662;-41.802745;Ver no Mapa;10/11/2025;13/11/2025;13/11/2025;SIM;nan;Consolidado;N/A
1172124;RR-CIND-FAZ-MELANCIA-RURAL;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;3;30;nan;nan;24/09/2025;30/09/2025;nan;SIM;NÃO;nan;-9.2082716;-39.8343706;Ver no Mapa;24/09/2025;30/09/2025;30/09/2025;01/10/2025;nan;Consolidado;N/A
1145786;AC CIND POV XIQUE XIQUE RURAl;nan;CASA NOVA;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;50%;18;29;29;nan;22/09/2025;31/10/2025;nan;nan;NÃO;nan;-9.1657286;-41.3927492;Ver no Mapa;22/09/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1088643;MP CIND FAZ CARIRI RURAL;nan;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.4.12.1;100%;1;29;nan;nan;12/09/2025;15/09/2025;nan;SIM;nan;nan;-9.9090698;-39.357881;Ver no Mapa;nan;18/09/2025;19/09/2025;19/09/2025;nan;Consolidado;N/A
224007;MP-CCOL-POV SANTANA DO SOBRADO -RURAL;nan;CASA NOVA;AGOSTO;CONCLUÍDA;nan;nan;nan;SANTIAGO;FERNANDO;nan;nan;nan;3;27;nan;nan;nan;nan;nan;SIM;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
960856;AC-REG-FV-CIND-POV BARRO VERMELHO-BARRO-;nan;CURAÇÁ;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;GISMARIO;nan;7.1.2.3;100%;7;27;nan;nan;16/07/2025;29/07/2025;nan;nan;nan;nan;nan;nan;nan;nan;31/08/2025;nan;nan;nan;Descartado;Filtro CARTEIRA
1144487;MP CIND POV PAU A PIQUE RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;1;44;nan;nan;09/12/2025;26/12/2025;nan;SIM;NÃO;nan;-9.6189714;-41.660065;Ver no Mapa;nan;nan;06/01/2026;SIM;nan;Consolidado;N/A
1116565;MP-CIND-POV-MALVINAS 1000-RURAL-MOD;nan;SENTO SÉ;AGOSTO;PROGRAMADA;nan;nan;nan;RODRIGUES;FABIO;nan;7.1.2.3;100%;1;23;nan;nan;nan;nan;nan;nan;nan;nan;-10.1037102;-42.1469957;Ver no Mapa;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1173082;ER-CIND-POV-SÃO PEDRO-RURAL;nan;SENTO SÉ;AGOSTO;PROGRAMADA;nan;nan;nan;RODRIGUES;FABIO;nan;7.1.2.3;100%;nan;3;nan;nan;18/08/2025;23/08/2025;nan;nan;nan;nan;-9.8735936;-41.0813865;Ver no Mapa;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1198348;ER-CIND-RUA-03-RURAL;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;4;4;nan;13/11/2025;13/11/2025;nan;SIM;NÃO;nan;-9.7547425;-41.8846474;Ver no Mapa;13/11/2025;14/11/2025;13/11/2025;SIM;nan;Consolidado;N/A
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;NOVEMBRO;MIGRAR;EQUIPAMENTO;A SOLICITAR;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;nan;nan;24/11/2025;25/11/2025;nan;SIM;SIM;nan;-9.266944;-41.011611;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1042855;AC CIND-POV-BAIXAO DOS CABLOCOS RURAL;GOVERNO;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;100%;3;44;nan;nan;nan;30/12/2025;nan;nan;NÃO;nan;-9.070033;-41.454250;Ver no Mapa;22/11/2025;23/12/2025;23/12/2025;SIM;nan;Consolidado;N/A
1178440;AC-CIND-REG FV-POV-TANQUE NOVO-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;nan;nan;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;26;26;12/09/2025;03/09/2025;15/09/2025;nan;nan;NÃO;nan;-9.447105;-39.86499;Ver no Mapa;04/09/2025;13/09/2025;13/09/2025;15/09/2025;nan;Consolidado;N/A
1152831;LD-CIND POV.CARNAIBA DO SERTÃO;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PAULO;nan;7.1.2.3;100%;1;24;nan;9;21/07/2025;31/07/2025;nan;nan;nan;DETONAÇÃO;nan;nan;nan;nan;27/08/2025;27/08/2025;28/08/2025;nan;Descartado;Filtro CARTEIRA
1118538;ER-CIND-POV-PINHOES-CENTRO;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;VICTOR BARROS;LPT;100%;1;24;nan;nan;04/09/2025;30/09/2025;nan;SIM;SIM;nan;-9.5667254;-39.9208861;Ver no Mapa;19/09/2025;30/09/2025;01/10/2025;01/10/2025;nan;Consolidado;N/A
B-1103537;MP-CIND-FAZ-DOS LOIOLAS-RURAL;nan;UAUÁ;AGOSTO;CONCLUÍDA;nan;nan;OURO;EDIE JONNES;JUAREZ;nan;14.4.12.1;100%;nan;23;nan;nan;19/08/2025;29/08/2025;nan;NÃO;nan;nan;nan;nan;nan;25/08/2025;29/08/2025;nan;nan;nan;Descartado;Filtro CARTEIRA
1139386;MP-CIND-POV PINHOES-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;23;25;nan;15/09/2025;24/09/2025;nan;nan;nan;nan;-9.5917851;-39.8765429;Ver no Mapa;nan;25/09/2025;25/09/2025;01/10/2025;nan;Consolidado;N/A
1181008;RR-CIND-FAZ-S O PEDRO 11-S O PEDRO;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;1;21;22;nan;07/10/2025;31/10/2025;31/10/2025;NÃO;NÃO;nan;-9.5961849;-40.4236876;Ver no Mapa;07/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1129437;LD CIND FAZ MANI OBA VELHA RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;SANTIAGO;PAULO;VICTOR BARROS;14.7.3;100%;1;15;22;nan;16/09/2025;18/09/2025;18/09/2025;SIM;SIM;nan;-9.2458864;-40.2915467;Ver no Mapa;nan;26/09/2025;26/09/2025;26/09/2025;nan;Consolidado;N/A
1195826;ER-CIND-RUA-03-CICERO BORGES;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;4;4;nan;22/11/2025;22/11/2025;nan;SIM;NÃO;nan;-9.7547425;-41.8846474;Ver no Mapa;12/11/2025;14/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
1214805;ER-CIND-FAZ-BARRA BONITA-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO / VAI SER 22 POSTE;SANTIAGO;IVONALDO;VICTOR BARROS;LPT;100%;3;20;20;nan;17/09/2025;18/10/2025;nan;SIM;NÃO;nan;-9.3149446;-40.0475408;Ver no Mapa;29/09/2025;18/10/2025;18/10/2025;20/10/2025;nan;Consolidado;N/A
1171602;LD-CIND ROD.PETROLINA C.NOVA KM-65RURAL 📸;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;OBRA EM CAMPO DIFERENTE DO PROJETADO;SANTIAGO;FABIO;nan;7.1.2.3;100%;1;5;5;nan;25/11/2025;25/11/2025;nan;nan;NÃO;nan;-9.198882;-41.0174;Ver no Mapa;27/11/2025;29/11/2025;29/11/2025;SIM;nan;Consolidado;N/A
1144796;MP-CCOL-POV.LAGOA DOS CAVALOS-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.2.3;100%;2;19;nan;nan;10/09/2025;16/09/2025;nan;SIM;NÃO;nan;-9.2880477;-40.0738188;Ver no Mapa;17/09/2025;23/09/2025;23/09/2025;23/09/2025;nan;Consolidado;N/A
1201544;ER-CIND-SI-STA LUZIA-RR-SAO LUIZ;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;MIGRAR;ESCAVAÇÃO;COMPLETO;rede cladestina;SANTIAGO;JACSON;nan;7.1.2.3;100%;1;2;nan;nan;27/11/2025;27/11/2025;nan;nan;NÃO;nan;-9.303507;-40.8318994;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1137111;RR-CCOL-POV-MASSAPE-RURAL-BOQUEIRAO;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;ANDERSON;PEDRO LINO;nan;14.7.2003;100%;4;17;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;nan;nan;28/10/2025;29/10/2025;05/11 Á 05/11;SIM;NÃO;nan;-9.2764992;-41.0348078;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1186775;ER-CIND-RUA-DAS FLORES-RETIRO DE BAIXO;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;2;2;nan;18/11/2025;18/11/2025;nan;SIM;NÃO;nan;-9.9179862;-42.0964309;Ver no Mapa;26/11/2025;26/11/2025;27/11/2025;SIM;nan;Consolidado;N/A
1149130;IE-BANCO CAPACITOR-MND-01N4 📸;EQUIPAMENTO;CASA NOVA;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.3;100%;1;1;nan;nan;03/11/2025;03/11/2025;03/11 Á 03/11;SIM;NÃO;nan;-9.3690855;-40.7984526;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;nan;CASA NOVA;OUTUBRO;EM EXECUÇÃO;IMPLANTAÇÃO;nan;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.2.3;20%;25;541;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.1112573;-41.3759639;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;nan;CASA NOVA;OUTUBRO;AVANÇO;IMPLANTAÇÃO;nan;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;50%;141;394;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.335318;-41.8057884;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1184428;ER-CIND-CJN-PROJETO CURACA-CURACA 1;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;CARLOS EDUARDO;SANTIAGO;PAULO;MARLOS LOPES;7.1.2.3;100%;1;14;14;nan;28/10/2025;28/10/2025;nan;nan;NÃO;nan;-9.1167108;-40.0359691;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1141961;MP-CIND-FAZ RIACHO DO SALGADO-RURAL 🚩;nan;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;RODRIGUES;DOMINGOS;CARLOS EDUARDO;14.7.2;100%;1;14;14;nan;29/10/2025;31/10/2025;nan;nan;SIM;nan;-10.0231278;-39.4902749;Ver no Mapa;23/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1227534;ER-CIND-ROD-BR 349 -RURAL;QLA NOVO ENTRANTE;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;NILO COELHO;SANTIAGO;FABIO;MARLOS LOPES;7.1.2.3;100%;1;0;nan;nan;24/11/2025;24/11/2025;nan;SIM;NÃO;nan;-9.363677;-40.792213;Ver no Mapa;28/11/2025;29/11/2505;29/11/2025;SIM;nan;Consolidado;N/A
1199938;ER-CIND-FAZ-RIACHINHO-MASSANGANO;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;nan;2;2;nan;28/11/2025;28/11/2025;nan;nan;NÃO;nan;-9.3134985;-40.8283833;Ver no Mapa;27/11/2025;29/11/2025;29/11/2025;SIM;nan;Consolidado;N/A
1149130;IE-BANCO CAPACITOR-MND-01N4📸;EQUIPAMENTO;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.3;100%;1;1;1;nan;03/11/2025;03/11/2025;nan;SIM;SIM;nan;-9.3690855;-40.7984526;Ver no Mapa;04/11/2025;04/11/2025;04/11/2025;SIM;nan;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;REPUTACIONAL;CASA NOVA;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;nan;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.3;30%;25;541;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.1112573;-41.3759639;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;nan;nan;08/10/2025;10/10/2025;22/10 Á 24/10;SIM;SIM;nan;-9.0731065;-39.9175208;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1196006;ER-CIND-POV-FERRETE-RURAL;QLP;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;1;nan;nan;14/10/2025;14/10/2025;nan;SIM;NÃO;nan;-8.799146;-39.752865;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1207626;ER-CIND-POV-BRJEO SECO 440-PATAMUTE;QLP;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;GISMARIO;CARLOS EDUARDO;0;100%;1;1;nan;nan;22/10/2025;22/10/2025;nan;SIM;NÃO;nan;-9.50239;-39.449466;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;nan;nan;23/10/2025;24/10/2025;nan;SIM;SIM;nan;-9.055737;-39.9652039;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
