"DATA_ENVIO";"DATA_DOC";"RESPONSAVEL";"TIPO";"PEP";"TEXTO_APOS_DELIMITADOR";"DEFINICAO";"PEDIDO";"VALOR_LIQUIDO";"CONTRATO";"MUNICIPIO";"BASE";"CICLO";"DESCRICAO";"SETOR";"TEXTO_BREVE";"FONTE_ORIGEM";"CATEGORIA"
"2024-10-12";"2024-10-04";"LIGAÇAO";"LIGAÇAO";"B-1041435";"1041435";"B-1041435_PMG0011399/24_FATURA_FINAL";"4508899844.0";"2604.3";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-04";"LIGAÇAO";"LIGAÇAO";"B-1041437";"1041437";"B-1041437_PMG0011377/24_FATURA_FINAL";"4508898890.0";"697.5";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-04";"LIGAÇAO";"LIGAÇAO";"B-1041437";"1041437";"B-1041437_PMG0011377/24_FATURA_FINAL";"4508898890.0";"739.12";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-08";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1131652";"1131652";"B-1131652_PMG0011467/24_FATURA_FINAL";"4508910904.0";"181.56";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-08";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1127843";"1127843";"B-1127843_PMG0011457/24_FATURA_FINAL";"4508909095.0";"1089.38";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-08";"WESLEY";"PODA";"B-1127843";"1127843";"B-1127843_PMG0011457/24_FATURA_FINAL";"4508908948.0";"89.16";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-08";"WESLEY";"FINAL";"B-1127843";"1127843";"B-1127843_PMG0011457/24_FATURA_FINAL";"4508908948.0";"8790.38";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-08";"LIGAÇAO";"LIGAÇAO";"B-1073051";"1073051";"B-1073051_PMG0011457/24_FATURA_FINAL";"4508908946.0";"651.08";"4600074798";"ITIUBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LIGAÇAO";"LIGAÇAO";"B-1091686";"1091686";"B-1091686_PMG0011555/24_FATURA_FINAL";"4508916123.0";"261.56";"4600074798";"JAGUARARI";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LIGAÇAO";"LIGAÇAO";"B-1091686";"1091686";"B-1091686_PMG0011555/24_FATURA_FINAL";"4508916123.0";"277.17";"4600074798";"JAGUARARI";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1070957";"1070957";"B-1070957_PMG0011552/24_FATURA_FINAL";"4508915983.0";"345.47";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"LINHA VIVA";"B-1070957";"1070957";"B-1070957_PMG0011552/24_FATURA_FINAL";"4508915983.0";"465.45";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"LINHA VIVA";"B-1070957";"1070957";"B-1070957_PMG0011552/24_FATURA_FINAL";"4508915982.0";"4547.32";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1070957";"1070957";"B-1070957_PMG0011552/24_FATURA_FINAL";"4508915982.0";"10429.56";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-0725324";"0725324";"B-0725324_PMG0011552/24_FATURA_FINAL";"4508916013.0";"726.25";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"LINHA VIVA";"B-0725324";"0725324";"B-0725324_PMG0011552/24_FATURA_FINAL";"4508915981.0";"1755.26";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-0725324";"0725324";"B-0725324_PMG0011552/24_FATURA_FINAL";"4508915981.0";"6708.84";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1131722";"1131722";"B-1131722_PMG0011538/24_FATURA_FINAL";"4508914851.0";"7494.82";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1131722";"1131722";"B-1131722_PMG0011538/24_FATURA_FINAL";"4508914911.0";"907.82";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1128930";"1128930";"B-1128930_PMG0011538/24_FATURA_FINAL";"4508914850.0";"4686.48";"4600074798";"JAGUARARI";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1128930";"1128930";"B-1128930_PMG0011538/24_FATURA_FINAL";"4508914910.0";"544.69";"4600074798";"JAGUARARI";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1123751";"1123751";"B-1123751_PMG0011538/24_FATURA_FINAL";"4508914909.0";"363.13";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1123751";"1123751";"B-1123751_PMG0011538/24_FATURA_FINAL";"4508914849.0";"5791.82";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"PODA";"B-1122710";"1122710";"B-1122710_PMG0011538/24_FATURA_FINAL";"4508914848.0";"312.05";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"WESLEY";"FINAL";"B-1122710";"1122710";"B-1122710_PMG0011538/24_FATURA_FINAL";"4508914848.0";"13606.7";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1122710";"1122710";"B-1122710_PMG0011538/24_FATURA_FINAL";"4508914908.0";"1634.08";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-12";"2024-10-10";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1091679";"1091679";"B-1091679_PMG0011538/24_FATURA_FINAL";"4508914846.0";"357.31";"4600074798";"JAGUARARI";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-14";"2024-10-11";"WESLEY";"FINAL";"B-1126043";"1126043";"B-1126043_PMG0011576/24_FATURA_FINAL";"4508917215.0";"4564.14";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-14";"2024-10-11";"WESLEY";"FINAL";"B-1089447";"1089447";"B-1089447_PMG0011588/24_FATURA_FINAL";"4508918212.0";"7240.49";"4600074798";"ITIUBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"WESLEY";"FINAL";"B-1031121";"1031121";"B-1031121_PMG0011633/24_FATURA_FINAL";"4508918656.0";"20162.09";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"WESLEY";"LINHA VIVA";"B-1031121";"1031121";"B-1031121_PMG0011633/24_FATURA_FINAL";"4508918656.0";"3280.09";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1095795";"1095795";"B-1095795_PMG0011670/24_FATURA_FINAL";"4508920354.0";"544.69";"4600074798";"QUEIMADAS";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"WESLEY";"FINAL";"B-1095795";"1095795";"B-1095795_PMG0011670/24_FATURA_FINAL";"4508920315.0";"9151.68";"4600074798";"QUEIMADAS";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"WESLEY";"FINAL";"B-1099655";"1099655";"B-1099655_PMG0011670/24_FATURA_FINAL";"4508920316.0";"12249.56";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"WESLEY";"LINHA VIVA";"B-1099655";"1099655";"B-1099655_PMG0011670/24_FATURA_FINAL";"4508920316.0";"1112.62";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"LIGAÇAO";"LIGAÇAO";"B-1099656";"1099656";"B-1099656_PMG0011670/24_FATURA_FINAL";"4508920317.0";"92.39";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-14";"LIGAÇAO";"LIGAÇAO";"B-1099656";"1099656";"B-1099656_PMG0011670/24_FATURA_FINAL";"4508920317.0";"87.19";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-15";"LIGAÇAO";"LIGAÇAO";"B-1099659";"1099659";"B-1099659_PMG0011687/24_FATURA_FINAL";"4508921939.0";"325.53";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-15";"WESLEY";"FINAL";"B-1128369";"1128369";"B-1128369_PMG0011695/24_FATURA_FINAL";"4508923113.0";"14142.58";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-16";"2024-10-15";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1128369";"1128369";"B-1128369_PMG0011695/24_FATURA_FINAL";"4508923172.0";"907.82";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-17";"2024-10-16";"WESLEY";"FINAL";"B-1113658";"1113658";"B-1113658_PMG0011720/24_FATURA_FINAL";"4508924331.0";"731.29";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-17";"2024-10-16";"WESLEY";"FINAL";"B-1113658";"1113658";"B-1113658_PMG0011720/24_FATURA_FINAL";"4508924332.0";"213.98";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-17";"2024-10-16";"WESLEY";"FINAL";"B-1119839";"1119839";"B-1119839_PMG0011720/24_FATURA_FINAL";"4508924333.0";"21713.59";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-17";"2024-10-16";"LIGAÇAO";"LIGAÇAO";"B-1161026";"1161026";"B-1161026_PMG0011720/24_FATURA_FINAL";"4508924334.0";"119.1";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-17";"2024-10-16";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1119839";"1119839";"B-1119839_PMG0011720/24_FATURA_FINAL";"4508924408.0";"2541.9";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-18";"2024-10-17";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1016453";"1016453";"B-1016453_PMG0011827/24_FATURA_FINAL";"4508927442.0";"1089.38";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-18";"2024-10-17";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-0734513";"0734513";"B-0734513_PMG0011752/24_FATURA_FINAL";"4508926081.0";"1452.51";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-18";"2024-10-16";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1133499";"1133499";"B-1133499_PMG0011736/24_FATURA_FINAL";"4508925635.0";"544.69";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-18";"2024-10-16";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-0559874";"0559874";"B-0559874_PMG0011736/24_FATURA_FINAL";"4508925634.0";"6354.74";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-18";"2024-10-17";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1142394";"1142394";"B-1142394_PMG0011869/24_FATURA_FINAL";"4508928372.0";"2178.77";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-16";"WESLEY";"FINAL";"B-0559874";"0559874";"B-0559874_PMG0011736/24_FATURA_FINAL";"4508925493.0";"89060.32";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-16";"WESLEY";"FINAL";"B-0559874";"0559874";"B-0559874_PMG0011736/24_FATURA_FINAL";"4508925494.0";"980.85";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-16";"WESLEY";"FINAL";"B-1133499";"1133499";"B-1133499_PMG0011736/24_FATURA_FINAL";"4508925495.0";"4161.91";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-16";"LIGAÇAO";"LIGAÇAO";"B-1161027";"1161027";"B-1161027_PMG0011736/24_FATURA_FINAL";"4508925496.0";"92.39";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-16";"LIGAÇAO";"LIGAÇAO";"B-1161027";"1161027";"B-1161027_PMG0011736/24_FATURA_FINAL";"4508925496.0";"87.19";"4600074798";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"LIGAÇAO";"LIGAÇAO";"B-0931835";"0931835";"B-0931835_PMG0011752/24_FATURA_FINAL";"4508926070.0";"739.12";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"LIGAÇAO";"LIGAÇAO";"B-0931835";"0931835";"B-0931835_PMG0011752/24_FATURA_FINAL";"4508926070.0";"697.5";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"LIGAÇAO";"LIGAÇAO";"B-0559876";"0559876";"B-0559876_PMG0011827/24_FATURA_FINAL";"4508927358.0";"2604.3";"4600074798";"ITIÚBA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"WESLEY";"FINAL";"B-1016453";"1016453";"B-1016453_PMG0011827/24_FATURA_FINAL";"4508927360.0";"12536.85";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"WESLEY";"FINAL";"B-1142394";"1142394";"B-1142394_PMG0011869/24_FATURA_FINAL";"4508928321.0";"20214.27";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-17";"WESLEY";"PODA";"B-1142394";"1142394";"B-1142394_PMG0011869/24_FATURA_FINAL";"4508928321.0";"356.63";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-18";"WESLEY";"FINAL";"B-0979549";"0979549";"B-0979549_PMG0011886/24_FATURA_FINAL";"4508928758.0";"15563.25";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-18";"WESLEY";"FINAL";"B-1034402";"1034402";"B-1034402_PMG0012016/24_FATURA_FINAL";"4508929894.0";"10267.49";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-20";"2024-10-18";"WESLEY";"LINHA VIVA";"B-1034402";"1034402";"B-1034402_PMG0012016/24_FATURA_FINAL";"4508929894.0";"3009.52";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-18";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1034402";"1034402";"B-1034402_PMG0012016/24_FATURA_FINAL";"4508929917.0";"726.26";"4600074798";"CANSANÇÃO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-18";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-0979549";"0979549";"B-0979549_PMG0011886/24_FATURA_FINAL";"4508928844.0";"1270.95";"4600074798";"NORDESTINA";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"LIGAÇAO";"LIGAÇAO";"B-0985677";"0985677";"B-0985677_PMG0012197/24_FATURA_FINAL";"4508930826.0";"1540.36";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"WESLEY";"FINAL";"B-0983976";"0983976";"B-0983976_PMG0012250/24_FATURA_FINAL";"4508931427.0";"106139.84";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"WESLEY";"LINHA VIVA";"B-0983976";"0983976";"B-0983976_PMG0012250/24_FATURA_FINAL";"4508931427.0";"1112.6";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"LIGAÇAO";"LIGAÇAO";"B-0985681";"0985681";"B-0985681_PMG0012250/24_FATURA_FINAL";"4508931429.0";"554.34";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"LIGAÇAO";"LIGAÇAO";"B-0985681";"0985681";"B-0985681_PMG0012250/24_FATURA_FINAL";"4508931429.0";"523.12";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-21";"2024-10-21";"WESLEY";"FINAL";"B-108346";"108346";"B-1083464_PMG0012250/24_FATURA_FINAL";"4508931434.0";"8719.91";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-21";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1083464";"1083464";"B-1083464_PMG0012250/24_FATURA_FINAL";"4508931511.0";"907.82";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-21";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-0546806";"0546806";"B-0546806_PMG0012250/24_FATURA_FINAL";"4508931508.0";"4175.97";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-21";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1098640";"1098640";"B-1098640_PMG0012197/24_FATURA_FINAL";"4508930858.0";"1634.08";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"WESLEY";"FINAL";"B-1061514";"1061514";"B-1061514_PMG0012313/24_FATURA_FINAL";"4508932745.0";"4357.68";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"WESLEY";"FINAL";"B-1116088";"1116088";"B-1116088_PMG0012313/24_FATURA_FINAL";"4508932748.0";"24894.2";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1061514";"1061514";"B-1061514_PMG0012313/24_FATURA_FINAL";"4508932857.0";"363.13";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-1159076";"1159076";"B-1159076_PMG0012374/24_FATURA_FINAL";"4508933517.0";"184.78";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-1159076";"1159076";"B-1159076_PMG0012374/24_FATURA_FINAL";"4508933517.0";"174.37";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"WESLEY";"FINAL";"B-0572104";"0572104";"B-0572104_PMG0012395/24_FATURA_FINAL";"4508934053.0";"232.4";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"WESLEY";"FINAL";"B-0572104";"0572104";"B-0572104_PMG0012395/24_FATURA_FINAL";"4508934054.0";"188889.64";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"WESLEY";"FINAL";"B-0572104";"0572104";"B-0572104_PMG0012395/24_FATURA_FINAL";"4508934055.0";"1521.26";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-0935543";"0935543";"B-0935543_PMG0012395/24_FATURA_FINAL";"4508934058.0";"184.78";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-0935543";"0935543";"B-0935543_PMG0012395/24_FATURA_FINAL";"4508934058.0";"174.37";"4600074798";"MONTE SANTO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-1071594";"1071594";"B-1071594_PMG0012395/24_FATURA_FINAL";"4508934062.0";"325.53";"4600074798";"CAMPO FORMOSO";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-1141086";"1141086";"B-1164786_PMG0012395/24_FATURA_FINAL";"4508934065.0";"92.39";"4600074798";"QUEIMADAS";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
"2024-10-22";"2024-10-22";"LIGAÇAO";"LIGAÇAO";"B-1141086";"1141086";"B-1164786_PMG0012395/24_FATURA_FINAL";"4508934065.0";"87.19";"4600074798";"QUEIMADAS";"SENHOR DO BONFIM";"Outubro";"";"";"";"SENHOR DO BONFIM_OBRA";"OBRA"
