DATA_ENVIO;DATA_DOC;RESPONSAVEL;TIPO;PEP;DEFINICAO;PEDIDO;VALOR_LIQUIDO;CONTRATO;MUNICIPIO;BASE;CICLO
2024-10-12;2024-10-04;LIGAÇAO;LIGAÇAO;B-1041435;B-1041435_PMG0011399/24_FATURA_FINAL;4508899844;2604.3;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-04;LIGAÇAO;LIGAÇAO;B-1041437;B-1041437_PMG0011377/24_FATURA_FINAL;4508898890;697.5;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-04;LIGAÇAO;LIGAÇAO;B-1041437;B-1041437_PMG0011377/24_FATURA_FINAL;4508898890;739.12;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-08;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1131652;B-1131652_PMG0011467/24_FATURA_FINAL;4508910904;181.56;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-08;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1127843;B-1127843_PMG0011457/24_FATURA_FINAL;4508909095;1089.38;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-08;WESLEY;PODA;B-1127843;B-1127843_PMG0011457/24_FATURA_FINAL;4508908948;89.16;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-08;WESLEY;FINAL;B-1127843;B-1127843_PMG0011457/24_FATURA_FINAL;4508908948;8790.38;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-08;LIGAÇAO;LIGAÇAO;B-1073051;B-1073051_PMG0011457/24_FATURA_FINAL;4508908946;651.08;;ITIUBA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LIGAÇAO;LIGAÇAO;B-1091686;B-1091686_PMG0011555/24_FATURA_FINAL;4508916123;261.56;;JAGUARARI;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LIGAÇAO;LIGAÇAO;B-1091686;B-1091686_PMG0011555/24_FATURA_FINAL;4508916123;277.17;;JAGUARARI;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1070957;B-1070957_PMG0011552/24_FATURA_FINAL;4508915983;345.47;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;LINHA VIVA;B-1070957;B-1070957_PMG0011552/24_FATURA_FINAL;4508915983;465.45;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;LINHA VIVA;B-1070957;B-1070957_PMG0011552/24_FATURA_FINAL;4508915982;4547.32;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1070957;B-1070957_PMG0011552/24_FATURA_FINAL;4508915982;10429.56;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0725324;B-0725324_PMG0011552/24_FATURA_FINAL;4508916013;726.25;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;LINHA VIVA;B-0725324;B-0725324_PMG0011552/24_FATURA_FINAL;4508915981;1755.26;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-0725324;B-0725324_PMG0011552/24_FATURA_FINAL;4508915981;6708.84;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1131722;B-1131722_PMG0011538/24_FATURA_FINAL;4508914851;7494.82;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1131722;B-1131722_PMG0011538/24_FATURA_FINAL;4508914911;907.82;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1128930;B-1128930_PMG0011538/24_FATURA_FINAL;4508914850;4686.48;;JAGUARARI;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1128930;B-1128930_PMG0011538/24_FATURA_FINAL;4508914910;544.69;;JAGUARARI;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1123751;B-1123751_PMG0011538/24_FATURA_FINAL;4508914909;363.13;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1123751;B-1123751_PMG0011538/24_FATURA_FINAL;4508914849;5791.82;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;PODA;B-1122710;B-1122710_PMG0011538/24_FATURA_FINAL;4508914848;312.05;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;WESLEY;FINAL;B-1122710;B-1122710_PMG0011538/24_FATURA_FINAL;4508914848;13606.7;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1122710;B-1122710_PMG0011538/24_FATURA_FINAL;4508914908;1634.08;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-12;2024-10-10;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1091679;B-1091679_PMG0011538/24_FATURA_FINAL;4508914846;357.31;;JAGUARARI;SENHOR DO BONFIM;Outubro
2024-10-14;2024-10-11;WESLEY;FINAL;B-1126043;B-1126043_PMG0011576/24_FATURA_FINAL;4508917215;4564.14;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-14;2024-10-11;WESLEY;FINAL;B-1089447;B-1089447_PMG0011588/24_FATURA_FINAL;4508918212;7240.49;;ITIUBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;WESLEY;FINAL;B-1031121;B-1031121_PMG0011633/24_FATURA_FINAL;4508918656;20162.09;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;WESLEY;LINHA VIVA;B-1031121;B-1031121_PMG0011633/24_FATURA_FINAL;4508918656;3280.09;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1095795;B-1095795_PMG0011670/24_FATURA_FINAL;4508920354;544.69;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;WESLEY;FINAL;B-1095795;B-1095795_PMG0011670/24_FATURA_FINAL;4508920315;9151.68;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;WESLEY;FINAL;B-1099655;B-1099655_PMG0011670/24_FATURA_FINAL;4508920316;12249.56;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;WESLEY;LINHA VIVA;B-1099655;B-1099655_PMG0011670/24_FATURA_FINAL;4508920316;1112.62;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;LIGAÇAO;LIGAÇAO;B-1099656;B-1099656_PMG0011670/24_FATURA_FINAL;4508920317;92.39;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-14;LIGAÇAO;LIGAÇAO;B-1099656;B-1099656_PMG0011670/24_FATURA_FINAL;4508920317;87.19;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-15;LIGAÇAO;LIGAÇAO;B-1099659;B-1099659_PMG0011687/24_FATURA_FINAL;4508921939;325.53;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-15;WESLEY;FINAL;B-1128369;B-1128369_PMG0011695/24_FATURA_FINAL;4508923113;14142.58;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-16;2024-10-15;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1128369;B-1128369_PMG0011695/24_FATURA_FINAL;4508923172;907.82;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-17;2024-10-16;WESLEY;FINAL;B-1113658;B-1113658_PMG0011720/24_FATURA_FINAL;4508924331;731.29;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-17;2024-10-16;WESLEY;FINAL;B-1113658;B-1113658_PMG0011720/24_FATURA_FINAL;4508924332;213.98;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-17;2024-10-16;WESLEY;FINAL;B-1119839;B-1119839_PMG0011720/24_FATURA_FINAL;4508924333;21713.59;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-17;2024-10-16;LIGAÇAO;LIGAÇAO;B-1161026;B-1161026_PMG0011720/24_FATURA_FINAL;4508924334;119.1;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-17;2024-10-16;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1119839;B-1119839_PMG0011720/24_FATURA_FINAL;4508924408;2541.9;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-18;2024-10-17;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1016453;B-1016453_PMG0011827/24_FATURA_FINAL;4508927442;1089.38;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-18;2024-10-17;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0734513;B-0734513_PMG0011752/24_FATURA_FINAL;4508926081;1452.51;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-18;2024-10-16;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1133499;B-1133499_PMG0011736/24_FATURA_FINAL;4508925635;544.69;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-18;2024-10-16;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0559874;B-0559874_PMG0011736/24_FATURA_FINAL;4508925634;6354.74;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-18;2024-10-17;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1142394;B-1142394_PMG0011869/24_FATURA_FINAL;4508928372;2178.77;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-16;WESLEY;FINAL;B-0559874;B-0559874_PMG0011736/24_FATURA_FINAL;4508925493;89060.32;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-16;WESLEY;FINAL;B-0559874;B-0559874_PMG0011736/24_FATURA_FINAL;4508925494;980.85;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-16;WESLEY;FINAL;B-1133499;B-1133499_PMG0011736/24_FATURA_FINAL;4508925495;4161.91;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-16;LIGAÇAO;LIGAÇAO;B-1161027;B-1161027_PMG0011736/24_FATURA_FINAL;4508925496;92.39;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-16;LIGAÇAO;LIGAÇAO;B-1161027;B-1161027_PMG0011736/24_FATURA_FINAL;4508925496;87.19;;SENHOR DO BONFIM;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;LIGAÇAO;LIGAÇAO;B-0931835;B-0931835_PMG0011752/24_FATURA_FINAL;4508926070;739.12;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;LIGAÇAO;LIGAÇAO;B-0931835;B-0931835_PMG0011752/24_FATURA_FINAL;4508926070;697.5;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;LIGAÇAO;LIGAÇAO;B-0559876;B-0559876_PMG0011827/24_FATURA_FINAL;4508927358;2604.3;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;WESLEY;FINAL;B-1016453;B-1016453_PMG0011827/24_FATURA_FINAL;4508927360;12536.85;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;WESLEY;FINAL;B-1142394;B-1142394_PMG0011869/24_FATURA_FINAL;4508928321;20214.27;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-17;WESLEY;PODA;B-1142394;B-1142394_PMG0011869/24_FATURA_FINAL;4508928321;356.63;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-18;WESLEY;FINAL;B-0979549;B-0979549_PMG0011886/24_FATURA_FINAL;4508928758;15563.25;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-18;WESLEY;FINAL;B-1034402;B-1034402_PMG0012016/24_FATURA_FINAL;4508929894;10267.49;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-20;2024-10-18;WESLEY;LINHA VIVA;B-1034402;B-1034402_PMG0012016/24_FATURA_FINAL;4508929894;3009.52;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-18;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1034402;B-1034402_PMG0012016/24_FATURA_FINAL;4508929917;726.26;;CANSANÇÃO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-18;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0979549;B-0979549_PMG0011886/24_FATURA_FINAL;4508928844;1270.95;;NORDESTINA;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;LIGAÇAO;LIGAÇAO;B-0985677;B-0985677_PMG0012197/24_FATURA_FINAL;4508930826;1540.36;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;WESLEY;FINAL;B-0983976;B-0983976_PMG0012250/24_FATURA_FINAL;4508931427;106139.84;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;WESLEY;LINHA VIVA;B-0983976;B-0983976_PMG0012250/24_FATURA_FINAL;4508931427;1112.6;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;LIGAÇAO;LIGAÇAO;B-0985681;B-0985681_PMG0012250/24_FATURA_FINAL;4508931429;554.34;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;LIGAÇAO;LIGAÇAO;B-0985681;B-0985681_PMG0012250/24_FATURA_FINAL;4508931429;523.12;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-21;2024-10-21;WESLEY;FINAL;B-108346;B-1083464_PMG0012250/24_FATURA_FINAL;4508931434;8719.91;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-21;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1083464;B-1083464_PMG0012250/24_FATURA_FINAL;4508931511;907.82;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-21;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0546806;B-0546806_PMG0012250/24_FATURA_FINAL;4508931508;4175.97;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-21;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1098640;B-1098640_PMG0012197/24_FATURA_FINAL;4508930858;1634.08;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-1061514;B-1061514_PMG0012313/24_FATURA_FINAL;4508932745;4357.68;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-1116088;B-1116088_PMG0012313/24_FATURA_FINAL;4508932748;24894.2;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1061514;B-1061514_PMG0012313/24_FATURA_FINAL;4508932857;363.13;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1159076;B-1159076_PMG0012374/24_FATURA_FINAL;4508933517;184.78;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1159076;B-1159076_PMG0012374/24_FATURA_FINAL;4508933517;174.37;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-0572104;B-0572104_PMG0012395/24_FATURA_FINAL;4508934053;232.4;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-0572104;B-0572104_PMG0012395/24_FATURA_FINAL;4508934054;188889.64;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-0572104;B-0572104_PMG0012395/24_FATURA_FINAL;4508934055;1521.26;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0935543;B-0935543_PMG0012395/24_FATURA_FINAL;4508934058;184.78;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0935543;B-0935543_PMG0012395/24_FATURA_FINAL;4508934058;174.37;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1071594;B-1071594_PMG0012395/24_FATURA_FINAL;4508934062;325.53;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1141086;B-1164786_PMG0012395/24_FATURA_FINAL;4508934065;92.39;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1141086;B-1164786_PMG0012395/24_FATURA_FINAL;4508934065;87.19;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1165742;B-1165742_PMG0012395/24_FATURA_FINAL;4508934066;651.08;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1165743;B-1165743_PMG0012395/24_FATURA_FINAL;4508934068;184.78;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1165743;B-1165743_PMG0012395/24_FATURA_FINAL;4508934068;174.37;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0572106;B-0572106_PMG0012416/24_FATURA_FINAL;4508934542;651.08;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-0572115;B-0572115_PMG0012416/24_FATURA_FINAL;4508934543;33464.03;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0572117;B-0572117_PMG0012416/24_FATURA_FINAL;4508934544;325.53;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0937576;B-0937576_PMG0012416/24_FATURA_FINAL;4508934545;92.39;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-0937576;B-0937576_PMG0012416/24_FATURA_FINAL;4508934545;87.19;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1071595;B-1071595_PMG0012416/24_FATURA_FINAL;4508934546;92.39;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;LIGAÇAO;LIGAÇAO;B-1071595;B-1071595_PMG0012416/24_FATURA_FINAL;4508934546;87.19;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;FINAL;B-1071938;B-1071938_PMG0012416/24_FATURA_FINAL;4508934547;309714.64;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;LINHA VIVA;B-1071938;B-1071938_PMG0012416/24_FATURA_FINAL;4508934547;6560.2;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;PODA;B-1071938;B-1071938_PMG0012416/24_FATURA_FINAL;4508934547;490.37;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-22;2024-10-22;WESLEY;LINHA VIVA;B-1119015;B-1119015_PMG0012416/24_FATURA_FINAL;4508934549;3078.08;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-23;;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1119015;B-1119015_PMG0012416/24_FATURA_FINAL;4508934584;562.0;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-23;2024-10-22;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-0572115;B-0572115_PMG0012416/24_FATURA_FINAL;4508934582;2905.02;;MONTE SANTO;SENHOR DO BONFIM;Outubro
2024-10-24;2024-10-22;LIGAÇAO;LIGAÇAO;B-1164785;B-1164785_PMG0012374/24_FATURA_FINAL;4508933519;119.1;;QUEIMADAS;SENHOR DO BONFIM;Outubro
2024-10-24;2024-10-23;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1119314;B-1119314_PMG0012422/24_FATURA_FINAL;4508934744;2905.02;;CAMPO FORMOSO;SENHOR DO BONFIM;Outubro
2024-10-24;2024-10-11;LOGISTICA ;DISTRIBUIÇÃO DE POSTE;B-1089447;B-1089447_PMG0011588/24_FATURA_FINAL;4508918258;907.82;;ITIÚBA;SENHOR DO BONFIM;Outubro
2024-10-30;2024-10-25;WESLEY;FINAL;B-1001933;B-1001933_PMG0012460/24_FATURA_FINAL;4508936907;38909.47;;NORDESTINA;SENHOR DO BONFIM;Novembro
2024-10-30;2024-10-25;WESLEY;LINHA VIVA;B-1001933;B-1001933_PMG0012460/24_FATURA_FINAL;4508936907;1201.11;;NORDESTINA;SENHOR DO BONFIM;Novembro
2024-10-30;2024-10-25;WESLEY;FINAL;B-1001933;B-1001933_PMG0012460/24_FATURA_FINAL;4508936908;610.41;;NORDESTINA;SENHOR DO BONFIM;Novembro
2024-10-30;2024-10-25;WESLEY;LINHA VIVA;B-1001933;B-1001933_PMG0012460/24_FATURA_FINAL;4508936908;523.03;;NORDESTINA;SENHOR DO BONFIM;Novembro
2024-10-30;2024-10-29;WESLEY;FINAL;B-1099253;B-1099253_PMG0012495/24_FATURA_FINAL;4508938385;10615.95;;CAMPO FORMOSO;SENHOR DO BONFIM;Novembro
2024-10-30;2024-10-29;WESLEY;LINHA VIVA;B-1099253;B-1099253_PMG0012495/24_FATURA_FINAL;4508938385;1254.26;;CAMPO FORMOSO;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-25;LOGISTICA;DISTRIBUIÇÃO DE POSTE;B-1001933;B-1001933_PMG0012460/24_FATURA_FINAL;4508936930;4539.1;;NORDESTINA;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-23;WESLEY;LINHA VIVA;B-0943082;INCLUSÃO DE SERVIÇOS TÉCNICO REDES;4508935280;424.79;;Monte Santo;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-31;WESLEY;FINAL;Y-1073048;INCLUSÃO DE SERVIÇOS TÉCNICO REDES;4508939760;174.37;;ITIÚBA;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-31;WESLEY;FINAL;B-0958042;B-0958042_PMG0012527/24_FATURA_FINAL;4508939835;476.92;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-31;WESLEY;FINAL;B-0958042;B-0958042_PMG0012527/24_FATURA_FINAL;4508939836;15473.02;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-04;2024-10-31;WESLEY;FINAL;B-0958042;B-0958042_PMG0012527/24_FATURA_FINAL;4508939837;930.9;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LIGAÇAO;LIGAÇAO;B-0572112;B-0572112_PMG0012569/24_FATURA_FINAL;4508941188;206.43;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LIGAÇAO;LIGAÇAO;B-0572112;B-0572112_PMG0012569/24_FATURA_FINAL;4508941189;119.1;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;FINAL;B-1050269;PROJETO DO RAMAL - B-1050269;4508941518;3888.18;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;FINAL;B-0572111;B-0572111_PMG0012576/24_FATURA_FINAL;4508941541;35331.03;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;LINHA VIVA;B-0572111;B-0572111_PMG0012576/24_FATURA_FINAL;4508941541;1286.62;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;LINHA VIVA;B-0572111;B-0572111_PMG0012576/24_FATURA_FINAL;4508941542;142.45;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;FINAL;B-0874839;B-0874839_PMG0012576/24_FATURA_FINAL;4508941543;21086.45;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;LINHA VIVA;B-0874839;B-0874839_PMG0012576/24_FATURA_FINAL;4508941543;2265.31;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;WESLEY;FINAL;B-0874839;B-0874839_PMG0012576/24_FATURA_FINAL;4508941544;2327.26;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LIGAÇAO;LIGAÇAO;B-0941281;B-0941281_PMG0012576/24_FATURA_FINAL;4508941545;92.39;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LIGAÇAO;LIGAÇAO;B-0941281;B-0941281_PMG0012576/24_FATURA_FINAL;4508941545;87.19;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LOGISTICA;DISTRIBUIÇÃO DE POSTE;B-0572111;B-0572111_PMG0012576/24_FATURA_FINAL;4508941562;2178.77;;MONTE SANTO;SENHOR DO BONFIM;Novembro
2024-11-05;2024-11-04;LOGISTICA;DISTRIBUIÇÃO DE POSTE;B-0874839;B-0874839_PMG0012576/24_FATURA_FINAL;4508941563;2360.33;;QUEIMADAS;SENHOR DO BONFIM;Novembro
2024-11-06;2024-11-05;WESLEY;FINAL;B-1050269;B-1050269_PMG0012614/24_FATURA_FINAL;4508944738;92373.73;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-06;2024-11-05;WESLEY;LINHA VIVA;B-1050269;B-1050269_PMG0012614/24_FATURA_FINAL;4508944738;7347.22;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-06;2024-11-05;WESLEY;PODA;B-1050269;B-1050269_PMG0012614/24_FATURA_FINAL;4508944738;2273.53;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-06;2024-11-05;WESLEY;FINAL;B-1050269;B-1050269_PMG0012614/24_FATURA_FINAL;4508944740;8353.05;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-06;2024-11-05;WESLEY;LINHA VIVA;B-1050269;B-1050269_PMG0012614/24_FATURA_FINAL;4508944740;284.75;;SENHOR DO BONFIM;SENHOR DO BONFIM;Novembro
2024-11-07;2024-11-06;LOGISTICA;DISTRIBUIÇÃO DE POSTE;B-0969566;B-0969566_PMG0012645/24_FATURA_FINAL;4508947505;544.69;;QUEIMADAS;SENHOR DO BONFIM;Novembro
