ID;PROJETO;TITULO;MUNICIPIO;ENERGIZAÇÃO;ENTRADA;DIAS P/ ENTREGA;POSTES;CLIENTES;TECNICO;FECHAMENTO;AS BUILT;GSE;DT. SOL;ATESTO;DT. SOL.1;RESERVAS;DT. SOL.2;VALOR MAO DE OBRA LV;VALOR Á FATURAR DISTRI. DE POSTES;VALOR Á FATURAR LM;VALOR PENDENTE FATURAR;VALOR PROJETO;TIPO PENDENCIA;PENDENCIA;SUPERVISOR;TURMA;DT POSTAGEM;GEOEX;CICLO DE POSTAGEM;ANO;DATA ANALISE;UNITIZADO;TEMPO PARA ACEITE;DA ENTREGA A POSTAGEM;COORD;DIAS;DT. SOLIC;DT. SOLIC.1;DT. SOLIC.2;OBS;EVIDENCIAS;REALIZADO;DT. REALIZADO;ESTAGIÁRIO;DIAS ENTR. FECHA.;DESCRIÇÃO PENDÊNCIA;"VL FATURADO ""MED. PARCIAL""";UTEP;ULTIMA POSTAGEM;OBRAS SIMPLIFICADAS;EVIDENCIAS BOOK;PENDENCIAS;Column 38;DIAS EM FECHAM.;DIAS P/ ENTR. AS BUILT
LPT;B-0946219;ER-CCOL-POV.ARARAS-RURAL;CAMPO FORMOSO;14/05/2025;14/05/2025;0,0;41,0;2;LARISSA;19/5/2025;19/5/2025;Conciliado;;;;;;R$ 1.897,09;R$ 7.804,01;R$ 122.327,43;R$ 132.028,53;R$ 172.701,96;;Coelba;EDILECIO;JAIRO;21/5/2025;Aceita;Junho;;26/5/2025;Sim;12;7;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-0975387;KIT POV.ARARAS-RURAL;CAMPO FORMOSO;14/05/2025;14/05/2025;0,0;;;LARISSA;19/5/2025;19/5/2025;;;;;;;;;R$ 682,55;R$ 682,55;;;Coelba;;;21/5/2025;Aceita;Junho;;26/5/2025;Sim;12;7;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-0975458;MED POV.ARARAS-RURAL;CAMPO FORMOSO;14/05/2025;14/05/2025;0,0;;;LARISSA;19/5/2025;19/5/2025;;;;;;;;;R$ 358,50;R$ 358,50;;;Coelba;;;21/5/2025;Aceita;Junho;;26/5/2025;Sim;12;7;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1156133;MP CIND POV PANELINHA RURAL;CAMPO FORMOSO;22/05/2025;20/05/2025;-2,0;57,0;;LARISSA;27/5/2025;27/5/2025;Conciliado;30/05/2025;;;;;R$ 1.348,79;R$ 10.849,48;R$ 165.616,69;R$ 177.814,96;R$ 496.817,89;;Coelba;EDILECIO;EUDARIO;4/6/2025;Aceita;Junho;;10/6/2025;Sim;19;15;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1206358;KIT CIND POV PANELINHA RURAL;CAMPO FORMOSO;22/05/2025;20/05/2025;-2,0;;;LARISSA;;;;;;;;;;;R$ 1.706,38;R$ 1.706,38;;APTA PARA UNITIZAÇÃO;Coelba;;;4/6/2025;Aceita;Junho;;10/6/2025;Sim;19;15;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1156131;MED CIND POV PANELINHA RURAL;CAMPO FORMOSO;22/05/2025;20/05/2025;-2,0;;;LARISSA;;;;;;;;;;;R$ 896,27;R$ 896,27;;;Coelba;;;4/6/2025;Aceita;Junho;;10/6/2025;Sim;19;15;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1175230;UB-CIND-AV-NUMA ALVES BARRETO-CENTRO;MUNDO NOVO;07/05/2025;25/05/2025;18,0;3,0;;ALEXANDRE;26/5/2025;26/5/2025;Conciliado;27/05/2025;;;Movimentado;26/05/2025;;R$ 571,03;R$ 4.643,93;R$ 5.214,96;R$ 20.485,17;;Coelba;GABRIEL;JOÃOZITO;4/6/2025;Aceita;Junho;;5/6/2025;Sim;29;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1158429;ER-CIND-RUA-BOA VISTA-BOA VISTA;SERROLÂNDIA;23/05/2025;03/06/2025;11,0;22,0;;EMILLE;06/06/2025;06/06/2025;Conciliado;;Solicitado;06/06/2025;Almoxarifado;;R$ 1.073,41;R$ 4.187,52;R$ 41.402,37;R$ 46.663,30;R$ 184.059,22;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOSÉ MISAEL;19/7/2025;Aceita;Agosto;;29/7/2025;Sim;67;46;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1194872;UB-CIND-RUA-DA IGREJA-9978;JACOBINA;23/05/2025;05/06/2025;13,0;4,0;;ALEXANDRE;5/6/2025;5/6/2025;Conciliado;06/06/2025;;;;;;R$ 761,37;R$ 6.154,89;R$ 6.916,26;R$ 26.334,76;;Coelba;CARLOS EDUARDO;ANDERSON;10/6/2025;Aceita;Junho;;17/6/2025;Sim;25;5;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1195931;UB-CIND-RUA-ANTILIANO RIOS 679-CENTRO;SERROLÂNDIA;25/05/2025;03/06/2025;9,0;5,0;;ALEXANDRE;4/6/2025;4/6/2025;Solicitado;05/06/2025;;;;;;R$ 951,71;R$ 7.858,31;R$ 8.810,02;R$ 30.556,07;APTA PARA UNITIZAÇÃO;Coelba;CARLOS EDUARDO;ANDERSON;11/6/2025;Aceita;Julho;;18/6/2025;Nao;24;8;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1164306;LD CIND FZ SITIO NOVA HORTA;BAIXA GRANDE;26/05/2025;28/05/2025;2,0;15,0;;LARISSA;29/5/2025;29/5/2025;Conciliado;;;;;;R$ 3.164,44;R$ 2.855,13;R$ 24.320,80;R$ 30.340,37;R$ 126.716,75;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOÃOZITO;5/6/2025;Aceita;Junho;;14/6/2025;Sim;19;8;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1181089;ER-CIND-FAZ-UMBUZEIRO DA ONCA-RURAL;CAPIM GROSSO;26/05/2025;03/06/2025;8,0;17,0;;EMILLE;03/06/2025;i93cl,;Conciliado;10/06/2025;Aprovado;03/06/2025;Vazio;04/06/2025;R$ 1.219,87;R$ 3.235,81;R$ 31.744,34;R$ 36.200,02;R$ 173.636,87;;Coelba;GABRIEL;JOSÉ MISAEL;09/07/2025;Aceita;Julho;;14/7/2025;Sim;49;36;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-0936302;ER-CIND-RUA DO SUMIDOURO-RURAL-CPF;CAMPO FORMOSO;27/05/2025;30/05/2025;3,0;18,0;;LARISSA;3/6/2025;3/6/2025;Solicitado;;;;;;R$ 3.916,72;R$ 3.235,81;R$ 38.179,42;R$ 45.331,95;R$ 192.548,83;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;12/6/2025;Aceita;Julho;;17/6/2025;Sim;21;13;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1173471;RR-CIND-FAZ-VARZEA DA CABRA-RURAL;CAPIM GROSSO;28/05/2025;03/06/2025;6,0;15,0;;LARISSA;10/06/2025;10/06/2025;Solicitado;10/06/2025;;;;;;R$ 2.855,13;R$ 24.512,52;R$ 27.367,65;R$ 117.448,15;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOSÉ MISAEL;13/6/2025;Aceita;Julho;;17/6/2025;Nao;20;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1171960;IE-RELIGADOR-MUN-01N3-T21140;MUNDO NOVO;30/05/2025;04/06/2025;5,0;0,0;;UILQUER;04/07/2025;04/07/2025;Conciliado;10/06/2025;Aprovado;05/07/2025;;;R$ 6.103,30;R$ 0,00;R$ 1.296,39;R$ 7.399,69;R$ 106.993,38;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;CARLOS GEILSON;09/10/2025;Aceita;Outubro;;13/10/2025;Nao;136;127;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1153824;MP CIND POV MORRINHOS RURAL MOD;CAMPO FORMOSO;31/05/2025;03/06/2025;3,0;48,0;7;LARISSA;6/6/2025;5/6/2025;Conciliado;;;;Criaçao;;R$ 1.348,79;R$ 9.136,40;R$ 138.408,56;R$ 148.893,75;R$ 379.449,04;;Coelba;EDILECIO;ANTONIO;13/6/2025;Aceita;Julho;;18/6/2025;Sim;18;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1153835;KIT POV MORRINHOS RURAL MOD;CAMPO FORMOSO;31/05/2025;03/06/2025;3,0;0,0;;LARISSA;6/6/2025;5/6/2025;;;;;;;;;R$ 1.023,83;R$ 1.023,83;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;13/6/2025;Aceita;Julho;;18/6/2025;Sim;18;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1153827;MED POV MORRINHOS RURAL MOD;CAMPO FORMOSO;31/05/2025;03/06/2025;3,0;0,0;;LARISSA;6/6/2025;5/6/2025;;;;;;;;;R$ 537,76;R$ 537,76;;;Coelba;EDILECIO;ANTONIO;13/6/2025;Aceita;Julho;;18/6/2025;Sim;18;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1087478;RU CIND RUA BRITO JARDIM FORMOSA CPG;CAPIM GROSSO;31/05/2025;04/06/2025;4,0;17,0;;EMILLE;09/06/2025;09/06/2025;Conciliado;18/06/2025;Solicitado;09/06/2025;Criaçao;;R$ 1.614,45;R$ 3.235,81;R$ 37.574,01;R$ 42.424,27;R$ 158.603,34;;Coelba;EDILECIO;JOSÉ MISAEL;15/07/2025;Aceita;Julho;;19/07/2025;Sim;49;41;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1166613;LD-CCOL-FAZ-ITAPICURU-BAIXA GRANDE-RURAL;BAIXA GRANDE;31/05/2025;11/06/2025;11,0;29,0;;LARISSA;17/06/2025;17/06/2025;Conciliado;;;;;;;R$ 5.519,91;R$ 47.956,46;R$ 53.476,37;R$ 238.309,48;;Coelba;GABRIEL;JOÃOZITO;10/07/2025;Aceita;Julho;;15/07/2025;Sim;45;29;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1122127;MP-CCOL-POV.BOA VISTA DO CAJ-RURAL;CAMPO FORMOSO;04/06/2025;11/06/2025;7,0;40,0;;LARISSA;20/06/2025;19/06/2025;Conciliado;;;;;;;R$ 7.613,67;R$ 99.896,13;R$ 107.509,80;R$ 783.832,42;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;JAIRO;10/07/2025;Aceita;Julho;;14/07/2025;Nao;40;29;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1176801;ER - CIND - POV GAMELEIRA - RURAL;CAMPO FORMOSO;11/06/2025;12/06/2025;1,0;3,0;3;EMILLE;;;Conciliado;18/06/2025;;;Criaçao;16/06/2025;;R$ 571,03;R$ 4.388,54;R$ 4.959,57;R$ 12.878,86;;Coelba;EDILECIO;EUDARIO;21/07/2025;Aceita;Agosto;;24/07/2024;Sim;-322;39;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1213386;KIT - CIND - POV GAMELEIRA - RURAL;CAMPO FORMOSO;11/06/2025;12/06/2025;1,0;;;EMILLE;;;;;;;;;;;R$ 374,59;R$ 374,59;R$ 8.501,56;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;EUDARIO;21/07/2025;Aceita;Agosto;;24/07/2024;Sim;-322;-45.445;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1213391;MEDIDOR - CIND - POV GAMELEIRA - RURAL;CAMPO FORMOSO;11/06/2025;12/06/2025;1,0;;;EMILLE;;;;;;;;;;;R$ 564,78;R$ 564,78;R$ 4.656,42;;Coelba;EDILECIO;EUDARIO;21/07/2025;Aceita;Agosto;;24/07/2024;Sim;-322;39;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1116388;AC-CIND-POV-VARZINHA-VARZINHA;CAMPO FORMOSO;11/06/2025;13/06/2025;2,0;6,0;;EMILLE;17/06/2025;17/06/2025;Conciliado;;;;Criaçao;;;R$ 1.142,05;R$ 9.462,39;R$ 10.604,44;R$ 38.663,02;;Coelba;EDILECIO;ANTONIO;20/06/2025;Aceita;Julho;;;Sim;218;7;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1081629;LD CIND PO CURRAL DA PONTE RURAL;CAMPO FORMOSO;11/06/2025;22/06/2025;11,0;5,0;;LARISSA;25/06/2025;25/06/2025;Conciliado;27/06/2025;;;;;R$ 3.651,58;R$ 951,71;R$ 8.830,18;R$ 13.433,47;R$ 59.511,85;;Coelba;EDILECIO;ANTONIO;08/07/2025;Aceita;Julho;;11/07/2025;Sim;30;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1085164;KIT CIND PO CURRAL DA PONTE RURAL;CAMPO FORMOSO;11/06/2025;22/06/2025;11,0;;;LARISSA;27/06/2025;;;;;;;;;;R$ 341,27;R$ 341,27;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;03/07/2025;Aceita;Julho;;11/07/2025;Sim;30;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1085168;MED CIND PO CURRAL DA PONTE RURAL;CAMPO FORMOSO;11/06/2025;22/06/2025;11,0;;;LARISSA;27/06/2025;;;;;;;;;;R$ 179,25;R$ 179,25;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;03/07/2025;Aceita;Julho;;11/07/2025;Nao;30;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1037083;ER-CIND-POV-CAMPO FRIO-LAGOA DA ROCA;CAMPO FORMOSO;14/06/2025;22/06/2025;8,0;7,0;;LARISSA;25/06/2025;25/06/2025;Conciliado;25/06/2025;;;;;;R$ 571,03;R$ 4.767,08;R$ 5.338,11;R$ 48.695,06;;Coelba;EDILECIO;EUDARIO;03/07/2025;Aceita;Julho;;08/07/2025;Sim;24;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1071989;KIT - CIND-POV-CAMPO FRIO-LAGOA DA ROCA;CAMPO FORMOSO;14/06/2025;22/06/2025;8,0;;;LARISSA;27/06/2025;;;;;;;;;R$ 0,00;R$ 249,72;R$ 249,72;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;EUDARIO;03/07/2025;Aceita;Julho;;08/07/2025;Sim;24;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1071990;MED - CIND-POV-CAMPO FRIO-LAGOA DA ROCA;CAMPO FORMOSO;14/06/2025;22/06/2025;8,0;;;LARISSA;27/06/2025;;;;;;;;;R$ 0,00;R$ 358,50;R$ 358,50;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;EUDARIO;03/07/2025;Aceita;Julho;;08/07/2025;Sim;24;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1192562;ER-CIND-POV-PEDRAS ALTAS -P A DO MIRIM;CAPIM GROSSO;14/06/2025;22/06/2025;8,0;2,0;;ALESSANDRA;;;Conciliado;;;;;;;R$ 380,68;R$ 2.971,63;R$ 3.352,31;R$ 17.368,59;;Coelba;GABRIEL;JOSÉ MISAEL;01/07/2025;Aceita;Julho;;08/07/2025;Sim;24;9;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1191110;ER-CIND-POV-PEDRAS ALTAS-RURAL;CAPIM GROSSO;14/06/2025;22/06/2025;8,0;1,0;;ALESSANDRA;;;Conciliado;;;;;;;R$ 190,34;R$ 1.567,19;R$ 1.757,53;R$ 7.950,02;;Coelba;GABRIEL;JOSÉ MISAEL;01/07/2025;Aceita;Julho;;08/07/2025;Sim;24;9;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1173086;UB-CIND-RUA-CASAS POPULARES-URBANA;CAMPO FORMOSO;13/06/2025;13/06/2025;0,0;3,0;;EMILLE;;;Conciliado;;;;Criaçao;18/06/2025;;R$ 571,03;R$ 4.701,96;R$ 5.272,99;R$ 18.960,00;;Coelba;EDILECIO;EUDÁRIO;30/06/2025;Aceita;Julho;;04/07/2025;Sim;21;17;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1146078;MP CIND RUA DO POÇO RURAL;UMBURANAS;20/06/2025;10/07/2025;20,0;54,0;;LARISSA;;;Conciliado;;;;;;;R$ 10.278,36;R$ 106.823,53;R$ 117.101,89;R$ 533.205,29;;Coelba;GABRIEL;ELIEZER;21/07/2025;Aceita;Agosto;;24/07/2024;Sim;-331;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1119965;ER-CIND-POV-CURRALINHO-CURRALINHO;CAMPO FORMOSO;26/06/2025;26/06/2025;0,0;3,0;1;LARISSA;27/06/2025;27/06/2025;Conciliado;30/06/2025;;;;;;R$ 380,68;R$ 3.813,99;R$ 4.194,67;R$ 12.308,50;;Coelba;EDILECIO;EUDÁRIO;04/07/2025;Aceita;Julho;;17/07/2025;Sim;21;8;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1207770;KT-CIND-POV-CURRALINHO-CURRALINHO;CAMPO FORMOSO;26/06/2025;26/06/2025;0,0;;;LARISSA;27/06/2025;27/06/2025;;;;;;;;;R$ 341,27;R$ 341,27;;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;EUDÁRIO;04/07/2025;Aceita;Julho;;17/07/2025;Sim;21;8;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1208017;MD-CIND-POV-CURRALINHO-CURRALINHO;CAMPO FORMOSO;26/06/2025;26/06/2025;0,0;;;LARISSA;27/06/2025;27/06/2025;;;;;;;;;R$ 188,26;R$ 188,26;;;Coelba;EDILECIO;EUDÁRIO;04/07/2025;Aceita;Julho;;17/07/2025;Sim;21;8;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1201677;UB-CIND-AV-PINHEIRO-OLIVEIRA;CAPIM GROSSO;25/06/2025;26/06/2025;1,0;1,0;;LARISSA;30/06/2025;30/06/2025;Conciliado;;;;Almoxarifado;;;R$ 190,34;R$ 1.512,90;R$ 1.703,24;R$ 6.165,68;;Coelba;GABRIEL;JOSÉ MISAEL;09/07/2025;Aceita;Julho;;14/07/2025;Sim;19;13;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1192464;UB-CIND-TRV-ALZIRA MOURA-CENTRO;GAVIÃO;27/06/2025;01/07/2025;4,0;2,0;;UILQUER;01/07/2025;01/07/2025;Conciliado;;;;;;;R$ 380,68;R$ 3.293,97;R$ 3.674,65;R$ 17.182,50;;Coelba;GABRIEL;JOSÉ MISAEL;17/07/2025;Aceita;Julho;;22/07/2025;Sim;25;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1091909;RR-CIND-FAZ-TANQUINHO-TANQUINHO;CAMPO FORMOSO;27/06/2025;27/06/2025;0,0;15,0;;LARISSA;01/07/2026;30/06/2025;Conciliado;;;;;;R$ 4.415,45;R$ 2.855,13;R$ 30.819,49;R$ 38.090,07;R$ 86.014,50;;Coelba;EDILECIO;JOÃOZITO;09/07/2025;Aceita;Julho;;15/07/2025;Sim;18;12;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1192016;IS-COEL-AV-ANANIAS GOMES MOURA-CENTRO-GA;GAVIÃO;28/06/2025;30/06/2025;2,0;10,0;;LARISSA;04/07/2025;04/07/2025;Conciliado;22/07/2025;;;;;R$ 3.481,24;R$ 1.903,40;R$ 31.545,44;R$ 36.930,08;R$ 146.484,42;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOSÉ MISAEL;22/07/2025;Aceita;Agosto;;28/07/2025;Sim;30;22;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1144777;MP CIND POV CARAIBAS RURAL;CAMPO FORMOSO;01/07/2025;02/07/2025;1,0;37,0;4;LARISSA;;;Conciliado;;;;Movimentado;;R$ 936,29;R$ 7.042,64;R$ 71.247,26;R$ 79.226,19;R$ 355.583,69;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;01/08/2025;Aceita;Agosto;;06/08/2025;Nao;36;30;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1214989;KIT CIND POV CARAIBAS RURAL;CAMPO FORMOSO;01/07/2025;02/07/2025;1,0;;;LARISSA;;;;;;;Movimentado;;;;R$ 1.365,11;R$ 1.365,11;R$ 10.626,94;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;ANTONIO;01/08/2025;Aceita;Agosto;;06/08/2025;Nao;36;30;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1215282;MED - CIND POV CARAIBAS RURAL;CAMPO FORMOSO;01/07/2025;02/07/2025;1,0;;;LARISSA;;;;;;;Movimentado;;;;R$ 717,01;R$ 717,01;R$ 5.820,53;;Coelba;EDILECIO;ANTONIO;01/08/2025;Aceita;Agosto;;06/08/2025;Sim;36;30;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1149266;LD-CCOL RUA SÃO BARTOLOMEU-RURAL;OUROLÂNDIA;03/07/2025;15/07/2025;12,0;59,0;;LARISSA;18/07/2025;18/07/2025;Conciliado;22/07/2025;;;Movimentado;;R$ 688,40;R$ 11.230,16;R$ 132.381,52;R$ 144.300,08;R$ 504.263,40;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOSE MILTON;31/07/2025;Aceita;Agosto;;06/08/2025;Nao;34;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1149270;KIT CCOL RUA SÃO BARTOLOMEU-RURAL;OUROLÂNDIA;03/07/2025;15/07/2025;12,0;;;LARISSA;18/07/2025;;;;;;Movimentado;;;;R$ 1.706,38;R$ 1.706,38;R$ 35.132,44;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;JOSE MILTON;31/07/2025;Aceita;Agosto;;06/08/2025;Nao;34;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1149278;MED CCOL RUA SÃO BARTOLOMEU-RURAL;OUROLÂNDIA;03/07/2025;15/07/2025;12,0;;;LARISSA;18/07/2025;;;;;;Movimentado;;;;R$ 896,27;R$ 896,27;R$ 2.093,82;;Coelba;GABRIEL;JOSE MILTON;31/07/2025;Aceita;Agosto;;06/08/2025;Sim;34;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1041124;MP-CCOL-FAZ-SITIO E ADJ-ARARAS RURAL;CAMPO FORMOSO;10/07/2025;11/07/2025;1,0;64,0;5;LARISSA;15/07/2025;15/07/2025;Conciliado;;;;;;R$ 2.924,25;R$ 12.181,87;R$ 207.025,96;R$ 222.132,08;R$ 425.903,96;;Coelba;EDILECIO;JAIRO;24/07/2025;Aceita;Agosto;;04/08/2025;Sim;25;13;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1041125;KIT - FAZ-SITIO E ADJ-ARARAS ;CAMPO FORMOSO;10/07/2025;11/07/2025;189,0;;;LARISSA;;;;;;;;;;;R$ 1.706,38;R$ 1.706,38;R$ 20.297,96;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;JAIRO;21/07/2025;Aceita;Agosto;;04/08/2025;Nao;25;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1041129;MED - FAZ-SITIO E ADJ-ARARAS ;CAMPO FORMOSO;10/07/2025;11/07/2025;189,0;;;LARISSA;;;;;;;;;;;R$ 896,27;R$ 896,27;R$ 1.167,71;;Coelba;EDILECIO;JAIRO;21/07/2025;Aceita;Agosto;;04/08/2025;Sim;25;10;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1146489;ER-CIND-POV-QUEIMADA DO CAPIM-QUEIMADA;OUROLÂNDIA;13/03/2025;20/07/2025;308,0;1,0;;UILQUER;19/07/2025;19/07/2025;Conciliado;22/07/2025;;;Movimentado;;R$ 3.154,94;R$ 190,34;R$ 2.287,53;R$ 5.632,81;R$ 22.539,11;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;;05/08/2025;Aceita;Agosto;;08/08/2025;Nao;148;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1194298;KIT-CIND-POV-QUEIMADA DO CAPIM-QUEIMADA;OUROLÂNDIA;13/03/2025;20/07/2025;308,0;;;UILQUER;19/07/2025;;;;;;Movimentado;;;;R$ 124,86;R$ 124,86;R$ 4.348,26;APTA PARA UNITIZAÇÃO;Coelba;GABRIEL;;05/08/2025;Aceita;Agosto;;08/08/2025;Nao;148;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1194333;MED-CIND-POV-QUEIMADA DO CAPIM-QUEIMADA;OUROLÂNDIA;13/03/2025;20/07/2025;308,0;;;UILQUER;19/07/2025;;;;;;Movimentado;;;;R$ 179,25;R$ 179,25;R$ 2.173,48;;Coelba;GABRIEL;;05/08/2025;Aceita;Agosto;;08/08/2025;Sim;148;16;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1195636;RR-CIND-POV CARAIBAS-RURAL;CAMPO FORMOSO;18/07/2025;26/07/2025;181,0;2,0;;UILQUER;21/07/2025;21/07/2025;Conciliado;25/07/2025;;;Movimentado;;R$ 3.461,54;R$ 428,95;R$ 4.159,06;R$ 8.049,55;R$ 34.395,01;APTA PARA UNITIZAÇÃO;Coelba;EDILECIO;EUDARIO;13/08/2025;Aceita;Agosto;;18/08/2025;Nao;31;18;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1163425;UB - CIND - AV  LOMANTO JUNIOR-CENTRO;GAVIÃO;18/07/2025;24/07/2025;181,0;3,0;;UILQUER;21/07/2025;21/07/2025;Conciliado;22/07/2025;;;;;;R$ 571,03;R$ 4.655,15;R$ 5.226,18;R$ 22.402,47;;Coelba;GABRIEL;ANTONIO;23/07/2025;Aceita;Agosto;;29/07/2025;Sim;11;-1;JACOBINA;;;;;;;;;;;;;;;;;;;;
UTEP;B-1138526;IE-RELIGADOR-JCB-01M1-J02550;JACOBINA;22/04/2024;;633,0;;;LARISSA;;;;;;;Criaçao;;;;;R$ 0,00;R$ 101.408,24;obra executada pela Coelba;Sipel;;;;Á fechar;Janeiro;2026.0;;Nao;633;46.037;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1136751;ER-CIND-FAZ-VARZEA DA PEDRA-RURAL;PIRITIBA;07/10/2024;12/09/2025;340,0;;;UILQUER;15/09/2025;15/09/2025;Conciliado;15/09/2025;;;;;R$ 3.960,68;R$ 643,43;R$ 5.415,52;R$ 10.019,63;R$ 36.305,01;APTA PARA UNITIZAÇÃO;Coelba;;;23/09/2025;Aceita;Outubro;;23/09/2025;Nao;351;11;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1165965;KIT-CIND-FAZ-VARZEA DA PEDRA-RURAL;PIRITIBA;07/10/2024;12/09/2025;465,0;;;;;;;;;;;;;;R$ 384,55;R$ 384,55;;APTA PARA UNITIZAÇÃO;Coelba;;;;Aceita;Agosto;;;Nao;465;125;JACOBINA;;;;;;;;;;;;;;;;;;;;
LPT;B-1165969;MED-CIND-FAZ-VARZEA DA PEDRA-RURAL;PIRITIBA;07/10/2024;12/09/2025;465,0;;;;;;;;;;;;;;R$ 201,98;R$ 201,98;;APTA PARA UNITIZAÇÃO;Coelba;;;;Aceita;Agosto;;;Nao;465;125;JACOBINA;;;;;;;;;;;;;;;;;;;;
