ID;PROJETO;TITULO;MUNICIPIO;ENERGIZAÇÃO;ENTRADA;DIAS P/ ENTREGA;POSTES;CLIENTES;TECNICO;FECHAMENTO;AS BUILT;GSE;DT. SOL;ATESTO;DT. SOL.1;RESERVAS;DT. SOL.2;VALOR MAO DE OBRA LV;VALOR Á FATURAR DISTRI. DE POSTES;VALOR Á FATURAR LM;VALOR PENDENTE FATURAR;VALOR PROJETO;TIPO PENDENCIA;PENDENCIA;SUPERVISOR;TURMA;DT POSTAGEM;GEOEX;CICLO DE POSTAGEM;ANO;DATA ANALISE;UNITIZADO;TEMPO PARA ACEITE;DA ENTREGA A POSTAGEM;COORD;DIAS;DT. SOLIC;DT. SOLIC.1;DT. SOLIC.2;OBS;EVIDENCIAS;REALIZADO;DT. REALIZADO;ESTAGIÁRIO;DIAS ENTR. FECHA.;DESCRIÇÃO PENDÊNCIA;"VL FATURADO ""MED. PARCIAL""";UTEP;ULTIMA POSTAGEM;OBRAS SIMPLIFICADAS;EVIDENCIAS BOOK;PENDENCIAS;Column 38;DIAS EM FECHAM.;DIAS P/ ENTR. AS BUILT
UTEP;B-1188190;ER-CIND-ET-SERRA DA BATATEIRA-JOAO PAUL;JUAZEIRO;22/10/2025;27/10/2025;;6,0;;BEATRIZ;;SIM;Conciliado;03/11/2025;;;Movimentado;03/11/2025; R$  -   ; R$  1.286,88 ;R$ 14.328,32;;R$ 59.271,77;Sem pendencia;Coelba;EDIE JONNES;GISMARIO;08/11/2025;Aceita;Dezembro;;19/11/2025;Nao;;;JUAZEIRO;85;;;;;;;;BEATRIZ;5.0;; R$  -   ;JUAZEIRO;13/11/2025;NÃO;ETIQUETA NÃO SIMPLIFICADA;;;;
;B-1073669;ER-CIND-POV S DA BATATEIRA-J PAULO-RURAL;JUAZEIRO;30/06/2025;29/10/2025;;0,0;;CAIO;;SIM;Conciliado;;;;Movimentado;; R$  -   ; R$  -   ;R$ 2.077,52;;R$ 14.314,13;Sem pendencia;Coelba;MICHEL;;10/11/2025;Aceita;Dezembro;;19/11/2025;;;;JUAZEIRO;199;;;;;;;;CAIO;121.0;; R$  -   ;JUAZEIRO;;SIM;;;;;
UTEP;B-1212241;ER-CIND-POV-CACIMBA DO SILVA-CACIMBA;JUAZEIRO;07/10/2025;08/10/2025;;5,0;;MATEUS;;SIM;Conciliado;04/11/2025;;;Almoxarifado;20/10/2025; R$  5.924,35 ; R$  924,02 ;R$ 16.276,44;;R$ 39.350,19;Movimentaçao;Coelba;EDIE JONNES;GISMARIO/JUAREZ;14/11/2025;Aceita;Dezembro;;19/11/2025;;;;JUAZEIRO;100;;;;;;;;MATEUS;1.0;; R$  -   ;JUAZEIRO;;SIM;;;;;
UTEP;B-1187854;AC-CIND-POV CURRAL RAMOS-CURRAL RAMOS;REMANSO;30/08/2025;05/09/2025;;2,0;;BEATRIZ;;SIM;Conciliado;27/10/2025;;;Movimentado;27/10/2025; R$  -   ; R$  369,61 ;R$ 10.745,25;;R$ 19.303,31;Sem pendencia;Coelba;ANDERSON;MANUTENÇÃO;08/11/2025;Aceita;Dezembro;;24/11/2025;Nao;;;JUAZEIRO;138;;;;;;;;BEATRIZ;6.0;; R$  -   ;REMANSO;17/11/2025;NÃO;ETIQUETA NÃO SIMPLIFICADA;;;;
UTEP;B-1184428;ER-CIND-CJN-PROJETO CURACA-CURACA 1;JUAZEIRO;31/10/2025;06/11/2025;;14,0;;GUILHERME;;SIM;Conciliado;45971;;;Movimentado;7/11/2025; R$  3.892,69 ; R$  2.587,24 ;R$ 31.516,72;;R$ 133.438,90;Sem pendencia;Coelba;RODRIGUES;PAULO;17/11/2025;Aceita;Dezembro;;24/11/2025;;;;JUAZEIRO;76;;;;;;;;GUILHERME;6.0;; R$  -   ;JUAZEIRO;;NÃO;;;;;
UTEP;B-1127877;ER-CIND-POV-CURACA-RURAL;JUAZEIRO;20/10/2025;20/10/2025;;2,0;;BEATRIZ;;SIM;Conciliado;08/11/2025;Postado;12/11/2025;Movimentado;03/11/2025; R$  1.835,35 ; R$  428,96 ;R$ 9.359,64;;R$ 15.584,91;Sem pendencia;Coelba;EDIE JONNES;JUAREZ;12/11/2025;Aceita;Dezembro;;24/11/2025;Nao;;;JUAZEIRO;87;;;;;;;;LUCAS;0.0;CAVA EM ROCHA COM PERFURATRIZ - KLC ; R$  -   ;JUAZEIRO;17/11/2025;SIM;APROVADA;;;;
UTEP;B-1200943;AC-CIND-FAZ-JURITI I-RURAL CURACA;CURAÇÁ;25/09/2025;27/09/2025;;3,0;;MATEUS;;SIM;Conciliado;30/10/2025;;;Almoxarifado;14/11/2025; R$  -   ; R$  554,41 ;R$ 4.809,90;;R$ 36.419,57;Sem pendencia;Coelba;EDIE JONNES;FABIO;14/11/2025;Aceita;Dezembro;;25/11/2025;;;;JUAZEIRO;112;;;;;;;;MATEUS;2.0;FALTANDO INFORMAÇÕES DAS PLACAS DAS CHAVES - NÃO SACADAS 29/09; R$  -   ;JUAZEIRO;18/11/2025;SIM;;;;;
UTEP;B-1165605;AC-CIND-LOT-PEDRO RAIMUND-MALHAD DA AREI;JUAZEIRO;25/04/2025;26/04/2025;;5,0;;BEATRIZ;;SIM;Conciliado;29/10/2025;;;Movimentado;29/10/2025; R$  1.423,21 ; R$  924,02 ;R$ 10.115,45;;R$ 59.206,24;Sem pendencia;Coelba;SANTIAGO ;PAULO;07/06/2025;Aceita;Dezembro;;25/11/2025;Nao;;;JUAZEIRO;265;;;;;;;;BEATRIZ;1.0;; R$  -   ;JUAZEIRO;20/11/2025;SIM;APROVADA;;;;
LPT;B-1146087;MP-CCOL-FAZ.NOVA TAPUA-RURAL;REMANSO;31/10/2025;04/11/2025;;175,0;;JORGE;;SIM;Conciliado;;;;Movimentado;; R$  -   ; R$  32.340,53 ;R$ 198.102,49;;R$ 1.517.707,42;Sem pendencia;Coelba;JORGE;HÉLIO/BRUNO;17/11/2025;Aceita;Dezembro;;25/11/2025;;;;JUAZEIRO;76;;;;;;;;JORGE;4.0;; R$  -   ;REMANSO;24/11/2025;NÃO;;;;;
LPT-MED;B-1146088;MED MP CIND FAZ NOVA TABUA RURAL;REMANSO;31/10/2025;04/11/2025;;;;JORGE;;SIM;Conciliado;;;;Movimentado;;;;R$ 2.827,77;;;Sem pendencia;Coelba;JORGE;;17/11/2025;Aceita;Dezembro;;25/11/2025;;;;JUAZEIRO;76;;;;;;;;JORGE;4.0;;;REMANSO;24/11/2025;SIM;;;;;
LPT-KIT;B-1230643;KT-CCOL-FAZ.NOVA TAPUA-RURAL;REMANSO;31/10/2025;04/11/2025;;;;JORGE;;SIM;Conciliado;;;;Movimentado;;;;R$ 3.920,57;;;Sem pendencia;Coelba;JORGE;;17/11/2025;Aceita;Dezembro;;25/11/2025;;;;JUAZEIRO;76;;;;;;;;JORGE;4.0;;;REMANSO;24/11/2025;SIM;;;;;
UTEP;B-1216207;AC-CIND-FAZ-SURUBIM 33-RURAL;CURAÇÁ;30/09/2025;03/10/2025;;1,0;;BRUNO;;SIM;Conciliado;;;;Movimentado;; R$  -   ; R$  184,80 ;R$ 5.431,98;;R$ 48.703,49;Sem pendencia;Coelba;EDIE JONNES;FABIO;20/11/2025;Aceita;Dezembro;;26/11/2025;;;;JUAZEIRO;107;;;;;;;;BRUNO;3.0;PONTOS POSTADOS NO CES; R$  -   ;JUAZEIRO;;SIM;;;;;
