ID_EXTRAIDO
1192951
1192952
1192953
1192955
1192957
1192959
1192971
1192972
1192973
1192975
1192977
1192979
1193076
1193077
1193078
1193080
1193082
1193084
1193138
1193139
1193141
1193143
1193145
1193147
1179102
1179129
1179270
1179366
1197529
1197531
1197534
1197536
1197539
1197541
1197556
1197558
1197560
1197561
1197563
1197569
1197704
1197707
1197710
1197712
1197714
1197716
1197787
1197789
1197793
1197795
1197797
1197799
1197533
1197709
1200296
1200297
1200298
1200300
1200302
1200303
1200313
1200314
1200315
1200317
1200319
1200320
1200398
1200399
1200400
1200402
1200404
1200405
1200448
1200449
1200451
1200453
1200455
1200456
1197792
1064320
1155613
1208148
1208149
1208150
1208152
1208154
1208155
1208164
1208165
1208166
1208168
1208170
1208171
1208251
1208252
1208253
1208256
1208258
1208259
1208304
1208306
1208308
1208311
1208313
1208314
1212686
1212688
1212691
1212693
1212695
1212697
1212820
1212822
1212825
1212827
1212829
1212831
1212660
1212662
1212665
1212667
1212669
1212671
1212900
1212902
1212906
1212909
1212911
1212913
1212690
1212824
1186791
1155617
1217658
1217659
1217660
1217662
1217664
1217665
1217757
1217759
1217761
1217765
1217768
1217770
1217642
1217643
1217644
1217646
1217648
1217649
1217819
1217820
1217822
1217824
1217826
1217827
1212664
1212905
1222778
1222779
1222781
1222785
1222789
1222790
1222928
1222929
1222930
1222932
1222934
1222935
1222745
1222747
1222749
1222752
1222756
1222758
1222985
1222986
1222987
1222990
1222993
1222994
1228081
1228083
1228086
1228088
1228090
1228092
1228212
1228214
1228217
1228219
1228221
1228223
1228052
1228054
1228057
1228059
1228061
1228063
1228297
1228299
1228302
1228304
1228306
1228309
1228085
1228216
1228301
1232397
1232399
1232402
1232404
1232406
1232408
1232507
1232509
1232512
1232514
1232516
1232519
1232369
1232371
1232374
1232376
1232378
1232380
1232600
1232602
1232605
1232607
1232609
1232612
0001140
0001111
1232373
0001116
0001117
0001112
1237214
1237216
1237219
1237221
1237224
1237226
1237347
1237349
1237352
1237354
1237356
1237358
1237193
1237195
1237183
1237185
1237190
1237188
1237441
1237443
1237432
1237434
1237439
1237437
1237218
1237351
1237187
1237436
