PROJETO_FATO;Carteira;COORD;NOTA;TÍTULO;MUNICIPIO;STATUS 1;ENCARREGADO;SUPERVISOR;AR COELBA;nan;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;PLANO;OC. ENERG.;22%%;STATUS_FATO;;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv / Vlr Projeto;DIAS PREVISTOS;% Vlr Serv x Vlr Projeto;PES ENCAB. BT / ENERG.;SOLICITAÇÃO DE TRANSPORTE CONCRETO;OBRA SIMPLIFICADA;DATA ENERG REAL;VALOR DE PROJETO;PV. INÍCIO;INCIO REAL;FIM REAL;B-1227403;ETAPA;CARTEIRA;VALOR REAL;PIN;MAPS;REFERÊNCIA;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;RESUMO LV;RESUMO PES PD;% POSTES;CAVP;CAVR;% CAVAS;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERG. INFORMADA;AS BUILT;OBS.1;Unnamed: 0;AVANÇO.1;CONCRETO ENVIADO;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;IMPEDITIVO
1223221;10/01/2025;JACOBINA;9102333748;ER-CIND-POV-BARBOSA PRUDENCIO-RURAL;VÁRZEA DA ROÇA;ENERGIZADA;ALEXSANDRO;ANDERSON;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;26/09/2025;30/09/2025;07/10/2025;nan;;nan;nan;nan;nan;E863250 AO E863251;1;2;nan;nan;nan;nan;100%;17/10/25;20/10/25;;L437471;-11,6007504;-40,1087698;;nan;;;;PES BT.: ENCABEÇAR REDE BT NOVA NO PG NOVO E ENERGIZAR A OBRA.;nan;PLANO 7;nan;;;;nan;0%;R$  (330,04);;;0%;2025-127851;nan;NÃO;nan;R$ 13.237,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223183;10/01/2025;JACOBINA;9102327435;ER-CIND-FAZ-JUNCO 34-RURAL-CADEIR GRANDE;CALDEIRÃO GRANDE;ENERGIZADA;EUDÁRIO;EDLECIO;RAFAEL CRUZ;;PRIORIDADE PLANO ANEEL;20/09/2025;07/10/2025;09/10/2025;2025-117986;;nan;nan;nan;nan;E857516 AO E857522;1;7;4;nan;nan;nan;100%;13/10/25;13/10/25;;B186496;-11,016878;-40,282181;;nan;;;;PES LV: TRANSFORMAR N3-3 EM N4-3 NO PG Q057643 E ENCABEÇAR REDE NOVA E ENERGIZAR OBRA. PES BT.: ENCABEÇAR REDE BT NOVA NO PG R012413 E ENERGIZAR A OBRA.;nan;PLANO 7;nan;;;;R$  11.830,52;0%;R$  -;;;26%;2025-126197;30/10/2025;NÃO;nan;R$ 45.680,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223602;10/01/2025;JACOBINA;9102325831;ER-CIND-FAZ-MALHADA DA PEDRA-RURAL;VÁRZEA DA ROÇA;ENERGIZADA;ALEXSANDRO;ANDERSON;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;26/09/2025;27/09/2025;01/10/2025;nan;;nan;nan;nan;nan;nan;1;0;nan;nan;nan;nan;100%;14/10/25;24/10/25;;B694418;-11,5649641;-40,0732497;;nan;;;;PES BT:ENCABEÇAR REDE BT NOVA NO PG EXISTENTE B694417 E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;nan;nan;R$  (52,91);;;0%;2025-127909;nan;NÃO;nan;R$ 2.120,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163417;10/01/2025;JACOBINA;9102126821;ER CIND POV DO VIEIRA - RURAL;GAVIÃO;ENERGIZADA;ANTÔNIO;EDUARDO;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;22/09/2025;07/10/2025;13/10/2025;nan;;2025-120602;13/10/2025;APROVADO;nan;E838980;1;0;nan;nan;nan;nan;100%;13/10/25;13/10/25;;D244613;-11,5567097;-39,6949826;;nan;;;;PES DESL.: ABRIR CHAVE H93010 PARA INTERCALAR POSTE ENTRE OS PGS D244612 E D244613, INSTALAR TRAFO E ENERGIZAR OBRA.(ATERRAR PG'S D244612 E D244613);nan;PLANO 7;nan;;;;R$  2.262,45;0%;R$  -;;;12%;2025-126666;nan;SIM;nan;R$ 19.501,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171022;10/01/2025;JACOBINA;9102145157;AC-CIND-POV-SAO MIGUEL-RURAL;OUROLÂNDIA;ENERGIZADA;ELIEZER;EDLECIO;ANTONIO MELO;;PRIORIDADE PLANO ANEEL;22/09/2025;07/10/2025;13/10/2025;nan;;2025-120694;15/10/2025;APROVADO;nan;nan;0;1;nan;nan;nan;nan;100%;15/10/25;15/10/25;;R046853;-10,8041026;-41,3194096;;nan;;;;PES DESL.: ABRIR CHAVE DO TRAFO J02392 PARA POSSIBILITAR A SUA SUBSTITUIÇÃO. SUBSTITUIR REDE BT DO PG R046851 AO R046849 E ENERGIZAR OBRA.(ATERRAR PG'S R046854, R046852 E R046849);nan;PLANO 7;nan;;;;R$  1.854,02;0%;R$  -;;;7%;nan;nan;SIM;nan;R$ 28.406,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226821;10/01/2025;JACOBINA;9102124562;UB-CIND-RUA-JOANA FERREIRA-N HORIZONTE;CAPIM GROSSO;ENERGIZADA;JOSÉ MIZAEL/ANTONIO;EDUARDO;WELLINGTON SOUZA;;QLP;26/09/2025;07/10/2025;09/10/2025;CRIAR;;"2025-121715
2025-121753";17/10/25 22/10/2025;APROVADO;nan;nan;1;6;nan;6;nan;nan;0%;15/10/25;22/10/25;;nan;-11.3796894;-40.0081705;;nan;;;;ABRIR CHAVE J60186 PARA SUBSTITUIR POSTE D026655, LANÇAR REDE BT DO PG B772029 AO D026655 E ENERGIZAR OBRA. PONTOS DE ATERRAMENTOS:  B772029 E D026655.;nan;PLANO 7;nan;;;;nan;nan;nan;;;nan;CRIAR;nan;NÃO;nan;R$ 98.088,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221874;10/01/2025;JACOBINA;9102327370;AC-CIND-POV-MARGEM DO RIO JACUIPE-RURAL;SÃO JOSÉ DO JACUÍPE;ENERGIZADA;ANTÔNIO;EDUARDO;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;25/09/2025;PENDENTE;PENDENTE;2025-125180;;nan;nan;nan;nan;E857573;1;1;nan;nan;nan;nan;100%;15/10/25;15/10/25;;D021838;-11,4774607;-39,9341515;;nan;;;;PES LV: INTERCALAR POSTE MT COM ESTRUTURA N1 ENTRE OS PGs D021838 E D021839 INSTALAR BANCADA DO TRAFO E INSTALAR TRAFO E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;R$  2.305,21;230521%;R$  (562,81);;;10%;2025-127194;nan;NÃO;nan;R$ 22.475,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223506;10/01/2025;JACOBINA;9102329777;ER-CIND-FAZ-ANASTACIO 17-RURAL OUROLANDI;OUROLÂNDIA;ENERGIZADA;ELIEZER;EDLECIO;ANTONIO MELO;;PRIORIDADE PLANO ANEEL;22/09/2025;07/10/2025;09/10/2025;2025-127715;;nan;nan;nan;nan;E863308 AO E863309;0;2;nan;nan;nan;nan;100%;17/10/25;17/10/25;;R029414;-10,9407143;-41,1078267;;nan;;;;PES LV: INTERCALAR POSTE MT COM ESTRUTURA N1 ENTRE OS PGs R029413 E R029414 INSTALAR BANCADA DO TRAFO E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;R$  4.042,40;202120%;R$  (769,56);;;13%;2025-128114;nan;NÃO;nan;R$ 31.635,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008533;10/01/2025;JACOBINA;9101725698;RR-CIND-FAZ-SEBASTIAO-RURAL;SAÚDE;ENERGIZADA;EUDÁRIO;EDLECIO;RAFAEL CRUZ;;QLP;02/10/2025;07/10/2025;09/10/2025;2025-127827;;nan;nan;nan;nan;nan;1;2;nan;nan;nan;nan;100%;14/10/25;14/10/25;;B093656;nan;-40.3722584;;nan;;;;PES LV: TRANSFORMAR N3 EM N4 NO PG B093656 E ENCABEÇAR REDE MT NOVA E ENERGIZAR OBRA. PES BT:ENCABEÇAR REDE BT NOVA NO PG EXISTENTE B093656 E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;nan;0%;R$  (0,00);;;0%;2025-127946;nan;SIM;nan;R$ 12.457,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223190;10/01/2025;JACOBINA;9102334332;UB-CIND-RUA-DO GRAVATA-CENTRO;PIRITIBA;ENERGIZADA;JOAOZITO;ANDERSON;NAILTON SANTANA;;PRIORIDADE PLANO ANEEL;25/09/2025;07/10/2025;09/10/2025;nan;;nan;nan;nan;nan;E857499 AO E857501;1;3;nan;nan;nan;nan;100%;15/10/25;15/10/25;;D541388;-11,7357744;-40,5613292;;nan;;;;ABRIR CHAVE DO TRAFO H91894 PARA INSTALAR POSTE ENTRES OS PGS D251445 E D251444, INSTALAR TRAFO E ENERGIZAR OBRA. PES BT: FECHAR CHAVE DO TRAFO NOVO INSTALADO NO PG NOVO E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;R$  4.807,46;160249%;R$  (465,03);;;25%;2025-127488;nan;NÃO;nan;R$ 18.862,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165655;10/01/2025;JACOBINA;9102127374;ER-CIND-FAZ-CAI ARA-RURAL;SERROLÂNDIA;ENERGIZADA;JOSÉ MILTON;ANDERSON;RAFAEL CRUZ;;PRIORIDADE PLANO ANEEL;26/09/2025;07/10/2025;09/10/2025;nan;;2025-120766;17/10/25;APROVADO;nan;E863240;1;1;nan;nan;nan;nan;100%;17/10/25;17/10/25;;R040538;-11,3703038;-40,2387958;;nan;;;;ABRIR CHAVE W87290 PARA INTERCALAR POSTE ENTRE OS PGS R040538 E R040537, INSTALAR TRAFO E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: R040538 E R040537 134 CI 804 CHI. 13,8KVA;nan;PLANO 7;nan;;;;nan;0%;R$  (561,36);;;0%;2025-130422;nan;SIM;nan;R$ 22.588,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1213380;10/01/2025;JACOBINA;9102321093;RR-CIND-FAZ-URUCU-VARZEA DO LACO;GAVIÃO;ENERGIZADA;ANTÔNIO;EDUARDO;MANOEL CONCEICAO;;QLP;18/09/2025;07/10/2025;09/10/2025;nan;;2025-123801;29/10/2025;APROVADO;nan;E857451 AO E857462;1;12;nan;0;nan;nan;100%;20/10/25;29/10/25;;D535980;-11,5690766;-39,7640555;;nan;;;;ABRIR CHAVE N19554 PARA POSSIBILITAR MUDANCÇA DE ESTUTURA DE N3 PARA N3-3, ENCABEÇAR REDE NOVA, FECHAR TRAFO NOVO E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: D535969 e D535980 (13,8kva);nan;PLANO 14;nan;;;;R$  20.428,96;0%;R$  -;;;14%;2025-127498;nan;NÃO;nan;R$ 143.686,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181928;10/01/2025;JACOBINA;9102153325;AC-CIND-FAZ-CATITU-RURAL;OUROLÂNDIA;ENERGIZADA;EUDÁRIO;EDLECIO;ANTONIO MELO;;QLP;25/09/2025;21/10/2025;22/10/2025;nan;;2025-123175;24/10/2025;APROVADO;1038582;E863290 AO E863306;1;17;nan;0;nan;nan;100%;20/10/25;31/10/25;;D258263;-10,8964525;-41,0734264;;nan;;;;ABRIR CHAVE H90619 PARA POSSIBILTAR MUDANÇA DE ESTUTURA DE N3-3 PARA N4-3, ENCABEÇAR REDE NOVA E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: D258264 e D258262.;nan;PLANO 7;nan;;;;R$  32.310,59;0%;R$  -;;;18%;2025-119626;nan;NÃO;nan;R$ 182.631,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220697;10/01/2025;JACOBINA;9102329214;AC-CIND-ET-JACOBINA ESCONCIO-RURAL;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;2025-121160;;2025-121151;21/10/2025;APROVADO;nan;E857529 AO E857530;0;2;nan;nan;nan;nan;100%;20/10/25;21/10/25;;R000319;-11,2286704;-40,3339641;;nan;;;;ABRIR CHAVE DO TRAFO J02123 PARA POSSIBILITAR A SUA SUBSTITUIÇÃO, SUBSTITUIR REDE BT DO PG R000315 AO R000319 E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: R000319 E R000315 PES LV: INTERCALAR DOIS POSTES ENTRE OS PGS R000315 E R000319.;nan;PLANO 7;nan;;;;R$  5.207,65;0%;R$  -;;;6%;nan;nan;NÃO;nan;R$ 80.640,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172021;10/01/2025;JACOBINA;9102141784;ER-CIND-FAZ-PE DE SERRA-RR-SERROLANDIA;SERROLÂNDIA;ENERGIZADA;ALESSANDRO;ANDERSON;RAFAEL CRUZ;;PRIORIDADE PLANO ANEEL;26/09/2025;07/10/2025;09/10/2025;nan;;2025-121175;21/10/2025;APROVADO;nan;E863241;1;1;nan;nan;nan;nan;100%;21/10/25;21/10/25;;D238961;-11,4063739;-40,2960127;;nan;;;;ABRIR CHAVE H87190 PARA INTERCALAR POSTE ENTRE OS PGS D238961 E D238962, INSTALAR TRAFO E ENERGIZAR OBRA.(ATERRAR PG'S D238961 E D238962);nan;PLANO 7;nan;;;;nan;0%;R$  (434,54);;;0%;2025-130449;nan;SIM;nan;R$ 17.510,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221797;10/01/2025;JACOBINA;9102323761;ER-CIND-POV-PAU FERRO DE BAIXO-JACOBINA;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;07/10/2025;09/10/2025;nan;;2025-121117;22/10/2025;APROVADO;nan;E857533;1;1;nan;1;nan;nan;100%;22/10/25;22/10/25;;E427117;-11.167.399;-40,622857;;nan;;;;ABRIR CHAVE V45564 PARA INTERCALAR POSTE ENTRE OS PGS E427117 E E427118, INSTALAR TRAFO E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: E427118 E E427117 CI: 1 CHI: 6;nan;PLANO 7;nan;;;;R$  2.262,45;226245%;R$  2.262,45;;;10%;nan;nan;NÃO;nan;R$ 21.915,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223589;10/01/2025;JACOBINA;9102325313;ER-CIND-POV-TAPIRANGA-RURAL;MIGUEL CALMON;ENERGIZADA;JOAOZITO;ANDERSON;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;08/10/2025;10/10/2025;2025-127831;;nan;nan;nan;nan;E857565 AO E857568;1;4;4;3;nan;nan;100%;22/10/25;31/10/25;;R037724;-11,444898;-40,4806627;;nan;;;;PES LV: INTERCALAR POSTE MT ENTRE OS PGs R037724 E R037725 COM ESTRUTURA N1, INSTALAR BANCADA DO TRAFO E INSTALAR TRAFO E ENCABEÇAR REDE NOVA E ENERGIZAR OBRA;UTILIZOU 02 POSTE 9/400 DA OBRA 1112645 CANCELADA;PLANO 7;nan;;;;R$  7.285,96;2185788%;R$  5.464,47;;;16%;2025-129617;nan;NÃO;nan;R$ 46.259,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1155527;10/01/2025;JACOBINA;9102099302;AC-CIND-PR -JOS ESTEVES-NOVO HORIZONTE;CAPIM GROSSO;cliente vip 10;JOSÉ MIZAEL/ANTONIO;EDUARDO;WELLINGTON SOUZA;;GOVERNO;22/09/2025;07/10/2025;30/10/2025;CRIAR;;2025-129413;30/10/2025;PENDENTE;nan;E857523 AO E857524;1;4;nan;0;nan;nan;100%;22/10/25;31/10/25;;R004439;-11,37705;-40,005485;;nan;;;;nan;nan;PLANO 7;nan;;;;R$  9.019,01;0%;R$  -;;;15%;2025-130449;nan;NÃO;nan;R$ 60.355,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221433;10/01/2025;JACOBINA;9102329708;ER-CIND-FAZ-PATOS 11-RURAL-ITAPEIPU;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;RAFAEL CRUZ;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;nan;;nan;nan;nan;nan;E857531 AO E857532;1;2;nan;nan;nan;nan;100%;22/10/25;22/10/25;;B186108;-11,262294;-40,341715;;nan;;;;nan;nan;PLANO 7;nan;;;;R$  3.052,66;0%;R$  -;;;25%;2025-130471;nan;NÃO;nan;R$ 12.182,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225209;10/01/2025;JACOBINA;9102337760;IT-GRUA-CJN-BEGE BAHIA- MARMORE;OUROLÂNDIA;CONCLUI DIA 31/10;OLISVALDO;EDLECIO;ANTONIO MELO;;REPUTACIONAL;22/09/2025;PENDENTE;nan;2025-137993;;nan;nan;nan;nan;E863310;0;1;nan;0;nan;nan;100%;30/10/25;31/10/25;;R071377;t;-41,440857;;nan;;;;nan;nan;PLANO 7;nan;;;;nan;0%;R$  (1.853,51);;;0%;nan;nan;nan;nan;R$ 76.810,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220454;10/01/2025;JACOBINA;9102326720;ER-CIND-POV-BARROC O-RURAL CAFELANDIA;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;NATALICIO SILVA;;PRIORIDADE PLANO ANEEL;18/09/2025;03/10/2025;06/10/2025;nan;;nan;nan;nan;nan;E857526 AO E857528;1;3;nan;nan;nan;nan;100%;11/10/25;11/10/25;;B984981;-11,080518;-40,542064;;nan;;;;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE B984981 E ENERGIZAR OBRA;nan;PLANO 7;nan;;;;R$  5.539,75;0%;R$  -;;;19%;2025-127484;nan;NÃO;nan;R$ 28.697,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221927;10/01/2025;JACOBINA;9102330722;ER-CIND-POV-PONTILHAO 37-PONTILHAO DE CA;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;03/10/2025;06/10/2025;nan;;nan;nan;nan;nan;E857534 AO E857535;0;2;nan;nan;nan;nan;100%;25/10/25;25/10/25;;E120401;-11,206672;-40,555112;;nan;;;;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE E120401 E ENERGIZAR OBRA;nan;PLANO 7;nan;;;;R$  3.222,44;0%;R$  -;;;26%;2025-124556;nan;NÃO;concluida;R$ 12.482,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223173;10/01/2025;JACOBINA;9102330760;UB-CIND-TRV-QUINTINO ALVES-LAGES;JACOBINA;ENERGIZADA;EUDÁRIO;EDLECIO;NATALICIO SILVA;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;nan;;nan;nan;nan;nan;E857534 AO E857535;0;2;nan;0;nan;nan;100%;24/10/25;25/10/25;;B890301;-11,054092;-40,779353;;nan;;;;nan;nan;PLANO 7;nan;;;;R$  3.385,64;0%;R$  -;;;26%;2025-130472;nan;NÃO;nan;R$ 13.121,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165581;10/01/2025;JACOBINA;9102130566;ME-COEL-ROD-AL DAS ARVORES-CONTORNOLANDI;SERROLÂNDIA;ENERGIZADA;JOSÉ MIZAEL;EDUARDO;WELLINGTON SOUZA;;AL/MELHORAMENTO;18/09/2025;nan;nan;2025-133709;;nan;nan;nan;nan;E863236 AO E863239;0;4;nan;nan;nan;nan;100%;27/10/25;25/10/25;;D304366;-11,3207067;-40,1601236;;nan;;;;nan;nan;PLANO 1;nan;;;;nan;0%;R$  (20.853,31);;;0%;nan;nan;SIM;nan;R$ 837.471,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222000;10/01/2025;JACOBINA;9102327385;ER-CIND-POV-CURRAL VELHO-RURAL;MIGUEL CALMON;ENERGIZADA;JOAOZITO;ANDERSON;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;nan;;2025-123754;28/10/2025;APROVADO;nan;E857560 AO E857561;1;2;nan;1;nan;nan;100%;28/10/25;28/10/25;;D026654;-11,291222;-40,62602;;nan;;;;ABRIR TRAFO D08577 PARA POSSIBILITAR ENCABEÇAMWENTO DE REDE NOVA BT NO PG E673926 E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: E673926;nan;PLANO 7;nan;;;;R$  3.619,53;361953%;R$  3.619,53;;;24%;2025-128195;nan;NÃO;nan;R$ 15.021,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1193533;10/01/2025;JACOBINA;9102224278;UB-CIND-POV-COMUNIDADE-DE ALAGOINHAS;JACOBINA;ENERGIZADA;José Roberto;ANDERSON;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;nan;;2025-123788;29/10/2025;APROVADO;nan;E857463;1;2;nan;0;2;nan;100%;29/10/25;29/10/25;;nan;-11,1809963;-40,5381566;;nan;;;;ABRIR CHAVE J60186 PARA SUBSTITUIR POSTE D026655, LANÇAR REDE BT DO PG B772029 AO D026655 E ENERGIZAR OBRA. PONTOS DE ATERRAMENTOS:  B772029 E D026655.;nan;PLANO 7;nan;;;;R$  3.624,46;0%;R$  -;;;14%;2025-130477;nan;NÃO;nan;R$ 26.813,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223489;10/01/2025;JACOBINA;9102337685;ER-CIND-FAZ-CURRAL VELHO-RURAL;MIGUEL CALMON;ENERGIZADA;EUDÁRIO;EDLECIO;ERIC TEIXEIRA;;PRIORIDADE PLANO ANEEL;18/09/2025;09/10/2025;16/10/2025;nan;;nan;nan;nan;nan;E857562 AO E857564;1;3;nan;1;nan;nan;100%;24/10/25;24/10/25;;B800661;-11,284316;-40,620029;;nan;;;;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE B800661 E ENERGIZAR OBRA.;nan;PLANO 7;nan;;;;R$  4.859,63;485963%;R$  4.859,63;;;24%;2025-128255;nan;NÃO;nan;R$ 20.590,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219522;10/01/2025;JACOBINA;9102327161;UB-CIND-RUA-JOSE M QUEIROZ-J M QUEIROZ;CAPIM GROSSO;ENERGIZADA;nan;GUSTAVO;WELLINGTON SOUZA;;QLP;18/09/2025;nan;nan;nan;;nan;nan;nan;nan;E857525;1;1;nan;nan;nan;nan;100%;nan;nan;;E408091;-11,388637;-40,007504;;nan;;;;R003838;nan;PLANO 7;PES 116927 / OC 1029;;;;nan;0%;R$  -;;;0%;nan;nan;NÃO;01/10/25;R$ 10.555,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219533;10/01/2025;JACOBINA;9102333115;UB-CIND-RUA-JOSE SANTANA 211-CONTORNO SA;CAPIM GROSSO;ENERGIZADA;nan;GUSTAVO;WELLINGTON SOUZA;;QLP;18/09/2025;nan;nan;nan;;nan;nan;nan;nan;E839054;1;1;nan;nan;nan;nan;100%;nan;nan;;B725967;-11,389959;-40,01713;;nan;;;;nan;nan;PLANO 7;PES 116949 / OC 1522;;;;nan;0%;R$  -;;;0%;nan;nan;NÃO;01/10/25;R$ 9.267,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219845;10/01/2025;JACOBINA;9102323164;UB-CIND-RUA-SAO PEDRO-NOVO OESTE;CAPIM GROSSO;ENERGIZADA;nan;EDUARDO;WELLINGTON SOUZA;;QLP;18/09/2025;nan;nan;nan;;nan;nan;nan;nan;E838969 AO E838971;1;3;nan;nan;nan;nan;100%;nan;nan;;B925078;-11,37777;-40,021299;;nan;;;;obra falta fazer um trecho;nan;PLANO 7;nan;;;;nan;0%;R$  -;;;0%;nan;nan;NÃO;nan;R$ 26.595,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227403;10/01/2025;JACOBINA;nan;COEL-ROD-BA130-CAPIM GROSSO-COMPLEMENTO;CAPIM GROSSO;nan;JOSÉ MIZAEL;EDUARDO;WELLINGTON SOUZA;;nan;nan;nan;nan;nan;;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;nan;nan;nan;;nan;;;;nan;nan;1.2.1.1.3 - DISTR URBA.SDMT NORT;nan;;;;nan;nan;nan;;;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174903;10/01/2025;JACOBINA;9102130568;AL-COEL-03-CAPIM GROSSO II -CONSTR-RURAL;CAPIM GROSSO;nan;nan;EDUARDO;nan;;nan;nan;nan;nan;nan;;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;31/10/2025;;nan;nan;nan;;nan;;;;nan;nan;nan;nan;;;;nan;nan;nan;;;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148379;10/01/2025;JACOBINA;9102093081;IS-CIND-AV-SETE SETEMBRO-URBANA;OUROLÂNDIA;CONCLUSÃO NO DESLIGAMENTO  30/10;OLISVALDO;EDLECIO;ANTÔNIO MELO;;TRANSGRESSÃO;02/09/2025;nan;24/09/2025;nan;;2025-128835;29/10/2025;nan;nan;E839080 AO E839082;0;5;4;4;nan;nan;0%;22/09/2025;31/10/2025;;D929742;-10,851471;-41,376750;;nan;;;;PES LV. - INTERCALAR DOIS POSTES AT ENTRE OS PG'S R046475 E D929742 COM ESTRUTURA N3-3, E INTERCALAR POSTE AT COM ESTRUTURA N3-3 ENTRE OS PG'S D039296 E O D929742.PES DESL.: ABRIR RELIGADOR  J02517(FAZER CORTE VISIVEL), FECHAR RELIGADOR J04025,  ABRIR TRAFO N80765,  PARA POSSIBILITAR ABERTURA DE PASSAGEM NO PG R046476, INTERCALAR POSTE MT COM ESTRUTURA N3-3 ENTRE OS PG'S R046475 E D929742, ENCABEÇAR REDE MT NOVA E ENERGIZAR OBRA.(ATERRAR OS PG'S D929742 E R046475).;nan;PLANO 8;nan;;;;R$ 9.099,24;nan;nan;;;nan;nan;nan;SIM;nan;R$ 61.641,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
