NOTA;PROJETO;TÍTULO;MUNICIPIO;ENCARREGADO;STATUS 1;SUPERVISOR;AR COELBA;PLANO;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;OC. ENERG.;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;COORD;Carteira;PROJETO_FATO;STATUS_AUDITORIA;MOTIVO_DESCARTE
9102038514;B-1130167;ER-CIND-FAZ-DEUS DARA 398 --J-RURAL;MUNDO NOVO;HEMORGENES;MIGRADA DE JANEIRO/25;RENATO;DIORLAN;nan;LPT;14/01/25;14/01/25;17/01/25;nan;2025-7212;nan;nan;nan;1016765/2024;E699046 ao E699055;1;10;nan;nan;10;0%;nan;17/02/25;21/02/25;nan;nan;nan;-11,8322768;-40,4201272;R$ 52.286,75;nan;nan;550,00;nan;nan;Extensão de rede BT;JACOBINA;01/02/2025;1130167;Consolidado;N/A
9101982593;B-1114135;RR-CIND-FAZ-CANABRAVA-RURAL;MUNDO NOVO;HEMORGENES;MIGRADA DE JANEIRO/25;RENATO;DIORLAN;nan;LPT;14/01/25;14/01/25;17/01/25;2025-18386;2025-7209;nan;nan;nan;nan;E615863 AO E615870;1;7;nan;nan;7;0%;nan;22/02/25;24/02/25;nan;nan;nan;-11,8304148;-40,3460756;R$ 42.327,88;nan;nan;380,00;nan;nan;Transformar N3 em N4 c LV. Solo bom;JACOBINA;01/02/2025;1114135;Consolidado;N/A
9101321144;B-0924090;ER-CIND-POV CANJERANA-URBANO;MUNDO NOVO;HEMORGENES;1 cava para detonar;RENATO;DIORLAN;nan;LPT;24/01/25;24/01/25;28/01/25;2025-10232;2025-10241;nan;nan;nan;nan;E615923 ao E615931;1;9;nan;nan;9;0%;nan;25/01/25;28/02/2025;nan;nan;L381946;https://maps.app.goo.gl/JnqbKk5h7sZt3as98;-40,3422186;R$ 30.506,54;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0924090;Consolidado;N/A
9101894308;B-1077783;LD CIND POV AV.PRINCIPAL JEQUETIBA-RURAL;MUNDO NOVO;HEMORGENES;ENERGIZADA;RENATO;DIORLAN;PLANO 7;LPT;22/01/25;22/01/25;25/01/25;2025-10053;2025-10061;nan;nan;nan;nan;E615908 AO E615913;1;6;6;6;0;100%;nan;25/01/25;07/02/25;05/02/2025;12840;E084153;-12,0548160;-40,4864220;R$ 79.010,93;nan;nan;nan;nan;nan;Intercalar postes c LV, solo cava c/ trado. Visitar para avaliar necessidade de retro para abrir acesso;JACOBINA;01/02/2025;1077783;Consolidado;N/A
9102127550;B-1160910;ER CIND FZ BOA VISTA RURAL;MUNDO NOVO;nan;ENERGIZADA EM JANEIRO;RENATO;DIORLAN;nan;QLP;07/01/25;07/01/25;17/01/25;nan;2025-7201;nan;nan;nan;nan;E615830;1;1;1;1;0;100%;nan;nan;nan;30/01/2025;nan;nan;-11,824869;-40,488726;R$ 23.515,59;nan;nan;235,00;nan;nan;Extensão BT, solo bom;JACOBINA;01/02/2025;1160910;Consolidado;N/A
9101899532;B-1073346;LD-CIND-PR.GALDINO VITORIA-RURAL;MUNDO NOVO;HEMORGENES;MIGRADA DE JANEIRO/25;RENATO;DIORLAN;nan;LPT;03/01/25;06/01/25;09/01/25;2025-9929;nan;nan;nan;nan;nan;E615827 E E615827;1;2;nan;nan;2;0%;nan;27/02/25;27/02/25;nan;nan;nan;-12,041839;-40,793877;R$ 27.036,75;nan;nan;nan;nan;nan;Intercalar poste c LV, solo bom;JACOBINA;01/02/2025;1073346;Consolidado;N/A
9101077475;B-0823492;MP-CIND-POV PEDRA BRANCA-RURAL;MUNDO NOVO;EDILSON;ENERGIZADA;RENATO;DIORLAN;PLANO 7;LPT;03/01/25;03/01/25;10/01/25;2025-7250;2025-7260;nan;nan;nan;nan;E615818 AO E615825;1;8;4;8;0;100%;nan;26/02/25;28/02/25;05/02/2025;12797;nan;-12,007194;-40,549908;R$ 122.973,00;nan;nan;nan;nan;nan;Intercalar poste c LV, solo bom;JACOBINA;01/02/2025;0823492;Consolidado;N/A
9102087956;B-1151697;AC-CIND-RUA-NOVA-RURAL;OUROLÂNDIA;ELIEZER;ENERGIZADA;EDILECIO;nan;PLANO 7;QLP;06/02/25;06/02/25;10/02/25;2025-13851;CRIAR;nan;nan;nan;nan;E615963;1;1;1;1;0;100%;nan;15/02/25;21/02/25;27/02/2025;72765;B170783;https://maps.app.goo.gl/GPwgtBKZxQwbeHNv5;-41.141353;R$ 23.871,59;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1151697;Consolidado;N/A
9101981669;B-1115432;MP-CIND-FAZ-ABOBORAS-RURAL;OUROLÂNDIA;ELIEZER;ENERGIZADA;EDILECIO;nan;PLANO 14 - LPT;LPT;06/02/25;06/02/25;10/02/25;2025-14422;2025-23657;nan;nan;nan;1019118/2025;E717289 ao E717308;1;23;23;23;0;100%;nan;05/02/25;28/02/25;28/02/2025;nan;D267631;https://maps.app.goo.gl/cCboZviwQmX5boGE9;-40.9880258;R$ 267.309,73;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1115432;Consolidado;N/A
9102087350;B-1149548;ER-CIND-RUA-CENTRAL DE ALAZAO-RURAL;OUROLÂNDIA;ELIEZER;ENERGIZADA;EDILECIO;nan;PLANO 7;QLP;06/02/25;06/02/25;10/02/25;2025-14013;2025-23808;nan;nan;nan;nan;E615960 ao E615962;1;3;1;1;2;33%;nan;25/02/25;28/02/25;27/02/2025;71590;E538914;https://maps.app.goo.gl/EHojDwvaazHaReVL8;-41.0244018;R$ 24.552,88;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1149548;Consolidado;N/A
9102090127;B-1148749;UB-CIND-RUA-ANTONIO JOSE-OUROLANDIA;OUROLÂNDIA;ELIEZER;OBRA ENERGIZADA AGUARDANDO CORREÇÃO;EDILECIO;nan;PLANO 7;QLP;10/02/25;10/02/25;12/02/25;nan;nan;2025-11279;45702;APROVADA;nan;E677220 ao E677221;1;2;2;2;0;100%;nan;14/02/25;25/02/25;nan;nan;D741618;https://maps.app.goo.gl/UWXh7i5fsyKG3x8U9;-41.09003296;R$ 43.516,24;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1148749;Consolidado;N/A
9102085418;B-1148930;ER-CIND-FAZ BAIXA DE OSEIAS-RURAL;OUROLÂNDIA;ELIEZER;ENERGIZADA;EDILECIO;nan;PLANO 7;QLP;17/02/25;17/02/25;18/02/25;nan;nan;2025-11936;19/02/25;APROVADA;nan;E682396 ao E682398;1;3;nan;3;0;100%;nan;18/02/25;19/02/25;19/02/2025;48078;B396124;https://maps.app.goo.gl/ckjdxAWSZCMs9J1T9;-41.0696484;R$ 22.028,45;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1148930;Consolidado;N/A
9102089593;B-1146489;ER-CIND-POV-QUEIMADA DO CAPIM-QUEIMADA;OUROLÂNDIA;ELIEZER;nan;EDILECIO;nan;PLANO 7;QLP;17/02/25;17/02/25;nan;2025-14027;nan;nan;nan;nan;nan;E682399;2;1;nan;nan;1;0%;nan;28/02/25;28/02/25;nan;nan;B503985;https://maps.app.goo.gl/VyQKpHe58EuVxfaE6;-41.1343653;R$ 22.539,11;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1146489;Consolidado;N/A
9101916790;B-1090820;MP-CCOL-POV. RODOLEIRO-RURAL;UMBURANAS;LUCIANO;não iniciada;EDILECIO;nan;PLANO 14 - LPT;LPT;19/02/25;19/02/25;nan;2025-14360;CRIAR;nan;nan;nan;1019120/2025;E717312 AO E717371;6;53;nan;nan;53;0%;nan;19/02/25;31/03/25;nan;nan;D923854;https://maps.app.goo.gl/pZ5EqJBwQ7BHv3fV7;-41.4415757;R$ 496.248,20;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1090820;Consolidado;N/A
9102087936;B-1151445;ER-CIND-POV-BARRIGUDA BRASILIA-RURAL;UMBURANAS;LUCIANO;nan;EDILECIO;nan;PLANO 7;QLP;11/02/25;12/02/25;13/02/25;"2025-11942
CONJ. PD";nan;2025-11941 CONJ LV;28/02/25;APROVADA;1019124/2025;E717437 ao E717444;1;8;nan;nan;8;0%;nan;26/02/25;28/02/25;nan;nan;R071129;https://maps.app.goo.gl/bR95u8RRQV7hNGYb7;-41.391788;R$ 62.824,07;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1151445;Consolidado;N/A
9102095070;B-1149468;ER - CIND POV S O JOS  1375 - RURAL;UMBURANAS;LUCIANO;nan;EDILECIO;nan;PLANO 7;QLP;11/02/25;12/02/25;13/02/25;2025-14371;nan;nan;nan;nan;nan;E677222 ao E677224;2;3;nan;nan;3;0%;nan;15/02/25;25/02/25;nan;nan;D103573;https://maps.app.goo.gl/KdGDb7zgt626h1he7;-41.295951;R$ 22.869,35;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1149468;Consolidado;N/A
9102038529;B-1130072;ER-CIND-FAZ-BOM SOSSEGO-RURAL;UMBURANAS;LUCIANO;nan;EDILECIO;nan;PLANO 14 - LPT;LPT;11/02/25;12/02/25;13/02/25;2025-14381;nan;nan;nan;nan;1019126/2025;E717445 ao E717459;1;15;nan;nan;15;0%;nan;07/02/25;19/02/25;nan;nan;B348087;https://maps.app.goo.gl/o1xjMbFjtPJRK8jT8;-41.2874778;R$ 143.881,45;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1130072;Consolidado;N/A
9101763912;B-1056397;MP-CIND-FAZ-LAGOA DO FELIPAO-RURAL;PIRITIBA;RODRIGO;ENERGIZADA;DURVAL;DIORLAN;nan;LPT;03/01/25;03/01/25;08/01/25;2025-7271;2025-7282;nan;nan;nan;1016757/2024;E698713 ao E698723;1;10;10;10;0;100%;nan;30/01/25;07/02/25;06/02/2025;14801;nan;-11,722435;-40,667881;R$ 129.497,91;nan;nan;nan;nan;nan;Montar bancada N3 c LV. Solo bom;JACOBINA;01/02/2025;1056397;Consolidado;N/A
9101799780;B-1035980;MP- CIND - POV.MANICOBA-RURAL;PIRITIBA;RODRIGO;obra cavada, 6 postes implantados;DURVAL;DIORLAN;nan;LPT;09/01/25;09/01/25;28/01/25;2025-9948;2025-9969;nan;nan;nan;1016760/2024;E698799 ao E698813;1;15;6;nan;15;0%;nan;13/02/25;28/02/25;nan;nan;nan;-11,759154;-40,627565;R$ 134.719,83;nan;nan;nan;nan;nan;Intercalar poste c LV, solo bom;JACOBINA;01/02/2025;1035980;Consolidado;N/A
9101925582;B-1088429;RR-CIND-FAZ-LAGOA DO CARMO-RURAL-PIRITIB;PIRITIBA;RODRIGO;ENERGIZADA;DURVAL;DIORLAN;nan;LPT;14/01/25;14/01/25;28/01/25;2025-10092 E 2025-192029;2025-10095;nan;nan;nan;nan;E615855 AO E615861;1;7;6;6;1;86%;nan;10/02/25;12/02/25;17/02/2025;44072;nan;https://maps.app.goo.gl/Md3ga3vmwV7aEFdD8;-40.5774102;R$ 47.246,25;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1088429;Consolidado;N/A
9102085364;B-1149302;RR-CIND-FAZ-NOVA ESPERANCA-RURAL-FRANCA;PIRITIBA;HIAGO;ENERGIZADA;DURVAL;DIORLAN;nan;QLP;09/01/25;09/01/25;13/01/25;2025-9886;2025-9915;nan;nan;nan;1016767/2024;E699118 ao E699133;1;16;16;16;0;100%;nan;19/01/25;04/02/25;04/02/2025;9391;nan;-11,65772311;-40,56267717;R$ 121.035,20;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1149302;Consolidado;N/A
9102096043;B-1151038;ER-CCOL-FAZ-PINDOBEIRA-RURAL;PIRITIBA;RODRIGO;obra cavada, 6 postes implantados;DURVAL;DIORLAN;nan;QLP;24/01/25;24/01/25;28/01/25;2025-10261;2025-10265;nan;nan;nan;1016768/2024;E699134 ao E699147;1;14;6;nan;14;0%;nan;18/02/25;22/02/25;nan;nan;R033925;https://maps.app.goo.gl/4ityXsYkKnNtCq9f7;-40,7403755;R$ 126.327,14;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1151038;Consolidado;N/A
9102096050;B-1151534;ER-CIND-FAZ-AVENIDA-RURAL;PIRITIBA;RODRIGO;ENERGIZADA;DURVAL;DIORLAN;nan;QLP;24/01/25;24/01/25;28/01/25;2025-10267;nan;nan;nan;nan;nan;E615932 ao E615939;1;8;8;8;0;100%;nan;24/02/25;27/02/25;18/02/2025;45723;D253580;https://maps.app.goo.gl/21MPWsYoyosVDg3i8;-40,5763531;R$ 44.077,73;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;1151534;Consolidado;N/A
9102153942;B-1177447;ME-COEL-RUA-MANOEL DANTAS-TANQUE NOVO;MAIRI;LUCIANO / ANTÔNIO /EDILSON;DESLIGAMENTO MARCADO PARA SER REALIZADO COM 3 TURMAS;RENATO;MANOEL GUSTAVO;nan;RECLAMAÇÃO;23/01/25;23/01/25;29/01/25;nan;2025-7218;2025-17401;28/02/25;APROVADA;nan;E601293;0;1;1;1;0;100%;nan;01/02/25;28/02/25;nan;nan;nan;-11.71255095;/;R$ 111.820,29;nan;;nan;nan;nan;nan;JACOBINA;01/02/2025;1177447;Consolidado;N/A
9102021683;B-1128957;RC-SEIN-POV-DAS PEDRAS-PEDRAS;CAMPO FORMOSO;ANTONIO;FALTA LINHA VIVA;nan;HIAGO SANTANA;nan;REPUTACIONAL;23/12/24;23/12/24;30/01/25;2025-11294;nan;nan;nan;nan;nan;E615806 AO E615807;0;2;nan;nan;2;0%;nan;15/02/25;19/02/25;nan;nan;Q025689;-10.1878574;-40.886776;R$ 23.724,88;nan;SIM;nan;nan;Dependende 2 postes 14/600;Intercalar dois postes de14 metros com LV, devido pavimentação da estrada rede ficou baixa. Avaliar;JACOBINA;01/02/2025;1128957;Consolidado;N/A
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0;0%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000000;Descartado;Projeto Vazio/Inválido
QTD. OBRAS;23;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;POSTES;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;R$ 1.513.765,57;nan;nan;nan;nan;nan;nan;JACOBINA;01/02/2025;0000023;Consolidado;N/A
