NOTA;DATA DO CONTATO;DATA DO RETORNO;MUNICIPIO;RESPONSAVEL;STATUS;CONFORMIDADE
4506337624;2024-12-07;2024-11-09;SENHOR DO BONFIM;DENIZE;Inapto;Irregularidade do Padrao
4506341266;2024-12-04;2024-12-04;SENHOR DO BONFIM;ANDRESSA;Apto;Apto
4506346053;2024-12-09;2024-12-09;SENHOR DO BONFIM;DENIZE;Aguardando Retorno;
4506346560;2024-12-09;2024-12-09;SENHOR DO BONFIM;DENIZE;Inapto;Obra
4506349865;2024-12-09;2024-12-10;SENHOR DO BONFIM;DENIZE;Inapto;CADASTRO INCOMPLETO
4506350968;2024-12-09;2024-12-09;SENHOR DO BONFIM;DENIZE;Inapto;Irregularidade do Padrao
4506351872;2024-12-09;;SENHOR DO BONFIM;DENIZE;Aguardando Retorno;
4506358271;2024-12-07;2024-12-09;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506358275;2024-12-09;2024-12-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506358279;2024-12-07;2024-12-09;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506350790;2024-11-07;;SENHOR DO BONFIM;GUILHERME;Inapto;
4506351902;2024-11-07;2024-11-08;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506361201;2024-12-07;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506364565;2024-12-07;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506367500;2024-12-07;2024-12-09;SENHOR DO BONFIM;GUILHERME;Apto;
4506352002;2024-12-12;2024-12-12;SENHOR DO BONFIM;PIERRE;Apto;Apto
4505599974;2024-12-12;;SENHOR DO BONFIM;DARIENE;Aguardando Retorno;
4506301215;2024-12-12;2024-12-13;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506304364;2024-12-12;;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506323471;2024-12-12;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506324335;2024-12-12;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506331684;2024-12-12;;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506340449;2024-12-12;;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506343573;2024-12-12;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506347916;2024-12-12;;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506348165;2024-12-12;;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506350497;2024-12-12;;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506359890;2024-12-13;2024-12-13;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360273;2024-12-12;2024-12-12;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360777;2024-12-13;2024-12-13;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360846;2024-12-12;2024-12-12;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360857;2024-12-12;2024-12-12;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506363147;2024-11-12;2024-12-12;SENHOR DO BONFIM;DARIENE;Apto;Apto
4506368034;2024-12-12;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506332081;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506332451;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506338282;2024-12-12;2024-12-12;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506343915;2024-12-13;2024-12-13;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506353465;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506355198;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506355474;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506355822;2024-12-13;2024-12-13;SENHOR DO BONFIM;AMANDA;Inapto;Cadastro Incorreto
4506355824;2024-12-13;;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506357469;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506357897;2024-12-12;2024-12-12;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506358342;2024-12-13;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506358438;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506358447;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506358456;2024-12-13;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506359911;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506359921;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506361362;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Cliente deseja KIT financiado
4506361706;2024-12-13;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506362299;2024-12-12;2024-12-13;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506363172;2024-12-13;;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506364208;2024-12-13;2024-12-13;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506368062;2024-12-12;2024-12-12;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506370049;2024-12-12;2024-12-12;SENHOR DO BONFIM;GUILHERME;Inapto;Irregularidade do Padrao
4506352415;2024-12-10;2024-12-10;SENHOR DO BONFIM;DENIZE;Apto;Apto
4506286425;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;PARECER 23
4506333384;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506339185;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506339418;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506343436;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506344829;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506348429;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Telefone não existe;Cadastro Incorreto
4506348442;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506348443;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506354277;2024-12-16;;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506355847;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506355859;2024-12-14;;SENHOR DO BONFIM;DENIZE;;
4506355875;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Sem contato;Sem contato
4506356299;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506358704;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506359945;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506360356;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506361449;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506363738;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506363744;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506366636;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506366641;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506366648;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506367206;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506367208;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506367648;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506368133;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506368580;2024-12-14;2024-12-16;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506370085;2024-12-14;2024-12-14;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506370108;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506370131;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506372037;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506354000;2024-12-14;2024-12-14;SENHOR DO BONFIM;GUILHERME;Inapto;Cliente deseja KIT financiado
4506371521;2024-12-16;2024-12-16;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506335250;2024-12-17;2024-12-17;SENHOR DO BONFIM;AMANDA;Inapto;Deficiencia tecnica
4506359999;2024-12-17;2024-12-17;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360443;2024-12-17;2024-12-17;SENHOR DO BONFIM;DENIZE;Inapto;CADASTRO INCOMPLETO
4506362459;2024-12-17;2024-12-17;SENHOR DO BONFIM;DENIZE;Inapto;CADASTRO INCOMPLETO
4506363285;2024-12-17;;SENHOR DO BONFIM;DENIZE;Aguardando Retorno;
4506364389;2024-12-17;;SENHOR DO BONFIM;DENIZE;Aguardando Retorno;
4506367698;2024-12-17;2024-12-17;SENHOR DO BONFIM;DENIZE;Apto;Apto
4506372052;2024-12-17;;SENHOR DO BONFIM;DENIZE;Aguardando Retorno;
4506358953;2024-12-16;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506200697;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506311406;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506350038;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506353526;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506360462;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506361866;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506363816;2024-12-17;;SENHOR DO BONFIM;GUILHERME;Apto;
4506363849;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506364419;2024-12-17;;SENHOR DO BONFIM;GUILHERME;;
4506365274;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506365753;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506366729;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506367764;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506368795;2024-12-17;2024-12-17;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506369252;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506369262;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506369618;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506370609;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506371110;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506371697;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506372088;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506372101;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506372130;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506373071;2024-12-17;2024-12-17;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506373072;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506373637;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506374103;2024-12-17;2024-12-17;SENHOR DO BONFIM;GUILHERME;Apto;
4506375049;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506051791;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Inapto;Obra
4506115817;2024-12-18;2024-12-18;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506317804;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506335475;2024-12-18;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506353067;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506355346;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506358347;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506359263;2024-12-18;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506361937;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506361940;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506361947;2024-12-19;;SENHOR DO BONFIM;PIERRE;Sem retorno;Sem retorno
4506363363;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506363372;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506363621;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506363877;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Cliente deseja KIT financiado
4506363885;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506363899;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506363918;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506364828;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506365346;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Deficiencia tecnica
4506365817;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Ja realizada
4506365827;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506366798;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506367397;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506367789;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506367792;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506367801;2024-12-19;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506367814;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506368896;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Apto;Apto
4506369285;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506369313;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506369692;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506369696;2024-12-19;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506370665;2024-12-20;;SENHOR DO BONFIM;AMANDA;Sem contato;Sem contato
4506370689;2024-12-19;;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506373716;2024-12-20;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506363787;2024-12-19;2024-12-19;SENHOR DO BONFIM;PIERRE;Inapto;Cadastro Incorreto
4506336441;2024-12-20;;SENHOR DO BONFIM;PIERRE;Aguardando Retorno;Aguardando retorno cliente
4506348841;2024-12-20;2024-12-20;SENHOR DO BONFIM;GUILHERME;Apto;
4506355773;2024-12-20;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506370287;2024-12-20;2024-12-20;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506378034;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;
4506378537;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;
4506354463;2024-12-24;2024-12-24;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506360703;2024-12-23;2024-12-23;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506363207;2024-12-23;2024-12-23;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506366922;2024-12-23;2024-12-23;SENHOR DO BONFIM;GUILHERME;Telefone não existe;Sem acesso
4506374727;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506377613;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;
4506379085;2024-12-21;;SENHOR DO BONFIM;GUILHERME;Inapto;Sem contato
4506365976;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;
4506365982;2024-12-21;2024-12-23;SENHOR DO BONFIM;GUILHERME;Apto;
4506367999;2024-12-21;2024-12-21;SENHOR DO BONFIM;GUILHERME;Apto;
4506370493;2024-12-21;;SENHOR DO BONFIM;GUILHERME;Inapto;
4506372345;2024-12-23;;SENHOR DO BONFIM;GUILHERME;Inapto;Cadastro Incorreto
4506373417;2024-12-23;;SENHOR DO BONFIM;GUILHERME;Aguardando Retorno;Sem acesso
4506373464;2024-12-23;2024-12-26;SENHOR DO BONFIM;GUILHERME;Apto;
4506374462;2024-12-25;2024-12-25;SENHOR DO BONFIM;GUILHERME;Apto;
4506378649;2024-12-23;2024-12-26;SENHOR DO BONFIM;GUILHERME;Apto;
4506380615;2024-12-23;2024-12-23;SENHOR DO BONFIM;GUILHERME;Apto;
4506381528;2024-12-23;2024-12-26;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506361940;2025-01-02;;SENHOR DO BONFIM;GUILHERME;;
4506385615;2025-01-02;2025-01-02;SENHOR DO BONFIM;GUILHERME;Inapto;Irregularidade do Padrao
4506386554;2025-01-02;2025-01-03;SENHOR DO BONFIM;GUILHERME;Apto;
4506387128;2025-01-02;2025-01-03;SENHOR DO BONFIM;GUILHERME;Inapto;Sem contato
4506370964;2025-01-02;2025-01-02;SENHOR DO BONFIM;GUILHERME;Apto;
4506381825;2025-01-02;2025-01-03;SENHOR DO BONFIM;GUILHERME;Apto;
4506382229;2025-01-03;;SENHOR DO BONFIM;GUILHERME;Apto;
4506386157;2025-01-02;2025-01-02;SENHOR DO BONFIM;GUILHERME;Apto;
4506366386;2025-01-03;2025-01-03;SENHOR DO BONFIM;JOVANIA;Apto;Apto
4506366395;2025-01-03;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506369799;2025-01-03;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506376725;2025-01-03;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506379714;2025-01-03;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506380890;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506380908;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Inapto;Deficiencia tecnica
4506381348;2025-01-03;2025-01-03;SENHOR DO BONFIM;GUILHERME;Inapto;
4506381367;2025-01-03;2025-01-03;SENHOR DO BONFIM;GUILHERME;Apto;
4506382248;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Inapto;Deficiencia tecnica
4506383235;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506384644;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506386216;2024-01-03;2025-01-03;SENHOR DO BONFIM;GUILHERME;Apto;
4506387616;2024-12-27;;SENHOR DO BONFIM;GUILHERME;Inapto;
4506388623;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Inapto;Deficiencia tecnica
4506389563;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506390027;2025-01-06;2025-01-06;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506381060;2025-01-07;;SENHOR DO BONFIM;FRANKLYN ;Numero Bloqueado;Sem retorno
4506385723;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506385725;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506385728;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506387276;2025-01-07;2025-01-07;SENHOR DO BONFIM;AMANDA;Inapto;Obra
4506392531;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506091939;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506379757;2025-01-07;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506380974;2025-01-07;2025-10-07;SENHOR DO BONFIM;GUILHERME;Inapto;Cadastro Incorreto
4506380975;2025-01-07;2025-01-07;SENHOR DO BONFIM;GUILHERME;Apto;
4506382974;2025-01-06;2025-01-06;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506383961;2025-01-08;2025-01-08;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506386269;2025-01-08;2025-01-08;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506386273;2025-01-08;2025-01-08;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506386280;2025-01-07;2024-01-07;SENHOR DO BONFIM;GUILHERME;Inapto;Obra
4506387671;2025-01-06;2025-01-06;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506390095;2025-01-07;;SENHOR DO BONFIM;GUILHERME;Aguardando Retorno;
4506390624;2025-01-07;2025-01-07;SENHOR DO BONFIM;GUILHERME;Apto;
4506352317;2025-01-09;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506365982;2025-01-06;2025-01-06;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506373614;2025-01-09;2025-01-09;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506377727;2025-01-09;2025-01-09;SENHOR DO BONFIM;AMANDA;Inapto;Deficiencia tecnica
4506380978;2025-01-07;;SENHOR DO BONFIM;GUILHERME;Aguardando Retorno;
4506381478;2025-01-09;2025-01-09;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506381482;2025-01-07;2025-01-08;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506381487;2025-01-09;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506382332;2025-01-06;2025-01-06;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506382344;2025-01-06;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506383155;2025-01-07;2025-01-07;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506384736;2025-01-07;2025-01-08;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506386324;2025-01-09;2025-01-09;SENHOR DO BONFIM;AMANDA;Inapto;Cadastro Incorreto
4506387323;2025-01-03;2025-01-03;SENHOR DO BONFIM;GUILHERME;Apto;
4506387696;2025-01-07;2025-01-08;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506387705;2025-01-08;;SENHOR DO BONFIM;GUILHERME;Aguardando Retorno;
4506379456;2025-01-06;2025-01-08;SENHOR DO BONFIM;GUILHERME;Apto;
4506383338;2025-01-10;2025-01-10;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506384790;2025-01-08;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506385841;2025-12-08;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506386340;2025-01-09;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506390143;2025-01-10;2025-01-10;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506235531;2025-01-09;;SENHOR DO BONFIM;GUILHERME;Inapto;Irregularidade do Padrao
4506363084;2025-01-09;;SENHOR DO BONFIM;GUILHERME;Inapto;Irregularidade do Padrao
4506366557;2025-01-09;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506382443;2025-01-06;2025-01-07;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506383383;2025-01-06;2025-01-06;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506383387;2025-01-10;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506385391;2025-01-10;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506385898;2025-01-10;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;Aguardando retorno cliente
4506386411;2025-01-10;2025-01-10;SENHOR DO BONFIM;JOVANIA;Inapto;Irregularidade do Padrao
4506387404;2025-01-10;2025-01-11;SENHOR DO BONFIM;JOVANIA;Apto;Apto
4506387771;2025-01-10;2025-01-11;SENHOR DO BONFIM;JOVANIA;Apto;Apto
4506388311;2025-01-10;2025-01-13;SENHOR DO BONFIM;JOVANIA;Apto;Apto
4506389204;2025-01-10;;SENHOR DO BONFIM;JOVANIA;Aguardando Retorno;
4506389769;2025-01-13;2025-01-13;SENHOR DO BONFIM;AMANDA;Apto;Apto
4506390170;2025-01-10;2025-01-10;SENHOR DO BONFIM;GUILHERME;Inapto;
4506390737;2025-01-10;2025-01-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506392631;2025-01-10;2025-01-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506393127;2024-01-10;;SENHOR DO BONFIM;GUILHERME;Apto;
4506393609;2024-01-10;;SENHOR DO BONFIM;GUILHERME;Inapto;
4506394558;2025-01-09;2025-01-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506395046;2025-01-09;2025-01-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506395067;2025-01-10;;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506335250;2025-01-09;2025-01-10;SENHOR DO BONFIM;GUILHERME;Apto;Apto
4506379863;2025-01-11;;SENHOR DO BONFIM;ANDRESSA;Aguardando Retorno;Aguardando retorno cliente
4506394154;2025-01-11;2025-01-11;SENHOR DO BONFIM;ANDRESSA;Aguardando Retorno;
4506395131;2025-01-11;2025-01-13;SENHOR DO BONFIM;ANDRESSA;Aguardando Retorno;Aguardando retorno cliente
4506376365;2025-01-11;;SENHOR DO BONFIM;ANDRESSA;Aguardando Retorno;Aguardando retorno cliente
4506388420;2025-01-15;;SENHOR DO BONFIM;AMANDA;Aguardando Retorno;Aguardando retorno cliente
4506396650;2025-01-10;2025-01-10;SENHOR DO BONFIM;JOVANIA;Inapto;Irregularidade do Padrao
