NOTA;DATA DO CONTATO;DATA DO RETORNO;MUNICIPIO;RESPONSAVEL;STATUS;CONFORMIDADE
4506703978;2025-08-01;2025-07-31;JACOBINA;CAMILO;Apto;Apto
4506717252;2025-08-01;;JACOBINA;JOAO VICTOR;Apto;Apto
4506707978;2025-08-01;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506703492;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506720016;2025-08-01;2025-08-01;VARZEA NOVA;CAMILO;Apto;Apto
4506704440;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506715797;2025-08-01;2025-07-31;CALDEIRAO GRANDE;CAMILO;Apto;Apto
4506710818;2025-08-01;;UMBURANAS;CAMILO;Aguardando retorno;
4506718634;2025-08-01;2025-08-01;JACOBINA;CAMILO;Apto;Apto
4506710369;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506716303;2025-08-01;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506708359;2025-08-01;2025-07-01;TAPIRAMUTA;CAMILO;Apto;Apto
4506713872;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506716818;2025-08-01;;OUROLANDIA;CAMILO;Aguardando retorno;
4506716823;2025-08-01;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506713454;2025-08-01;;BAIXA GRANDE;JOAO VICTOR;Apto;Apto
4506713910;2025-08-01;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506717338;2025-08-01;2025-07-31;BAIXA GRANDE;JOAO VICTOR;Apto;Apto
4506708469;2025-08-01;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506712389;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506718700;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506712398;2025-08-01;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506717329;2025-08-01;;UMBURANAS;CAMILO;Aguardando retorno;
4506722547;2025-08-01;;JACOBINA;JOAO VICTOR;Apto;Apto
4506720119;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506711497;2025-08-01;;OUROLANDIA;CAMILO;Aguardando retorno;
4506704956;2025-08-01;;MAIRI;CAMILO;Aguardando retorno;
4506710408;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506716836;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506723599;2025-08-01;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506712392;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506718184;2025-08-01;2025-07-31;OUROLANDIA;CAMILO;Apto;Apto
4506721535;2025-08-01;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506711834;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506704468;2025-08-01;2025-08-04;MIRANGABA;CAMILO;Apto;Apto
4506711457;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506711458;2025-08-01;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506715856;2025-08-01;;PIRITIBA;CAMILO;Aguardando retorno;
4506711462;2025-08-01;;MAIRI;CAMILO;Aguardando retorno;
4506719638;2025-08-01;;UMBURANAS;JOAO VICTOR;Apto;Apto
4506716359;2025-08-01;2025-08-04;JACOBINA;CAMILO;Inapto;Preparar padrao
4506708437;2025-08-01;;CAEM;CAMILO;Aguardando retorno;
4506723069;2025-08-01;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506718208;2025-08-01;;MIRANGABA;CAMILO;Aguardando retorno;
4506711841;2025-08-01;2025-07-31;VARZEA DO POCO;CAMILO;Apto;Apto
4506723073;2025-08-01;;JACOBINA;CAMILO;Aguardando retorno;
4506716368;2025-08-01;;MAIRI;CAMILO;Aguardando retorno;
4506713937;2025-08-01;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506715910;2025-08-04;2025-08-04;BAIXA GRANDE;CAMILO;Inapto;Preparar padrao
4506724054;2025-08-04;2025-08-04;JACOBINA;CAMILO;Apto;Ja realizada
4506721092;2025-08-04;2025-08-05;JACOBINA;CAMILO;Inapto;Obra
4506722594;2025-08-04;2025-08-05;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506714983;2025-08-04;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506716898;2025-08-04;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506719705;2025-08-04;;PIRITIBA;CAMILO;Aguardando retorno;
4506724057;2025-08-04;2025-08-04;SERROLANDIA;CAMILO;Apto;Apto
4506726505;2025-08-04;;SERROLANDIA;CAMILO;Aguardando retorno;
4506715906;2025-08-04;2025-08-04;BAIXA GRANDE;CAMILO;Apto;Apto
4506724042;2025-08-04;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506716886;2025-08-04;2025-08-04;PIRITIBA;CAMILO;Apto;Apto
4506723109;2025-08-04;;PIRITIBA;CAMILO;Aguardando retorno;
4506721098;2025-08-04;2025-08-05;CALDEIRAO GRANDE;CAMILO;Apto;Apto
4506719675;2025-08-04;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506717381;2025-08-04;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506723649;2025-08-04;2025-08-04;MIRANGABA;CAMILO;Inapto;Obra
4506717385;2025-08-04;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506717387;2025-08-04;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506723112;2025-08-04;;PIRITIBA;CAMILO;Aguardando retorno;
4506717776;2025-08-04;2025-08-05;MAIRI;CAMILO;Apto;Apto
4506710499;2025-08-04;;VARZEA DO POCO;CAMILO;Inapto;Preparar padrao
4506710967;2025-08-04;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506722050;2025-08-04;2025-08-04;MAIRI;CAMILO;Apto;Apto
4506722575;2025-08-04;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506716895;2025-08-04;;MAIRI;CAMILO;Aguardando retorno;
4506726506;2025-08-04;2025-08-04;PIRITIBA;CAMILO;Apto;Apto
4506713965;2025-08-04;;SAUDE;CAMILO;Aguardando retorno;
4506711886;2025-08-04;2025-08-04;JACOBINA;CAMILO;Apto;Apto
4506716422;2025-08-04;;JACOBINA;CAMILO;Aguardando retorno;
4506727018;2025-08-04;2025-08-04;JACOBINA;CAMILO;Apto;Apto
4506678305;2025-08-05;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506686953;2025-08-05;;OUROLANDIA;CAMILO;Aguardando retorno;
4506682937;2025-08-05;;CAEM;CAMILO;Aguardando retorno;
4506690812;2025-08-05;;JACOBINA;CAMILO;Aguardando retorno;
4506693372;2025-08-05;2025-08-05;CAPIM GROSSO;CAMILO;Apto;Apto
4506693894;2025-08-05;;MIRANGABA;CAMILO;Aguardando retorno;
4506705518;2025-08-05;;JACOBINA;CAMILO;Aguardando retorno;
4506691486;2025-08-05;;MIRANGABA;CAMILO;Aguardando retorno;
4506701389;2025-08-05;;MIRANGABA;CAMILO;Cadastro incompleto;Contato incorreto
4506708511;2025-08-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506708016;2025-08-05;;JACOBINA;CAMILO;Aguardando retorno;
4506710583;2025-08-05;;JACOBINA;CAMILO;Aguardando retorno;
4506714714;2025-08-05;;SERROLANDIA;CAMILO;Aguardando retorno;
4506715963;2025-08-05;;CAEM;CAMILO;Aguardando retorno;
4506722608;2025-08-05;;GAVIAO;CAMILO;Aguardando retorno;
4506722086;2025-08-05;2025-08-05;MAIRI;CAMILO;Inapto;Preparar padrao
4506720641;2025-08-05;2025-08-05;MIGUEL CALMON;CAMILO;Apto;Apto
4506724099;2025-08-05;2025-08-05;MIGUEL CALMON;CAMILO;Cadastro incompleto;Sem contato
4506719309;2025-08-05;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506729014;2025-08-05;;SERROLANDIA;CAMILO;Aguardando retorno;
4506718768;2025-08-05;2025-08-05;MAIRI;CAMILO;Apto;Apto
4506716442;2025-08-05;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506723710;2025-08-05;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506715372;2025-08-05;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506724096;2025-08-05;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506723719;2025-08-05;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506717826;2025-08-05;;SERROLANDIA;CAMILO;Aguardando retorno;
4506724568;2025-08-05;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506721142;2025-08-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506725053;2025-08-05;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506722083;2025-08-05;2025-08-05;MIGUEL CALMON;CAMILO;Inapto;Preparar padrao
4506716472;2025-08-05;2025-08-05;JACOBINA;CAMILO;Apto;Apto
4506726557;2025-08-05;2025-08-05;JACOBINA;CAMILO;Apto;Apto
4506723731;2025-08-05;2025-08-05;JACOBINA;CAMILO;Apto;Apto
4506728031;2025-08-05;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506721646;2025-08-05;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506721647;2025-08-05;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506718822;2025-08-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506722108;2025-08-05;;JACOBINA;CAMILO;Aguardando retorno;
4506132374;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506614147;2025-08-06;2025-08-06;MUNDO NOVO;CAMILO;Inapto;Preparar padrao
4506685752;2025-08-06;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506689386;2025-08-06;2025-08-06;OUROLANDIA;CAMILO;Apto;Apto
4506682896;2025-08-06;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506688987;2025-08-06;2025-08-06;VARZEA NOVA;CAMILO;Apto;Apto
4506698324;2025-08-06;;CAEM;CAMILO;Aguardando retorno;
4506700852;2025-08-06;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506698795;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506706583;2025-08-06;;JACOBINA;CAMILO;Aguardando retorno;
4506709557;2025-08-06;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506702447;2025-08-06;;UMBURANAS;CAMILO;Aguardando retorno;
4506713208;2025-08-06;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506708215;2025-08-06;;MIRANGABA;CAMILO;Aguardando retorno;
4506712805;2025-08-06;;CAEM;CAMILO;Aguardando retorno;
4506716997;2025-08-06;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506726588;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506711977;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506727085;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506724620;2025-08-06;;OUROLANDIA;CAMILO;Aguardando retorno;
4506719369;2025-08-06;;PIRITIBA;CAMILO;Aguardando retorno;
4506728539;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506720655;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506720649;2025-08-06;2025-08-06;VARZEA DA ROCA;CAMILO;Inapto;Preparar padrao
4506722110;2025-08-06;2025-08-06;PIRITIBA;CAMILO;Inapto;Preparar padrao
4506722630;2025-08-06;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506723199;2025-08-06;2025-08-06;MIGUEL CALMON;CAMILO;Inapto;Preparar padrao
4506715413;2025-08-06;2025-08-06;MIRANGABA;CAMILO;Inapto;Obra
4506723766;2025-08-06;2025-08-06;QUIXABEIRA;CAMILO;Inapto;Preparar padrao
4506711970;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506721177;2025-08-06;;JACOBINA;CAMILO;Aguardando retorno;
4506727068;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506720249;2025-08-06;2025-08-06;CALDEIRAO GRANDE;CAMILO;Inapto;Preparar padrao
4506715418;2025-08-06;2025-08-06;PIRITIBA;CAMILO;Inapto;Preparar padrao
4506723768;2025-08-06;2025-08-06;CALDEIRAO GRANDE;CAMILO;Inapto;Preparar padrao
4506722122;2025-08-06;2025-08-06;TAPIRAMUTA;CAMILO;Apto;Apto
4506728544;2025-08-06;2025-08-06;SERROLANDIA;CAMILO;Inapto;Preparar padrao
4506725564;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506725565;2025-08-06;2025-08-06;VARZEA NOVA;CAMILO;Inapto;Preparar padrao
4506725115;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506723207;2025-08-06;2025-08-06;UMBURANAS;CAMILO;Inapto;Preparar padrao
4506729075;2025-08-06;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506719374;2025-08-06;;OUROLANDIA;CAMILO;Cadastro incompleto;Sem contato
4506728558;2025-08-06;2025-08-06;CAEM;CAMILO;Inapto;Preparar padrao
4506715426;2025-08-06;2025-08-06;MUNDO NOVO;CAMILO;Inapto;Preparar padrao
4506724153;2025-08-06;2025-08-06;QUIXABEIRA;CAMILO;Apto;Apto
4506720667;2025-08-06;2025-08-06;MIRANGABA;CAMILO;Apto;Apto
4506726590;2025-08-06;2025-08-07;MIGUEL CALMON;CAMILO;Inapto;Preparar padrao
4506724156;2025-08-06;2025-08-06;OUROLANDIA;CAMILO;Inapto;Obra
4506730067;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506715436;2025-08-06;2025-08-06;JACOBINA;CAMILO;Apto;Apto
4506727093;2025-08-06;;PIRITIBA;CAMILO;Cadastro incompleto;Contato incorreto
4506719391;2025-08-06;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506724645;2025-08-06;;JACOBINA;CAMILO;Aguardando retorno;
4506730500;2025-08-06;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506726123;2025-08-06;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506724651;2025-08-06;;CAPIM GROSSO;CAMILO;Cadastro incompleto;Sem contato
4506225159;2025-08-07;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506488417;2025-08-07;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506535805;2025-08-07;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506687350;2025-08-07;2025-08-07;MUNDO NOVO;CAMILO;Apto;Apto
4506685265;2025-08-07;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506676871;2025-08-07;2025-08-07;JACOBINA;CAMILO;Apto;Apto
4506689494;2025-08-07;2025-08-07;VARZEA DO POCO;CAMILO;Inapto;Preparar padrao
4506695864;2025-08-07;2025-08-07;JACOBINA;CAMILO;Apto;Apto
4506704135;2025-08-07;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506715720;2025-08-07;;PIRITIBA;CAMILO;Aguardando retorno;
4506718936;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506725594;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506726619;2025-08-07;;MIRANGABA;CAMILO;Aguardando retorno;
4506718413;2025-08-07;;VARZEA DO POCO;CAUÊ;Inapto;Deficiencia Tecnica
4506717911;2025-08-07;;MAIRI;CAMILO;Aguardando retorno;
4506731017;2025-08-07;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506721221;2025-08-07;;UMBURANAS;CAMILO;Cadastro incompleto;Contato incorreto
4506722663;2025-08-07;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506727633;2025-08-07;;PIRITIBA;CAMILO;Cadastro incompleto;Contato incorreto
4506729108;2025-08-07;2025-08-07;SAO JOSE DO JACUIPE;CAMILO;Apto;Apto
4506720297;2025-08-07;;PIRITIBA;CAMILO;Cadastro incompleto;Contato incorreto
4506724658;2025-08-07;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506721225;2025-08-07;;OUROLANDIA;CAMILO;Aguardando retorno;
4506721227;2025-08-07;;OUROLANDIA;CAMILO;Aguardando retorno;
4506727637;2025-08-07;;OUROLANDIA;CAMILO;Aguardando retorno;
4506719427;2025-08-07;2025-08-07;SERROLANDIA;CAUÊ;Apto;
4506725595;2025-08-07;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506719861;2025-08-07;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506725597;2025-08-07;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506727642;2025-08-07;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506720306;2025-08-07;;CAEM;CAMILO;Aguardando retorno;
4506729603;2025-08-07;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506723866;2025-08-07;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506719435;2025-08-07;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506724182;2025-08-07;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506729612;2025-08-07;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506725611;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506723883;2025-08-07;;JACOBINA;CAMILO;Cadastro incompleto;Contato incorreto
4506731033;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506718455;2025-08-07;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506725185;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506725187;2025-08-07;;MAIRI;CAMILO;Aguardando retorno;
4506725186;2025-08-07;;JACOBINA;CAMILO;Aguardando retorno;
4506725188;2025-08-07;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506616002;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506681594;2025-08-08;;MIRANGABA;CAMILO;Aguardando retorno;
4506675319;2025-08-08;2025-08-08;VARZEA DO POCO;CAMILO;Inapto;Preparar padrao
4506680498;2025-08-08;2025-08-08;MIRANGABA;CAMILO;Apto;Apto
4506700783;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506705763;2025-08-08;2025-08-08;JACOBINA;CAMILO;Apto;Apto
4506704738;2025-08-08;2025-08-08;VARZEA DO POCO;CAMILO;Apto;Apto
4506710209;2025-08-08;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506706942;2025-08-08;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506719067;2025-08-08;2025-08-11;SERROLANDIA;CAMILO;Apto;Apto
4506712420;2025-08-08;;SERROLANDIA;CAMILO;Aguardando retorno;
4506732061;2025-08-08;;CAEM;CAMILO;Aguardando retorno;
4506732076;2025-08-08;;JACOBINA;CAMILO;Cadastro incompleto;Sem contato
4506730593;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506731539;2025-08-08;2025-08-11;JACOBINA;CAMILO;Apto;Apto
4506731059;2025-08-08;;MAIRI;CAMILO;Aguardando retorno;
4506729173;2025-08-08;;MIRANGABA;CAMILO;Aguardando retorno;
4506732060;2025-08-08;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506720366;2025-08-08;;SERROLANDIA;CAMILO;Aguardando retorno;
4506730556;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506723347;2025-08-08;2025-08-11;JACOBINA;CAMILO;Apto;Apto
4506725631;2025-08-08;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506731537;2025-08-08;2025-08-08;BAIXA GRANDE;CAMILO;Inapto;Preparar padrao
4506726661;2025-08-08;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506724696;2025-08-08;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506725194;2025-08-08;;UMBURANAS;CAMILO;Aguardando retorno;
4506719482;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506721281;2025-08-08;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506721785;2025-08-08;;UMBURANAS;CAMILO;Aguardando retorno;
4506719893;2025-08-08;2025-08-11;MUNDO NOVO;CAMILO;Inapto;Preparar padrao
4506729628;2025-08-08;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506721791;2025-08-08;;SERROLANDIA;CAMILO;Cadastro incompleto;Sem contato
4506731056;2025-08-08;2025-08-11;CAPIM GROSSO;CAMILO;Apto;Apto
4506725203;2025-08-08;;MUNDO NOVO;CAUÊ;Aguardando retorno;
4506718480;2025-08-08;;MUNDO NOVO;CAUÊ;Aguardando retorno;
4506726179;2025-08-08;;UMBURANAS;CAMILO;Aguardando retorno;
4506722716;2025-08-08;2025-08-11;CAPIM GROSSO;CAMILO;Apto;Apto
4506729655;2025-08-08;2025-08-11;JACOBINA;CAMILO;Apto;Apto
4506723362;2025-08-08;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506727717;2025-08-08;;PIRITIBA;CAMILO;Aguardando retorno;
4506726185;2025-08-08;;SERROLANDIA;CAUÊ;Inapto;Deficiencia Tecnica
4506733001;2025-08-08;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506722723;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506718497;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506728247;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506720746;2025-08-08;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506721315;2025-08-08;;MAIRI;CAMILO;Aguardando retorno;
4506727731;2025-08-08;;JACOBINA;CAMILO;Aguardando retorno;
4506721823;2025-08-08;;MIRANGABA;CAMILO;Aguardando retorno;
4506731089;2025-08-08;2025-08-11;BAIXA GRANDE;CAMILO;Inapto;Obra
4506726726;2025-08-08;2025-08-11;CAPIM GROSSO;CAMILO;Apto;Apto
4506504624;2025-08-11;;OUROLANDIA;CAUÊ;Aguardando retorno;
4506725203;2025-08-11;;MUNDO NOVO;CAUÊ;;
4506283161;2025-08-11;2025-08-11;CAPIM GROSSO;CAMILO;Apto;Ja realizada
4506467367;2025-08-11;2025-08-11;JACOBINA;CAMILO;Inapto;Preparar padrao
4506656888;2025-08-11;2025-08-11;TAPIRAMUTA;CAMILO;Inapto;Preparar padrao
4506686437;2025-08-11;2025-08-11;CAEM;CAMILO;Apto;Apto
4506698982;2025-08-11;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506705387;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506716073;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506718330;2025-08-11;2025-08-11;CAPIM GROSSO;CAMILO;Inapto;Preparar padrao
4506722750;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506732101;2025-08-11;;TAPIRAMUTA;CAMILO;Inapto;Religa/Reativação
4506721873;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506719930;2025-08-11;2025-08-11;TAPIRAMUTA;CAMILO;Apto;Apto
4506731094;2025-08-11;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506730597;2025-08-11;2025-08-11;OUROLANDIA;CAMILO;Inapto;Preparar padrao
4506726731;2025-08-11;2025-08-11;MIRANGABA;CAMILO;Apto;Ja realizada
4506725678;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506722757;2025-08-11;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506723390;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506722255;2025-08-11;;MIRANGABA;CAMILO;Aguardando retorno;
4506731114;2025-08-11;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506726223;2025-08-11;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506731614;2025-08-11;2025-08-11;VARZEA NOVA;CAMILO;Apto;Apto
4506721862;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506727768;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506729693;2025-08-11;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506724317;2025-08-11;2025-08-11;MIRANGABA;CAMILO;Apto;Apto
4506722273;2025-08-11;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506728280;2025-08-11;;JACOBINA;CAMILO;Aguardando retorno;
4506729700;2025-08-11;;MAIRI;CAMILO;Aguardando retorno;
4506725701;2025-08-11;2025-08-11;JACOBINA;CAMILO;Inapto;Preparar padrao
4506730622;2025-08-11;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506731628;2025-08-11;;UMBURANAS;CAMILO;Aguardando retorno;
4506731629;2025-08-11;;PIRITIBA;CAMILO;Aguardando retorno;
4506731630;2025-08-11;;PIRITIBA;CAMILO;Aguardando retorno;
4506731632;2025-08-11;2025-08-11;VARZEA DA ROCA;CAMILO;Inapto;Preparar padrao
4506727217;2025-08-11;2025-08-11;CAPIM GROSSO;CAMILO;Apto;Apto
4506721888;2025-08-11;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4505789285;2025-08-12;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506532779;2025-08-12;;MAIRI;CAMILO;Aguardando retorno;
4506686805;2025-08-12;2025-08-12;MIRANGABA;CAMILO;Apto;Apto
4506704226;2025-08-12;2025-08-12;CAPIM GROSSO;CAMILO;Apto;Apto
4506702444;2025-08-12;2025-08-12;JACOBINA;CAMILO;Apto;Apto
4506704376;2025-08-12;2025-08-12;PIRITIBA;CAMILO;Apto;Apto
4506704926;2025-08-12;;GAVIAO;CAMILO;Aguardando retorno;
4506715856;2025-08-12;2025-08-12;PIRITIBA;CAMILO;Inapto;Obra
4506721092;2025-08-12;2025-08-12;JACOBINA;CAMILO;Apto;Apto
4506716886;2025-08-12;2025-08-12;PIRITIBA;CAMILO;Inapto;Preparar padrao
4506727534;2025-08-12;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506722108;2025-08-12;2025-08-12;JACOBINA;CAMILO;Inapto;Preparar padrao
4506730654;2025-08-12;2025-08-12;CAPIM GROSSO;CAMILO;Apto;Apto
4506733605;2025-08-12;2025-08-12;JACOBINA;CAMILO;Apto;Apto
4506727805;2025-08-12;2025-08-12;JACOBINA;CAMILO;Apto;Apto
4506730310;2025-08-12;2025-08-12;MAIRI;CAMILO;Apto;Apto
4506725716;2025-08-12;2025-08-12;MIGUEL CALMON;CAMILO;Apto;Apto
4506732630;2025-08-12;2025-08-12;TAPIRAMUTA;CAMILO;Apto;Apto
4506735500;2025-08-12;2025-08-12;JACOBINA;CAMILO;Aguardando retorno;
4506724378;2025-08-12;;JACOBINA;CAMILO;Aguardando retorno;
4506727794;2025-08-12;;PIRITIBA;CAMILO;Aguardando retorno;
4506727221;2025-08-12;;UMBURANAS;CAMILO;Aguardando retorno;
4506729745;2025-08-12;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506722786;2025-08-12;2025-08-12;PIRITIBA;CAMILO;Apto;Apto
4506732148;2025-08-12;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506726280;2025-08-12;;OUROLANDIA;CAMILO;Aguardando retorno;
4506729239;2025-08-12;;MIRANGABA;CAMILO;Aguardando retorno;
4506728306;2025-08-12;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506721909;2025-08-12;;MIRANGABA;CAMILO;Aguardando retorno;
4506728307;2025-08-12;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506729255;2025-08-12;;JACOBINA;CAMILO;Aguardando retorno;
4506730268;2025-08-12;2025-08-12;SAO JOSE DO JACUIPE;CAMILO;Inapto;Preparar padrao
4506721914;2025-08-12;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506723460;2025-08-12;;MIRANGABA;CAMILO;Aguardando retorno;
4506724783;2025-08-12;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506728751;2025-08-12;;JACOBINA;CAMILO;Aguardando retorno;
4506727248;2025-08-12;;JACOBINA;CAMILO;Aguardando retorno;
