PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS 1;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;COORD;Carteira;STATUS_AUDITORIA;MOTIVO_DESCARTE
1209668;UB-CIND-RUA-F ROD BA 210-NOVO JUAZEIRO;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;MARLOS LOPES ;7.1.1.3;100%;1;3;3;08/10/2025;07/10/2025;08/10/2025;;NÃO;NÃO;;-9.458881;-40.5430434;Ver no Mapa;08/10/2025;08/10/2025;08/10/2025;09/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1173577;ER-CIND-POV-LAGOA SALITRE-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;MARLOS LOPES ;7.1.2.3;100%;1;3;3;;09/10/2025;09/10/2025;;NÃO;NÃO;;-9.5957529;-40.6042778;Ver no Mapa;07/10/2025;08/10/2025;08/10/2025;13/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1165158;IE-RUA-DO CONSELHEIRO-RURAL;EQUIPAMENTO;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;CARLOS EDUARDO;1.2.1.1.3;100%;1;3;3;;16/10/2025;17/10/2025;;SIM;NÃO;;-9.9754872;-39.4990407;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1187240;ER-CINDQD Z 10-BEM BOM;;CASA NOVA;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;OURO;PAULO JUNIOR;MANUTENÇÃO;DIEGO ALMEIDA;14.7.2.3;100%;1;3;3;;12/09/2025;12/09/2025;;SIM;;;-9.629342;-41.832579;Ver no Mapa;17/09/2025;19/09/2025;19/09/2025;19/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1231775;UB-PREF-RUA-DO JAPAO-COREIA;URGÊNCIA;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;1;1;;21/11/2025;21/11/2025;;SIM;NÃO;;-9.419390375;-40.4991534;Ver no Mapa;21/11/2025;21/11/2025;21/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1162058;ER-CIND-FAZ-MASSAYO-RURAL;;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;SOLICITAR POSTE;RODRIGUES;DOMINGOS;VICTOR BARROS;7.1.2.3;75%;1;37;;;24/11/2025;26/12/2025;;;NÃO;;-9.4555291;-40.3651228;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1199744;ER-CIND-POV-PINHOES-PINHOES ;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;0;0;;08/11/2025;15/11/2025;;NÃO;NÃO;;-9.5930566;-39.9018315;Ver no Mapa;08/11/2025;11/11/2025;11/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;GOVERNO;JUAZEIRO;NOVEMBRO;AVANÇO;LANÇAMENTO;PARCIAL;OURO;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.1.4;80%;0;66;;;19/08/2025;26/12/2025;;SIM;NÃO;;-9.454890;-40.514309;Ver no Mapa;19/08/2025;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1195929;ER-CIND-POV-TANQUE NOVO-RURAL 🕯️;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;0;0;;08/11/2025;15/11/2025;;SIM;NÃO;;-9.4881693;-39.9859078;Ver no Mapa;08/11/2025;11/11/2025;11/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1204722;ER-CIND-POV-CAPIM GROSSO-RURAL;;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;;TIRAR DA CARTEIRA;EDIE JONNES;JUAREZ;SANDRO SANTOS;14.7.3;100%;1;7;;;;;;;NÃO;;-10.3146872;-41.8565518;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1177841;IS-COEL-AV-AGUAS BELAS-MALHADA DA AREIA;INTERV SEGURANÇA;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;FRUSTOU DESLIGAMENTO;RODRIGUES;;VICTOR BARROS;8.6.3;50%;;;;;;;;;;;-9.2871692;-40.3059911;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1204112;ER-CIND-POV-DE CAPEADO-CAPEADO;;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;;;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;6;;31/10/2025;12/11/2025;14/11/2025;;;NÃO;;-9.8443662;-41.802745;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1205670;UB-CIND-AV-ENG EDGAR-UNIVERSITARIOS 🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;0;0;11/11/2025;12/11/2025;12/11/2025;;NÃO;NÃO;;-9.419093;-40.4885182;Ver no Mapa;11/11/2025;11/11/2025;11/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1209583;ER-CIND-POV-ITAPERA-RURAL SENTO SE;;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;;TIRAR DA CARTEIRA;EDIE JONNES;GISMARIO;SANDRO SANTOS;14.7.3;100%;1;2;;;;;;;NÃO;;-9.7523435;-41.9239541;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1195826;ER-CIND-RUA-03-CICERO BORGES;;SENTO SÉ;OUTUBRO;MIGRAR;VISITA PRÉVIA;;;EDIE JONNES;;SANDRO SANTOS;7.1.2.3;100%;1;4;;;06/11/2025;07/11/2025;;;NÃO;;-9.7547425;-41.8846474;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1120283;RC-CIND-AV-DR ADOLFO VIANA-CENTRO;GOVERNO;JUAZEIRO;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;;SANTIAGO;GISMARIO;CARLOS EDUARDO;8.3.2.3;50%;;45;;;04/11/2025;30/12/2025;;SIM;NÃO;;-9.4250931;-40.5049497;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1222499;AC-CIND-POV-SABIA 10-RURAL🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;;VICTOR BARROS;7.1.2.3;100%;0;0;0;;22/11/2025;22/11/2025;;NÃO;NÃO;;-9.5161659;-40.6538312;Ver no Mapa;22/11/2025;22/11/2025;22/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1200943;AC-CIND-FAZ-JURITI I-RURAL CURACA;;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;OURO;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;3;3;11/09/2025;11/09/2025;11/09/2025;26/09/2025;NÃO;NÃO;;-9.043645;-39.9484788;Ver no Mapa;25/09/2025;25/09/2025;25/09/2025;26/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1209550;ME-COEL-ET-AGUAS BELAS-MALHADA AREIA;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;EDIE JONNES;JUAREZ;VICTOR BARROS;8.2.1.3;100%;1;9;2;25/10/2025;24/10/2025;25/10/2025;;;NÃO;;-9.4622266;-40.4784266;Ver no Mapa;24/10/2025;25/10/2025;25/10/2025;27/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1202754;AC-CIND-RUA-CRISTALINA-MALHADA  🕯️;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;0;0;0;;12/11/2025;12/11/2025;;NÃO;NÃO;;-9.4402388;-40.5119868;Ver no Mapa;12/11/2025;12/11/2025;12/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1205827;IT-CIND-ROD-BR 407-DISTRITO INDUSTRIAL 🕯️;REPUTACIONAL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;0;0;0;;21/11/2025;21/11/2025;;SIM;NÃO;;-9.4656173;-40.4817206;Ver no Mapa;21/11/2025;21/11/2025;21/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1198348;ER-CIND-RUA-03-RURAL;;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;;SANDRO SANTOS;7.1.2.3;100%;1;4;;;08/11/2025;10/11/2025;;;NÃO;;-9.7547425;-41.8846474;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1186775;ER-CIND-RUA-DAS FLORES-RETIRO DE BAIXO;;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;;;EDIE JONNES;GISMARIO;SANDRO SANTOS;7.1.2.3;100%;1;2;;;18/11/2025;19/11/2025;;;NÃO;;-9.9179862;-42.0964309;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1171363;ER-CIND-SI-S O GERALDO-RURAL;;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;;SANDRO SANTOS;0;100%;1;3;;;17/11/2025;18/11/2025;;;NÃO;;-9.7891719;-41.9595363;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1221999;IT-GRUA-POV-ITAPERA 1888-RURAL;;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;;SANDRO SANTOS;;100%;1;3;;;11/11/2025;11/11/2025;;;NÃO;;-9.470451;-40.498518;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1116565;MP-CIND-POV-MALVINAS 1000-RURAL-MOD;;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;;;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;23;;;21/10/2025;25/10/2025;;;NÃO;;-10.1037102;-42.1469957;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1172245;RR - CIND - POV LAGOA DO MARY - RURAL;;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;;;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;2;17;;;27/10/2025;27/10/2025;;;NÃO;;-10.1193568;-41.6873124;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1172127;UB CIND RUA DO CASCALHO - CENTRO;;SENTO SÉ;OUTUBRO;MIGRAR;LOCADA;;;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.1.3;100%;1;1;;30/10/2025;10/11/2025;10/11/2025;;;NÃO;;-9.8360102;-41.7652151;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1195222;UB-CIND-RUA-02 QSA S 19-VILA S O JOAQUIM;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.1.3;100%;1;3;;11/09/2025;11/09/2025;12/09/2025;;SIM;NÃO;;-9.4702329;-40.7949487;Ver no Mapa;17/09/2025;18/09/2025;18/09/2025;;;JUAZEIRO;2025-09-01;Consolidado;N/A
994094;MP-CIND-POV LAGOA DO BENEDITO- LAGOA;REPUTACIONAL;PILÃO ARCADO;NOVEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;CARRETA DE POSTE DESCARREGADA;SANTIAGO;JACSON;;14.7.3;50%;19;81;;;;;;;NÃO;;-9.9189224;-42.7500441;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1201007;AC-CIND-RUA-S 1-CENTRO-PILAO ARCADO;PRIORIDADE PLANO ANEEL;PILÃO ARCADO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;2 EQUIPE PARA ESSE DESLIGAMENTO;PAULO JUNIOR;FERNANDO;MARLOS LOPES ;7.1.1.3;100%;;2;2;;13/11/2025;27/11/2025;;NÃO;NÃO;;-10.0009;-42.4794;Ver no Mapa;13/11/2025;27/11/2025;27/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1209983;AC-CIND-RUA-05 QDA N 22-VILA SAO JOAQUIM;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.1.3;100%;1;3;;16/09/2025;15/09/2025;16/09/2025;;SIM;NÃO;;-9.4673387;-40.7933262;Ver no Mapa;16/09/2025;18/09/2025;18/09/2025;18/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1185166;AC-CIND-FAZ-SÃO JOAQUIM-RURAL;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;3;;20/09/2025;19/09/2025;20/09/2025;;NÃO;NÃO;;-9.4627287;-40.8772378;Ver no Mapa;20/09/2025;30/9/2025;30/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1229394;ER-CIND-POV-PEDRA BRANCA-RURAL;QLP;CURAÇÁ;DEZEMBRO;A PROGRAMAR;NÃO INICIADA;A SOLICITAR;;;;CARLOS EDUARDO;7.1.2.3;100%;17;4;;;16/12/2025;16/12/2025;;;NÃO;;-8.710615;-39.439593;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;QLP;PILÃO ARCADO;NOVEMBRO;AVANÇO;LANÇAMENTO;PARCIAL;;PAULO JUNIOR;AILTON;MARLOS LOPES ;7.1.2.3;100%;65;416;;;;30/10/2025;;SIM;NÃO;;-9.9331343;-42.9012232;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1146807;NT-RECOND-SBO-01S4-D134830-Q023936;EQUIPAMENTO;SOBRADINHO;OUTUBRO;MIGRAR;EQUIPAMENTO;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.1;100%;1;2;;;29/10/2025;30/10/2025;29/10 Á 30/10;SIM;NÃO;;-9.5366625;-40.9057719;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1127877;ER-CIND-POV-CURACA-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;MARLOS LOPES ;7.1.2.3;100%;1;2;2;;27/10/2025;27/10/2025;27/10/2025;SIM;NÃO;;-9.1338841;-39.9841666;Ver no Mapa;14/10/2025;18/10/2025;20/10/0205;20/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1212958;AC-CIND-POV-PROJETO CURACA-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;MARLOS LOPES ;7.1.2.3;100%;1;2;2;27/10/2025;27/10/2025;27/10/2025;;;NÃO;;-9.1813549;-40.0585027;Ver no Mapa;27/10/2025;27/10/2025;27/10/2025;28/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1209467;UB-CCOL-RUA-MERCADO PRODUTOR-T  NEVES;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;VICTOR BARROS;;100%;1;2;2;;29/10/2025;29/10/2025;;SIM;NÃO;;;;Ver no Mapa;29/10/2025;29/10/2025;29/10/2025;30/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1058100;AC-CIND-POV-PONTA DA SERRA-RURAL;PRIORIDADE PLANO ANEEL;REMANSO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RUBEM;RUBEM;MARLOS LOPES ;7.1.2.3;100%;59;380;427;;03/11/2025;07/11/2025;;;NÃO;;-9.39231;-42.193;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1145935;AC CIND FAZ NOVA TABUA (REGUL. FV) RURAL;QLP;REMANSO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;JORGE;JORGE;MARLOS LOPES ;14.7.2;100%;15;62;47;;;20/11/2025;;NÃO;NÃO;;-9.4735;-42.2502;Ver no Mapa;22/10/2025;03/11/2025;03/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1195623;RR-CIND-POV-ARUEIRA-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;CONCLUIDO;GISMARIO E JUAREZ/ ADC;EDIE JONNES;GISMARIO;MARLOS LOPES ;7.1.2.3;100%;1;2;2;15/10 E 31/10;15/10/2025;30/10/2025;;;NÃO;;-9.1132413;-40.1270647;Ver no Mapa;15/10/2025;30/10/2025;30/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1173964;RR-CIND-POV-SALINA GRANDE-RURAL;JUDICIAL;REMANSO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;OURO;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;100%;36;227;234;;;20/11/2025;;;NÃO;;-9.41902;-41.9204;Ver no Mapa;17/07/2025;25/11/2025;25/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1228694;REDE PEDAGOGICA REMANSO (COELBA);COELBA;REMANSO;NOVEMBRO;AVANÇO;ESCAVAÇÃO;PARCIAL;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;;100%;;;;;10/11/2025;21/11/2025;;NÃO;SIM;;-9.6277730;-42.081040;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1210327;ER-CIND-POV-CAITITUS-CAITITUS;;UAUÁ;OUTUBRO;AVANÇO;ESCAVAÇÃO;;;SANTIAGO;;CARLOS EDUARDO;7.1.2.3;100%;1;20;;;28/10/2025;;;;SIM;;-9.9312168;-39.3249672;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1218769;ME-COEL-POV-AZULAO-ALTO DA BELA VISTA;EQUIPAMENTO;REMANSO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;VIA E-MAIL;;ANDERSON;PEDRO LINO;MARLOS LOPES ;8.2.2.3;100%;0;6;6;;10/11/2025;15/11/2025;;SIM;NÃO;;-9.482037;-43.396138;Ver no Mapa;17/11/2025;28/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1211868;ER-CIND-POV-SALGADINHA-SALGADINHA;;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;DIEGO ALMEIDA;7.1.2.3;100%;1;2;2;;21/10/2025;21/10/2025;;NÃO;SIM;;-9.7731554;-40.9472304;Ver no Mapa;21/10/2025;21/10/2025;21/10/2025;22/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1128536;MP-CCOL-POV-XIQUE XIQUE-RURAL;;CASA NOVA;SETEMBRO;EM EXECUÇÃO;IMPLANTAÇÃO;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.4.12.1;70%;;166;;;07/08/2025;31/10/2025;;;SIM;;-9.6263923;-41.838502;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1173811;ER-CIND-FAZ-LAPAO-RURAL;;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;GISMARIO / JUAREZ;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;2;2;;22/10/2025;22/10/2025;;SIM;SIM;;-9.810783;-39.600581;Ver no Mapa;22/10/2025;22/10/2025;22/10/2025;24/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1195081;EQ COEL ROD BR 324 RURAL;EQUIPAMENTO;REMANSO;NOVEMBRO;MIGRAR;EQUIPAMENTO;PARCIAL;;ANDERSON;PEDRO LINO;MARLOS LOPES ;7.1.2.3;100%;1;2;;;26/11/2025;27/11/2025;;SIM;NÃO;;-9.6019523;-42.0840707;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1063289;AC-CIND-FAZ-S O JOSE-RURAL 📸;QLP;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;IVONALDO;JUAREZ;CARLOS EDUARDO;7.1.1.3;100%;0;3;;;17/12/2025;17/12/2025;;;NÃO;;-9.1907879;-40.0569772;Ver no Mapa;15/12/2025;15/12/2025;15/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1232883;UB-CIND-LOT-SALVADOR PEREIRA LIMA-SALVAD;OBRAS ÁGEIS;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;A SOLICITAR;;MICHEL;;;7.1.1.3;100%;3;1;;;15/12/2025;16/12/2025;;;NÃO;;-8.9968976;-39.8994757;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1107206;AC-CIND-CJN-PROJETO-CURACA 📸;QLP;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;0;0;;04/12/2025;04/12/2025;;;NÃO;;-9.1174707;-40.0885124;Ver no Mapa;04/12/2025;04/12/2025;04/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1214081;UB-CIND-RUA-3-PALMARES;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;não finalizada no prazo por falta de material;IVONALDO;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;3;;04/12/2025;04/12/2025;04/12/2025;;;NÃO;;-9.4221055;-40.5236038;Ver no Mapa;04/12/2025;20/12/2025;20/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1225098;ME-COEL-REATOR PG B707030-RMN-09X3;EQUIPAMENTO;REMANSO;NOVEMBRO;AVANÇO;EQUIPAMENTO;VIA E-MAIL;;ANDERSON;PEDRO LINO;MARLOS LOPES ;8.2.2.3;50%;0;6;;;17/11/2025;21/11/2025;;SIM;NÃO;;-9.514847;-43.309865;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1145786;AC CIND POV XIQUE XIQUE RURAl;;CASA NOVA;SETEMBRO;EM EXECUÇÃO;NÃO INICIADA;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;20%;18;29;;;22/09/2025;30/09/2025;;;;;-9.1657286;-41.3927492;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1141807;ER-CIND-POV-ENTRONCAMENTO-RECREIO;;CASA NOVA;SETEMBRO;CONCLUÍDA;CONCLUÍDA;; 3 EQUIPES ADC;SANTIAGO;FERNANDO;SANDRO SANTOS;7.1.2.3;100%;;2;2;10/09/2025;10/09/2025;26/09/2025;;NÃO;SIM;;-9.318951;-41.123503;Ver no Mapa;10/09/2025;29/09/2025;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;;CASA NOVA;SETEMBRO;EM EXECUÇÃO;IMPLANTAÇÃO;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;25%;141;394;;;;;;;;;-9.335318;-41.8057884;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;;CASA NOVA;SETEMBRO;EM EXECUÇÃO;NÃO INICIADA;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.2.3;10%;25;541;;;;;;;;;-9.1112573;-41.3759639;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1206677;RR CIND FZ MACHADO PINHOES;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;INICIAR ESCAVAÇÃO 09/09;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;2;;;16/09/2025;16/09/2025;;SIM;NÃO;;-9.5913002;-39.8762128;Ver no Mapa;23/09/2025;23/09/2025;23/09/2025;23/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1182387;ER-CIND-FAZ-TOGUEMBURGO-SANTANA RURAL;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;2;2;06/03/2025;06/09/2025;06/09/2025;;NÃO;NÃO;;-9.525592;-40.7644843;Ver no Mapa;06/09/2025;11/09/2025;11/09/2025;12/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1212274;ER-CIND-POV-LAGOA GRANDE 9999-RURAL;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;14.7.2.3;100%;;2;2;06/09/2025;06/09/2025;06/09/2025;;SIM;NÃO;;-9.5719662;-40.7752113;Ver no Mapa;06/09/2025;11/09/2025;12/09/2025;12/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;;CURAÇÁ;SETEMBRO;MIGRAR;EQUIPAMENTO;;OURO MUDANÇA DE LOCALIDADE;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;4;;;03/09/2025;05/09/2025;26/09/2025;SIM;;;-9.055737;-39.9652039;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1215350;AC-GOVE-RUA-7 DE SETEMBRO-CENTRO;;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.1.3;100%;1;2;2;16/09/2025;16/09/2025;16/09/2025;;SIM;NÃO;;-10.0114557;-39.4956916;Ver no Mapa;16/09/2025;16/09/2025;16/09/2025;16/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
