PROJETO_FATO;Carteira;COORD;TÍTULO;MUNICIPIO;STATUS;CLIET.;PSTP;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVNP;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;TITULO;CRITERIO;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;RESPONSÁVEL;CLIENTE;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERG. INFORMADA;OBS.1
0237059;01/01/2025;JUAZEIRO;MP-CCOL-POV DESTERRO-CAIÇARA-RURAL;CASA NOVA;LV APENAS;66;733;367;;;PLANO 14;50%;01/01/2025;31/03/2025;JORGE;JORGE;DIEGO;-9,31621797;-41,81448;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093655;01/01/2025;JUAZEIRO;AL - GRUA - FAZ. BAIXA - RURAL;JUAZEIRO;EM EXECUÇÃO;0;188;141;;;PLANO 7;100%;13/01/2025;28/02/2025;CARLOS / PAULO;SANTIAGO;VICTOR;-9,5502028;-40,5219799;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097831;01/01/2025;JUAZEIRO;ER-CIND-POV-TAPARICA-RURAL;JUAZEIRO;LV;1;3;3;;;PLANO 7;100%;10/01/2025;18/01/2025;GERALDO;EDIE JONNES;CARLOS EDUARDO;-9,10517;-40,275412;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108281;01/01/2025;JUAZEIRO;ER-CIND-POV-PAUDARCO-MUQUEM;JUAZEIRO;EXT BT;1;8;8;;;PLANO 14;100%;13/01/2025;25/01/2025;GERALDO;EDIE JONNES;CARLOS EDUARDO;-9,287844172;-39,96277385;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125306;01/01/2025;JUAZEIRO;RR-SEIN-RUA-JOSE CARLOS-PEDRA GRANDE;UAUÁ;POSSIVEL DL MT 7 UCS;1;38;38;;;PLANO 14;100%;15/01/2025;30/01/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,919625;-39,542327;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115260;01/01/2025;JUAZEIRO;AC-CIND-RUA-PADRE JOAO FRE-CENTRO;PILÃO ARCADO;PES REMAT;1;4;4;;;PLANO 7;100%;18/01/2025;31/01/2025;DOMINGOS;PAULO JUNIOR / RODRIGUES;DIEGO;-10,000539;-42,480473;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043511;01/01/2025;JUAZEIRO;MP-CCOL-POV-SANTA RITA-RURAL;CASA NOVA; POSSIVEL DL MT 21 UCS;2;30;30;;;PLANO 14;100%;01/10/2025;28/01/2025;DANIEL;PAULO JUNIOR / RODRIGUES;DIEGO;-9,023164033;-40,92362632;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1135698;01/01/2025;JUAZEIRO;MP CIND POV LAGOA CANAFISTA RURAL;PILÃO ARCADO;POSSIVEL DL MT 5 UCS;19;47;47;;;PLANO 14;100%;13/01/2025;29/01/2025;DOMINGOS;PAULO JUNIOR / RODRIGUES;DIEGO;-10,01191718;-42,54126269;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077021;01/01/2025;JUAZEIRO;ER-CIND-FAZ-MACAMBIRA 52-RURAL;CURAÇÁ;EXT BT;1;6;6;;;PLANO 14;100%;10/01/2025;17/01/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,979004;-39,840509;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090457;01/01/2025;JUAZEIRO;MP-CIND-POV-TRAIRAS-RURAL;SENTO SÉ;PG+ENCABÇ (LV);1;14;14;;;PLANO 7;100%;13/01/2025;28/01/2025;FABIO;SANTIAGO;SANDRO;-9,839898;-41,660409;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124543;01/01/2025;JUAZEIRO;LD - CIND - FAZ RANCHO VELHO - RURAL;JUAZEIRO;POSSIVEL DL MT 10 UCS;1;7;7;;;PLANO 14;100%;13/01/2025;22/01/2025;PEPEU;EDIE JONNES / ANDERSON;CARLOS EDUARDO;-9,480355;-40,14202;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171632;01/01/2025;JUAZEIRO;ER-CIND-FAZ-BEIRA RIO-SANTA TEREZINHA;UAUÁ;EXT BT;2;16;16;;;PLANO 7;100%;15/01/2025;25/01/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-10,021087;-39,258733;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153137;01/01/2025;JUAZEIRO;ER-CCOL-SI-FELICIANO-FELICIANO;UAUÁ;POSSIVEL DL MT 6 UCS;6;31;31;;;PLANO 7;100%;15/01/2025;30/01/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,853718;-39,434687;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111815;01/01/2025;JUAZEIRO;LD - CIND - FAZ VERMELHO - RURAL;JUAZEIRO;DESLIG BT;2;16;16;;;PLANO 14;100%;13/01/2025;29/01/2025;GERALDO;EDIE JONNES;CARLOS EDUARDO;-9,290996;-39,917513;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122163;01/01/2025;JUAZEIRO;ER-CIND-POV-TOME 11-RURAL;JUAZEIRO;SEM ACESSO;1;6;6;;;PLANO 14;100%;10/01/2025;15/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,433107;-40,284259;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1127953;01/01/2025;JUAZEIRO;MP-SEIN-FAZ-BOQUEIRAO 1800 --W-RURAL;CURAÇÁ;POSSIVEL DL MT 25 UCS (PG+ENCABÇ);9;71;36;;;PLANO 14;50%;10/01/2025;15/02/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,9086063;-39,8259879;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085090;01/01/2025;JUAZEIRO;AL-01V2-NOVA TOURÃO-CONSTRUÇÃO (ITEM 2);JUAZEIRO;NÃO INICIADA;0;41;;;;;75%;01/01/2025;28/02/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103386;01/01/2025;JUAZEIRO;ER-CIND-SI-MORADA NOVA-RURAL SISTEMA MAN;JUAZEIRO;EXT BT;1;7;7;;;PLANO 14;100%;13/01/2025;22/01/2025;GERALDO;EDIE JONNES;VICTOR;-9,2609408;-40,2261639;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123817;01/01/2025;JUAZEIRO;ER CIND POV POÇO DE DENTRO RURAL CRC;CURAÇÁ;LV;1;8;8;;;PLANO 14;100%;10/01/2025;23/01/2025;EMERSON;EMERSON;CARLOS EDUARDO;-9,6221324;-39,7727407;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085374;01/01/2025;JUAZEIRO;AL-01V3-NOVA TOURÃO-CONSTRUÇÃO ITEM 1, 2;JUAZEIRO;NÃO INICIADA;0;10;;;;;75%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115227;01/01/2025;JUAZEIRO;ER-CIND-POV-SITIO FORMOSO-SITIO FORMOSO;CAMPO ALEGRE DE LOURDES;LV;1;12;12;;;PLANO 7;100%;13/01/2025;30/01/2025;AILTON;PAULO JUNIOR / RODRIGUES;DIEGO;-9,734801;-43,19299;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085227;01/01/2025;JUAZEIRO;AL - 01V4 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;NÃO INICIADA;0;2;;;;;75%;01/01/2025;28/02/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045844;01/01/2025;JUAZEIRO;AC-CCOL-POV.ENTRONCAMENTO-REG.FV-RURAL;CASA NOVA;LV+LM;15;40;20;;;PLANO 7;50%;12/01/2025;31/01/2025;JORGE;JORGE;DIEGO;-9,306105312;-41,15838127;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131422;01/01/2025;JUAZEIRO;LD - CIND POV  LAGEDO - RURAL;SENTO SÉ;pes 5847, oc 86180 - 23/01;1;1;0;;;PLANO 7;100%;13/01/2025;15/01/2025;FABIO;SANTIAGO;SANDRO;-10,261539;-41,294504;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003084;01/01/2025;JUAZEIRO;IT-CIND-FAZ-JURITI-RURAL;CURAÇÁ;VERIFICAR NOTA;0;1;1;;;PLANO 7;100%;;;EMERSON;EMERSON;CARLOS EDUARDO;-9,0490943;-39,9517277;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157071;01/01/2025;JUAZEIRO;ER-CIND-POV-JUREMAL-RURAL;JUAZEIRO;EXT BT;1;2;2;;;PLANO 14;100%;10/01/2025;13/01/2025;PEPEU;EDIE JONNES / ANDERSON;EDVALDO;-9,729372;-40,36558;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148050;01/01/2025;JUAZEIRO;IE-REGULADOR SE:CNN ALIM:01C3-RURAL;CASA NOVA;LV+LM;0;2;2;;;PLANO 8;100%;01/01/2025;31/01/2025;DANIEL;PAULO JUNIOR / RODRIGUES;DIEGO;-9,1847286;-41,0068512;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1130857;01/01/2025;JUAZEIRO;RC-CIND-RUA-JOAQUIM CARDOSO 571-CENTRO;UAUÁ;pes 3540, oc 85910 - 23/01;1;1;2;;;PLANO 8;100%;14/01/2025;15/01/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,840855;-39,481041;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137653;01/01/2025;JUAZEIRO;AC-CIND-FAZ-PROJETO CURACA-RURAL;JUAZEIRO;LM PG E LV ENCABÇ;2;2;2;;;PLANO 7;100%;13/01/2025;23/01/2025;GERALDO;EDIE JONNES;EDVALDO;-9,122282;-40,090877;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112593;01/01/2025;JUAZEIRO;UB-CIND-RUA-NOSSA S  DE NAZARE-PALMARES;JUAZEIRO;pes 3678, oc 87207 - 23/01;16;9;9;;;PLANO 7;100%;13/01/2025;28/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,433927;-40,523223;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143605;01/01/2025;JUAZEIRO;ER-CIND-POV-CALDEIRAO DA ONCA-CAMPO GRAN;PILÃO ARCADO;NÃO INICIADA;1;1;;;;;100%;30/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136433;01/01/2025;JUAZEIRO;ER-CIND-POV-JAZIDA-RURAL;JUAZEIRO;EXT BT;1;6;6;;;PLANO 14;100%;10/01/2025;18/01/2025;GERALDO;EDIE JONNES;VICTOR;-9,240037101;-40,2438927;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1142928;01/01/2025;JUAZEIRO;RR-CIND-FAZ-LAGOS-RURAL;CURAÇÁ;pes 4209, oc 88812 - 24/01;0;1;1;;;PLANO 7;100%;13/01/2025;18/01/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,8179616;-39,832914;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084183;01/01/2025;JUAZEIRO;RR-CCOL-RCL-POV-DE LAJES-LAJES;JUAZEIRO;DL BT(APENAS SECCIONAR);75;55;55;;;PLANO 7;50%;13/01/2025;22/02/2025;JUAREZ;SANTIAGO;SANDRO;-9,479125;-40,506838;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149341;01/01/2025;JUAZEIRO;RR-SEIN-RUA-DO CEMITERIO-RETIRO DE CIMA;SENTO SÉ;LV;18;24;24;;;PLANO 7;100%;13/01/2025;30/01/2025;FABIO;SANTIAGO;SANDRO;-9,980689652;-42,1290698;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151682;01/01/2025;JUAZEIRO;UB-CIND-RUA-B-CENTRO;JUAZEIRO;LV+LM;45;7;7;;;PLANO 7;100%;13/01/2025;29/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,438884;-40,502059;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157330;01/01/2025;JUAZEIRO;ER-CIND-SI-SOCORRO-CHACARAS UNIDAS;JUAZEIRO;EXT BT;1;6;0;;;PLANO 14;100%;13/01/2025;24/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,513265;-40,43766;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160450;01/01/2025;JUAZEIRO;RR-CIND-FAZ-DUNAS-RURAL;CURAÇÁ;pes 5057, oc 87233 - 23/01;1;1;1;;;PLANO 7;100%;14/01/2025;20/01/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,9442269;-39,8760226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090033;01/01/2025;JUAZEIRO;MP-CIND-RUA DANTA CATARINA BAZUCA-RURAL;SENTO SÉ;POSSIVEL DL MT 4 UCS;1;22;22;;;PLANO 14;100%;13/01/2025;28/01/2025;FABIO;SANTIAGO;SANDRO;-9,801903;-41,554951;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106668;01/01/2025;JUAZEIRO;ER-PREF-POV-CANAL DA BATATEIRA-RURAL;SOBRADINHO;LV+LM;1;1;1;;;PLANO 7;100%;13/01/2025;18/01/2025;FERNANDO;PAULO JUNIOR / RODRIGUES;SANDRO;-9,504162;-40,84397;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165337;01/01/2025;JUAZEIRO;RC-CIND-AV-DA POUSADA-NOBRE;UAUÁ;pes 2220, oc 82931 - 22/01;0;2;2;;;PLANO 8;100%;20/01/2025;22/01/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,834556023;-39,48345248;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164126;01/01/2025;JUAZEIRO;ER-CIND-POV-ALTO MULUNGU-RURAL;SENTO SÉ;POSSIVEL DL 21 UCS (6 VIP 8);1;7;7;;;PLANO 7;100%;13/01/2025;25/01/2025;FABIO;SANTIAGO;SANDRO;-9,704572;-41,293141;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115402;01/01/2025;JUAZEIRO;AC-GRUA-AV-DES OUVALDO-CENTRO;SENTO SÉ;DL MT;0;1;1;;;PLANO 7;100%;13/01/2025;10/01/2025;FABIO;SANTIAGO;SANDRO;-9,744120357;-41,89289758;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143104;01/01/2025;JUAZEIRO;IT-CIND-CEMCO-REMANSO;REMANSO;LV+LM;0;1;1;;;PLANO 7;100%;13/01/2025;25/01/2025;AILTON;PAULO JUNIOR / RODRIGUES;DIEGO;-9,683899;-42,252442;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1167687;01/01/2025;JUAZEIRO;RC-CIND-RUA-J SEABRA-CENTRO CAMPO;CAMPO ALEGRE DE LOURDES;10/01;0;2;2;;;PLANO 8;100%;08/01/2025;10/01/2025;AILTON;PAULO JUNIOR / RODRIGUES;DIEGO;-9,516134645;-43,0082721;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157017;01/01/2025;JUAZEIRO;ER-CIND-POV-MARRUA-RURAL;JUAZEIRO;DL BT;1;0;0;;;PLANO 7;100%;13/01/2025;21/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,7641693;-40,6022083;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103577;01/01/2025;JUAZEIRO;MP CIND FAZ SOSSEGO CACIMBA DOS PANDUS;JUAZEIRO;DESLIG MT;1;14;14;;;;100%;01/01/2025;08/01/2025;PAULO;SANTIAGO;VICTOR COSTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085504;01/01/2025;JUAZEIRO;AL - 01V1 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;NÃO INICIADA;0;19;;;;;100%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015820;01/01/2025;JUAZEIRO;IT-GOVE-RUA-QUADRA N 24-VILA S O JOAQUIM;SOBRADINHO;CONCLUIDA;0;144;155;;;;100%;01/01/2026;30/01/2025;;;SANDRO DUARTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172946;01/01/2025;JUAZEIRO;IE-REGULADOR-RMN-09X1-Q076477;PILÃO ARCADO;LM+LV;0;2;2;;;PLANO 8;100%;31/01/2025;29/01/2025;DOMINGOS;PAULO JUNIOR / RODRIGUES;DIEGO;-9,997571;-42,445933;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062389;01/01/2025;JUAZEIRO;LD - CIND POV. LAGES VELHA - RURAL;REMANSO;NÃO INICIADA;1;13;;;;;100%;13/01/2025;31/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125533;01/01/2025;JUAZEIRO;MP CIND FAZ NOVA TABUA RURAL;REMANSO;CONCLUIDA;1;2;2;;;;100%;01/01/2025;08/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149164;01/01/2025;JUAZEIRO;RR-CIND-POV-SALINA DA BRICA 3437 --H-URB;CASA NOVA;CONCLUIDA;1;11;11;;;;100%;01/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151932;01/01/2025;JUAZEIRO;ER-CIND-POV-SANTA RITA -SANTA;CURAÇÁ;CONCLUIDA;3;15;15;;;;100%;01/01/2025;08/01/2025;;;CARLOS EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117684;01/01/2025;JUAZEIRO;LD - CIND - SIT BOM CONSELHO - RURAL;JUAZEIRO;CONCLUIDA;5;13;13;;;;100%;01/01/2025;08/01/2025;;;VICTOR COSTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152313;01/01/2025;JUAZEIRO;ER-CCOL-POV-CURRAL VELHO-RURAL;CURAÇÁ;ALTERAR PROJETO B-1177891;2;10;10;;;;100%;01/01/2025;08/01/2025;;;CARLOS EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088197;01/01/2025;JUAZEIRO;AL - 01V5 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;NÃO INICIADA;0;27;;;;;100%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088191;01/01/2025;JUAZEIRO;AL - 01V8 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;NÃO INICIADA;0;3;;;;;100%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149197;01/01/2025;JUAZEIRO;ER-CIND-FAZ-CAMPO LARGO-RURAL-TABULEIRO;REMANSO;NÃO INICIADA;1;4;;;;;100%;13/01/2025;25/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157379;01/01/2025;JUAZEIRO;RS-COEL-SAIDA AL NOVA TOURAO;JUAZEIRO;NÃO INICIADA;0;0;;;;;100%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157282;01/01/2025;JUAZEIRO;AL 06-NOVA TOUR O - CONSTRU  O 1 3;JUAZEIRO;NÃO INICIADA;0;1;;;;;100%;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035173;01/01/2025;JUAZEIRO;ER-CIND-POV-MALHADINHA-RURAL;REMANSO;PENDENTE LV;1;3;3;;;;100%;13/01/2025;22/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146821;01/01/2025;JUAZEIRO;ER-CIND-POV-CURRAL VELHO-RURAL;CURAÇÁ;CONCLUIDA;1;2;2;;;;100%;01/01/2025;07/01/2025;;;CARLOS EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;01/01/2025;JUAZEIRO;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;NÃO INICIADA;0;66;17;;;PLANO 7;25%;13/01/2025;30/04/2025;GISMARIO;EDIE JONNES;VICTOR;-9,4486895;-40,5232215;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131135;01/01/2025;JUAZEIRO;EQ-CIND-ROD-JUAZEIRO CURACA-RURAL;JUAZEIRO;NÃO INICIADA;0;3;;;;;100%;01/01/2025;31/01/2025;;;VICTOR COSTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161869;01/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO -RURAL;JUAZEIRO;REGULADOR LM+LV;0;4;4;;;PLANO 7;100%;15/01/2025;29/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,475;-40,428328;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182070;01/01/2025;JUAZEIRO;IE-BC AUTOMATICO-RMN-01Z1-B781463;REMANSO;CONCLUIDA;0;0;0;;;;100%;08/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182052;01/01/2025;JUAZEIRO;IE-BC AUTOMATICO-RMN-01Z2-B000000;REMANSO;CONCLUIDA;0;0;0;;;;100%;08/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182027;01/01/2025;JUAZEIRO;IE-BC AUTOMATICO-RMN-01Z2-B781464;REMANSO;CONCLUIDA;0;1;1;;;;100%;10/01/2025;22/01/2025;;;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161619;01/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO-RURAL;JUAZEIRO;RL - LV+LM;1;1;1;;;PLANO 7;100%;15/01/2025;30/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,372143;-40,349066;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113349;01/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA SALITRE-LAGOA;JUAZEIRO;PENDENTE LV;8;4;4;;;PLANO 14;100%;;;FABIO;SANTIAGO;VICTOR;-9,4910748;-40,63034;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123063;01/01/2025;JUAZEIRO;ER-CIND-POV-ANGICO DOS DIAS-ANGICO;CAMPO ALEGRE DE LOURDES;  ;1;4;4;;;;100%;;;DOMINGOS;PAULO JUNIOR;DIEGO;-9,349527;-43,4020049;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070825;01/01/2025;JUAZEIRO;AC-PREF-RUA-LAGOA DE PEDRA -LAGOA DE PED;CAMPO ALEGRE DE LOURDES;CONCLUIDA;1;1;1;;;;100%;;;DOMINGOS;PAULO JUNIOR;DIEGO;-9,748747;-42,8311133;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0237059;02/01/2025;JUAZEIRO;MP-CCOL-POV DESTERRO-CAIÇARA-RURAL;CASA NOVA;AVANÇO;66;733;;;;PLANO 14;60%;01/02/2025;31/03/2025;JORGE;JORGE;DIEGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040604;02/01/2025;JUAZEIRO;MP-CCOL-POV DESENGANO-RURAL;SENTO SÉ;AVANÇO;32;278;;;;PLANO 14;20%;17/02/2025;30/03/2025;EMERSON;EMERSON;SANDRO;-9,7533815;-41,8857659;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093655;02/01/2025;JUAZEIRO;AL - GRUA - FAZ. BAIXA - RURAL;JUAZEIRO;MIGRAR;0;188;;;;PLANO 7;100%;01/02/2025;22/02/2025;PAULO / CARLOS;SANTIAGO;VICTOR;-9,5502028;-40,5219799;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1015820;02/01/2025;JUAZEIRO;IT-GOVE-RUA-QUADRA N 24-VILA S O JOAQUIM;SOBRADINHO;CONCLUIDA;0;155;;;;;100%;;;JUAREZ;SANTIAGO;SANDRO DUARTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1127953;02/01/2025;JUAZEIRO;MP-SEIN-FAZ-BOQUEIRAO 1800 --W-RURAL;CURAÇÁ;ENTREGA;9;71;;;;PLANO 14;100%;03/02/2025;28/02/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,9086063;-39,8259879;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;02/01/2025;JUAZEIRO;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;AVANÇO;0;66;;;;PLANO 7;50%;15/02/2025;31/05/2025;GISMARIO;EDIE JONNES;VICTOR;-9,46663;-40,4997943;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084183;02/01/2025;JUAZEIRO;RR-CCOL-RCL-POV-DE LAJES-LAJES;JUAZEIRO;AVANÇO;75;55;;;;PLANO 7;50%;17/02/2025;31/03/2025;JUAREZ;EDIE JONNES;VICTOR;-9,4790867;-40,5060819;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085090;02/01/2025;JUAZEIRO;AL-01V2-NOVA TOURÃO-CONSTRUÇÃO (ITEM 2);JUAZEIRO;MIGRAR;0;41;;;;PLANO 8;100%;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045844;02/01/2025;JUAZEIRO;AC-CCOL-POV.ENTRONCAMENTO-REG.FV-RURAL;CASA NOVA;ENTREGA 26/02;15;40;;;;PLANO 7;100%;10/02/2025;25/02/2025;JORGE;JORGE;DIEGO;-9,29959;-41,1599821;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125306;02/01/2025;JUAZEIRO;RR-SEIN-RUA-JOSE CARLOS-PEDRA GRANDE;UAUÁ;ENTREGA;1;38;;;;PLANO 14;100%;13/02/2025;27/02/2025;MAURICIO ;EDIE JONNES;CARLOS EDUARDO;-9,919625;-39,542327;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024582;02/01/2025;JUAZEIRO;ER CIND POV MALHADA DA AREIA RURAL;JUAZEIRO;AVANÇO;1;35;;;;PLANO 14;50%;17/02/2025;27/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,5731822;-40,1167404;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173118;02/01/2025;JUAZEIRO;ER-CIND-FAZ-SERRA BRANCA-RURAL-SENTO SE;SENTO SÉ;AVANÇO;1;31;;;;PLANO 14;50%;25/02/2025;31/03/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-10,550458;-41,847607;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043511;02/01/2025;JUAZEIRO;MP-CCOL-POV-SANTA RITA-RURAL;CASA NOVA;CONCLUIDA;2;30;;;;PLANO 14;100%;;;;PAULO JUNIOR;DIEGO;-9,023164033;-40,92362632;;;;;;;;;;;;;;;;;;;;;;;;;;;;
