PROJETO_FATO;Carteira;COORD;TÍTULO;MUNICIPIO;STATUS;CLIET.;PSTP;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVNP;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;TITULO;CRITERIO;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;RESPONSÁVEL;CLIENTE;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERG. INFORMADA;OBS.1
1088197;02/01/2025;JUAZEIRO;AL - 01V5 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;MIGRAR;0;27;;;;PLANO 1;100%;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121713;02/01/2025;JUAZEIRO;ER-CIND-POV-ALTAO 600-PAPAGAIO;UAUÁ;ENTREGA;1;25;;;;PLANO 14;100%;22/02/2025;26/02/2025;MAURICIO ;EDIE JONNES;CARLOS EDUARDO;-9,9232761;-39,4793267;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122206;02/01/2025;JUAZEIRO;AL GRUA ROD BR 324 RURAL;REMANSO;AVANÇO;0;25;;;;PLANO 7;50%;20/02/2025;31/03/2025;;PAULO JUNIOR;DEBORA;-9,6020105;-42,0841233;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090033;02/01/2025;JUAZEIRO;MP-CIND-RUA DANTA CATARINA BAZUCA-RURAL;SENTO SÉ;ENTREGA 25/02;1;22;;;;PLANO 14;100%;01/02/2025;22/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,801903;-41,554951;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085504;02/01/2025;JUAZEIRO;AL - 01V1 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;MIGRAR;0;19;;;;PLANO 8;100%;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106990;02/01/2025;JUAZEIRO;UB-COEL-RCL-AV-JORGE KHOURY-QUIDE;JUAZEIRO;ENTREGA;45;17;4;;;PLANO 7;100%;17/02/2025;22/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,426099;-40,5204124;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171632;02/01/2025;JUAZEIRO;ER-CIND-FAZ-BEIRA RIO-SANTA TEREZINHA;UAUÁ;CONCLUIDA;2;16;;;;PLANO 7;100%;03/02/2025;11/02/2025;MAURICIO GERALDO;EDIE JONNES;CARLOS EDUARDO;-10,021087;-39,258733;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132153;02/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DO PEIXE 10-RURAL;CASA NOVA;LM ;1;13;;;;PLANO 14;100%;03/02/2025;13/02/2025;;PAULO JUNIOR;DIEGO;-9,2369508;-41,1979035;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062389;02/01/2025;JUAZEIRO;LD - CIND POV. LAGES VELHA - RURAL;REMANSO;7970 / 46920 / 18/02;1;13;;;;PLANO 14;100%;;;;PAULO JUNIOR;DIEGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132752;02/01/2025;JUAZEIRO;ER-CIND-POV-OURICURI-RURAL;CASA NOVA;19336 - 44195 - 17/02;1;11;;;;PLANO 14;100%;01/02/2025;15/02/2025;;PAULO JUNIOR;DIEGO;-8,9619109;-41,3678994;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085374;02/01/2025;JUAZEIRO;AL-01V3-NOVA TOURÃO-CONSTRUÇÃO ITEM 1, 2;JUAZEIRO;MIGRAR;0;10;;;;PLANO 8;100%;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108281;02/01/2025;JUAZEIRO;ER-CIND-POV-PAUDARCO-MUQUEM;JUAZEIRO;LM (ENCABEÇAR RD);1;8;;;;PLANO 14;100%;01/02/2025;19/02/2025;MANUTENÇÃO;ANDERSON / EDIE JONNES;CARLOS EDUARDO;-9,287844172;-39,96277385;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0945802;02/01/2025;JUAZEIRO;RR-CIND-FAZ JUREMAL-ITAPERA;SENTO SÉ;MIGRAR;1;8;;;;PLANO 14;100%;22/02/2025;26/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,755965;-41,9242724;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157570;02/01/2025;JUAZEIRO;ER-CCOL-RUA-DO ASFALTO -PIRI - RURAL;SENTO SÉ;13335 - 43626 - 17/02;1;7;;;;PLANO 7;100%;10/02/2025;15/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,7823852;-41,415294;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152297;02/01/2025;JUAZEIRO;RU-PREF-CA-DAS AVES-PARQUE UMBUZEIROS;UAUÁ;LV;1;7;;;;PLANO 7;100%;10/02/2025;17/02/2025;MAURICIO GERALDO;EDIE JONNES;CARLOS EDUARDO;-9,836194;-39,48777;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117258;02/01/2025;JUAZEIRO;LD-CIND-POV DESENGANO-RURAL;SENTO SÉ;ENTREGA;1;7;;;;PLANO 14;100%;15/02/2025;28/02/2025;EMERSON;EMERSON;SANDRO;-9,8503651;-41,8163697;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164126;02/01/2025;JUAZEIRO;ER-CIND-POV-ALTO MULUNGU-RURAL;SENTO SÉ;CONCLUIDA;1;7;;;;PLANO 7;100%;;;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,7047012;-41,2933329;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166776;02/01/2025;JUAZEIRO;ER-CIND-POV-NOVO MARCOS-MARCOS;REMANSO;ENTREGA;1;7;;;;;100%;;;DOMINGOS;PAULO JUNIOR;DEBORA;-9,5633678;-42,0505186;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164987;02/01/2025;JUAZEIRO;UB-CIND-RUA 628 LOT HUMBERTO PEREIRA CEN;JUAZEIRO;DL REALOCAR RD;6;6;;;;PLANO 7;100%;05/02/2025;15/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,460531;-40,5304727;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077021;02/01/2025;JUAZEIRO;ER-CIND-FAZ-MACAMBIRA 52-RURAL;CURAÇÁ;CONCLUIDA;1;6;;;;PLANO 14;100%;;;EMERSON;EMERSON;CARLOS EDUARDO;-8,979004;-39,840509;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122163;02/01/2025;JUAZEIRO;ER-CIND-POV-TOME 11-RURAL;JUAZEIRO;CONCLUIDA;1;6;;;;PLANO 14;100%;;;GISMARIO;EDIE JONNES;VICTOR;-9,433107;-40,284259;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177448;02/01/2025;JUAZEIRO;UB-CIND-RUA-E 35-URBANO;JUAZEIRO;CONCLUIDA;5;5;;;;PLANO 7;100%;;07/08/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,4596513;-40,5112049;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085227;02/01/2025;JUAZEIRO;AL - 01V4 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;MIGRAR;0;4;;;;PLANO 8;100%;03/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,4307884;-40,3956456;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146682;02/01/2025;JUAZEIRO;NT-RECOND-RMN-09X1-Q076416-Q076429;PILÃO ARCADO;MIGRAR;0;4;;;;PLANO 8;100%;15/02/2025;28/02/2025;;PAULO JUNIOR;DEBORA;-9,9609048;-42,4062434;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161869;02/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO -RURAL;JUAZEIRO;MIGRAR;0;4;;;;PLANO 7;100%;15/02/2025;28/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,475;-40,428328;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163633;02/01/2025;JUAZEIRO;ME CIND RUA CAIXA DAGUA1 CENTRO;CASA NOVA;MIGRAR;0;4;;;;PLANO 8;100%;15/02/2025;28/02/2025;;PAULO JUNIOR;DIEGO;-8,7732182;-41,1549792;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1133629;02/01/2025;JUAZEIRO;RR-CIND-FAZ-FLORESTA ALGODAO VELHO-RR;SOBRADINHO;MIGRAR;1;4;;;;PLANO 14;100%;27/02/2025;28/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,4790199;-41,0293723;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137789;02/01/2025;JUAZEIRO;ER-CIND-POV-TANQUE NOVO-TANQUE NOVO;REMANSO;MIGRAR;1;4;;;;PLANO 7;100%;;;;PAULO JUNIOR;DEBORA;-9,6285372;-42,1992858;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115260;02/01/2025;JUAZEIRO;AC-CIND-RUA-PADRE JOAO FRE-CENTRO;PILÃO ARCADO;MIGRAR;1;4;;;;PLANO 7;100%;;;;PAULO JUNIOR;DIEGO;-10,000539;-42,480473;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149197;02/01/2025;JUAZEIRO;ER-CIND-FAZ-CAMPO LARGO-RURAL-TABULEIRO;REMANSO;CONCLUIDA;1;4;;;;;100%;;;;PAULO JUNIOR;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175928;02/01/2025;JUAZEIRO;IE - CJ DE MEDI  O - D005912;JUAZEIRO;MIGRAR;1;3;;;;;100%;03/02/2025;22/02/2025;MANUTENÇÃO;ANDERSON / EDIE JONNES;VICTOR COSTA;-9,356053936;-40,4164879;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082680;02/01/2025;JUAZEIRO;LD CIND PO JUREMA VERMELHA;JUAZEIRO;ENTREGA;1;3;;;;PLANO 7;100%;22/02/2025;22/02/2025;MANUTENÇÃO;ANDERSON;VICTOR;-9,1648856;-40,2654863;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157169;02/01/2025;JUAZEIRO;AC-CIND-RUA-BLOCO E-VILA SANTANA;SOBRADINHO;MIGRAR;0;3;;;;PLANO 7;100%;25/02/2025;25/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,4539071;-40,8271665;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088191;02/01/2025;JUAZEIRO;AL - 01V8 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;MIGRAR;0;3;;;;PLANO 1;100%;03/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097831;02/01/2025;JUAZEIRO;ER-CIND-POV-TAPARICA-RURAL;JUAZEIRO;CONCLUIDA;1;3;;;;PLANO 7;100%;;;MANUTENÇÃO;ANDERSON;CARLOS EDUARDO;-9,10517;-40,275412;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125229;02/01/2025;JUAZEIRO;ER-CIND-AG 04 29-AGROVILA PEDRA BRANCA 0;CURAÇÁ;LM ;1;2;;;;PLANO 7;100%;10/02/2025;22/02/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,665675;-39,4272457;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132575;02/01/2025;JUAZEIRO;RC-PREF-RUA-RAUL ALVES DE SOUZA-CENTRO;SENTO SÉ;ENTREGA;0;2;;;;PLANO 8;100%;18/02/2025;22/02/2025;FABIO ;SANTIAGO;SANDRO;-9,746955;-41,8809545;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148050;02/01/2025;JUAZEIRO;IE-REGULADOR SE:CNN ALIM:01C3-RURAL;CASA NOVA;MIGRAR;0;2;;;;PLANO 8;100%;05/02/2025;27/02/2025;;PAULO JUNIOR;DIEGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146819;02/01/2025;JUAZEIRO;NT-RECOND-MND-01N3-Q028290 -Q028297;CASA NOVA;MIGRAR;0;2;;;;PLANO 8;100%;15/02/2025;28/02/2025;;PAULO JUNIOR;DIEGO;-9,3531261;-40,8462015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172946;02/01/2025;JUAZEIRO;IE-REGULADOR-RMN-09X1-Q076477;PILÃO ARCADO;MIGRAR;0;2;;;;PLANO 8;100%;15/03/2025;28/02/2025;;PAULO JUNIOR;DIEGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003084;02/01/2025;JUAZEIRO;IT-CIND-FAZ-JURITI-RURAL;CURAÇÁ;LV;0;1;;;;PLANO 7;100%;03/02/2025;12/02/2024;EMERSON;EMERSON;CARLOS EDUARDO;-9,0490943;-39,9517277;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157410;02/01/2025;JUAZEIRO;ER-CIND-POV-JUNCO 7 SN-JUNCO;SENTO SÉ;Pes 16576 / oc 45736 - 18/02;1;1;;;;PLANO 7;100%;17/02/2025;20/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-10,3059369;-41,8705767;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171279;02/01/2025;JUAZEIRO;RR-CIND-POV-RODEADOURO 300-RURAL;JUAZEIRO;LV;1;1;;;;PLANO 7;100%;19/02/2025;22/02/2025;ANDERSON/MANUTENÇÃO;ANDERSON/MANUTENÇÃO;VICTOR;-9,4839376;-40,5803548;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106668;02/01/2025;JUAZEIRO;ER-PREF-POV-CANAL DA BATATEIRA-RURAL;SOBRADINHO;LM + LV;1;1;;;;PLANO 7;100%;22/02/2025;22/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,504162;-40,84397;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171691;02/01/2025;JUAZEIRO;AC-PREF RUA ANTONIO GUILHERMINO 3-URBANO;JUAZEIRO;DL TRAFO + LV;1;1;;;;PLANO 7;100%;21/02/2025;23/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,4641539;-40,4958867;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161619;02/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO-RURAL;JUAZEIRO;MIGRAR;1;1;;;;PLANO 7;100%;03/02/2025;28/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,372143;-40,349066;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157282;02/01/2025;JUAZEIRO;AL 06-NOVA TOUR O - CONSTRU  O 1 3;JUAZEIRO;MIGRAR;0;1;;;;PLANO 1;100%;03/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1140190;02/01/2025;JUAZEIRO;AC-CIND-POV-LAGOINHA-RURAL;JUAZEIRO;ENTREGA;0;1;;;;PLANO 7;100%;26/02/2025;28/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,8519905;-40,2561437;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165218;02/01/2025;JUAZEIRO;ER-CIND-RUA-S O FRANCISCO-CENTRO;REMANSO;MIGRAR;0;1;;;;PLANO 7;100%;;;;PAULO JUNIOR;DEBORA;-9,5642758;-42,0376227;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173382;02/01/2025;JUAZEIRO;UB-PREF-RUA WILSON C BRANCO-QUADRA 16;REMANSO;POSSIVEL DL ;1;1;;;;PLANO 7;100%;;;;PAULO JUNIOR;DEBORA;-9,6157369;-42,0835201;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143605;02/01/2025;JUAZEIRO;ER-CIND-POV-CALDEIRAO DA ONCA-CAMPO GRAN;PILÃO ARCADO;ENTREGA;1;1;;;;;100%;;;;PAULO JUNIOR;DIEGO DE CARVALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157379;02/01/2025;JUAZEIRO;RS-COEL-SAIDA AL NOVA TOURAO;JUAZEIRO;MIGRAR;0;0;;;;PLANO 1;100%;03/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151835;02/01/2025;JUAZEIRO;AC-CIND-POV-ITAPICURU-RURAL;SENTO SÉ;AVANÇO;1;0;;;;PLANO 7;50%;12/02/2025;31/03/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-10,548659;-41,84232;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0237059;03/01/2025;JUAZEIRO;MP-CCOL-POV DESTERRO-CAIÇARA-RURAL;CASA NOVA;ENTREGAR;66;733;;;;PLANO 14;100%;01/03/2025;31/03/2025;JORGE;JORGE;DIEGO;-9,235169;-41,7628759;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040604;03/01/2025;JUAZEIRO;MP-CCOL-POV DESENGANO-RURAL;SENTO SÉ;ENTREGA;32;278;;;;PLANO 14;20%;01/03/2025;31/03/2025;;EMERSON;SANDRO;-9,7533815;-41,8857659;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093655;03/01/2025;JUAZEIRO;AL - GRUA - FAZ. BAIXA - RURAL;JUAZEIRO;ENERGIZADA;1;200;;;;PLANO 7;100%;01/03/2025;05/03/2025;PAULO / JUAREZ;SANTIAGO;VICTOR;-9,5502028;-40,5219799;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126041;03/01/2025;JUAZEIRO;IT CIND FAZ CURAÇA PEQUENO RURAL;JUAZEIRO;ENTREGA;0;108;48;;;PLANO 7;100%;05/03/2025;31/03/2025;FABIO;SANTIAGO;CARLOS EDUARDO;-9,1258481;-40,0323912;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;03/01/2025;JUAZEIRO;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;AVANÇO;0;66;;;;PLANO 7;75%;01/03/2025;31/05/2025;GISMARIO;EDIE JONNES;VICTOR;-9,46663;-40,4997943;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084183;03/01/2025;JUAZEIRO;RR-CCOL-RCL-POV-DE LAJES-LAJES;JUAZEIRO;ENTREGA;75;55;51;19/03;;PLANO 7;100%;01/03/2025;31/03/2025;PAULO;EDIE JONNES;VICTOR;-9,4790867;-40,5060819;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0997469;03/01/2025;JUAZEIRO;ER-CIND-POV-ALMAS-ALEGRE;SENTO SÉ;S/ ACESSO;1;43;;;;PLANO 7;50%;24/03/2025;30/04/2025;CARLOS/FERNANDO;SANTIAGO;SANDRO;-10,2638619;-41,3329393;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157069;03/01/2025;JUAZEIRO;ER-CIND-POV-BARRO VERMELHO-RURAL;CURAÇÁ;AVANÇO;1;42;;;;PLANO 7;50%;;;;;CARLOS EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085090;03/01/2025;JUAZEIRO;AL-01V2-NOVA TOURÃO-CONSTRUÇÃO (ITEM 2);JUAZEIRO;ENTREGA;0;41;;;;PLANO 8;100%;01/03/2025;31/03/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0875302;03/01/2025;JUAZEIRO;MP-CCOL-POV.LAGOA DOS BOIS-RURAL;JUAZEIRO;AVANÇO;2;37;;;;PLANO 14;50%;01/03/2025;30/04/2025;;EDIE JONNES;VICTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0984432;03/01/2025;JUAZEIRO;RR-CIND-POV-SAO MIGUEL-RURAL;CASA NOVA;AVANÇO;1;35;;;;PLANO 14;50%;17/03/2024;24/03/2025;;PAULO JUNIOR;DIEGO;-9,2419512;-41,4160863;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1183249;03/01/2025;JUAZEIRO;RR-CIND-POV-ALMAS-ALMAS;SENTO SÉ;S/ ACESSO;1;35;;;;PLANO 7;100%;05/03/2025;18/03/2025;CARLOS/FERNANDO;SANTIAGO;SANDRO;-10,2825125;-41,3736722;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024582;03/01/2025;JUAZEIRO;ER CIND POV MALHADA DA AREIA RURAL;JUAZEIRO;ENTREGA;1;35;35;21;14;PLANO 14;100%;13/03/2025;25/03/2025;JUAREZ;EDIE JONNES;VICTOR;-9,5731822;-40,1167404;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088197;03/01/2025;JUAZEIRO;AL - 01V5 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;ENTREGA;0;27;;;;PLANO 1;100%;01/03/2025;31/03/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007462;03/01/2025;JUAZEIRO;ER-CIND-POV-MASSAPE-BOQUEIRAO;JUAZEIRO;ENERGIZADA;1;26;20;20;;PLANO 14;100%;10/03/2025;14/03/2025;GISMARIO;EDIE JONNES;VICTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122206;03/01/2025;JUAZEIRO;AL GRUA ROD BR 324 RURAL;REMANSO;ENERGIZADA;0;25;;;;PLANO 7;100%;01/03/2025;31/03/2025;;PAULO JUNIOR;DEBORA;-9,6020105;-42,0841233;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085504;03/01/2025;JUAZEIRO;AL - 01V1 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;ENTREGA;0;19;;;;PLANO 8;100%;01/03/2025;31/03/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106990;03/01/2025;JUAZEIRO;UB-COEL-RCL-AV-JORGE KHOURY-QUIDE;JUAZEIRO;ENERGIZADA;45;17;4;;;PLANO 7;100%;17/02/2025;22/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,426099;-40,5204124;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078188;03/01/2025;JUAZEIRO;ER-CIND-SI-MONTE ALEGRE-BARAUNA RURAL;JUAZEIRO;ENTREGA;1;14;;;;PLANO 14;100%;26/03/2025;31/03/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041388;03/01/2025;JUAZEIRO;MP CIND POV. BARRA POÇO DA PEDRA RURAL;CASA NOVA;ENERGIZADA;1;13;;;;PLANO 14;100%;13/03/2025;15/03/2025;;PAULO JUNIOR;DIEGO;-9,0240293;-41,0531992;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157357;03/01/2025;JUAZEIRO;RR-CIND-POV-POCO DE PEDRA-RURAL-CASA NOV;CASA NOVA;ENERGIZADA;1;12;;;;PLANO 7;100%;25/03/2025;26/03/2025;;PAULO JUNIOR;DIEGO;-8,975079444;-41,01734895;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093845;03/01/2025;JUAZEIRO;LD-CIND-POV LIMOEIRO-RURAL;SENTO SÉ;ENTREGA;1;12;;12;;PLANO 14;100%;17/03/2025;24/03/2025;FERNANDO;SANTIAGO;SANDRO;-10,073223;-41,370786;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157044;03/01/2025;JUAZEIRO;MP-CIND -POV-SERRA DA B VISTA -RURAL;JUAZEIRO;ENTREGA;1;11;;;;PLANO 7;100%;25/03/2025;27/03/2025;PAULO;EDIE JONNES;EDVALDO;-9,9115869;-40,3273726;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0587070;03/01/2025;JUAZEIRO;MP-CIND-FAZ CAPIM RURAL;UAUÁ;ENTREGA;2;11;9;10;1;PLANO 14;100%;10/03/2025;14/03/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,8738187;-39,4868025;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058016;03/01/2025;JUAZEIRO;MP-CIND POV-MARAVILHA-RURAL;REMANSO;CONCLUIDA;1;11;;;;PLANO 14;100%;10/03/2025;13/03/2025;;;DEBORA;-9,7560937;-42,5065905;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101459;03/01/2025;JUAZEIRO;ER-CIND-POV-PROJ MANICOBA-RURAL;JUAZEIRO;ENTREGA;0;10;;10;;PLANO 14;100%;20/03/2025;22/03/2025;GISMARIO;EDIE JONNES;VICTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085374;03/01/2025;JUAZEIRO;AL-01V3-NOVA TOURÃO-CONSTRUÇÃO ITEM 1, 2;JUAZEIRO;ENTREGA;0;10;;;;PLANO 8;100%;01/03/2025;31/03/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1135743;03/01/2025;JUAZEIRO;ER-CIND-FAZ-QUEIMADAS DOS LOIOLAS-RURAL;UAUÁ;ENTREGA;8;10;9;10;;PLANO 7;100%;05/03/2025;14/03/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-9,812386398;-39,4779562;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0884168;03/01/2025;JUAZEIRO;MP-CCOL-POV SALGADINHA-RURAL;CASA NOVA;ENTREGAR;1;9;;;;PLANO 14;100%;25/03/2025;27/03/2025;;PAULO JUNIOR;DIEGO;-9,2064123;-40,8080123;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161606;03/01/2025;JUAZEIRO;ER-CIND-FAZ-POCINHO 70-RURAL;UAUÁ;ENTREGA;1;8;;1;7;PLANO 7;100%;17/03/2025;24/03/2025;MAURICIO;EDIE JONNES;CARLOS EDUARDO;-10,004961;-39,264103;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0945802;03/01/2025;JUAZEIRO;RR-CIND-FAZ JUREMAL-ITAPERA;SENTO SÉ;ENERGIZADA;1;8;;;;PLANO 14;100%;05/03/2025;08/03/2025;FABIO;SANTIAGO;SANDRO;-9,755965;-41,9242724;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1074313;03/01/2025;JUAZEIRO;ER-CIND-POV-L DO BARRO -BARRO DOS BAIOS;REMANSO;ENERGIZADA;1;7;;;;PLANO 14;100%;17/03/2025;18/03/2025;;;DEBORA;-9,530342588;-42,5111883;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180643;03/01/2025;JUAZEIRO;ER-CIND-POV-ACUDE PEDRA-CASA NOVA;CASA NOVA;ENERGIZADA;1;7;;;;PLANO 7;100%;21/03/2025;22/03/2025;;PAULO JUNIOR;DIEGO;-9,1099577;-41,2943878;;;;;;;;;;;;;;;;;;;;;;;;;;;;
