SUPERINTENDENCIA;GERENCIA;UNIDADE;LOCALIDADE;NOTA;MEDIDA;MAGNETICO;ID;PROCESSO;TITULO;MUNICIPIO;CONJUNTO;CLIENTES;PIN;PLANO;VL_PROJETO;VL_PREV_MAT;VL_PREV_SERV;VL_PREV_UNIT;VL_CUST_HIST;P_REAL;CAPEX_ARL;EMPRESA;PROJETO_KIT;PROJETO_MEDIDOR;CART;PREVISAO_EXECUCAO_INICIO;PREVISAO_EXECUCAO_FIM;CRITERIO;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;DT_ENGZ;SI;STATUS_SI;STATUS;DT_CADASTRO;USUARIO_CADASTRO;DT_VALIDACAO;USUARIO_VALIDACAO;DT_ATESTO;USUARIO_ATESTO;AGENTE_RESPONSAVEL;ST_CARTEIRA;ADRN;STATUS_REVISAO_ORCAMENTO;DATA_REVISAO_ORCAMENTO;DATA_INSERCACAO_ENGZ;JUSTIFICATIVA_EXPURGO;OBSERVACAO_OPERACAO;JUSTIFICATIVA;CLIENT_PRE_CAD;DT_PRE_CADASTRO;EMPRESA_CONTRATO_PROJETO;CALCULO_QCR
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101155808;FINLNOTA;SIM;PCO0005003/24;Y-0145922;MP-CCOL-POV B. SORTE-R. FUNDO-RURAL;CURAÇÁ;;63;14.4.11.1;PLANO 14;5.844.116,46;1.433.092,18;;4.383.087,35;6.124.174,57;104,79%;-280.058,11;SIPEL;Y-0970406;Y-1140878;01/2024;19/01/2024;30/04/2024;REPUTACIONAL;1.002;309;1.012;1.012;68,47;24,06;40%;100%;04/05/2024;983204/2023;APROVADA;APROVADO - MANTER;29/01/2024;CASSIO MORAIS ARGOLO;29/01/2024 10:25;CASSIO MORAIS ARGOLO;29/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074796;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101066916;FINLNOTA;SIM;PCO0005007/24;Y-0821669;MP-CCOL-POV OURICURI-RURAL;CASA NOVA;;21;14.4.11.1;PLANO 14;2.790.633,12;835.830,83;;2.092.974,84;2.534.775,83;90,83%;255.857,29;SIPEL;Y-0822395;Y-0870517;01/2024;22/01/2024;30/05/2024;JUDICIAL;483;201;461;461;27,30;0,00;100%;100%;30/04/2024;980309/2023;RECEBIDA;APROVADO - MANTER;29/01/2024;CASSIO MORAIS ARGOLO;29/01/2024 10:29;CASSIO MORAIS ARGOLO;29/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;02/05/2024;;;;0;;4600074796;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9003307503;FINLNOTA;SIM;PCO0120049/23;Y-0288488;MP-CCOL-FAZ MANCAMBIRA/ ALEGRE-RURAL;CASA NOVA;;29;14.4.11.1;PLANO 14;1.651.369,03;692.300,94;;1.238.526,77;2.422.609,00;146,70%;-771.239,97;SIPEL;Y-0288566;Y-1127865;01/2024;02/01/2024;10/01/2024;REPUTACIONAL;397;426;802;802;38,47;30,79;100%;100%;10/01/2024;976510/2023;CONCLUÍDA;APROVADO - MANTER;30/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;30/11/2023 10:46;LIVIA CARLA PORTUGAL DOS SANTOS;30/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600062949;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9002747259;FINLNOTA;SIM;PCO0114650/23;Y-0262468;MP-CCOL-FAZ MACAMBIRA-RURAL;CURAÇÁ;;48;14.4.11.1;PLANO 14;2.346.443,36;855.827,23;;1.759.832,52;1.847.963,95;78,76%;498.479,41;SIPEL;Y-1134157;Y-1134160;01/2024;17/01/2024;27/04/2024;JUDICIAL;535;105;349;349;36,59;3,82;50%;100%;11/04/2024;980789/2023;APROVADA;APROVADO - MANTER;01/11/2023;CASSIO MORAIS ARGOLO;01/11/2023 14:41;CASSIO MORAIS ARGOLO;01/11/2023;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;CRIADO;12/04/2024;17/04/2024;;;;0;;4600074796;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101504203;FINLNOTA;SIM;PCO0120048/23;Y-1071817;MP CIND POV RIACHO SECO RURAL;CURAÇÁ;;18;14.4.11.1;PLANO 14;2.103.170,69;589.382,65;;1.577.378,02;1.384.972,12;65,85%;192.405,90;SIPEL;Y-1071819;Y-1071818;01/2024;02/01/2024;30/01/2024;REPUTACIONAL;193;193;473;473;15,99;13,55;50%;100%;08/02/2024;980312/2023;RECEBIDA;APROVADO - MANTER;30/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;30/11/2023 10:43;LIVIA CARLA PORTUGAL DOS SANTOS;30/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;09/02/2024;;;;0;;4600074796;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101924274;FINLNOTA;SIM;PCO0122044/23;Y-1102351;MP-CCOL-FAZ-TANQUINHO-PATOS RURAL;CAMPO FORMOSO;;20;14.4.11.1;PLANO 14;1.637.983,92;;;1.228.487,94;1.154.302,13;70,47%;74.185,81;SIPEL;Y-1102353;Y-1102356;01/2024;01/01/2024;23/02/2024;JUDICIAL;159;200;186;186;11,70;18,45;80%;100%;29/02/2024;987937/2024;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;GUTTEMBERG SANTOS - U343220;CONCLUÍDO;CONF.;;;01/03/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101878397;FINLNOTA;SIM;PCO0001112/24;Y-1070338;LD CIND SITIO BENTO RURAL;CASA NOVA;;7;14.4.11.1;PLANO 14;1.287.622,56;354.507,56;;965.716,92;918.055,89;71,30%;47.661,03;SIPEL;Y-1081409;Y-1081410;01/2024;02/01/2024;25/01/2024;REPUTACIONAL;120;131;803;803;11,75;19,24;50%;100%;18/02/2024;980314/2023;APROVADA;APROVADO - MANTER;09/01/2024;CASSIO MORAIS ARGOLO;09/01/2024 14:03;CASSIO MORAIS ARGOLO;09/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;06/03/2024;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101977642;FINLNOTA;SIM;PCO0041145/24;Y-1114109;AL-GRUA-FAZ-SERRA-RURAL;MUNDO NOVO;;1;7.1.6.3;PLANO 7;1.096.622,87;;;822.467,15;884.806,58;80,68%;211.816,29;SIPEL;;;01/2024;;;TRANSGRESSÃO;52;;;;2,90;;33%;100%;01/08/2025;;;APROVADO - MANTER;09/05/2024;JOSE LUIS DOS SANTOS FILHO;09/05/2024 15:54;JOSE LUIS DOS SANTOS FILHO;09/05/2024;JOSE LUIS DOS SANTOS FILHO;ANTONIO MELO - U470154;CONCLUÍDO;CONF.;ENVIADO;23/07/2025;03/08/2025;;OBRA FRUSTRADA DE MAIO E MIGRADA PARA JUNHO;;0;;4600074798;11
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9100449452;FINLNOTA;SIM;PCO0000452/24;Y-0604401;MP-CCOL-POV LAGEDO RASO-RURAL;CAMPO FORMOSO;;17;14.4.11.1;PLANO 14;462.061,04;205.618,04;;346.545,78;870.991,52;188,50%;-408.930,48;SIPEL;Y-0604403;Y-0928505;01/2024;15/01/2024;25/03/2024;REPUTACIONAL;148;0;57;57;8,94;0,00;60%;100%;30/04/2024;982922/2023;APROVADA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;GUTTEMBERG SANTOS - U343220;CONCLUÍDO;CONF.;;;02/05/2024;;;;0;;4600074798;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101471336;FINLNOTA;SIM;PCO0122057/23;Y-0954917;RR-CCOL-FAZ SITIO E ADJACENCIAS-RURAL;CAMPO FORMOSO;;22;14.4.11.1;PLANO 14;591.810,20;271.915,87;;443.857,65;813.990,47;137,54%;-222.180,27;SIPEL;Y-0975289;Y-0975295;01/2024;08/01/2024;20/03/2024;JUDICIAL;134;58;84;84;11,33;0,00;60%;100%;13/04/2024;982915/2023;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;ADISON FERREIRA - U343222;CONCLUÍDO;CONF.;;;16/04/2024;;;;0;;4600074798;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101581075;FINLNOTA;SIM;PCO0000575/24;Y-0972513;AC-REG FV-CCOL-FAZ MANCAMBIRA-ALEGRE-RUR;CASA NOVA;;68;7.1.2.3;PLANO 7;574.396,69;242.653,02;;430.797,52;754.812,26;131,41%;-180.415,57;SIPEL;;;01/2024;02/01/2024;30/01/2024;QLP;141;133;135;135;11,46;4,69;100%;100%;29/01/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074796;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101991017;FINLNOTA;SIM;PCO0121439/23;Y-1113821;AC-REG FV-CIND-POV CARACOL RURAL;CASA NOVA;;14;7.1.2.3;PLANO 7;1.275.339,16;;;956.504,37;726.629,17;56,98%;229.875,20;SIPEL;Y-1113968;Y-1113969;01/2024;;;QLP;99;88;888;888;8,73;0,90;75%;100%;14/03/2024;987829/2024;APROVADA;APROVADO - MANTER;07/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;07/12/2023 10:24;LIVIA CARLA PORTUGAL DOS SANTOS;07/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;15/03/2024;;;;0;;4600074796;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9002745973;FINLNOTA;SIM;PCO0122053/23;Y-0268183;MP-CCOL-POV LAGOA DOS PORCOS-RURAL;CAMPO FORMOSO;;20;14.4.11.1;PLANO 14;517.305,41;241.663,64;;387.979,06;707.008,88;136,67%;-189.703,47;SIPEL;B-0268186;Y-0964407;01/2024;01/01/2024;10/01/2024;REPUTACIONAL;134;129;240;240;8,63;22,09;100%;100%;10/01/2024;980751/2023;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;11/01/2024;;;;0;;4600062949;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101733504;FINLNOTA;SIM;PCO0007851/24;Y-1001628;AC-CCOL-FAZ PARAISO-RURAL(REG FV);CASA NOVA;;29;7.1.2.3;PLANO 7;913.731,16;241.713,94;;685.298,37;685.438,45;75,02%;228.292,71;SIPEL;;Y-1001833;01/2024;;;ESTRATÉGICA;103;124;47;47;8,22;5,78;100%;100%;30/12/2023;980316/2023;APROVADA;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:55;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;02/01/2024;;;;0;;4600062949;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101876794;FINLNOTA;SIM;PCO0004905/24;Y-1062253;RI-SEIN-ROD-BONFIM IGARA-RURAL;SENHOR DO BONFIM;;0;7.1.2.3;PLANO 7;319.891,64;;;239.918,73;571.577,26;178,68%;-251.685,62;SIPEL;;;01/2024;01/01/2024;16/03/2024;REPUTACIONAL;75;73;136;136;4,31;4,47;50%;100%;13/02/2024;980321/2023;APROVADA;APROVADO - MANTER;26/01/2024;CASSIO MORAIS ARGOLO;26/01/2024 16:34;CASSIO MORAIS ARGOLO;26/01/2024;CASSIO MORAIS ARGOLO;LUDIMILA OLIVEIRA - U464746;CONCLUÍDO;CONF.;;;14/02/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9100270101;FINLNOTA;SIM;PCO0122056/23;Y-0535000;MP- POV. ALAGOINHA DO AÇUDE COMPL;QUEIMADAS;;15;7.1.2.3;PLANO 7;144.167,37;111.601,26;;108.125,53;495.425,76;343,65%;-351.258,39;SIPEL;Y-0535004;Y-0916247;01/2024;08/01/2024;29/02/2024;REPUTACIONAL;76;87;113;113;5,57;5,00;50%;100%;11/03/2024;985683/2024;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;ADISON FERREIRA - U343222;CONCLUÍDO;CONF.;;;16/04/2024;;dois trechos sem acesso devido a fortes chuvas final de semana. Segue evidencias.;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101855270;FINLNOTA;SIM;PCO0121227/23;Y-1090087;MP CIND POV LAGOA DOS BOIS RURAL;JUAZEIRO;;2;14.4.11.1;PLANO 14;501.459,02;115.746,69;;376.094,27;393.992,52;78,57%;107.466,50;SIPEL;Y-1090088;Y-1090089;01/2024;02/01/2024;27/01/2024;JUDICIAL;54;62;142;142;6,23;7,40;100%;100%;02/02/2024;982645/2023;APROVADA;APROVADO - MANTER;06/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;06/12/2023 09:35;LIVIA CARLA PORTUGAL DOS SANTOS;06/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101271802;FINLNOTA;SIM;PCO0122059/23;Y-0898398;ER-CCOL-SIT GENIO-CAMPO FORMOSO;CAMPO FORMOSO;;0;14.4.11.1;PLANO 14;185.967,06;81.794,83;;139.475,30;352.827,81;189,73%;-166.860,75;SIPEL;Y-1076319;Y-1076320;01/2024;11/01/2024;31/01/2024;REPUTACIONAL;49;49;113;113;3,28;4,43;50%;100%;05/02/2024;982931/2023;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;ADISON FERREIRA - U343222;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101824578;FINLNOTA;SIM;PCO0000576/24;Y-1048872;AL 01C5-CASA NOVA-INTERLIGACAO;CASA NOVA;;0;1.2.1.1.3;PLANO 1;117.072,05;;;87.804,04;180.164,23;153,89%;-63.092,18;SIPEL;;;01/2024;02/01/2024;30/01/2024;ESTRATÉGICA;2;2;1;1;0,00;0,00;100%;100%;14/05/2024;976401/2023;RECEBIDA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;VICTOR BARROS - U462427;CONCLUÍDO;CONF.;CRIADO;02/04/2024;17/05/2024;;"REPROGRAMADA DEVIDO À DISPONIBILIDADE DAS INTERVENÇÕES (TRECHO DO ""AL"" MANOBRADO EM OCORRÊNCIA).";;0;;4600074796;10
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102009594;FINLNOTA;SIM;PCO0000455/24;Y-1126568;IS-COEL-POV-CANDIDO FONSECA-MERCADO;SENHOR DO BONFIM;;0;8.6.3;PLANO 8;173.765,93;;;130.324,45;153.394,89;88,28%;20.371,04;SIPEL;;;01/2024;10/01/2024;17/02/2024;REPUTACIONAL;28;31;54;54;2,45;4,47;50%;100%;19/02/2024;985668/2024;APROVADA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;LUDIMILA OLIVEIRA - U464746;CONCLUÍDO;CONF.;;;20/02/2024;;;;0;;4600062949;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101940804;FINLNOTA;SIM;PCO0000461/24;Y-1109625;IE-RL-QDD-09S2-Q089622;ITIÚBA;;0;8.2.2.3;PLANO 8;152.289,61;;;114.217,21;142.646,83;93,67%;9.642,78;SIPEL;;;01/2024;01/01/2024;23/01/2024;REPUTACIONAL;3;3;10;10;0,00;0,00;100%;100%;23/01/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;25/01/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101940807;FINLNOTA;SIM;PCO0000457/24;Y-1109529;IE-RL-IIB-09J1-J50686-NF;ITIÚBA;;0;8.2.2.3;PLANO 8;136.441,71;;;102.331,28;126.209,97;92,50%;10.231,74;SIPEL;;;01/2024;07/01/2024;30/01/2024;REPUTACIONAL;2;2;10;10;0,04;0,00;100%;100%;05/02/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;GUTTEMBERG SANTOS - U343220;CONCLUÍDO;CONF.;;;07/02/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102030296;FINLNOTA;SIM;PCO0000752/24;Y-1128792;RC-CIND-RUA-CRUZEIRO-TIQUARA;CAMPO FORMOSO;;0;8.3.2.3;PLANO 8;37.312,57;;;27.984,43;117.369,30;314,56%;-80.056,73;SIPEL;;;01/2024;11/01/2024;31/01/2024;JUDICIAL;4;10;25;25;0,19;2,17;100%;100%;26/02/2024;;;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 09:50;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;HIAGO SANTANA - U470061;CONCLUÍDO;CONF.;EXPURGADO;17/01/2024;29/02/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101889564;FINLNOTA;SIM;PCO0000577/24;Y-1075129;IS-COEL-POV-PAU A PIQUE-RURAL;CASA NOVA;;0;8.3.1.3;PLANO 8;55.878,10;15.087,56;;41.908,58;112.421,66;201,19%;-56.543,56;SIPEL;;;01/2024;02/01/2024;02/01/2024;QLP;6;5;10;10;0,09;0,28;100%;100%;28/04/2024;976043/2023;RECEBIDA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;VICTOR BARROS - U462427;CONCLUÍDO;CONF.;;;29/04/2024;;"REPROGRAMADA DEVIDO A DISPONIBILIDADE PARA INTERVENÇÕES (TRECHO ""MT"" SOB MANOBRA).";;0;;4600074796;13
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101821322;FINLNOTA;SIM;PCO0121878/23;Y-1057410;MP-CIND-POV. CANAA-RURAL;SOBRADINHO;;1;14.4.11.1;PLANO 14;187.499,69;;;140.624,77;104.349,92;55,65%;36.274,85;SIPEL;Y-1057416;Y-1057414;01/2024;22/01/2024;15/01/2024;JUDICIAL;15;15;40;40;1,31;5,32;100%;100%;15/01/2024;983207/2023;APROVADA;APROVADO - MANTER;12/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;12/12/2023 15:48;LIVIA CARLA PORTUGAL DOS SANTOS;12/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;16/01/2024;;;;0;;4600062949;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101974665;FINLNOTA;SIM;PCO0000579/24;Y-1111648;IT-GRUA-FAZ-RODEADOURO-RURAL;JUAZEIRO;;0;7.1.2.3;PLANO 7;105.977,52;;;79.483,14;91.298,97;86,15%;14.678,55;SIPEL;;;01/2024;02/01/2024;02/01/2024;QLP;2;2;6;6;0,06;0,00;100%;100%;23/01/2024;965746/2023;APROVADA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;24/01/2024;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102034012;FINLNOTA;SIM;PCO0121228/23;Y-1128404;AC-CIND-FAZ-JUA 30-RURAL RIO SALITRE;JUAZEIRO;;3;7.1.2.3;PLANO 7;85.726,90;;;64.295,18;87.054,87;101,55%;-1.327,97;SIPEL;;;01/2024;02/01/2024;06/01/2024;JUDICIAL;15;16;12;12;0,93;1,70;100%;100%;03/01/2024;982639/2023;APROVADA;APROVADO - MANTER;06/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;06/12/2023 09:35;LIVIA CARLA PORTUGAL DOS SANTOS;06/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600062949;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101975025;FINLNOTA;SIM;PCO0000581/24;Y-1114358;AL-NCU-01Z3-RL-1-1-Q016986;CURAÇÁ;;0;1.2.1.1.3;PLANO 1;88.858,36;;;66.643,77;85.080,98;95,75%;3.777,38;SIPEL;;;01/2024;02/01/2024;02/01/2024;AL/MELHORAMENTO;0;0;1;1;0,00;0,00;100%;100%;05/01/2024;964924/2023;RECEBIDA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101975026;FINLNOTA;SIM;PCO0000580/24;Y-1114325;AL-NCU-01Z3-RL-1-1-E212081;CURAÇÁ;;0;1.2.1.1.3;PLANO 1;93.320,97;;;69.990,73;84.912,37;90,99%;8.408,60;SIPEL;;;01/2024;02/01/2024;02/01/2024;AL/MELHORAMENTO;0;0;1;1;0,00;0,00;100%;100%;03/01/2024;964929/2023;RECEBIDA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9100345188;FINLNOTA;SIM;PCO0000460/24;Y-0570291;MP-CCOL-POV.ARAPUA COMPL-I-RURAL;JAGUARARI;;3;14.4.11.1;PLANO 14;53.485,88;22.189,47;;40.114,41;83.554,02;156,22%;-30.068,14;SIPEL;Y-0570292;Y-0914478;01/2024;08/01/2024;15/01/2024;REPUTACIONAL;17;17;27;27;0,98;0,97;100%;100%;09/01/2024;980762/2023;RECEBIDA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;10/01/2024;;;;0;;4600062949;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101907307;FINLNOTA;SIM;PCO0004999/24;Y-1081167;AC-CIND-SITIO BENTO-REGUL.FV-RURAL;CASA NOVA;;6;7.1.2.3;PLANO 7;122.230,43;40.397,25;;91.672,82;73.418,46;60,07%;18.254,36;SIPEL;Y-1081170;Y-1081171;01/2024;17/01/2024;31/01/2024;REPUTACIONAL;10;7;0;0;0,15;0,00;100%;100%;18/02/2024;;;APROVADO - MANTER;29/01/2024;CASSIO MORAIS ARGOLO;29/01/2024 10:14;CASSIO MORAIS ARGOLO;29/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;20/02/2024;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101981252;FINLNOTA;SIM;PCO0122693/23;Y-1116601;RC-GRUA-AV-MIGUEL SILVA SOUZA-PALMEIRAS;JUAZEIRO;;0;8.3.2.3;PLANO 8;26.191,66;;;19.643,75;56.851,50;217,06%;-30.659,84;SIPEL;;;01/2024;03/01/2024;31/01/2024;INTERV. DE SEGURANÇA;4;6;8;8;0,12;0,39;100%;100%;31/01/2024;;;APROVADO - MANTER;19/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;19/12/2023 13:41;LIVIA CARLA PORTUGAL DOS SANTOS;19/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074796;2
