SUPERINTENDENCIA;GERENCIA;UNIDADE;LOCALIDADE;NOTA;MEDIDA;MAGNETICO;ID;PROCESSO;TITULO;MUNICIPIO;CONJUNTO;CLIENTES;PIN;PLANO;VL_PROJETO;VL_PREV_MAT;VL_PREV_SERV;VL_PREV_UNIT;VL_CUST_HIST;P_REAL;CAPEX_ARL;EMPRESA;PROJETO_KIT;PROJETO_MEDIDOR;CART;PREVISAO_EXECUCAO_INICIO;PREVISAO_EXECUCAO_FIM;CRITERIO;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;DT_ENGZ;SI;STATUS_SI;STATUS;DT_CADASTRO;USUARIO_CADASTRO;DT_VALIDACAO;USUARIO_VALIDACAO;DT_ATESTO;USUARIO_ATESTO;AGENTE_RESPONSAVEL;ST_CARTEIRA;ADRN;STATUS_REVISAO_ORCAMENTO;DATA_REVISAO_ORCAMENTO;DATA_INSERCACAO_ENGZ;JUSTIFICATIVA_EXPURGO;OBSERVACAO_OPERACAO;JUSTIFICATIVA;CLIENT_PRE_CAD;DT_PRE_CADASTRO;EMPRESA_CONTRATO_PROJETO;CALCULO_QCR
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102047814;FINLNOTA;SIM;PCO0061736/24;Y-1134353;AC-CIND-FAZ-ITAMARATY-RURAL-AGROVALE;JUAZEIRO;;0;7.1.2.3;PLANO 7;20.147,66;;;15.110,75;8.639,49;42,88%;6.471,26;SIPEL;;;08/2024;05/08/2024;17/08/2024;MAIS OBRAS;0;0;1;1;0,00;0,00;100%;100%;17/08/2024;;;APROVADO - MANTER;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;EDVALDO FONTES - U462146;CONCLUÍDO;CONF.;;;19/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101042053;FINLNOTA;SIM;PCO0074308/24;Y-0796961;RR-CIND-RUA OSVALDO DANTAS-RURAL;ITIÚBA;;2;7.1.2.3;PLANO 7;10.548,05;23.374,90;;7.911,04;8.351,45;79,18%;2.196,60;SIPEL;Y-0798139;Y-0796963;08/2024;01/08/2024;01/08/2024;MAIS OBRAS;2;2;2;2;0,03;0,06;100%;100%;30/07/2024;;;APROVADO - MANTER;30/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;30/07/2024 11:48;MICHAEL ENGRACIO LEAL DA SILVA;30/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;GUTTEMBERG SANTOS - U343220;CONCLUÍDO;CONF.;;;31/07/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102078530;FINLNOTA;SIM;PCO0061740/24;Y-1140268;ER-CIND-POV-BREJO-BREJO DE FORA;SENTO SÉ;;1;7.1.2.3;PLANO 7;6.997,78;;;5.248,34;8.308,67;118,73%;-1.310,89;SIPEL;;;08/2024;01/08/2024;10/08/2024;MAIS OBRAS;0;2;0;0;0,05;0,06;100%;100%;17/08/2024;;;APROVADO - MANTER;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;SANDRO SANTOS - U462411;CONCLUÍDO;CONF.;;;19/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102079570;FINLNOTA;SIM;PCO0073646/24;Y-1141106;ER-CIND-ROD-UAUA-RURAL;UAUÁ;;2;7.1.2.3;PLANO 7;7.393,15;;;5.544,86;7.038,31;95,20%;354,84;SIPEL;;;08/2024;05/08/2024;10/08/2024;QLP;2;2;0;0;0,07;0,08;100%;100%;15/08/2024;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;;;17/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9102067749;FINLNOTA;SIM;PCO0073663/24;Y-1143558;ER-CIND-RUA-PRINCIPAL-RURAL;CAMPO ALEGRE DE LOURDES;;1;7.1.2.3;PLANO 7;7.966,29;;;5.974,72;6.953,35;87,28%;1.012,94;SIPEL;;;08/2024;10/08/2024;27/08/2024;QLP;2;2;0;0;0,10;0,12;100%;100%;12/08/2024;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;DIEGO ALMEIDA - U462235;CONCLUÍDO;CONF.;;;13/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101970198;FINLNOTA;SIM;PCO0083580/24;Y-1109478;AC-CIND-LOT-DA GRANJA-TAMARINDO;JACOBINA;;1;7.1.1.3;PLANO 7;10.079,99;;;7.559,99;6.888,12;68,33%;671,87;SIPEL;;;08/2024;;;MAIS OBRAS;0;;;;0,22;;100%;100%;23/08/2024;;;APROVADO - MANTER;20/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;20/08/2024 14:51;MICHAEL ENGRACIO LEAL DA SILVA;20/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;NATALICIO SILVA - U460544;CONCLUÍDO;CONF.;;;26/08/2024;;REPROGRAMAÇÃO DEVIDO A FRUSTRAÇÃO DAS 02 EQUIPES NÃO HABILITADAS EM FEVEREIRO 24.;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102055579;FINLNOTA;SIM;PCO0073669/24;Y-1137122;AC-CIND-POV-RURAL-RURAL-CARATACA;UAUÁ;;1;7.1.2.3;PLANO 7;6.756,11;;;5.067,08;6.689,31;99,01%;66,80;SIPEL;;;08/2024;05/08/2024;30/08/2024;QLP;1;1;1;1;0,08;0,00;100%;100%;29/08/2024;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;;;29/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9102023196;FINLNOTA;SIM;PCO0088335/24;B-1129541;IT-CIND-AV-CENTENARIO-NAZARE;JACOBINA;;1;7.1.1.3;PLANO 7;17.901,57;;;13.426,18;5.693,94;31,81%;7.732,24;SIPEL;;;08/2024;;;MAIS OBRAS;1;1;1;1;0,04;0,00;100%;100%;31/08/2024;;;APROVADO - MANTER;30/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;30/08/2024 14:43;MICHAEL ENGRACIO LEAL DA SILVA;30/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;31/08/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102015704;FINLNOTA;SIM;PCO0061741/24;Y-1124663;AC-CIND-POV-12-AGROVILA P BRANCA 12;CURAÇÁ;;1;7.1.1.3;PLANO 7;14.225,73;;;10.669,30;4.160,66;29,25%;6.508,64;SIPEL;;;08/2024;05/08/2024;15/08/2024;QLP;1;1;0;0;0,06;0,05;100%;100%;13/08/2024;;;APROVADO - MANTER;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;10/07/2024;MICHAEL ENGRACIO LEAL DA SILVA;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;;;16/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102105261;FINLNOTA;SIM;PCO0083662/24;Y-1158235;UB-CIND-AV-01 - LOT CANUDOS II-DOM TOMAZ;JUAZEIRO;;1;7.1.1.3;PLANO 7;1.453,61;;;1.090,21;1.960,10;134,84%;-506,49;SIPEL;;;08/2024;;;MAIS OBRAS;0;0;0;0;0,02;0,05;100%;100%;26/08/2024;;;APROVADO - MANTER;21/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;21/08/2024 16:00;MICHAEL ENGRACIO LEAL DA SILVA;21/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;EDVALDO FONTES - U462146;CONCLUÍDO;CONF.;;;29/08/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101732482;OBRACANC;SIM;PCO0074508/24;B-1012374;ER-CIND-FAZ-S O MAURICIO-S O MAURICIO;OUROLÂNDIA;;0;7.1.2.3;PLANO 7;509.187,69;127.749,21;;381.890,77;215.244,88;42,27%;166.645,89;SIPEL;;;08/2024;;;QLP;81;;;;6,83;;50%;0%;;;;APROVADO - MANTER;31/07/2024;TIAGO DE OLIVEIRA CASTRO;31/07/2024 10:35;TIAGO DE OLIVEIRA CASTRO;31/07/2024;TIAGO DE OLIVEIRA CASTRO;NAILTON SANTANA - U344575;CONTRATADA;INCF.;;;;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101489687;OBRACANC;SIM;PCO0074832/24;B-0955811;RR-CCOL-FAZ-RIACHO DO MEL -RURAL;BAIXA GRANDE;;3;7.1.2.3;PLANO 7;136.006,16;40.272,89;;102.004,62;73.605,62;54,12%;28.399,00;SIPEL;B-1007756;B-1007788;08/2024;;;GOVERNO;20;;;;0,00;;100%;0%;;;;APROVADO - MANTER;01/08/2024;TIAGO DE OLIVEIRA CASTRO;01/08/2024 11:50;TIAGO DE OLIVEIRA CASTRO;01/08/2024;TIAGO DE OLIVEIRA CASTRO;RAFAEL CRUZ - U469504;CONTRATADA;INCF.;;;;;;;0;;4600074798;7
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9100297257;OBRACANC;SIM;PCO0054802/24;B-0552818;MP-CCOL-FAZ.CANA DO MACACO-RURAL;JAGUARARI;;3;14.4.11.1;PLANO 14;244.525,72;105.706,52;;183.394,29;44.439,19;18,17%;138.955,10;SIPEL;B-0552821;B-0934689;08/2024;20/08/2024;27/09/2024;REPUTACIONAL;65;;;;7,41;;50%;0%;;;;APROVADO - MANTER;08/07/2024;JOSE LUIS DOS SANTOS FILHO;08/07/2024 11:50;JOSE LUIS DOS SANTOS FILHO;08/07/2024;JOSE LUIS DOS SANTOS FILHO;;CONTRATADA;INCF.;;;30/10/2019;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101896724;OBRACANC;SIM;PCO0037956/24;B-1078608;LD-CCOL-FAZ SITIO E ADJANCECIAS-RURAL;CAMPO FORMOSO;;17;7.1.2.3;PLANO 7;864.202,18;;;648.151,64;38.927,52;4,50%;609.224,12;SIPEL;Y-1080398;Y-1080400;08/2024;19/08/2024;30/09/2024;REPUTACIONAL;84;;;;6,58;;50%;0%;;;;APROVADO - MANTER;24/04/2024;IVA REGINA BRITO SANTOS;24/04/2024 18:54;IVA REGINA BRITO SANTOS;24/04/2024;IVA REGINA BRITO SANTOS;;CONTRATADA;INCF.;;;;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102051310;REVIORÇM;SIM;PCO0039832/24;B-1142287;ME-INTERL-SBO-01S1-SBO-01S4;SOBRADINHO;;0;8.2.1.3;PLANO 8;302.798,40;;;227.098,80;23.345,04;7,71%;203.753,76;SIPEL;;;08/2024;15/08/2024;30/08/2024;EQUIPAMENTO;32;;;;1,73;;100%;0%;;;;APROVADO - MANTER;07/05/2024;JOSE LUIS DOS SANTOS FILHO;07/05/2024 10:24;JOSE LUIS DOS SANTOS FILHO;07/05/2024;JOSE LUIS DOS SANTOS FILHO;SANDRO SANTOS - U462411;CONTRATADA;INCF.;;;;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101954713;OBRACANC;SIM;PCO0073681/24;B-1101920;LD CIND RUA PASSAGEM PASSAGEM RURAL;PILÃO ARCADO;;1;7.1.2.3;PLANO 7;30.939,14;;;23.204,36;19.256,77;62,24%;3.947,59;SIPEL;;X-1101921;08/2024;15/08/2024;30/08/2024;AIC OBJETIVO;1;;;;0,00;;100%;0%;;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;DIEGO ALMEIDA - U462235;CONTRATADA;INCF.;;;;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;;9002924339;OBRACANC;SIM;PCO0073631/24;B-0286968;MP CIND POV LAGEDO II RURAL CPG;CAPIM GROSSO;;1;14.4.12.1;PLANO 14;126.982,49;46.178,24;;95.236,87;18.319,23;14,43%;76.917,64;SIPEL;X-0286969;X-1088229;08/2024;;;QLP;10;;;;0,51;;100%;0%;;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;;CONTRATADA;INCF.;;;;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;;9102076039;OBRACANC;SIM;PCO0073684/24;Y-1140215;ER-CIND-RUA-DO MERCADO-ANGICO II;CAMPO ALEGRE DE LOURDES;;1;7.1.2.3;PLANO 7;17.316,87;;;12.987,65;0,00;0,00%;12.987,65;SIPEL;;;08/2024;01/08/2024;08/08/2024;QLP;1;;;;0,00;;100%;0%;;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;DIEGO ALMEIDA - U462235;CONTRATADA;INCF.;;;;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102051338;OBRACANC;SIM;PCO0073686/24;B-1139433;UB-CIND-RUA-A LOT DOS BATISTA NOB-CENTRO;UAUÁ;;2;7.1.1.3;PLANO 7;15.684,37;;;11.763,28;;0,00%;;SIPEL;;;08/2024;;;QLP;4;;;;0,08;;100%;0%;;;;APROVADO - MANTER;24/07/2024;CAIO PORTO DOS SANTOS;24/07/2024 19:48;CAIO PORTO DOS SANTOS;24/07/2024;CAIO PORTO DOS SANTOS;CARLOS EDUARDO - U462214;CONTRATADA;INCF.;;;;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101222136;LIBEEXEC;SIM;PCO0074532/24;B-0892376;MP - CCOL - RUA ALTO BONITO - RURAL;MIRANGABA;;5;14.7.3;PLANO 14;341.740,14;29.771,07;;256.305,11;380.944,82;111,47%;-39.204,68;SIPEL;B-0980795;B-0980794;08/2024;07/08/2024;31/08/2024;AIC OBJETIVO;54;2;2;2;3,41;0,00;100%;35%;;869722/2022;APROVADA;APROVADO - MANTER;31/07/2024;TIAGO DE OLIVEIRA CASTRO;31/07/2024 10:35;TIAGO DE OLIVEIRA CASTRO;31/07/2024;TIAGO DE OLIVEIRA CASTRO;HIAGO SANTANA - U470061;EM EXECUÇÃO;INCF.;ANALISADO;18/07/2024;;;;;0;;4600074798;15
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9100824708;FINLNOTA;SIM;PCO0075440/24;Y-0705700;MP-CCOL-POV LAGOA DA VACA-RURAL;PILÃO ARCADO;;46;14.4.12.1;PLANO 14;3.538.165,40;549.120,66;;2.653.624,05;6.177.251,66;174,59%;-2.639.086,26;SIPEL;Y-0705704;Y-1161121;09/2024;18/07/2024;30/09/2024;REPUTACIONAL;495;505;1.108;1.108;39,31;73,28;100%;100%;30/09/2024;985552/2024;APROVADA;APROVADO - MANTER;05/08/2024;TIAGO DE OLIVEIRA CASTRO;05/08/2024 11:18;TIAGO DE OLIVEIRA CASTRO;05/08/2024;TIAGO DE OLIVEIRA CASTRO;DIEGO ALMEIDA - U462235;CONCLUÍDO;CONF.;ANALISADO;30/07/2024;01/10/2024;;;;0;;4600074796;6
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101961915;FINLNOTA;SIM;PCO0046034/24;Y-0996310;MP-CCOL-COMPL- POV. POÇO VERDE 1800 RURA;CURAÇÁ;;19;14.4.12.1;PLANO 14;3.181.356,29;844.780,86;;2.386.017,22;3.106.073,72;97,63%;75.282,57;SIPEL;Y-1009632;Y-1009638;09/2024;15/08/2024;30/12/2024;REPUTACIONAL;404;424;549;549;34,86;0,00;40%;100%;30/12/2024;992812/2024;APROVADA;APROVADO - MANTER;07/06/2024;JOSE LUIS DOS SANTOS FILHO;07/06/2024 08:56;JOSE LUIS DOS SANTOS FILHO;07/06/2024;JOSE LUIS DOS SANTOS FILHO;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;ANALISADO;27/11/2024;09/01/2025;;;;0;;4600074796;7
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101822433;FINLNOTA;SIM;PCO0030257/24;Y-1050871;MP CIND POV LAGOA DO ALEGRE RURAL;CASA NOVA;;24;14.4.12.1;PLANO 14;4.189.035,36;;;3.141.776,52;2.979.582,77;71,13%;162.193,75;SIPEL;Y-1096103;Y-1096104;09/2024;08/08/2024;31/10/2024;REPUTACIONAL;351;400;1.773;1.773;36,00;54,23;75%;100%;31/10/2024;;;APROVADO - MANTER;25/03/2024;SUENIA SOUSA MENESES;25/03/2024 13:54;SUENIA SOUSA MENESES;25/03/2024;SUENIA SOUSA MENESES;DIEGO ALMEIDA - U462235;CONCLUÍDO;CONF.;ANALISADO;25/10/2024;01/11/2024;;;;0;;4600074796;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101940561;FINLNOTA;SIM;PCO0038863/24;Y-1093655;AL - GRUA - FAZ. BAIXA - RURAL;JUAZEIRO;;0;7.1.2.3;PLANO 7;3.555.398,98;;;2.666.549,24;2.154.180,01;60,59%;512.369,23;SIPEL;;;09/2024;16/09/2024;31/10/2024;REPUTACIONAL;188;;;;13,87;;33%;100%;04/03/2025;;;APROVADO - MANTER;30/04/2024;JOSE LUIS DOS SANTOS FILHO;30/04/2024 16:23;JOSE LUIS DOS SANTOS FILHO;30/04/2024;JOSE LUIS DOS SANTOS FILHO;VICTOR BARROS - U462427;CONCLUÍDO;CONF.;ENVIO CANCELADO;26/03/2025;06/03/2025;;;;0;;4600074796;7
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101188125;FINLNOTA;SIM;PCO0039012/24;Y-0878166;MP-COOL-FAZ NOVA-MORRINHOS;CAMPO FORMOSO;;31;14.4.12.1;PLANO 14;999.318,14;367.583,50;;749.488,61;1.912.840,79;191,41%;-913.522,65;SIPEL;Y-1156675;Y-1156594;09/2024;07/08/2024;30/11/2024;REPUTACIONAL;241;64;77;77;20,29;0,00;60%;100%;18/12/2024;;;APROVADO - MANTER;30/04/2024;JOSE LUIS DOS SANTOS FILHO;30/04/2024 17:22;JOSE LUIS DOS SANTOS FILHO;08/05/2024;JOSE LUIS DOS SANTOS FILHO;HIAGO SANTANA - U470061;CONCLUÍDO;CONF.;ANALISADO;25/11/2024;07/01/2025;NOTAS INTERROMPIDAS;;;5;01/10/2024 14:02:00;4600074798;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101751200;FINLNOTA;SIM;PCO0041132/24;Y-1015820;IT-GOVE-RUA-QUADRA N 24-VILA S O JOAQUIM;SOBRADINHO;;0;7.1.1.3;PLANO 7;1.391.614,21;518.945,30;;1.043.710,66;1.798.748,10;129,26%;-407.133,89;SIPEL;;;09/2024;01/09/2024;31/10/2024;ESTRATÉGICA;144;105;68;68;10,43;9,80;50%;100%;01/02/2025;975359/2023;RECEBIDA;APROVADO - MANTER;09/05/2024;JOSE LUIS DOS SANTOS FILHO;09/05/2024 15:54;JOSE LUIS DOS SANTOS FILHO;09/05/2024;JOSE LUIS DOS SANTOS FILHO;SANDRO SANTOS - U462411;CONCLUÍDO;CONF.;;;04/02/2025;;;;0;;4600074796;7
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9100291712;FINLNOTA;SIM;PCO0039576/24;Y-0552105;MP-CCOL-FAZ.CAMPO ALEGRE-RURAL;CURAÇÁ;;20;14.4.12.1;PLANO 14;1.021.260,51;391.566,85;;765.945,38;1.457.627,48;142,73%;-436.366,97;SIPEL;Y-0552110;Y-0994687;09/2024;01/09/2024;31/10/2024;REPUTACIONAL;184;191;748;748;16,76;27,68;50%;100%;01/11/2024;;;APROVADO - MANTER;03/05/2024;JOSE LUIS DOS SANTOS FILHO;03/05/2024 17:25;JOSE LUIS DOS SANTOS FILHO;03/05/2024;JOSE LUIS DOS SANTOS FILHO;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;ANALISADO;17/10/2024;01/11/2024;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101889156;FINLNOTA;SIM;PCO0074389/24;Y-1071938;ER-SEIN-POV-LAGES-LRURAL;QUEIMADAS;;15;14.4.12.1;PLANO 14;439.874,11;;;329.905,58;846.940,81;192,54%;-407.066,70;SIPEL;Y-1165742;Y-1165743;09/2024;07/08/2024;27/09/2024;GOVERNO;135;149;306;306;11,69;13,34;60%;100%;28/09/2024;996895/2024;RECEBIDA;APROVADO - MANTER;31/07/2024;TIAGO DE OLIVEIRA CASTRO;31/07/2024 09:19;TIAGO DE OLIVEIRA CASTRO;31/07/2024;TIAGO DE OLIVEIRA CASTRO;WELLINGTON SOUZA - U470124;CONCLUÍDO;CONF.;;;30/09/2024;;;;0;;4600074798;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102096447;FINLNOTA;SIM;PCO0079556/24;Y-1156123;AC-GRUA-RUA- SANTO ANTONIO-URB;JUAZEIRO;;0;7.1.1.3;PLANO 7;729.345,67;;;547.009,25;636.288,47;87,24%;93.057,20;SIPEL;;;09/2024;01/09/2024;30/09/2024;GOVERNO;43;44;0;0;1,67;5,00;75%;100%;02/10/2024;;;REPROVADO - MANTER;09/08/2024;MICHAEL ENGRACIO LEAL DA SILVA;;;09/08/2024;CAIO PORTO DOS SANTOS;VICTOR BARROS - U462427;CONCLUÍDO;CONF.;CRIADO;24/09/2024;03/10/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9002065611;FINLNOTA;SIM;PCO0074316/24;Y-0192040;MP-CCOL-POV. DE MUCAMBO-RURAL;CASA NOVA;;13;7.1.2.3;PLANO 7;635.519,48;257.601,48;;476.639,61;574.496,31;90,40%;61.023,17;SIPEL;Y-0192041;Y-1043443;09/2024;09/09/2024;31/10/2024;AIC OBJETIVO;78;82;0;0;6,09;2,60;100%;100%;26/10/2024;;;APROVADO - MANTER;30/07/2024;TIAGO DE OLIVEIRA CASTRO;30/07/2024 12:07;TIAGO DE OLIVEIRA CASTRO;30/07/2024;TIAGO DE OLIVEIRA CASTRO;DIEGO ALMEIDA - U462235;CONCLUÍDO;CONF.;;;28/10/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101916790;FINLNOTA;SIM;PCO0088968/24;B-1090820;MP-CCOL-POV. RODOLEIRO-RURAL;UMBURANAS;;6;14.4.12.1;PLANO 14;400.765,46;;;300.574,10;539.591,66;134,64%;-138.826,20;SIPEL;Y-1090821;Y-1090822;09/2024;19/08/2024;27/09/2024;AIC OBJETIVO;53;47;56;56;6,18;0,00;100%;100%;30/04/2025;993778/2024;APROVADA;APROVADO - MANTER;02/09/2024;TIAGO DE OLIVEIRA CASTRO;02/09/2024 15:01;TIAGO DE OLIVEIRA CASTRO;02/09/2024;TIAGO DE OLIVEIRA CASTRO;RICARDO BRITO - U465100;CONCLUÍDO;CONF.;ENVIADO;19/02/2025;04/05/2025;;;;2;03/10/2024 10:25:00;4600074798;8
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101961798;FINLNOTA;SIM;PCO0083526/24;Y-1109522;AC-SEIN-POV-JUNCO-RURAL;ITIÚBA;;1;7.1.2.3;PLANO 7;480.392,63;;;360.294,47;525.347,93;109,36%;-44.955,30;SIPEL;;;09/2024;23/09/2024;30/10/2024;REPUTACIONAL;70;68;187;187;9,95;9,33;20%;100%;13/11/2024;;;APROVADO - MANTER;19/08/2024;TIAGO DE OLIVEIRA CASTRO;19/08/2024 11:39;TIAGO DE OLIVEIRA CASTRO;19/08/2024;TIAGO DE OLIVEIRA CASTRO;WELLINGTON SOUZA - U470124;CONCLUÍDO;CONF.;;;14/11/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101933546;FINLNOTA;SIM;PCO0088972/24;Y-1087951;LD-CCOL FAZ  BANANEIRA - RURAL;TAPIRAMUTÁ;;3;14.4.12.1;PLANO 14;572.259,74;;;429.194,81;437.045,98;76,37%;135.213,76;SIPEL;Y-1089001;Y-1089002;09/2024;;;AIC OBJETIVO;65;65;65;65;4,10;0,00;100%;100%;30/10/2024;;;APROVADO - MANTER;02/09/2024;TIAGO DE OLIVEIRA CASTRO;02/09/2024 15:01;TIAGO DE OLIVEIRA CASTRO;02/09/2024;TIAGO DE OLIVEIRA CASTRO;DIORLAN REIS - U352259;CONCLUÍDO;CONF.;ANALISADO;17/07/2024;08/11/2024;;;;2;03/10/2024 07:40:00;4600074798;4
